category	cputime	memory	repetition	status	task	variant	walltime
correct	0.073226008	25935872.0	01	true	goblint-regression/13-privatized_66-mine-W-init_true.yml	baseline	0.07611168792936951
correct	0.073110087	25952256.0	01	false(unreach-call)	goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	baseline	0.07769470603670925
correct	0.07170867	25948160.0	01	true	goblint-regression/36-apron_16-traces-unprot2_true.yml	baseline	0.07442051800899208
correct	0.06803478	25952256.0	01	true	goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	baseline	0.07032449101097882
correct	0.065783557	26005504.0	01	true	goblint-regression/13-privatized_47-refine-protected2_true.yml	baseline	0.07186659600120038
correct	0.06414132	25935872.0	01	true	goblint-regression/13-privatized_46-refine-protected1_true.yml	baseline	0.07106381200719625
correct	0.068840703	25927680.0	01	true	goblint-regression/36-apron_11-traces-max-simple_true.yml	baseline	0.07585894491057843
correct	0.063253475	25980928.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	baseline	0.069283545948565
correct	0.070366161	26013696.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	baseline	0.07395780296064913
correct	0.069997235	25985024.0	01	true	goblint-regression/13-privatized_40-traces-ex-6_true.yml	baseline	0.0744510319782421
correct	0.065209983	26034176.0	01	true	goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	baseline	0.07076899893581867
correct	0.066678012	25939968.0	01	true	goblint-regression/13-privatized_44-traces-mine2_true.yml	baseline	0.0715297469869256
correct	0.07192726	25972736.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	baseline	0.07819190400186926
correct	0.068800653	26058752.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	baseline	0.07367147295735776
correct	0.070024509	26030080.0	01	true	goblint-regression/13-privatized_36-traces-ex-3_true.yml	baseline	0.07684410305228084
correct	0.063914472	25972736.0	01	true	goblint-regression/13-privatized_18-first-reads_true.yml	baseline	0.06981864396948367
correct	0.068873133	25952256.0	01	true	goblint-regression/13-privatized_35-traces-ex-2_true.yml	baseline	0.07207194401416928
correct	0.068466477	25956352.0	01	true	goblint-regression/13-privatized_37-traces-ex-4_true.yml	baseline	0.07767608901485801
correct	0.067203104	25993216.0	01	true	goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	baseline	0.08187870390247554
correct	0.070580017	25956352.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	baseline	0.07553954795002937
correct	0.067100425	26079232.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	baseline	0.0820227509830147
correct	0.066864501	26005504.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	baseline	0.07931153592653573
correct	0.068890416	25993216.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	baseline	0.07626163703389466
correct	0.073691225	25956352.0	01	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	baseline	0.07788877002894878
correct	0.071205246	26083328.0	01	true	goblint-regression/13-privatized_01-priv_nr_true.yml	baseline	0.0775012020021677
correct	0.068016094	26038272.0	01	true	goblint-regression/13-privatized_19-publish-precision_true.yml	baseline	0.07726878393441439
correct	0.066815954	26009600.0	01	true	goblint-regression/13-privatized_42-traces-ex-mini_true.yml	baseline	0.07676073908805847
correct	0.068962686	26058752.0	01	true	goblint-regression/13-privatized_33-traces-v-matters_true.yml	baseline	0.07686659402679652
correct	0.065767396	26071040.0	01	true	goblint-regression/13-privatized_25-struct_nr_true.yml	baseline	0.0747249600244686
correct	0.068822385	26079232.0	01	true	goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	baseline	0.0864396890392527
correct	0.068330042	26046464.0	01	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	baseline	0.08273280400317162
correct	0.070348452	26112000.0	01	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	baseline	0.09028914291411638
correct	0.069486394	25989120.0	01	true	goblint-regression/13-privatized_20-publish-regression_true.yml	baseline	0.079949657083489
correct	0.071997236	26042368.0	01	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	baseline	0.08810435596387833
correct	0.072689108	26107904.0	01	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	baseline	0.08233376394491643
correct	0.071706331	25960448.0	01	true	goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	baseline	0.07790522801224142
correct	0.068653201	26103808.0	01	true	goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	baseline	0.07855485600885004
correct	0.073631476	26025984.0	01	true	goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	baseline	0.08282597200013697
correct	0.107374559	26062848.0	01	true	goblint-regression/13-privatized_24-multiple-protecting_true.yml	baseline	0.11220683995634317
correct	0.077287268	26075136.0	01	true	goblint-regression/36-apron_21-traces-cluster-based_true.yml	baseline	0.08370938105508685
correct	0.069696978	26120192.0	01	true	goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	baseline	0.07826039101928473
correct	0.195717856	26107904.0	01	true	goblint-regression/13-privatized_27-multiple-protecting2_true.yml	baseline	0.2060739389853552
correct	0.065698428	25968640.0	01	true	pthread-ext/14_spin2003.yml	baseline	0.07614340004511178
correct	0.066261071	25985024.0	01	true	pthread-ext/29_conditionals_vs.yml	baseline	0.0799230809789151
correct	0.070867291	25985024.0	01	true	pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	baseline	0.07906728191301227
correct	0.071016521	25956352.0	01	true	pthread-ext/46_monabsex2_vs.yml	baseline	0.07864489394705743
correct	0.065603579	25960448.0	01	true	pthread-ext/45_monabsex1_vs.yml	baseline	0.07801232300698757
correct	0.066250761	26046464.0	01	false(unreach-call)	pthread/stateful01-1.yml	baseline	0.07850885507650673
correct	0.074002308	26095616.0	01	true	pthread/stateful01-2.yml	baseline	0.09164705406874418
correct	0.06690108	26152960.0	01	true	pthread-atomic/time_var_mutex.yml	baseline	0.0865050220163539
correct	0.066994343	25993216.0	01	true	pthread-ext/01b_inc.yml	baseline	0.08570765401236713
error	60.979529124	26030080.0	01	TIMEOUT	pthread/triangular-1.yml	baseline	61.01694558595773
correct	21.074628336	26116096.0	01	false(unreach-call)	pthread/triangular-2.yml	baseline	21.09565635502804
correct	0.069304647	26038272.0	01	true	pthread-ext/02_inc_cas.yml	baseline	0.07584854401648045
correct	3.0844013	56573952.0	01	false(unreach-call)	goblint-regression/28-race_reach_21-deref_read_racing.yml	baseline	3.096721476991661
correct	0.069471252	26009600.0	01	true	pthread-ext/48_ticket_lock_low_contention_vs.yml	baseline	0.07960465899668634
error	61.042243082	1057153024.0	01	TIMEOUT	goblint-regression/28-race_reach_37-indirect_racing.yml	baseline	61.06450402899645
correct	0.070344231	26034176.0	01	false(unreach-call)	goblint-regression/28-race_reach_45-escape_racing.yml	baseline	0.08016652904916555
correct	0.070813658	26005504.0	01	true	goblint-regression/28-race_reach_46-escape_racefree.yml	baseline	0.08035942504648119
error	61.037496125	1057091584.0	01	TIMEOUT	goblint-regression/28-race_reach_01-simple_racing.yml	baseline	61.063576699001715
error	61.038832601	1057153024.0	01	TIMEOUT	goblint-regression/28-race_reach_11-ptr_racing.yml	baseline	61.062034214963205
correct	0.102578373	26124288.0	01	false(unreach-call)	pthread-deagle/circular_buffer_bad.yml	baseline	0.10957256006076932
error	60.978003395	25997312.0	01	TIMEOUT	pthread/fib_safe-5.yml	baseline	61.01982535794377
error	60.973816914	26054656.0	01	TIMEOUT	pthread/fib_safe-6.yml	baseline	61.01327769900672
correct	14.767804458	26087424.0	01	false(unreach-call)	pthread/fib_unsafe-5.yml	baseline	14.781326366006397
error	60.976905313	25997312.0	01	TIMEOUT	pthread/fib_unsafe-6.yml	baseline	61.01008186500985
error	60.94516265	26087424.0	01	TIMEOUT	pthread/fib_unsafe-7.yml	baseline	61.01519193104468
error	61.033403941	1057148928.0	01	TIMEOUT	goblint-regression/28-race_reach_24-sound_lock_racing.yml	baseline	61.05695509794168
correct	0.072956866	26169344.0	01	false(unreach-call)	pthread/lazy01.yml	baseline	0.07962654903531075
error	60.981097955	26169344.0	01	TIMEOUT	pthread-deagle/circular_buffer_ok.yml	baseline	61.01966152701061
correct	0.087946305	26034176.0	01	true	pthread-atomic/szymanski.yml	baseline	0.09438269108068198
correct	0.075769813	26079232.0	01	true	pthread-atomic/dekker.yml	baseline	0.0863247630186379
correct	0.067369285	26075136.0	01	true	pthread-atomic/dekker-unfair.yml	baseline	0.0807298170402646
correct	0.069238658	26083328.0	01	false(unreach-call)	pthread-theta/unwind3-1.yml	baseline	0.07305249897763133
correct	0.069529744	26058752.0	01	true	pthread-theta/exponential-nondet.yml	baseline	0.08191528602037579
correct	0.068231189	26161152.0	01	false(unreach-call)	pthread-theta/unwind2-1.yml	baseline	0.07736498094163835
correct	0.068240905	26120192.0	01	false(unreach-call)	pthread-theta/unwind2-100.yml	baseline	0.07508223806507885
correct	27.200978889	26230784.0	01	true	pthread/butterfly.yml	baseline	27.22206990804989
correct	0.065409746	25939968.0	01	true	pthread-ext/43_NetBSD_sysmon_power_sliced.yml	baseline	0.071674725972116
error	61.032639707	1057193984.0	01	TIMEOUT	goblint-regression/28-race_reach_06-cond_racing1.yml	baseline	61.05609627394006
correct	0.093867125	26165248.0	01	true	pthread/queue_ok.yml	baseline	0.10240343189798295
correct	4.284890081	116977664.0	01	true	pthread/queue_ok_longer.yml	baseline	4.297458391985856
correct	20.4613612	473063424.0	01	true	pthread/queue_ok_longest.yml	baseline	20.47924634104129
error	60.987216765	81788928.0	01	TIMEOUT	pthread/queue_longer.yml	baseline	61.0170386970276
correct	1.258649277	26275840.0	01	false(unreach-call)	pthread/queue.yml	baseline	1.2666486779926345
correct	0.075076452	26300416.0	01	false(unreach-call)	pthread/singleton.yml	baseline	0.08543174609076232
correct	0.078672475	26218496.0	01	true	pthread/singleton_with-uninit-problems.yml	baseline	0.08643051201943308
correct	0.176404591	26161152.0	01	false(unreach-call)	pthread-C-DAC/pthread-demo-datarace-3.yml	baseline	0.18513103702571243
correct	0.73103956	26124288.0	01	false(unreach-call)	pthread/reorder_2.yml	baseline	0.7412183519918472
correct	0.098521162	26365952.0	01	false(unreach-call)	pthread/twostage_3.yml	baseline	0.10573978000320494
correct	0.075200519	26230784.0	01	true	ldv-races/race-1_1-join.yml	baseline	0.0816952510504052
correct	0.075989727	26218496.0	01	false(unreach-call)	ldv-races/race-1_3-join.yml	baseline	0.08646935597062111
correct	0.078116945	26275840.0	01	false(unreach-call)	ldv-races/race-1_2-join.yml	baseline	0.08839125803206116
correct	0.079733433	26349568.0	01	true	ldv-races/race-4_1-thread_local_vars.yml	baseline	0.0880253299837932
correct	0.075673589	26316800.0	01	true	ldv-races/race-2_1-container_of.yml	baseline	0.08243939199019223
correct	0.074285651	26304512.0	01	true	ldv-races/race-3_1-container_of-global.yml	baseline	0.08312132605351508
correct	0.076112427	26017792.0	01	true	goblint-regression/13-privatized_66-mine-W-init_true.yml	pruning	0.08457114803604782
correct	0.068034704	25870336.0	01	false(unreach-call)	goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	pruning	0.07562320400029421
correct	0.068972847	25989120.0	01	true	goblint-regression/36-apron_16-traces-unprot2_true.yml	pruning	0.07235591695643961
correct	0.074461305	25989120.0	01	true	goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	pruning	0.07850307389162481
correct	0.071293615	26025984.0	01	true	goblint-regression/13-privatized_47-refine-protected2_true.yml	pruning	0.07697636599186808
correct	0.067645238	26009600.0	01	true	goblint-regression/13-privatized_46-refine-protected1_true.yml	pruning	0.07217214105185121
correct	0.068965996	25997312.0	01	true	goblint-regression/36-apron_11-traces-max-simple_true.yml	pruning	0.07248087995685637
correct	0.075821167	26009600.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	pruning	0.08253108395729214
correct	0.066884112	25972736.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	pruning	0.07293313706759363
correct	0.072131609	25931776.0	01	true	goblint-regression/13-privatized_40-traces-ex-6_true.yml	pruning	0.07715259690303355
correct	0.072599993	26009600.0	01	true	goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	pruning	0.07874738390091807
correct	0.07506647	26009600.0	01	true	goblint-regression/13-privatized_44-traces-mine2_true.yml	pruning	0.07877517503220588
correct	0.072601254	26005504.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	pruning	0.07832888897974044
correct	0.075102107	25985024.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	pruning	0.08040692692156881
correct	0.070226987	26021888.0	01	true	goblint-regression/13-privatized_36-traces-ex-3_true.yml	pruning	0.07704717805609107
correct	0.065514891	26062848.0	01	true	goblint-regression/13-privatized_18-first-reads_true.yml	pruning	0.07425681105814874
correct	0.071152447	26066944.0	01	true	goblint-regression/13-privatized_35-traces-ex-2_true.yml	pruning	0.07743363699410111
correct	0.070985072	26021888.0	01	true	goblint-regression/13-privatized_37-traces-ex-4_true.yml	pruning	0.07828322297427803
correct	0.073541651	25976832.0	01	true	goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	pruning	0.07843018101993948
correct	0.070359841	26025984.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	pruning	0.07913670490961522
correct	0.071618385	26013696.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	pruning	0.08708510908763856
correct	0.071290775	26062848.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	pruning	0.08077395393047482
correct	0.071141896	26050560.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	pruning	0.07727212610188872
correct	0.076160707	26050560.0	01	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	pruning	0.08321525901556015
correct	0.071536669	26017792.0	01	true	goblint-regression/13-privatized_01-priv_nr_true.yml	pruning	0.08243081392720342
