stage	backend	model	program	repetition	status	real_seconds	user_seconds	sys_seconds	peak_rss_bytes	complete_executions	blocked_executions
pso-before	cat	tso	correct/data-structures/fcombiner-async/variants/main0.c	8	42	0.09	0.06	0.02	54378496	0	0
pso-before	caat	pso	correct/litmus/SB/variants/sb0.c	8	0	0.05	0.03	0.01	52576256	4	0
pso-before	cat	pso	correct/litmus/SB/variants/sb0.c	8	0	0.05	0.03	0.01	52609024	4	0
pso-before	caat	pso	correct/litmus/RMWFix/variants/rmwfix0.c	8	0	0.05	0.03	0.01	52641792	4	0
pso-before	cat	pso	correct/litmus/RMWFix/variants/rmwfix0.c	8	0	0.05	0.03	0.01	52674560	4	0
pso-before	caat	pso	correct/data-structures/ms-queue-dynamic/variants/main0.c	8	0	0.07	0.04	0.02	53739520	2	6
pso-before	cat	pso	correct/data-structures/ms-queue-dynamic/variants/main0.c	8	0	0.06	0.04	0.01	53903360	2	6
pso-before	caat	pso	correct/data-structures/treiber-stack-dynamic/variants/main0.c	8	0	0.08	0.05	0.02	53690368	11	7
pso-before	cat	pso	correct/data-structures/treiber-stack-dynamic/variants/main0.c	8	0	0.07	0.04	0.02	53493760	11	7
pso-before	caat	pso	correct/data-structures/fcombiner-async/variants/main0.c	8	42	0.11	0.08	0.02	54575104	0	0
pso-before	cat	pso	correct/data-structures/fcombiner-async/variants/main0.c	8	42	0.09	0.06	0.02	54378496	0	0
pso-before	cat	sc	correct/litmus/SB/variants/sb0.c	9	0	0.05	0.03	0.01	52625408	3	0
pso-before	caat	sc	correct/litmus/SB/variants/sb0.c	9	0	0.05	0.03	0.01	52576256	3	0
pso-before	cat	sc	correct/litmus/RMWFix/variants/rmwfix0.c	9	0	0.05	0.03	0.01	52576256	4	0
pso-before	caat	sc	correct/litmus/RMWFix/variants/rmwfix0.c	9	0	0.05	0.03	0.01	52592640	4	0
pso-before	cat	sc	correct/data-structures/ms-queue-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53772288	2	6
pso-before	caat	sc	correct/data-structures/ms-queue-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53854208	2	6
pso-before	cat	sc	correct/data-structures/treiber-stack-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53608448	8	6
pso-before	caat	sc	correct/data-structures/treiber-stack-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53575680	8	6
pso-before	cat	sc	correct/data-structures/fcombiner-async/variants/main0.c	9	0	0.17	0.14	0.01	54525952	24	16
pso-before	caat	sc	correct/data-structures/fcombiner-async/variants/main0.c	9	0	0.11	0.08	0.01	54493184	24	16
pso-before	cat	tso	correct/litmus/SB/variants/sb0.c	9	0	0.05	0.03	0.01	52559872	4	0
pso-before	caat	tso	correct/litmus/SB/variants/sb0.c	9	0	0.05	0.03	0.01	52543488	4	0
pso-before	cat	tso	correct/litmus/RMWFix/variants/rmwfix0.c	9	0	0.05	0.03	0.01	52690944	4	0
pso-before	caat	tso	correct/litmus/RMWFix/variants/rmwfix0.c	9	0	0.05	0.03	0.01	52527104	4	0
pso-before	cat	tso	correct/data-structures/ms-queue-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53739520	2	6
pso-before	caat	tso	correct/data-structures/ms-queue-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53837824	2	6
pso-before	cat	tso	correct/data-structures/treiber-stack-dynamic/variants/main0.c	9	0	0.07	0.04	0.01	53477376	8	6
pso-before	caat	tso	correct/data-structures/treiber-stack-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53444608	8	6
pso-before	cat	tso	correct/data-structures/fcombiner-async/variants/main0.c	9	42	0.09	0.06	0.02	54394880	0	0
pso-before	caat	tso	correct/data-structures/fcombiner-async/variants/main0.c	9	42	0.09	0.06	0.02	54476800	0	0
pso-before	cat	pso	correct/litmus/SB/variants/sb0.c	9	0	0.05	0.03	0.01	52592640	4	0
pso-before	caat	pso	correct/litmus/SB/variants/sb0.c	9	0	0.05	0.03	0.01	52576256	4	0
pso-before	cat	pso	correct/litmus/RMWFix/variants/rmwfix0.c	9	0	0.05	0.03	0.01	52625408	4	0
pso-before	caat	pso	correct/litmus/RMWFix/variants/rmwfix0.c	9	0	0.05	0.03	0.01	52592640	4	0
pso-before	cat	pso	correct/data-structures/ms-queue-dynamic/variants/main0.c	9	0	0.07	0.04	0.02	53870592	2	6
pso-before	caat	pso	correct/data-structures/ms-queue-dynamic/variants/main0.c	9	0	0.07	0.04	0.01	53837824	2	6
pso-before	cat	pso	correct/data-structures/treiber-stack-dynamic/variants/main0.c	9	0	0.06	0.04	0.01	53575680	11	7
pso-before	caat	pso	correct/data-structures/treiber-stack-dynamic/variants/main0.c	9	0	0.07	0.05	0.01	53477376	11	7
pso-before	cat	pso	correct/data-structures/fcombiner-async/variants/main0.c	9	42	0.08	0.06	0.01	54394880	0	0
pso-before	caat	pso	correct/data-structures/fcombiner-async/variants/main0.c	9	42	0.11	0.08	0.02	54542336	0	0
