case	mode	workers	status	elapsed_ns	gate	complete	blocked	reduced	fail_open	verdict_sha256	summary_sha256
wrong/safety/dekker_rlx/variants/dekker_rlx0.c	rvf	2	0	51166000	enabled	3	0	12	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	b39f307f9d8d67130815acb8a7f771d6284d18ca770ec9fcfa022c7d167fe785
correct/litmus/RMWFix/variants/rmwfix0.c	baseline	1	0	51253000		4	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	1cc28f3348c987c42f37e37145b1b475aaff31f7b593e724aa00b00573845cde
correct/litmus/RMWFix/variants/rmwfix0.c	rvf	1	0	51005000	native-fallback reason=atomic read-modify-write instruction	4	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	1cc28f3348c987c42f37e37145b1b475aaff31f7b593e724aa00b00573845cde
correct/litmus/RMWFix/variants/rmwfix0.c	rvf	2	0	50456000	native-fallback reason=atomic read-modify-write instruction	4	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	1cc28f3348c987c42f37e37145b1b475aaff31f7b593e724aa00b00573845cde
correct/infr/atomic-min-max/variants/atomic-min-max0.c	baseline	1	0	50824000		1	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	fe2b117bf9eba3e539d9eb291cd73e77cbc2784cee6d2a6adee0259b3d551726
correct/infr/atomic-min-max/variants/atomic-min-max0.c	rvf	1	0	48974000	native-fallback reason=non-atomic store instruction	1	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	fe2b117bf9eba3e539d9eb291cd73e77cbc2784cee6d2a6adee0259b3d551726
correct/infr/atomic-min-max/variants/atomic-min-max0.c	rvf	2	0	49495000	native-fallback reason=non-atomic store instruction	1	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	fe2b117bf9eba3e539d9eb291cd73e77cbc2784cee6d2a6adee0259b3d551726
correct/infr/cpp-sb-static/variants/cpp-mp-static0.cpp	baseline	1	0	100532000		3	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	b39f307f9d8d67130815acb8a7f771d6284d18ca770ec9fcfa022c7d167fe785
correct/infr/cpp-sb-static/variants/cpp-mp-static0.cpp	rvf	1	0	68905000	native-fallback reason=external call to __cxa_begin_catch	3	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	b39f307f9d8d67130815acb8a7f771d6284d18ca770ec9fcfa022c7d167fe785
correct/infr/cpp-sb-static/variants/cpp-mp-static0.cpp	rvf	2	0	68166000	native-fallback reason=external call to __cxa_begin_catch	3	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	b39f307f9d8d67130815acb8a7f771d6284d18ca770ec9fcfa022c7d167fe785
correct/litmus/WWmerge1/variants/WWmerge10.c	baseline	1	0	51135000		15	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	e4ab3c15ff4417c03200c59188021733dc1339f62f2bf73f88db463dbd011b1f
correct/litmus/WWmerge1/variants/WWmerge10.c	rvf	1	0	52460000	enabled	15	0	26	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	e4ab3c15ff4417c03200c59188021733dc1339f62f2bf73f88db463dbd011b1f
correct/litmus/WWmerge1/variants/WWmerge10.c	rvf	2	0	51938000	enabled	15	0	26	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	e4ab3c15ff4417c03200c59188021733dc1339f62f2bf73f88db463dbd011b1f
correct/litmus/LB2/variants/lb0.c	baseline	1	0	49673000		3	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	b39f307f9d8d67130815acb8a7f771d6284d18ca770ec9fcfa022c7d167fe785
correct/litmus/LB2/variants/lb0.c	rvf	1	0	50641000	enabled	4	0	4	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	1cc28f3348c987c42f37e37145b1b475aaff31f7b593e724aa00b00573845cde
correct/litmus/LB2/variants/lb0.c	rvf	2	0	50700000	enabled	4	0	4	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	1cc28f3348c987c42f37e37145b1b475aaff31f7b593e724aa00b00573845cde
correct/litmus/Z6.U/variants/Z6.U0.c	baseline	1	0	50841000		18	0	0	0	517ace91a08d258d4aa962235d4c5e2df712b09190dd29f3918e1a08ac9b81a2	84265776805b9202e2314a92dee99821937388a7525f06505e9f48f57cc0f1a0
correct/litmus/Z6.U/variants/Z6.U0.c	rvf	1	0	51551000	native-fallback reason=atomic read-modify-write instruction	18	0	0	0	517ace91a08d258d4aa962235d4c5e2df712b09190dd29f3918e1a08ac9b81a2	84265776805b9202e2314a92dee99821937388a7525f06505e9f48f57cc0f1a0
correct/litmus/Z6.U/variants/Z6.U0.c	rvf	2	0	51177000	native-fallback reason=atomic read-modify-write instruction	18	0	0	0	517ace91a08d258d4aa962235d4c5e2df712b09190dd29f3918e1a08ac9b81a2	84265776805b9202e2314a92dee99821937388a7525f06505e9f48f57cc0f1a0
correct/litmus/TC1/variants/tc10.c	baseline	1	0	51254000		3	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	b39f307f9d8d67130815acb8a7f771d6284d18ca770ec9fcfa022c7d167fe785
correct/litmus/TC1/variants/tc10.c	rvf	1	0	51354000	enabled	4	0	4	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	1cc28f3348c987c42f37e37145b1b475aaff31f7b593e724aa00b00573845cde
correct/litmus/TC1/variants/tc10.c	rvf	2	0	50203000	enabled	4	0	4	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	1cc28f3348c987c42f37e37145b1b475aaff31f7b593e724aa00b00573845cde
correct/litmus/cii/variants/cii0.c	baseline	1	0	50416000		6	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	6f56150db94902f011e8b6ea6423ecea1e3e5c9ef07e9f3ee2a2d2101c5b797c
correct/litmus/cii/variants/cii0.c	rvf	1	0	50899000	native-fallback reason=atomic read-modify-write instruction	6	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	6f56150db94902f011e8b6ea6423ecea1e3e5c9ef07e9f3ee2a2d2101c5b797c
correct/litmus/cii/variants/cii0.c	rvf	2	0	50829000	native-fallback reason=atomic read-modify-write instruction	6	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	6f56150db94902f011e8b6ea6423ecea1e3e5c9ef07e9f3ee2a2d2101c5b797c
correct/litmus/wcii/variants/wcii0.c	baseline	1	0	51418000		24	0	0	0	517ace91a08d258d4aa962235d4c5e2df712b09190dd29f3918e1a08ac9b81a2	1ab70acfcd74e98d3787f66b376af72a99fbf803174ffcbbbeefda191a95eec7
correct/litmus/wcii/variants/wcii0.c	rvf	1	0	51635000	native-fallback reason=atomic read-modify-write instruction	24	0	0	0	517ace91a08d258d4aa962235d4c5e2df712b09190dd29f3918e1a08ac9b81a2	1ab70acfcd74e98d3787f66b376af72a99fbf803174ffcbbbeefda191a95eec7
correct/litmus/wcii/variants/wcii0.c	rvf	2	0	51577000	native-fallback reason=atomic read-modify-write instruction	24	0	0	0	517ace91a08d258d4aa962235d4c5e2df712b09190dd29f3918e1a08ac9b81a2	1ab70acfcd74e98d3787f66b376af72a99fbf803174ffcbbbeefda191a95eec7
correct/litmus/rii/variants/rii0.c	baseline	1	0	50288000		3	0	0	0	6d5b2c6d928e1c0f689c7718ffc9bc6d8aa04d1b4cc100f6a7bf18b4fc9dd083	b39f307f9d8d67130815acb8a7f771d6284d18ca770ec9fcfa022c7d167fe785
