shape	outcome	mode	workers	status	elapsed_ns	gate	complete	fail_open	loads_reduced	verdict_sha256
000000	2001	rvf	1	0	50363833	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2001	rvf	2	0	54264333	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2002	baseline	1	0	57259667		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2002	rvf	1	0	56691708	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2002	rvf	2	0	58692709	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2010	baseline	1	0	53346541		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2010	rvf	1	0	60896333	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2010	rvf	2	0	55034792	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2011	baseline	1	0	51464584		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2011	rvf	1	0	51066125	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2011	rvf	2	0	51722584	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2012	baseline	1	0	51891125		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2012	rvf	1	0	56126291	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2012	rvf	2	0	55728833	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2020	baseline	1	0	54423709		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2020	rvf	1	0	54536375	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2020	rvf	2	0	52511292	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2021	baseline	1	0	50063417		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2021	rvf	1	0	53513458	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2021	rvf	2	0	53434584	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2022	baseline	1	0	49797292		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2022	rvf	1	0	49585583	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2022	rvf	2	0	54733875	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2100	baseline	1	0	51114292		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2100	rvf	1	0	51590750	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2100	rvf	2	0	51119708	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2101	baseline	1	0	53189750		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2101	rvf	1	0	51165583	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2101	rvf	2	0	51327666	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2102	baseline	1	0	51001625		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2102	rvf	1	0	50615208	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2102	rvf	2	0	55779458	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2110	baseline	1	0	56719000		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2110	rvf	1	0	54273166	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2110	rvf	2	0	54477917	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2111	baseline	1	0	53800417		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2111	rvf	1	0	54505084	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2111	rvf	2	0	58691333	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2112	baseline	1	0	55596500		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2112	rvf	1	0	54404125	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2112	rvf	2	0	53762208	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2120	baseline	1	42	54610458		5	0	0	9a4d10a79dfde562a0d30b92e3105a0f2c22902db1896f9908cb681305e13c35
000000	2120	rvf	1	42	54167459	native-fallback reason=non-atomic load instruction	5	0	0	9a4d10a79dfde562a0d30b92e3105a0f2c22902db1896f9908cb681305e13c35
000000	2120	rvf	2	42	52904250	native-fallback reason=non-atomic load instruction	15	0	0	f57b24a087417dd370dd0273ca1391aafc732e211d6fbdecfa852a5cf23b38af
000000	2121	baseline	1	0	55242875		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2121	rvf	1	0	50855083	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2121	rvf	2	0	53488916	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2122	baseline	1	0	61239875		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2122	rvf	1	0	56065958	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2122	rvf	2	0	56803834	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2200	baseline	1	0	54737625		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2200	rvf	1	0	54807375	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2200	rvf	2	0	54329833	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2201	baseline	1	0	52011667		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2201	rvf	1	0	51242834	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2201	rvf	2	0	51829458	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2202	baseline	1	0	50410625		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2202	rvf	1	0	51519208	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2202	rvf	2	0	50668708	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2210	baseline	1	0	52507708		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2210	rvf	1	0	51827834	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2210	rvf	2	0	51956125	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2211	baseline	1	0	51726208		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2211	rvf	1	0	49856666	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2211	rvf	2	0	52637208	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2212	baseline	1	0	50618875		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2212	rvf	1	0	49028208	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2212	rvf	2	0	55573792	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2220	baseline	1	0	56099625		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2220	rvf	1	0	54004208	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2220	rvf	2	0	52661875	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2221	baseline	1	0	53053625		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2221	rvf	1	0	53047000	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2221	rvf	2	0	54321791	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2222	baseline	1	0	54169083		16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2222	rvf	1	0	51933583	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
000000	2222	rvf	2	0	52689417	native-fallback reason=non-atomic load instruction	16	0	0	45a8a8a6aa4d2083aa6c7e5983769351efd2ba06b47e0f561c2b0d982e7dff35
