back_offered	back_queued	category	co_offered	co_queued	cputime	memory	peak_work	realized_prefixes	rejected_prefixes	repetition	rf_offered	rf_queued	status	task	validity_queries	variant	walltime	work_added	work_popped
3	3	correct	45	26	0.069819459	25989120.0	21	31	26	01	15	3	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	31	baseline	0.07805191399529576	32	32
1	1	correct	15	8	0.070963387	26091520.0	6	10	8	01	4	1	true	goblint-regression/13-privatized_01-priv_nr_true.yml	11	baseline	0.07586119999177754	10	10
2	2	correct	47	29	0.068651546	26025984.0	16	33	29	01	9	2	true	goblint-regression/13-privatized_19-publish-precision_true.yml	35	baseline	0.07460642093792558	33	33
1	1	correct	36	18	0.072003082	26058752.0	13	20	18	01	9	1	true	goblint-regression/13-privatized_42-traces-ex-mini_true.yml	21	baseline	0.08281465002801269	20	20
2	2	correct	22	7	0.066109507	26009600.0	8	11	7	01	14	2	true	goblint-regression/13-privatized_33-traces-v-matters_true.yml	12	baseline	0.07405842002481222	11	11
1	1	correct	15	8	0.069964815	26025984.0	6	10	8	01	4	1	true	goblint-regression/13-privatized_25-struct_nr_true.yml	11	baseline	0.08262975502293557	10	10
0	0	correct	1	0	0.073524653	26025984.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	1	baseline	0.07858221395872533	0	0
0	0	correct	5	1	0.070575508	26030080.0	2	1	0	01	3	0	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	baseline	0.07385642197914422	2	1
3	3	correct	117	78	0.069910504	26058752.0	31	84	78	01	20	3	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	87	baseline	0.0835524540161714	84	84
1	1	correct	31	16	0.068500741	26046464.0	10	18	16	01	8	1	true	goblint-regression/13-privatized_20-publish-regression_true.yml	19	baseline	0.08149426500312984	18	18
3	3	correct	46	26	0.071238308	26071040.0	18	32	26	01	15	3	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	33	baseline	0.07953001209534705	32	32
4	4	correct	112	70	0.073997582	26030080.0	34	78	70	01	26	4	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	80	baseline	0.08451607206370682	78	78
1	1	correct	25	10	0.068973243	26005504.0	11	12	10	01	11	1	true	goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	13	baseline	0.07640009000897408	12	12
0	0	correct	1	0	0.07334721	26054656.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	1	baseline	0.0792088049929589	0	0
3	3	correct	126	82	0.075286218	26030080.0	33	88	82	01	21	3	true	goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	91	baseline	0.0788526110118255	88	88
6	6	correct	515	414	0.100218537	26066944.0	137	426	414	01	49	6	true	goblint-regression/13-privatized_24-multiple-protecting_true.yml	432	baseline	0.10725126799661666	426	426
8	7	correct	118	73	0.075816855	26066944.0	27	88	73	01	30	8	true	goblint-regression/36-apron_21-traces-cluster-based_true.yml	94	baseline	0.08385782700497657	88	88
0	0	correct	0	0	0.06796193	26099712.0	0	0	0	01	0	0	true	goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	baseline	0.07756019395310432	0	0
28	25	correct	1859	1510	0.194843197	26132480.0	155	1553	1510	01	167	28	true	goblint-regression/13-privatized_27-multiple-protecting2_true.yml	1564	baseline	0.20119985903147608	1563	1563
0	0	correct	3	1	0.065872501	25931776.0	1	1	1	01	1	0	true	pthread-ext/14_spin2003.yml	1	baseline	0.07098544109612703	1	1
0	0	correct	0	0	0.067253178	25997312.0	0	0	0	01	0	0	true	pthread-ext/29_conditionals_vs.yml	0	baseline	0.07746074604801834	0	0
0	0	correct	3	1	0.072807492	26034176.0	1	1	1	01	1	0	true	pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	1	baseline	0.08784421999007463	1	1
0	0	correct	15	9	0.068960221	26038272.0	9	9	9	01	3	0	true	pthread-ext/46_monabsex2_vs.yml	9	baseline	0.07731668499764055	9	9
0	0	correct	8	4	0.070990972	26050560.0	4	4	4	01	2	0	true	pthread-ext/45_monabsex1_vs.yml	4	baseline	0.07792972296010703	4	4
2	2	correct	52	36	0.066977178	26075136.0	41	3	0	01	20	4	false(unreach-call)	pthread/stateful01-1.yml	10	baseline	0.08195143402554095	43	3
5	5	correct	135	104	0.079366478	26107904.0	40	112	104	01	31	5	true	pthread/stateful01-2.yml	126	baseline	0.08602737099863589	114	114
1	1	correct	26	16	0.067712348	26103808.0	13	18	16	01	9	1	true	pthread-atomic/time_var_mutex.yml	23	baseline	0.07945884997025132	18	18
0	0	correct	11	5	0.069275145	26062848.0	5	5	5	01	3	0	true	pthread-ext/01b_inc.yml	5	baseline	0.07714513898827136	5	5
		error			60.978891899	26075136.0				01			TIMEOUT	pthread/triangular-1.yml		baseline	61.01664621604141		
3648	3648	correct	262766	242312	21.130975403	26054656.0	624	248041	241818	01	12076	3668	false(unreach-call)	pthread/triangular-2.yml	249550	baseline	21.1458026379114	249629	249105
0	0	correct	1	0	0.066319467	26054656.0	0	0	0	01	1	0	true	pthread-ext/02_inc_cas.yml	0	baseline	0.0756831819890067	0	0
0	0	correct	1	0	3.057914024	56446976.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/28-race_reach_21-deref_read_racing.yml	0	baseline	3.0730448840186	1	1
0	0	correct	8	4	0.067826881	26083328.0	4	4	4	01	2	0	true	pthread-ext/48_ticket_lock_low_contention_vs.yml	4	baseline	0.07661050988826901	4	4
		error			61.045979075	1057120256.0				01			TIMEOUT	goblint-regression/28-race_reach_37-indirect_racing.yml		baseline	61.076786468038335		
1	1	correct	11	3	0.068451352	26062848.0	5	2	0	01	6	1	false(unreach-call)	goblint-regression/28-race_reach_45-escape_racing.yml	1	baseline	0.07332045095972717	6	2
1	1	correct	45	26	0.068781832	26083328.0	16	28	26	01	10	1	true	goblint-regression/28-race_reach_46-escape_racefree.yml	29	baseline	0.07629385904874653	28	28
		error			61.054996155	1057095680.0				01			TIMEOUT	goblint-regression/28-race_reach_01-simple_racing.yml		baseline	61.07291341503151		
		error			61.052026502	1057173504.0				01			TIMEOUT	goblint-regression/28-race_reach_11-ptr_racing.yml		baseline	61.07102883502375		
8	8	correct	1022	896	0.106022876	26099712.0	945	177	168	01	175	49	false(unreach-call)	pthread-deagle/circular_buffer_bad.yml	238	baseline	0.11425982206128538	954	178
		error			60.979364222	26099712.0				01			TIMEOUT	pthread/fib_safe-5.yml		baseline	61.0139513699105		
		error			60.976181554	26042368.0				01			TIMEOUT	pthread/fib_safe-6.yml		baseline	61.014939946937375		
642	642	correct	51518	47782	14.742717173	26046464.0	589	48431	47323	01	2204	652	false(unreach-call)	pthread/fib_unsafe-5.yml	48728	baseline	14.76069343299605	49077	48598
		error			60.975473039	26095616.0				01			TIMEOUT	pthread/fib_unsafe-6.yml		baseline	61.01199153100606		
		error			60.973882504	26103808.0				01			TIMEOUT	pthread/fib_unsafe-7.yml		baseline	61.01312096789479		
		error			61.015222075	1057153024.0				01			TIMEOUT	goblint-regression/28-race_reach_24-sound_lock_racing.yml		baseline	61.06853610195685		
2	2	correct	28	18	0.074092496	26087424.0	20	14	10	01	12	2	false(unreach-call)	pthread/lazy01.yml	19	baseline	0.08350421895738691	23	14
		error			60.961616389	26083328.0				01			TIMEOUT	pthread-deagle/circular_buffer_ok.yml		baseline	61.01701591105666		
64	11	correct	264	179	0.090258917	26050560.0	21	209	179	01	297	19	true	pthread-atomic/szymanski.yml	404	baseline	0.09563224704470485	209	209
7	5	correct	43	22	0.074665495	26030080.0	11	33	24	01	26	6	true	pthread-atomic/dekker.yml	44	baseline	0.08223576692398638	33	33
7	5	correct	45	23	0.070128828	26083328.0	11	34	25	01	28	6	true	pthread-atomic/dekker-unfair.yml	46	baseline	0.07749199599493295	34	34
0	0	correct	3	1	0.069828585	26103808.0	2	2	0	01	5	1	false(unreach-call)	pthread-theta/unwind3-1.yml	4	baseline	0.08209567796438932	3	2
0	0	correct	0	0	0.071794902	26144768.0	0	0	0	01	1	0	true	pthread-theta/exponential-nondet.yml	0	baseline	0.07830064394511282	0	0
1	1	correct	3	1	0.069764221	26107904.0	3	2	0	01	5	0	false(unreach-call)	pthread-theta/unwind2-1.yml	4	baseline	0.07947369304019958	4	2
1	1	correct	3	1	0.070276378	26148864.0	3	2	0	01	5	0	false(unreach-call)	pthread-theta/unwind2-100.yml	4	baseline	0.07998359901830554	4	2
32161	19876	correct	29854	993	27.249122582	26198016.0	21	89068	161	01	444081	76012	true	pthread/butterfly.yml	418710	baseline	27.266388940042816	96882	96882
0	0	correct	0	0	0.065034155	26013696.0	0	0	0	01	0	0	true	pthread-ext/43_NetBSD_sysmon_power_sliced.yml	0	baseline	0.07587219798006117	0	0
		error			61.045789738	1057087488.0				01			TIMEOUT	goblint-regression/28-race_reach_06-cond_racing1.yml		baseline	61.06692160607781		
1	1	correct	19	12	0.097758091	26165248.0	9	14	12	01	7	1	true	pthread/queue_ok.yml	18	baseline	0.11027690500486642	14	14
1	1	correct	19	12	4.291019205	125493248.0	9	14	12	01	7	1	true	pthread/queue_ok_longer.yml	18	baseline	4.313045896007679	14	14
1	1	correct	19	12	20.096693292	482152448.0	9	14	12	01	7	1	true	pthread/queue_ok_longest.yml	18	baseline	20.1187327390071	14	14
		error			60.988914086	80793600.0				01			TIMEOUT	pthread/queue_longer.yml		baseline	61.029734418028966		
22	22	correct	19779	18860	1.243134058	26214400.0	18040	2503	2480	01	1318	400	false(unreach-call)	pthread/queue.yml	2959	baseline	1.2522869450040162	19283	2505
3	3	correct	59	40	0.076475522	26206208.0	27	22	16	01	12	3	false(unreach-call)	pthread/singleton.yml	21	baseline	0.08509575296193361	48	22
3	3	correct	82	59	0.078712863	26198016.0	26	66	59	01	13	3	true	pthread/singleton_with-uninit-problems.yml	68	baseline	0.08730104996357113	66	66
40	40	correct	52520	50800	0.181138236	26124288.0	51601	41	0	01	1660	800	false(unreach-call)	pthread-C-DAC/pthread-demo-datarace-3.yml	40	baseline	0.19091945106629282	51641	41
166	166	correct	7064	6222	0.74442452	26185728.0	208	6403	6130	01	512	172	false(unreach-call)	pthread/reorder_2.yml	6452	baseline	0.7549593640724197	6561	6459
11	9	correct	228	164	0.096627904	26329088.0	120	70	54	01	45	15	false(unreach-call)	pthread/twostage_3.yml	74	baseline	0.10372021899092942	190	71
0	0	correct	4	2	0.07397594	26308608.0	2	2	2	01	2	0	true	ldv-races/race-1_1-join.yml	3	baseline	0.07887257891707122	2	2
2	2	correct	35	20	0.07082466	26284032.0	17	14	11	01	10	2	false(unreach-call)	ldv-races/race-1_3-join.yml	13	baseline	0.07813985599204898	25	15
2	2	correct	35	20	0.076248804	26181632.0	17	14	11	01	10	2	false(unreach-call)	ldv-races/race-1_2-join.yml	13	baseline	0.08516116894315928	25	15
0	0	correct	0	0	0.072960052	26304512.0	0	0	0	01	0	0	true	ldv-races/race-4_1-thread_local_vars.yml	0	baseline	0.08148355002049357	0	0
0	0	correct	0	0	0.076619487	26263552.0	0	0	0	01	0	0	true	ldv-races/race-2_1-container_of.yml	0	baseline	0.08617554197553545	0	0
0	0	correct	0	0	0.071659675	26292224.0	0	0	0	01	0	0	true	ldv-races/race-3_1-container_of-global.yml	0	baseline	0.07971967803314328	0	0
0	0	correct	0	0	0.077718392	25935872.0	0	0	0	01	0	0	true	goblint-regression/13-privatized_66-mine-W-init_true.yml	0	pruning	0.0809508248930797	0	0
0	0	correct	0	0	0.071083103	25952256.0	1	1	0	01	0	0	false(unreach-call)	goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	pruning	0.07218930404633284	1	1
0	0	correct	0	0	0.07114944	25882624.0	0	0	0	01	0	0	true	goblint-regression/36-apron_16-traces-unprot2_true.yml	0	pruning	0.07705987803637981	0	0
0	0	correct	2	0	0.064564159	26038272.0	0	0	0	01	1	0	true	goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	0	pruning	0.07030321599449962	0	0
1	1	correct	7	0	0.067127333	25952256.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_47-refine-protected2_true.yml	3	pruning	0.0715063939569518	2	2
0	0	correct	4	0	0.073995608	26021888.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_46-refine-protected1_true.yml	0	pruning	0.07792824797797948	0	0
1	1	correct	7	0	0.072166607	26034176.0	2	2	0	01	4	1	true	goblint-regression/36-apron_11-traces-max-simple_true.yml	3	pruning	0.07715850602835417	2	2
1	1	correct	10	0	0.067925573	26062848.0	2	2	0	01	7	1	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	1	pruning	0.07249041995964944	3	2
0	0	correct	3	0	0.068508415	26017792.0	1	1	0	01	2	0	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	pruning	0.07323302503209561	1	1
1	1	correct	10	0	0.070737992	26017792.0	2	2	0	01	8	1	true	goblint-regression/13-privatized_40-traces-ex-6_true.yml	3	pruning	0.07687999296467751	2	2
0	0	correct	3	0	0.068393983	25968640.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	0	pruning	0.0732075780397281	0	0
1	1	correct	8	0	0.068349381	25993216.0	2	2	0	01	7	1	true	goblint-regression/13-privatized_44-traces-mine2_true.yml	2	pruning	0.07556820590980351	2	2
1	1	correct	3	0	0.073039644	25968640.0	2	2	0	01	3	1	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	1	pruning	0.07936189195606858	3	2
1	1	correct	3	0	0.069433725	26013696.0	2	2	0	01	3	1	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	1	pruning	0.074659378034994	3	2
2	2	correct	19	0	0.059792713	26005504.0	3	4	0	01	10	2	true	goblint-regression/13-privatized_36-traces-ex-3_true.yml	6	pruning	0.06627602700609714	4	4
1	1	correct	7	0	0.069904974	26038272.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_18-first-reads_true.yml	3	pruning	0.07612842693924904	2	2
3	3	correct	20	0	0.072719124	25985024.0	4	6	0	01	15	3	true	goblint-regression/13-privatized_35-traces-ex-2_true.yml	7	pruning	0.07618879002984613	6	6
1	1	correct	19	0	0.06918845	25956352.0	2	2	0	01	10	1	true	goblint-regression/13-privatized_37-traces-ex-4_true.yml	3	pruning	0.07524258398916572	2	2
3	3	correct	20	0	0.073750652	26062848.0	4	6	0	01	15	3	true	goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	7	pruning	0.08067743107676506	6	6
1	1	correct	6	0	0.074179933	25989120.0	2	2	0	01	5	1	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	1	pruning	0.08331739495042711	3	2
0	0	correct	1	0	0.072981011	25972736.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	0	pruning	0.08553506690077484	1	1
0	0	correct	1	0	0.070749236	26017792.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	0	pruning	0.07578494993504137	1	1
1	1	correct	6	0	0.068117869	26009600.0	2	2	0	01	5	1	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	1	pruning	0.07880097895395011	3	2
3	3	correct	19	0	0.069088369	26030080.0	4	5	0	01	15	3	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	5	pruning	0.07853169401641935	6	6
1	1	correct	7	0	0.069793842	25956352.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_01-priv_nr_true.yml	3	pruning	0.08236535405740142	2	2
2	2	correct	18	0	0.073373618	26107904.0	3	4	0	01	9	2	true	goblint-regression/13-privatized_19-publish-precision_true.yml	6	pruning	0.08341588801704347	4	4
1	1	correct	18	0	0.068549003	26009600.0	2	2	0	01	9	1	true	goblint-regression/13-privatized_42-traces-ex-mini_true.yml	3	pruning	0.07860795804299414	2	2
2	2	correct	15	0	0.074866957	25960448.0	2	4	0	01	14	2	true	goblint-regression/13-privatized_33-traces-v-matters_true.yml	5	pruning	0.08484142902307212	4	4
1	1	correct	7	0	0.072038884	26107904.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_25-struct_nr_true.yml	3	pruning	0.08079874399118125	2	2
0	0	correct	1	0	0.069348674	26087424.0	0	0	0	01	1	0	true	goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	0	pruning	0.07642731489613652	0	0
0	0	correct	4	0	0.06734153	26005504.0	1	1	0	01	3	0	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	pruning	0.0791341329459101	1	1
3	3	correct	39	0	0.076522487	26025984.0	4	6	0	01	20	3	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	9	pruning	0.08549258601851761	6	6
1	1	correct	15	0	0.071267903	26013696.0	2	2	0	01	8	1	true	goblint-regression/13-privatized_20-publish-regression_true.yml	3	pruning	0.07902942202053964	2	2
3	3	correct	20	0	0.073754808	26001408.0	4	6	0	01	15	3	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	7	pruning	0.08499749598558992	6	6
4	4	correct	42	0	0.075789994	26071040.0	5	8	0	01	26	4	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	10	pruning	0.08700124197639525	8	8
1	1	correct	15	0	0.069474764	26071040.0	2	2	0	01	11	1	true	goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	3	pruning	0.07653215201571584	2	2
0	0	correct	1	0	0.060437702	26091520.0	0	0	0	01	1	0	true	goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	pruning	0.06668132997583598	0	0
3	3	correct	44	0	0.077403932	25985024.0	4	6	0	01	21	3	true	goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	9	pruning	0.08543820003978908	6	6
6	6	correct	101	0	0.090646275	26013696.0	5	12	0	01	49	6	true	goblint-regression/13-privatized_24-multiple-protecting_true.yml	18	pruning	0.10227328399196267	12	12
8	7	correct	45	0	0.080345416	26075136.0	4	15	0	01	30	8	true	goblint-regression/36-apron_21-traces-cluster-based_true.yml	21	pruning	0.09248020104132593	15	15
0	0	correct	0	0	0.070558202	26021888.0	0	0	0	01	0	0	true	goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	pruning	0.07763776497449726	0	0
28	25	correct	349	0	0.137626651	26066944.0	9	43	0	01	167	28	true	goblint-regression/13-privatized_27-multiple-protecting2_true.yml	54	pruning	0.14742918801493943	53	53
0	0	correct	2	0	0.069569831	25968640.0	0	0	0	01	1	0	true	pthread-ext/14_spin2003.yml	0	pruning	0.07472333800978959	0	0
0	0	correct	0	0	0.070216955	25886720.0	0	0	0	01	0	0	true	pthread-ext/29_conditionals_vs.yml	0	pruning	0.08220162999350578	0	0
0	0	correct	2	0	0.069091914	26034176.0	0	0	0	01	1	0	true	pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	0	pruning	0.0804313279222697	0	0
0	0	correct	6	0	0.066489596	25976832.0	0	0	0	01	3	0	true	pthread-ext/46_monabsex2_vs.yml	0	pruning	0.07618142699357122	0	0
0	0	correct	4	0	0.068422121	25980928.0	0	0	0	01	2	0	true	pthread-ext/45_monabsex1_vs.yml	0	pruning	0.07643743103835732	0	0
2	2	correct	16	0	0.070195396	26083328.0	5	3	0	01	12	4	false(unreach-call)	pthread/stateful01-1.yml	2	pruning	0.0779673740034923	7	3
5	5	correct	31	0	0.073670039	26091520.0	5	8	0	01	18	5	true	pthread/stateful01-2.yml	9	pruning	0.08695891103707254	10	10
1	1	correct	10	0	0.076707719	26103808.0	2	2	0	01	5	1	true	pthread-atomic/time_var_mutex.yml	3	pruning	0.08485334296710789	2	2
0	0	correct	6	0	0.073203789	26042368.0	0	0	0	01	3	0	true	pthread-ext/01b_inc.yml	0	pruning	0.07986124604940414	0	0
16631	16631	correct	93321	0	25.551855347	26136576.0	46	27390	0	01	54976	16631	true	pthread/triangular-1.yml	32277	pruning	25.575033018016256	33262	33262
3648	3648	correct	20454	0	5.922377275	26144768.0	36	6223	0	01	12076	3668	false(unreach-call)	pthread/triangular-2.yml	7732	pruning	5.935257587931119	7317	7287
0	0	correct	1	0	0.072834823	26025984.0	0	0	0	01	1	0	true	pthread-ext/02_inc_cas.yml	0	pruning	0.07961758901365101	0	0
0	0	correct	1	0	3.023097381	56565760.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/28-race_reach_21-deref_read_racing.yml	0	pruning	3.039609416970052	1	1
0	0	correct	4	0	0.075650577	26009600.0	0	0	0	01	2	0	true	pthread-ext/48_ticket_lock_low_contention_vs.yml	0	pruning	0.08449775003828108	0	0
		error			61.019194724	1065553920.0				01			TIMEOUT	goblint-regression/28-race_reach_37-indirect_racing.yml		pruning	61.07750128302723		
1	1	correct	8	0	0.073015433	26042368.0	2	2	0	01	6	1	false(unreach-call)	goblint-regression/28-race_reach_45-escape_racing.yml	1	pruning	0.08487402996979654	3	2
1	1	correct	19	0	0.071597345	26083328.0	2	2	0	01	10	1	true	goblint-regression/28-race_reach_46-escape_racefree.yml	3	pruning	0.08039049699436873	2	2
		error			61.048599814	1065865216.0				01			TIMEOUT	goblint-regression/28-race_reach_01-simple_racing.yml		pruning	61.07271104399115		
		error			61.049143062	1065635840.0				01			TIMEOUT	goblint-regression/28-race_reach_11-ptr_racing.yml		pruning	61.07311282097362		
8	8	correct	126	0	0.113400131	26091520.0	50	9	0	01	112	49	false(unreach-call)	pthread-deagle/circular_buffer_bad.yml	7	pruning	0.12486512900795788	58	10
2771	2771	correct	16239	0	25.933156388	26046464.0	36	4492	0	01	9505	2771	true	pthread/fib_safe-5.yml	5163	pruning	25.95759722404182	5542	5542
		error			60.97184966	26091520.0				01			TIMEOUT	pthread/fib_safe-6.yml		pruning	61.01339689490851		
642	642	correct	3736	0	6.393295815	26017792.0	26	1108	0	01	2204	652	false(unreach-call)	pthread/fib_unsafe-5.yml	1405	pruning	6.4066887240624055	1295	1275
2954	2954	correct	17614	0	36.778672343	26021888.0	37	5010	0	01	10305	2969	false(unreach-call)	pthread/fib_unsafe-6.yml	6177	pruning	36.87714916700497	5924	5897
		error			60.975981673	26050560.0				01			TIMEOUT	pthread/fib_unsafe-7.yml		pruning	61.01172704307828		
		error			61.044996951	1065701376.0				01			TIMEOUT	goblint-regression/28-race_reach_24-sound_lock_racing.yml		pruning	61.06991362804547		
2	2	correct	10	0	0.070331113	26112000.0	3	4	0	01	7	2	false(unreach-call)	pthread/lazy01.yml	4	pruning	0.07649724697694182	5	4
3431	3431	correct	22305	0	20.435164494	26218496.0	50	5147	0	01	12868	3431	true	pthread-deagle/circular_buffer_ok.yml	5148	pruning	20.498551336931996	6862	6862
47	11	correct	85	0	0.084474154	26066944.0	6	30	0	01	117	19	true	pthread-atomic/szymanski.yml	45	pruning	0.09252379601821303	30	30
4	3	correct	21	0	0.074241382	26103808.0	4	9	0	01	21	6	true	pthread-atomic/dekker.yml	15	pruning	0.07881802809424698	9	9
4	3	correct	22	0	0.076235396	26071040.0	4	9	0	01	22	6	true	pthread-atomic/dekker-unfair.yml	15	pruning	0.08418485906440765	9	9
