model	repetition	task	baseline_status	candidate_status	baseline_category	candidate_category	baseline_terminal	candidate_terminal	common_terminal	terminal_verdict_match	baseline_cpu_s	candidate_cpu_s	baseline_wall_s	candidate_wall_s	baseline_memory_bytes	candidate_memory_bytes	baseline_executions	candidate_executions	cpu_ratio	wall_ratio	memory_ratio	execution_match
sc	r01	01b_inc.yml	true	true	correct	correct	True	True	True	True	0.069111237	0.075113184	0.07771469303406775	0.08047603198792785	25837568.0	25870336.0	0	0	1.086844734091505	1.0355317488373739	1.001268230818009	True
sc	r01	02_inc_cas.yml	true	true	correct	correct	True	True	True	True	0.064242695	0.071412753	0.06996896001510322	0.07571051397826523	25862144.0	25759744.0	0	0	1.1116089230067323	1.0820585865778576	0.9960405448210327	True
sc	r01	13-privatized_01-priv_nr_true.yml	true	true	correct	correct	True	True	True	True	0.067484036	0.074314349	0.0703059108927846	0.07772197993472219	25784320.0	25899008.0	2	2	1.1012137596512457	1.1054828669135228	1.0044479745830024	True
sc	r01	13-privatized_18-first-reads_true.yml	true	true	correct	correct	True	True	True	True	0.071691462	0.070154781	0.07355810992885381	0.07659813400823623	25886720.0	25755648.0	2	2	0.9785653555230887	1.0413281972895003	0.9949367088607595	True
sc	r01	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.070521037	0.073948899	0.07601386308670044	0.0781099540181458	25874432.0	25812992.0	0	0	1.0486076516430127	1.027575113884879	0.9976254551211018	True
sc	r01	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.072019252	0.072273545	0.0769610779825598	0.07907782006077468	25817088.0	25886720.0	0	0	1.003530903097966	1.027504059632514	1.0026971283515786	True
sc	r01	13-privatized_19-publish-precision_true.yml	true	true	correct	correct	True	True	True	True	0.072880879	0.066561319	0.07947829994373024	0.07254721689969301	25817088.0	25812992.0	3	3	0.9132891907080319	0.9127927616853361	0.9998413453910836	True
sc	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.071712464	0.076925724	0.07544053590390831	0.08124851796310395	25845760.0	25866240.0	0	0	1.0726967072279094	1.076987550387944	1.0007923930269413	True
sc	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.069528413	0.071227081	0.07817259104922414	0.08250249002594501	25862144.0	25853952.0	0	0	1.0244312781883862	1.0553889658588187	0.9996832435856826	True
sc	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.067689702	0.071606685	0.07352137903217226	0.07554133899975568	25878528.0	25817088.0	0	0	1.0578667490662021	1.027474457010654	0.9976258309591642	True
sc	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.07347529	0.072813925	0.07873683399520814	0.07743890397250652	25800704.0	25890816.0	0	0	0.9909988106205502	0.9835155929335359	1.0034926178758534	True
sc	r01	13-privatized_20-publish-regression_true.yml	true	true	correct	correct	True	True	True	True	0.065812005	0.070395007	0.0714061320759356	0.07673107099253684	25796608.0	25804800.0	2	2	1.0696377811312692	1.0745725718757393	1.0003175611305177	True
