model	repetition	task	baseline_status	candidate_status	baseline_category	candidate_category	baseline_terminal	candidate_terminal	common_terminal	terminal_verdict_match	baseline_cpu_s	candidate_cpu_s	baseline_wall_s	candidate_wall_s	baseline_memory_bytes	candidate_memory_bytes	baseline_executions	candidate_executions	cpu_ratio	wall_ratio	memory_ratio	execution_match
sc	r01	13-privatized_24-multiple-protecting_true.yml	true	true	correct	correct	True	True	True	True	0.07669331	0.077434909	0.08032385795377195	0.08515628089662641	25899008.0	25882624.0	7	7	1.0096696700142425	1.0601617385663376	0.9993673888976752	True
sc	r01	13-privatized_25-struct_nr_true.yml	true	true	correct	correct	True	True	True	True	0.068879978	0.073614421	0.09773681196384132	0.07746807008516043	25874432.0	25788416.0	2	2	1.068734676425129	0.7926191629190903	0.9966756371695425	True
sc	r01	13-privatized_27-multiple-protecting2_true.yml	true	true	correct	correct	True	True	True	True	0.084288213	0.079159558	0.08785892301239073	0.08582703699357808	25911296.0	25858048.0	26	26	0.9391533546926663	0.9768733106536476	0.9979449889345559	True
sc	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	true	true	correct	correct	True	True	True	True	0.074765774	0.071193369	0.08083992591127753	0.07921995897777379	25870336.0	25870336.0	4	4	0.9522187117329918	0.9799608063065066	1.0	True
sc	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	true	true	correct	correct	True	True	True	True	0.073348185	0.07388747	0.0761420700000599	0.07753705093637109	25890816.0	25894912.0	2	2	1.0073523973360758	1.018320764543308	1.00015820281601	True
sc	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	true	true	correct	correct	True	True	True	True	0.067621539	0.070741033	0.07158536999486387	0.0800645430572331	25849856.0	25796608.0	4	4	1.0461316622799726	1.1184484073069343	0.9979401045793059	True
sc	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	true	correct	correct	True	True	True	True	0.073906323	0.081074975	0.08133898000232875	0.0870348010212183	25808896.0	25874432.0	3	3	1.0969964640237886	1.0700257246737845	1.0025392794794477	True
sc	r01	13-privatized_33-traces-v-matters_true.yml	true	true	correct	correct	True	True	True	True	0.066306049	0.072707861	0.07564199808984995	0.09803764300886542	25870336.0	25804800.0	1	1	1.0965494415147552	1.2960742112128398	0.9974667511082964	True
sc	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	true	correct	correct	True	True	True	True	0.071216664	0.078793017	0.07454220508225262	0.08589655498508364	25862144.0	25894912.0	1	1	1.1063845534803485	1.1523210896471632	1.0012670256572695	True
sc	r01	13-privatized_35-traces-ex-2_true.yml	true	true	correct	correct	True	True	True	True	0.062921287	0.074988269	0.07026028796099126	0.08529699197970331	25858048.0	25845760.0	2	2	1.1917790079532224	1.2140142668794707	0.9995247901156344	True
sc	r01	13-privatized_36-traces-ex-3_true.yml	true	true	correct	correct	True	True	True	True	0.069105899	0.073907399	0.07396589394193143	0.07834522798657417	25780224.0	25788416.0	3	3	1.0694803203413936	1.0592074780855192	1.0003177629488402	True
sc	r01	13-privatized_37-traces-ex-4_true.yml	true	true	correct	correct	True	True	True	True	0.071398079	0.069834419	0.07604990794789046	0.07926200295332819	25772032.0	25772032.0	2	2	0.9780994107698611	1.0422366718397433	1.0	True
sc	r01	13-privatized_38-traces-ex-4-switch_true.yml	true	true	correct	correct	True	True	True	True	0.076701856	0.073508895	0.0840443701017648	0.0776976760243997	25763840.0	25767936.0	2	2	0.958371789595287	0.9244840068444772	1.0001589825119237	True
sc	r01	13-privatized_40-traces-ex-6_true.yml	true	true	correct	correct	True	True	True	True	0.062977251	0.067672453	0.06812959001399577	0.07518720801454037	25853952.0	25804800.0	1	1	1.0745539369446278	1.1035910828040323	0.9980988593155894	True
sc	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.073261734	0.071626809	0.0823228529188782	0.0816598879173398	25821184.0	25739264.0	0	0	0.9776837796386311	0.991946768387732	0.9968274111675127	True
sc	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.070479832	0.068695641	0.07475950405932963	0.07522538397461176	25776128.0	25837568.0	0	0	0.9746850843798832	1.0062317148989164	1.002383600826315	True
sc	r01	13-privatized_42-traces-ex-mini_true.yml	true	true	correct	correct	True	True	True	True	0.068374151	0.069793653	0.08076081098988652	0.07498166104778647	25747456.0	25862144.0	2	2	1.020760798916538	0.9284411601212901	1.0044543429844097	True
sc	r01	13-privatized_44-traces-mine2_true.yml	true	true	correct	correct	True	True	True	True	0.073108284	0.071187266	0.07734628301113844	0.0724483160302043	25858048.0	25780224.0	1	1	0.9737236617398927	0.9366748240477335	0.9969903373990179	True
sc	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	true	correct	correct	True	True	True	True	0.066861522	0.074652953	0.06951815902721137	0.07733093202114105	25841664.0	25780224.0	2	2	1.1165308650915842	1.1123846359462934	0.997622444127437	True
sc	r01	13-privatized_46-refine-protected1_true.yml	true	true	correct	correct	True	True	True	True	0.066957917	0.070929683	0.07212119200266898	0.07586617302149534	25767936.0	25759744.0	1	1	1.0593173470435167	1.051926221888953	0.9996820855189954	True
sc	r01	13-privatized_47-refine-protected2_true.yml	true	true	correct	correct	True	True	True	True	0.06731651	0.068841064	0.07492566003929824	0.07621255097910762	25751552.0	25833472.0	2	2	1.0226475496130147	1.0171755702803875	1.0031811674884683	True
sc	r01	13-privatized_57-singlethreaded-unlock_true.yml	true	true	correct	correct	True	True	True	True	0.069826507	0.074342848	0.07672096090391278	0.08093555504456162	25792512.0	25853952.0	1	1	1.0646794633447727	1.0549340635335278	1.0023820867079563	True
sc	r01	13-privatized_58-singlethreaded-lock_true.yml	true	true	correct	correct	True	True	True	True	0.068248513	0.069895935	0.07446749391965568	0.07780201209243387	25808896.0	25763840.0	1	1	1.0241385772024074	1.0447781709476602	0.9982542453578797	True
sc	r01	13-privatized_66-mine-W-init_true.yml	true	true	correct	correct	True	True	True	True	0.073153308	0.071818481	0.07959053793456405	0.07500656298361719	25812992.0	25681920.0	1	1	0.9817530192892986	0.9424055287235825	0.9949222469057442	True
sc	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	true	correct	correct	True	True	True	True	0.074755492	0.074840404	0.08107333700172603	0.08241309795994312	25845760.0	25964544.0	0	0	1.0011358630346516	1.0165252968209333	1.00459587955626	True
sc	r01	13-privatized_69-refine-protected-loop-interval_true.yml	true	true	correct	correct	True	True	True	True	0.072259621	0.069820141	0.08176552597433329	0.07608829508535564	25923584.0	25853952.0	0	0	0.966240066495782	0.9305669373329811	0.9973139516511297	True
sc	r01	14_spin2003.yml	true	true	correct	correct	True	True	True	True	0.068039216	0.074767679	0.07549206702969968	0.0769662749953568	25796608.0	25735168.0	0	0	1.098890954299062	1.0195279851732917	0.9976182915211178	True
sc	r01	28-race_reach_01-simple_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	12.34857735	12.499419937	12.379723928985186	12.530553771997802	2061004800.0	2060992512.0	0	0	1.0122153817986168	1.0121836192695277	0.9999940378595916	True
sc	r01	28-race_reach_06-cond_racing1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	12.041484708	11.985090208	12.076250214013271	12.007449739961885	2061062144.0	2061058048.0	0	0	0.9953166489542163	0.9943028280441266	0.9999980126751579	True
sc	r01	28-race_reach_11-ptr_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	12.480681133	12.445844446	12.515883888001554	12.468972417060286	2061041664.0	2061058048.0	0	0	0.997208751138759	0.996251845146451	1.0000079493783587	True
sc	r01	28-race_reach_21-deref_read_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	3.799981323	3.774400288	3.8122285690624267	3.78705423604697	56430592.0	56414208.0	0	0	0.9932681155969987	0.9933964261167981	0.9997096610292516	True
sc	r01	28-race_reach_24-sound_lock_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	12.130545808	12.12589666	12.240669384016655	12.146114806993864	2061082624.0	2061004800.0	0	0	0.9996167404110593	0.9922753753037186	0.999962241203194	True
sc	r01	28-race_reach_37-indirect_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	12.468606936	12.474636725	12.49571054102853	12.497682641027495	2061012992.0	2061078528.0	0	0	1.0004835976489554	1.0001578221576508	1.000031797955789	True
sc	r01	28-race_reach_45-escape_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.070152531	0.072058012	0.07513724290765822	0.0787515880074352	25919488.0	25915392.0	0	0	1.0271619708204114	1.048103243610082	0.9998419721871049	True
sc	r01	28-race_reach_46-escape_racefree.yml	true	true	correct	correct	True	True	True	True	0.073842663	0.066969306	0.07915270293597132	0.07249575608875602	25849856.0	25862144.0	2	2	0.9069188905064272	0.9158974160035915	1.0004753604816987	True
sc	r01	29_conditionals_vs.yml	true	true	correct	correct	True	True	True	True	0.067050249	0.069351487	0.07181439199484885	0.0740877379430458	25702400.0	25714688.0	0	0	1.034321095511517	1.0316558545585126	1.0004780876494024	True
sc	r01	36-apron_11-traces-max-simple_true.yml	true	true	correct	correct	True	True	True	True	0.070048835	0.072622604	0.07385910104494542	0.0773904100060463	25808896.0	25812992.0	2	2	1.0367424954319366	1.0478114262310338	1.0001587049674654	True
sc	r01	36-apron_16-traces-unprot2_true.yml	true	true	correct	correct	True	True	True	True	0.068243817	0.067972566	0.07456037204246968	0.0728846900165081	25796608.0	25743360.0	1	1	0.9960252662889592	0.977525836043212	0.9979358526516354	True
sc	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.071115318	0.072187312	0.08027227595448494	0.0815105369547382	25841664.0	25833472.0	0	0	1.01507402385517	1.0154257617032731	0.9996829925503249	True
sc	r01	36-apron_21-traces-cluster-based_true.yml	true	true	correct	correct	True	True	True	True	0.071350238	0.074692779	0.09132082504220307	0.08424038300290704	25960448.0	25894912.0	6	6	1.0468469495504698	0.9224662935751635	0.9974755443357526	True
sc	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	true	correct	correct	True	True	True	True	0.062907467	0.071036389	0.06673567497637123	0.07878079800866544	25894912.0	25890816.0	1	1	1.1292203038472366	1.180490015820758	0.999841822208162	True
sc	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.058773357	0.075443427	0.07029518310446292	0.07837524905335158	25677824.0	25759744.0	0	0	1.2836331094716946	1.1149448026457403	1.0031903014834902	True
sc	r01	43_NetBSD_sysmon_power_sliced.yml	true	true	correct	correct	True	True	True	True	0.062019957	0.061107205	0.0665512039558962	0.06713951204437762	25858048.0	25763840.0	0	0	0.9852829307830703	1.0088399315641428	0.9963567242198638	True
sc	r01	45_monabsex1_vs.yml	true	true	correct	correct	True	True	True	True	0.072439726	0.069628506	0.07709986600093544	0.07529779395554215	25841664.0	25853952.0	0	0	0.9611922883308534	0.9766267810974999	1.0004755111745125	True
sc	r01	46_monabsex2_vs.yml	true	true	correct	correct	True	True	True	True	0.065863655	0.0736048	0.07468605402391404	0.07580938097089529	25792512.0	25788416.0	0	0	1.117532879096977	1.0150406519886774	0.9998411942194696	True
sc	r01	48_ticket_lock_low_contention_vs-pthread.yml	true	true	correct	correct	True	True	True	True	0.071412457	0.072750701	0.07606995000969619	0.07945940596982837	25841664.0	25747456.0	0	0	1.0187396437010983	1.0445570946175218	0.9963544143287367	True
sc	r01	48_ticket_lock_low_contention_vs.yml	true	true	correct	correct	True	True	True	True	0.073785721	0.071974131	0.07890126097481698	0.07843290199525654	25894912.0	25817088.0	0	0	0.975447959639779	0.9940639861293228	0.9969946219550775	True
sc	r01	butterfly.yml	true	true	correct	correct	True	True	True	True	13.855209087	13.877615746	13.940979308099486	13.91169349104166	26054656.0	26071040.0	64560	64560	1.001617201072846	0.9978992998690693	1.0006288319446628	True
sc	r01	circular_buffer_bad.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.075411518	0.075272968	0.08255361090414226	0.08574012294411659	25907200.0	25952256.0	1	1	0.9981627474996592	1.038599305409843	1.0017391304347827	True
sc	r01	circular_buffer_ok.yml	true	true	correct	correct	True	True	True	True	3.042653061	3.014369356	3.0650216890498996	3.0303857669932768	25944064.0	25903104.0	3432	3432	0.990704262223474	0.9886996159993375	0.9984212188190716	True
sc	r01	dekker-unfair.yml	true	true	correct	correct	True	True	True	True	0.066624883	0.0677006	0.07248849491588771	0.07474814797751606	25837568.0	25903104.0	4	4	1.016145874507577	1.0311725752376337	1.0025364616360177	True
sc	r01	dekker.yml	true	true	correct	correct	True	True	True	True	0.062248821	0.068654648	0.07170971110463142	0.0759411659091711	25829376.0	25899008.0	4	4	1.102906800435626	1.0590081139549645	1.0026958452267682	True
sc	r01	exponential-nondet.yml	true	true	correct	correct	True	True	True	True	0.068416252	0.069025362	0.0734300889307633	0.0765303869266063	25894912.0	25894912.0	1	1	1.0089030015850622	1.0422210845851794	1.0	True
sc	r01	fib_safe-5.yml	true	true	correct	correct	True	True	True	True	3.729104618	3.742481468	3.742310639936477	3.753477023099549	25858048.0	25862144.0	2772	2772	1.0035871479538094	1.0029838204888468	1.0001584032947886	True
sc	r01	fib_safe-6.yml	true	true	correct	correct	True	True	True	True	18.565970521	18.629531391	18.595412625931203	18.65117334702518	25935872.0	25874432.0	12012	12012	1.0034235145384998	1.0029986277914702	0.9976310802274163	True
sc	r01	fib_unsafe-5.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.997571915	1.017504949	1.0029555660439655	1.026222273008898	25825280.0	25890816.0	632	632	1.0199815509040269	1.023198143320252	1.00253766851705	True
sc	r01	fib_unsafe-6.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	5.157228392	5.253762782	5.170944837969728	5.286711020045914	25841664.0	25821184.0	2942	2942	1.0187182693226744	1.0223878199639893	0.9992074813758123	True
sc	r01	fib_unsafe-7.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	25.201184921	25.31407092	25.22747235407587	25.352215160964988	25874432.0	25890816.0	13238	13238	1.004479392510863	1.0049447207844808	1.0006332119677062	True
sc	r01	lazy01.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.064038813	0.063291295	0.06854885804932564	0.07028209196869284	25952256.0	25886720.0	1	1	0.98832711031043	1.0252846505206552	0.9974747474747475	True
sc	r01	pthread-demo-datarace-3.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.117245673	0.118159132	0.12568038399331272	0.1237729920540005	25878528.0	25944064.0	0	0	1.00779098261477	0.984823471422448	1.0025324469768915	True
sc	r01	queue.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.090829358	0.088271617	0.10003399301785976	0.09569116507191211	26021888.0	26021888.0	2	2	0.9718401510665747	0.9565864781067742	1.0	True
sc	r01	queue_longer.yml	TIMEOUT	TIMEOUT	error	error	False	False	False	True	61.030017956	61.038861841	61.07905230100732	61.08073324197903	1084456960.0	1088917504.0						True
sc	r01	queue_ok.yml	true	true	correct	correct	True	True	True	True	0.069342805	0.071776518	0.08492786099668592	0.07426542590837926	26095616.0	26001408.0	2	2	1.0350968352087864	0.8744530362218502	0.9963898916967509	True
sc	r01	queue_ok_longer.yml	true	true	correct	correct	True	True	True	True	0.437813754	0.449194898	0.4419004638912156	0.45597706793341786	79433728.0	79437824.0	2	2	1.025995400774915	1.0318546939694264	1.0000515649976796	True
sc	r01	queue_ok_longest.yml	true	true	correct	correct	True	True	True	True	1.560487122	1.558211345	1.570522616035305	1.5668470229720697	276881408.0	276967424.0	2	2	0.9985416239788744	0.9976596369732553	1.0003106600787006	True
sc	r01	race-1_1-join.yml	true	true	correct	correct	True	True	True	True	0.064034931	0.06569348	0.07111024099867791	0.07297260104678571	26038272.0	26038272.0	1	1	1.0259006916084596	1.0261897586332527	1.0	True
sc	r01	race-1_2-join.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.067192031	0.067911379	0.07507361599709839	0.0743694519624114	26099712.0	26050560.0	1	1	1.0107058529009192	0.9906203527652884	0.9981167608286252	True
sc	r01	race-1_3-join.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.069571503	0.067517671	0.08692353800870478	0.07244485698174685	26136576.0	26017792.0	1	1	0.9704788324035488	0.8334319867938649	0.9954552577965836	True
sc	r01	race-2_1-container_of.yml	true	true	correct	correct	True	True	True	True	0.063988132	0.067692954	0.06877820391673595	0.07338135095778853	26198016.0	26161152.0	1	1	1.0578985803179877	1.066927409832121	0.9985928705440901	True
sc	r01	race-3_1-container_of-global.yml	true	true	correct	correct	True	True	True	True	0.069894659	0.065159649	0.07350368797779083	0.0720537620363757	26116096.0	26169344.0	1	1	0.9322550525641737	0.9802741062209936	1.002038895859473	True
sc	r01	race-4_1-thread_local_vars.yml	true	true	correct	correct	True	True	True	True	0.070237055	0.069004927	0.08123902592342347	0.07499278802424669	26202112.0	26169344.0	0	0	0.9824575788378369	0.9231128410492695	0.998749413787713	True
sc	r01	reorder_2.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.137799808	0.139865867	0.16085604100953788	0.1446541789919138	26030080.0	26021888.0	162	162	1.014993192153069	0.899277254892383	0.9996852871754524	True
sc	r01	singleton.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.069501804	0.071062818	0.0781658049672842	0.07768985896836966	26107904.0	26058752.0	1	1	1.0224600501017211	0.9939110714830642	0.9981173517414497	True
sc	r01	singleton_with-uninit-problems.yml	true	true	correct	correct	True	True	True	True	0.069391332	0.07073582	0.09031921101268381	0.07793826796114445	26091520.0	26050560.0	4	4	1.0193754459130429	0.8629201593689667	0.9984301412872841	True
sc	r01	stateful01-1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.06989526	0.072706649	0.07415437907911837	0.07990703010000288	25845760.0	25878528.0	0	0	1.0402228849281052	1.0775766865331955	1.0012678288431063	True
sc	r01	stateful01-2.yml	true	true	correct	correct	True	True	True	True	0.060480941	0.077876349	0.06670605298131704	0.08378749701660126	25882624.0	25927680.0	6	6	1.2876180117634082	1.25607037550353	1.0017407817692674	True
sc	r01	szymanski.yml	true	true	correct	correct	True	True	True	True	0.067492718	0.066085095	0.07718918391037732	0.07353843108285218	25890816.0	25931776.0	6	6	0.9791440759579426	0.952703829182027	1.0015820281601013	True
sc	r01	time_var_mutex.yml	true	true	correct	correct	True	True	True	True	0.073453757	0.075213201	0.08162277890369296	0.08007615199312568	25870336.0	25903104.0	2	2	1.0239530838429407	0.9810515283681758	1.001266624445852	True
sc	r01	triangular-1.yml	true	true	correct	correct	True	True	True	True	6.352031997	6.400667438	6.363289949949831	6.412814748007804	25923584.0	25886720.0	16632	16632	1.0076566744347273	1.0077828919391554	0.9985779744035392	True
sc	r01	triangular-2.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	1.550051343	1.55927051	1.557409762055613	1.5639397850027308	25817088.0	25948160.0	3638	3638	1.0059476526643027	1.0041928740311084	1.0050769474853245	True
sc	r01	twostage_3.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.073132113	0.075166872	0.08201576897408813	0.0861230919836089	26173440.0	26132480.0	4	4	1.0278230577038023	1.0500796744442942	0.9984350547730829	True
sc	r01	unwind2-1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.064561403	0.066431393	0.07180426293052733	0.07152691204100847	25907200.0	25935872.0	1	1	1.028964519249992	0.9961374035718854	1.0011067193675889	True
sc	r01	unwind2-100.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.062501936	0.066641523	0.06886082794517279	0.07397299795411527	25882624.0	25894912.0	1	1	1.0662313404179993	1.0742391597878087	1.0004747586643457	True
sc	r01	unwind3-1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.062031512	0.067266621	0.07951751397922635	0.0753949690843001	25968640.0	25894912.0	1	1	1.084394347827601	0.9481555107972408	0.9971608832807571	True
sc	r02	01b_inc.yml	true	true	correct	correct	True	True	True	True	0.066532412	0.070865412	0.07128941302653402	0.07527002796996385	25755648.0	25837568.0	0	0	1.0651261523481217	1.0558373926006128	1.0031806615776082	True
sc	r02	02_inc_cas.yml	true	true	correct	correct	True	True	True	True	0.071837885	0.063628105	0.07918245205655694	0.07096540799830109	25825280.0	25833472.0	0	0	0.8857179606554397	0.8962264511285059	1.0003172085646312	True
sc	r02	13-privatized_01-priv_nr_true.yml	true	true	correct	correct	True	True	True	True	0.068636082	0.070892567	0.07548238092567772	0.07728039007633924	25821184.0	25894912.0	2	2	1.032876075298121	1.0238202495550837	1.0028553299492386	True
sc	r02	13-privatized_18-first-reads_true.yml	true	true	correct	correct	True	True	True	True	0.066766438	0.058212321	0.07075859210453928	0.06340025609824806	25763840.0	25759744.0	2	2	0.8718799855699955	0.8960078799275719	0.9998410174880763	True
sc	r02	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.06966688	0.064847535	0.07881190907210112	0.07494759000837803	25849856.0	25903104.0	0	0	0.9308230108769044	0.9509678282226635	1.002059895420694	True
sc	r02	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.076819412	0.065590985	0.08255924098193645	0.0690827319631353	25878528.0	25886720.0	0	0	0.8538334685508918	0.8367655896721513	1.0003165558721114	True
sc	r02	13-privatized_19-publish-precision_true.yml	true	true	correct	correct	True	True	True	True	0.073126782	0.063999234	0.07702480896841735	0.07296710298396647	25825280.0	25878528.0	3	3	0.8751818724909842	0.947319493046524	1.002061855670103	True
sc	r02	13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.073807178	0.060416456	0.08119381999131292	0.06581001600716263	25776128.0	25796608.0	0	0	0.8185715486913753	0.8105298656252873	1.0007945336087716	True
sc	r02	13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.070167435	0.073053942	0.07707306602969766	0.07873586704954505	25784320.0	25845760.0	0	0	1.0411374165237763	1.0215743463378852	1.0023828435266084	True
sc	r02	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.070644591	0.073455845	0.07635899295564741	0.07654627203010023	25763840.0	25866240.0	0	0	1.0397943276364923	1.0024526132051217	1.0039745627980923	True
sc	r02	13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	True	True	True	0.074937759	0.06278311	0.07979973603505641	0.06958178791683167	25862144.0	25858048.0	0	0	0.8378034096269145	0.871955113814713	0.9998416217928413	True
sc	r02	13-privatized_20-publish-regression_true.yml	true	true	correct	correct	True	True	True	True	0.07164354	0.073898222	0.07937672594562173	0.08015373395755887	25821184.0	25894912.0	2	2	1.031470834634916	1.0097888644647481	1.0028553299492386	True
sc	r02	13-privatized_24-multiple-protecting_true.yml	true	true	correct	correct	True	True	True	True	0.071017839	0.06117806	0.07782592601142824	0.0651396750472486	25812992.0	25915392.0	7	7	0.8614463754663106	0.8369919689446838	1.0039669946048873	True
sc	r02	13-privatized_25-struct_nr_true.yml	true	true	correct	correct	True	True	True	True	0.075342522	0.068087159	0.0829254339914769	0.07460752490442246	25890816.0	25792512.0	2	2	0.9037016175274833	0.8996941144991855	0.996203132415757	True
sc	r02	13-privatized_27-multiple-protecting2_true.yml	true	true	correct	correct	True	True	True	True	0.078560738	0.091484231	0.08271393901668489	0.09586693393066525	25907200.0	25976832.0	26	26	1.164503202604843	1.1590178761928769	1.002687747035573	True
sc	r02	13-privatized_29-multiple-protecting2-vesal_true.yml	true	true	correct	correct	True	True	True	True	0.074792763	0.065415978	0.08130721608176827	0.06817802297882736	25829376.0	25919488.0	4	4	0.8746297820285099	0.8385236423574352	1.0034887408817	True
