variant	model	repetition	task	status	category	cpu_s	wall_s	memory_bytes	returnvalue	executions	lazy-cycle-checks	reasoner-calls	reasoner-ns	reasoner-table-slots	reasoner-derived-candidates	reasoner-composition-middles	provenance-materializations	provenance-materialization-ns	provenance-materialization-ops	nogood-learn-attempts	nogood-explanation-warmup-skips	nogood-learned	nogood-match-queries	nogood-literal-checks	nogood-hits	nogood-maximum-bytes
baseline	tso	r02	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	correct	0.075794373	0.0797093310393393	26005504.0	42	0	2															
baseline	tso	r02	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	correct	0.071042517	0.07342755107674748	25989120.0	0	2	6															
baseline	tso	r02	13-privatized_01-priv_nr_true.yml	true	correct	0.07343671	0.07557948096655309	26066944.0	0	2	4															
baseline	tso	r02	13-privatized_19-publish-precision_true.yml	true	correct	0.062428903	0.06849484203848988	26021888.0	0	3	8															
baseline	tso	r02	13-privatized_42-traces-ex-mini_true.yml	true	correct	0.070615855	0.07506766496226192	25964544.0	0	2	4															
baseline	tso	r02	13-privatized_33-traces-v-matters_true.yml	true	correct	0.071556738	0.07709818508010358	26054656.0	0	1	6															
baseline	tso	r02	13-privatized_25-struct_nr_true.yml	true	correct	0.072425167	0.0813688839552924	26001408.0	0	2	4															
baseline	tso	r02	13-privatized_69-refine-protected-loop-interval_true.yml	true	correct	0.076469276	0.08260308101307601	26009600.0	0	0	0															
baseline	tso	r02	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	correct	0.071376805	0.0765180450398475	25976832.0	42	0	0															
baseline	tso	r02	13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	0.070258656	0.07688697497360408	25972736.0	0	4	12															
baseline	tso	r02	13-privatized_20-publish-regression_true.yml	true	correct	0.078353421	0.08507531904615462	25964544.0	0	2	4															
baseline	tso	r02	13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	0.063149028	0.070011404925026	26034176.0	0	2	8															
baseline	tso	r02	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	0.081331895	0.0859916660701856	26030080.0	0	3	12															
baseline	tso	r02	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	0.075302369	0.08012750593479723	25960448.0	0	1	4															
baseline	tso	r02	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	0.069968012	0.07712207303848118	26046464.0	0	0	0															
baseline	tso	r02	13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	0.077395473	0.08536892500706017	26046464.0	0	4	12															
baseline	tso	r02	13-privatized_24-multiple-protecting_true.yml	true	correct	0.074584206	0.08250483905430883	26038272.0	0	7	24															
baseline	tso	r02	36-apron_21-traces-cluster-based_true.yml	true	correct	0.071855873	0.07907700003124774	26132480.0	0	6	26															
baseline	tso	r02	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	0.062980264	0.07098324701655656	26071040.0	0	1	0															
baseline	tso	r02	13-privatized_27-multiple-protecting2_true.yml	true	correct	0.085277597	0.08936303399968892	26120192.0	0	26	72															
baseline	tso	r02	14_spin2003.yml	true	correct	0.068989689	0.07370471104513854	26009600.0	0	0	0															
baseline	tso	r02	29_conditionals_vs.yml	true	correct	0.071079374	0.07927916408516467	25899008.0	0	0	0															
baseline	tso	r02	48_ticket_lock_low_contention_vs-pthread.yml	true	correct	0.069288001	0.07567495293915272	25964544.0	0	0	0															
baseline	tso	r02	46_monabsex2_vs.yml	true	correct	0.07265241	0.08027500403113663	26017792.0	0	0	0															
baseline	tso	r02	45_monabsex1_vs.yml	true	correct	0.070068829	0.07897548307664692	26009600.0	0	0	0															
baseline	tso	r02	stateful01-1.yml	false(unreach-call)	correct	0.069748798	0.07659934100229293	26054656.0	42	0	4															
baseline	tso	r02	stateful01-2.yml	true	correct	0.063816876	0.06894686701707542	26083328.0	0	6	12															
baseline	tso	r02	time_var_mutex.yml	true	correct	0.071123765	0.07775312999729067	26144768.0	0	2	4															
baseline	tso	r02	01b_inc.yml	true	correct	0.067947898	0.07042784709483385	26087424.0	0	0	0															
baseline	tso	r02	triangular-1.yml	true	correct	8.242517359	8.252826821058989	26017792.0	0	16632	43036															
baseline	tso	r02	triangular-2.yml	false(unreach-call)	correct	1.998890319	2.003077768953517	26050560.0	42	3638	10316															
baseline	tso	r02	02_inc_cas.yml	true	correct	0.071397159	0.07510059396736324	26013696.0	0	0	0															
baseline	tso	r02	28-race_reach_21-deref_read_racing.yml	false(unreach-call)	correct	3.799234965	3.811433384893462	56639488.0	42	0	0															
baseline	tso	r02	48_ticket_lock_low_contention_vs.yml	true	correct	0.067664742	0.07351533498149365	25985024.0	0	0	0															
baseline	tso	r02	28-race_reach_37-indirect_racing.yml	TIMEOUT	error	61.04629806	61.07255313801579	1057206272.0																		
baseline	tso	r02	28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	0.075235933	0.0805800009984523	26058752.0	42	0	2															
baseline	tso	r02	28-race_reach_46-escape_racefree.yml	true	correct	0.071715388	0.07652376603800803	26013696.0	0	2	4															
baseline	tso	r02	28-race_reach_01-simple_racing.yml	TIMEOUT	error	61.045131797	61.06753812090028	1057095680.0																		
baseline	tso	r02	28-race_reach_11-ptr_racing.yml	TIMEOUT	error	61.045683336	61.06551408104133	1057112064.0																		
baseline	tso	r02	circular_buffer_bad.yml	false(unreach-call)	correct	0.072769687	0.0770752769894898	26169344.0	42	1	14															
baseline	tso	r02	fib_safe-5.yml	true	correct	6.941820915	7.060563698061742	26050560.0	0	2772	6884															
baseline	tso	r02	fib_safe-6.yml	true	correct	36.068269961	36.09223744296469	26091520.0	0	12012	29036															
baseline	tso	r02	fib_unsafe-5.yml	false(unreach-call)	correct	1.900753763	1.9136956529691815	26034176.0	42	632	1880															
baseline	tso	r02	fib_unsafe-6.yml	false(unreach-call)	correct	10.096963326	10.106082265032455	26083328.0	42	2942	8244															
baseline	tso	r02	fib_unsafe-7.yml	false(unreach-call)	correct	51.921361502	51.95054720400367	26021888.0	42	13238	35572															
baseline	tso	r02	28-race_reach_24-sound_lock_racing.yml	TIMEOUT	error	60.778947262	61.06176476192195	1057185792.0																		
baseline	tso	r02	lazy01.yml	false(unreach-call)	correct	0.071524205	0.07680083205923438	26030080.0	42	1	6															
baseline	tso	r02	circular_buffer_ok.yml	true	correct	4.376336664	4.387082274071872	26062848.0	0	3432	6864															
baseline	tso	r02	szymanski.yml	true	correct	0.073693839	0.07754194899462163	26042368.0	0	6	62															
baseline	tso	r02	dekker.yml	true	correct	0.066676872	0.07337833300698549	26058752.0	0	4	14															
baseline	tso	r02	dekker-unfair.yml	true	correct	0.066581168	0.07104475400410593	26005504.0	0	4	14															
baseline	tso	r02	unwind3-1.yml	false(unreach-call)	correct	0.067467544	0.07621288590598851	26148864.0	42	1	2															
baseline	tso	r02	exponential-nondet.yml	true	correct	0.065184928	0.07325001794379205	26083328.0	0	1	0															
baseline	tso	r02	unwind2-1.yml	false(unreach-call)	correct	0.068169463	0.07457224500831217	26091520.0	42	1	0															
baseline	tso	r02	unwind2-100.yml	false(unreach-call)	correct	0.065895586	0.06845479807816446	26038272.0	42	1	0															
baseline	tso	r02	butterfly.yml	true	correct	20.363328381	20.384199393098243	26144768.0	0	64560	304114															
baseline	tso	r02	43_NetBSD_sysmon_power_sliced.yml	true	correct	0.061595364	0.06759493600111455	25985024.0	0	0	0															
baseline	tso	r02	28-race_reach_06-cond_racing1.yml	TIMEOUT	error	61.039335754	61.056321974960156	1057103872.0																		
baseline	tso	r02	queue_ok.yml	true	correct	0.078827214	0.08313364093191922	26169344.0	0	2	4															
baseline	tso	r02	queue_ok_longer.yml	true	correct	1.156219536	1.158818949945271	55459840.0	0	2	4															
baseline	tso	r02	queue_ok_longest.yml	true	correct	5.117850634	5.127423016005196	243941376.0	0	2	4															
baseline	tso	r02	queue_longer.yml	TIMEOUT	error	61.01159831	61.04505815799348	554934272.0																		
baseline	tso	r02	queue.yml	false(unreach-call)	correct	0.103415503	0.11003045097459108	26161152.0	42	2	40															
baseline	tso	r02	singleton.yml	false(unreach-call)	correct	0.076606814	0.08377597201615572	26218496.0	42	1	8															
baseline	tso	r02	singleton_with-uninit-problems.yml	true	correct	0.076316685	0.08215277502313256	26218496.0	0	4	12															
baseline	tso	r02	pthread-demo-datarace-3.yml	false(unreach-call)	correct	0.159562306	0.16367389902006835	26099712.0	42	0	80															
baseline	tso	r02	reorder_2.yml	false(unreach-call)	correct	0.161767114	0.16895287798251957	26222592.0	42	162	432															
baseline	tso	r02	twostage_3.yml	false(unreach-call)	correct	0.082275052	0.08892042504157871	26345472.0	42	4	30															
baseline	tso	r02	race-1_1-join.yml	true	correct	0.074011297	0.0803543129004538	26214400.0	0	1	0															
baseline	tso	r02	race-1_3-join.yml	false(unreach-call)	correct	0.074770711	0.07671000296249986	26218496.0	42	1	2															
baseline	tso	r02	race-1_2-join.yml	false(unreach-call)	correct	0.073322863	0.07977404491975904	26222592.0	42	1	2															
baseline	tso	r02	race-4_1-thread_local_vars.yml	true	correct	0.079150503	0.08345492696389556	26279936.0	0	0	0															
baseline	tso	r02	race-2_1-container_of.yml	true	correct	0.074349574	0.08187685103621334	26349568.0	0	1	0															
baseline	tso	r02	race-3_1-container_of-global.yml	true	correct	0.073605236	0.08118853799533099	26349568.0	0	1	0															
baseline	tso	r03	13-privatized_66-mine-W-init_true.yml	true	correct	0.068456996	0.07401077204849571	25919488.0	0	1	0															
baseline	tso	r03	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	0.069791936	0.07678213797044009	25935872.0	42	0	0															
baseline	tso	r03	36-apron_16-traces-unprot2_true.yml	true	correct	0.070288624	0.07457389100454748	25939968.0	0	1	0															
baseline	tso	r03	13-privatized_57-singlethreaded-unlock_true.yml	true	correct	0.068667267	0.07501012901775539	26025984.0	0	1	0															
baseline	tso	r03	13-privatized_47-refine-protected2_true.yml	true	correct	0.070356831	0.0795148080214858	25927680.0	0	2	4															
baseline	tso	r03	13-privatized_46-refine-protected1_true.yml	true	correct	0.070371003	0.07482477196026593	25919488.0	0	1	0															
baseline	tso	r03	36-apron_11-traces-max-simple_true.yml	true	correct	0.067369402	0.0718485510442406	25944064.0	0	2	4															
baseline	tso	r03	13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	correct	0.072171483	0.07721797900740057	25993216.0	42	0	2															
baseline	tso	r03	13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	0.06893389	0.07588916399981827	26025984.0	42	0	0															
baseline	tso	r03	13-privatized_40-traces-ex-6_true.yml	true	correct	0.067121929	0.07380469900090247	25944064.0	0	1	4															
baseline	tso	r03	13-privatized_58-singlethreaded-lock_true.yml	true	correct	0.066414333	0.07312134501989931	25960448.0	0	1	0															
baseline	tso	r03	13-privatized_44-traces-mine2_true.yml	true	correct	0.068953426	0.07602086197584867	25952256.0	0	1	2															
baseline	tso	r03	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	correct	0.072180632	0.0764698589919135	25948160.0	42	0	2															
baseline	tso	r03	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	0.065567318	0.07060939690563828	26009600.0	42	0	2															
baseline	tso	r03	13-privatized_36-traces-ex-3_true.yml	true	correct	0.069661449	0.07407164690084755	25935872.0	0	3	8															
baseline	tso	r03	13-privatized_18-first-reads_true.yml	true	correct	0.069417097	0.07365716097410768	25939968.0	0	2	4															
baseline	tso	r03	13-privatized_35-traces-ex-2_true.yml	true	correct	0.0706585	0.07790908101014793	25907200.0	0	2	8															
baseline	tso	r03	13-privatized_37-traces-ex-4_true.yml	true	correct	0.071878174	0.07902464701328427	25989120.0	0	2	4															
baseline	tso	r03	13-privatized_38-traces-ex-4-switch_true.yml	true	correct	0.071038711	0.07603462494444102	25993216.0	0	2	8															
baseline	tso	r03	13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	correct	0.072024216	0.08018790604546666	25993216.0	42	0	2															
baseline	tso	r03	13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	correct	0.073648439	0.07652953604701906	25993216.0	42	0	0															
baseline	tso	r03	13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	correct	0.074474344	0.07667653798125684	26075136.0	42	0	0															
baseline	tso	r03	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	correct	0.070295202	0.07194467401131988	26030080.0	42	0	2															
baseline	tso	r03	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	correct	0.064935682	0.06907688605133444	25952256.0	0	2	6															
baseline	tso	r03	13-privatized_01-priv_nr_true.yml	true	correct	0.07447177	0.08177660405635834	26042368.0	0	2	4															
baseline	tso	r03	13-privatized_19-publish-precision_true.yml	true	correct	0.073235301	0.07567544502671808	26001408.0	0	3	8															
baseline	tso	r03	13-privatized_42-traces-ex-mini_true.yml	true	correct	0.066215216	0.0712397419847548	25993216.0	0	2	4															
baseline	tso	r03	13-privatized_33-traces-v-matters_true.yml	true	correct	0.072510516	0.079109046026133	26054656.0	0	1	6															
baseline	tso	r03	13-privatized_25-struct_nr_true.yml	true	correct	0.075004921	0.08086065307725221	25968640.0	0	2	4															
baseline	tso	r03	13-privatized_69-refine-protected-loop-interval_true.yml	true	correct	0.069655004	0.07408129796385765	26095616.0	0	0	0															
baseline	tso	r03	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	correct	0.066622935	0.07113761897198856	26021888.0	42	0	0															
baseline	tso	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	0.068619681	0.07250455592293292	25997312.0	0	4	12															
baseline	tso	r03	13-privatized_20-publish-regression_true.yml	true	correct	0.06759195	0.0769020130392164	26005504.0	0	2	4															
baseline	tso	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	0.077874237	0.08252469100989401	26021888.0	0	2	8															
baseline	tso	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	0.077470489	0.08192139200400561	26079232.0	0	3	12															
baseline	tso	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	0.073564988	0.07930326194036752	25997312.0	0	1	4															
baseline	tso	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	0.074895943	0.07932040398009121	26120192.0	0	0	0															
baseline	tso	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	0.072295386	0.07527839404065162	26017792.0	0	4	12															
baseline	tso	r03	13-privatized_24-multiple-protecting_true.yml	true	correct	0.076859622	0.08252458600327373	26013696.0	0	7	24															
baseline	tso	r03	36-apron_21-traces-cluster-based_true.yml	true	correct	0.072971548	0.0777851069578901	26144768.0	0	6	26															
baseline	tso	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	0.073329918	0.07935672393068671	25989120.0	0	1	0															
baseline	tso	r03	13-privatized_27-multiple-protecting2_true.yml	true	correct	0.084092035	0.0900052529759705	26021888.0	0	26	72															
baseline	tso	r03	14_spin2003.yml	true	correct	0.067535594	0.0743243369506672	25985024.0	0	0	0															
baseline	tso	r03	29_conditionals_vs.yml	true	correct	0.068348341	0.07526286691427231	25931776.0	0	0	0															
baseline	tso	r03	48_ticket_lock_low_contention_vs-pthread.yml	true	correct	0.071186613	0.07547664106823504	26021888.0	0	0	0															
baseline	tso	r03	46_monabsex2_vs.yml	true	correct	0.069054009	0.07310090295504779	25944064.0	0	0	0															
baseline	tso	r03	45_monabsex1_vs.yml	true	correct	0.075291362	0.0805817759828642	25968640.0	0	0	0															
baseline	tso	r03	stateful01-1.yml	false(unreach-call)	correct	0.069816641	0.07558604597579688	26021888.0	42	0	4															
baseline	tso	r03	stateful01-2.yml	true	correct	0.067889911	0.0746305079665035	26042368.0	0	6	12															
baseline	tso	r03	time_var_mutex.yml	true	correct	0.071822067	0.07696436997503042	26112000.0	0	2	4															
baseline	tso	r03	01b_inc.yml	true	correct	0.073574761	0.08225734101142734	25989120.0	0	0	0															
baseline	tso	r03	triangular-1.yml	true	correct	8.274967994	8.289113614009693	26087424.0	0	16632	43036															
baseline	tso	r03	triangular-2.yml	false(unreach-call)	correct	2.027384089	2.037239062017761	26095616.0	42	3638	10316															
baseline	tso	r03	02_inc_cas.yml	true	correct	0.07315605	0.07968114095274359	25985024.0	0	0	0															
baseline	tso	r03	28-race_reach_21-deref_read_racing.yml	false(unreach-call)	correct	3.780660974	3.7942680299747735	56537088.0	42	0	0															
baseline	tso	r03	48_ticket_lock_low_contention_vs.yml	true	correct	0.067883091	0.07251976802945137	26054656.0	0	0	0															
baseline	tso	r03	28-race_reach_37-indirect_racing.yml	TIMEOUT	error	61.033099536	61.06585763208568	1057124352.0																		
baseline	tso	r03	28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	0.075129155	0.08160179096739739	26050560.0	42	0	2															
baseline	tso	r03	28-race_reach_46-escape_racefree.yml	true	correct	0.06919565	0.07616656995378435	26054656.0	0	2	4															
baseline	tso	r03	28-race_reach_01-simple_racing.yml	TIMEOUT	error	61.040083869	61.06637255696114	1057095680.0																		
baseline	tso	r03	28-race_reach_11-ptr_racing.yml	TIMEOUT	error	61.029468076	61.05886995897163	1057103872.0																		
baseline	tso	r03	circular_buffer_bad.yml	false(unreach-call)	correct	0.073780746	0.08010619296692312	26062848.0	42	1	14															
baseline	tso	r03	fib_safe-5.yml	true	correct	6.917888328	6.930300972890109	26001408.0	0	2772	6884															
baseline	tso	r03	fib_safe-6.yml	true	correct	35.33418183	35.38411186391022	26087424.0	0	12012	29036															
baseline	tso	r03	fib_unsafe-5.yml	false(unreach-call)	correct	1.911254458	1.9191529859090224	26030080.0	42	632	1880															
baseline	tso	r03	fib_unsafe-6.yml	false(unreach-call)	correct	10.163090012	10.175167212029919	25997312.0	42	2942	8244															
baseline	tso	r03	fib_unsafe-7.yml	false(unreach-call)	correct	50.813790043	50.84926990501117	26038272.0	42	13238	35572															
baseline	tso	r03	28-race_reach_24-sound_lock_racing.yml	TIMEOUT	error	61.028132875	61.05159458902199	1057193984.0																		
baseline	tso	r03	lazy01.yml	false(unreach-call)	correct	0.069124082	0.0731093529611826	26083328.0	42	1	6															
baseline	tso	r03	circular_buffer_ok.yml	true	correct	4.418330285	4.425876526045613	26087424.0	0	3432	6864															
baseline	tso	r03	szymanski.yml	true	correct	0.068154698	0.07413697498850524	26107904.0	0	6	62															
baseline	tso	r03	dekker.yml	true	correct	0.0668676	0.07193026598542929	26075136.0	0	4	14															
baseline	tso	r03	dekker-unfair.yml	true	correct	0.061996482	0.0698886550962925	26034176.0	0	4	14															
baseline	tso	r03	unwind3-1.yml	false(unreach-call)	correct	0.060296499	0.06641204305924475	26042368.0	42	1	2															
baseline	tso	r03	exponential-nondet.yml	true	correct	0.069437605	0.07386911602225155	26087424.0	0	1	0															
baseline	tso	r03	unwind2-1.yml	false(unreach-call)	correct	0.063226038	0.069511465029791	26091520.0	42	1	0															
baseline	tso	r03	unwind2-100.yml	false(unreach-call)	correct	0.067792049	0.07235411007422954	26087424.0	42	1	0															
baseline	tso	r03	butterfly.yml	true	correct	19.346767095	19.364543170086108	26259456.0	0	64560	304114															
baseline	tso	r03	43_NetBSD_sysmon_power_sliced.yml	true	correct	0.063904451	0.06919637590181082	25952256.0	0	0	0															
baseline	tso	r03	28-race_reach_06-cond_racing1.yml	TIMEOUT	error	61.046934682	61.06547665596008	1057169408.0																		
baseline	tso	r03	queue_ok.yml	true	correct	0.073525197	0.07578480907250196	26198016.0	0	2	4															
baseline	tso	r03	queue_ok_longer.yml	true	correct	1.148780233	1.1594206149457023	55476224.0	0	2	4															
baseline	tso	r03	queue_ok_longest.yml	true	correct	4.996791996	5.007263554027304	243306496.0	0	2	4															
baseline	tso	r03	queue_longer.yml	TIMEOUT	error	61.0032816	61.05208547099028	560885760.0																		
baseline	tso	r03	queue.yml	false(unreach-call)	correct	0.096473542	0.10267205606214702	26243072.0	42	2	40															
baseline	tso	r03	singleton.yml	false(unreach-call)	correct	0.067215368	0.07459246506914496	26210304.0	42	1	8															
baseline	tso	r03	singleton_with-uninit-problems.yml	true	correct	0.068902838	0.07508896593935788	26259456.0	0	4	12															
baseline	tso	r03	pthread-demo-datarace-3.yml	false(unreach-call)	correct	0.147124306	0.15140439104288816	26066944.0	42	0	80															
baseline	tso	r03	reorder_2.yml	false(unreach-call)	correct	0.155842988	0.16208694700617343	26214400.0	42	162	432															
baseline	tso	r03	twostage_3.yml	false(unreach-call)	correct	0.080743859	0.08732809801585972	26357760.0	42	4	30															
baseline	tso	r03	race-1_1-join.yml	true	correct	0.072416691	0.07683627493679523	26226688.0	0	1	0															
baseline	tso	r03	race-1_3-join.yml	false(unreach-call)	correct	0.072195467	0.07751470501534641	26222592.0	42	1	2															
baseline	tso	r03	race-1_2-join.yml	false(unreach-call)	correct	0.068973277	0.07711420999839902	26271744.0	42	1	2															
baseline	tso	r03	race-4_1-thread_local_vars.yml	true	correct	0.067173754	0.0714191070292145	26345472.0	0	0	0															
baseline	tso	r03	race-2_1-container_of.yml	true	correct	0.067809783	0.07391880301292986	26243072.0	0	1	0															
baseline	tso	r03	race-3_1-container_of-global.yml	true	correct	0.068116591	0.07188884797506034	26251264.0	0	1	0															
baseline	tso	r04	13-privatized_66-mine-W-init_true.yml	true	correct	0.07509411	0.07908540591597557	25911296.0	0	1	0															
baseline	tso	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	0.05906711	0.08368718496058136	25870336.0	42	0	0															
baseline	tso	r04	36-apron_16-traces-unprot2_true.yml	true	correct	0.067037231	0.07731005502864718	26001408.0	0	1	0															
baseline	tso	r04	13-privatized_57-singlethreaded-unlock_true.yml	true	correct	0.068848309	0.07352655404247344	25980928.0	0	1	0															
baseline	tso	r04	13-privatized_47-refine-protected2_true.yml	true	correct	0.070656079	0.07831157895270735	25919488.0	0	2	4															
baseline	tso	r04	13-privatized_46-refine-protected1_true.yml	true	correct	0.065464206	0.07409876794554293	25989120.0	0	1	0															
baseline	tso	r04	36-apron_11-traces-max-simple_true.yml	true	correct	0.07066031	0.07262568001169711	25972736.0	0	2	4															
baseline	tso	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	correct	0.067498292	0.07136495795566589	25972736.0	42	0	2															
baseline	tso	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	0.073305823	0.08087184804026037	25993216.0	42	0	0															
baseline	tso	r04	13-privatized_40-traces-ex-6_true.yml	true	correct	0.058121963	0.061909168027341366	25939968.0	0	1	4															
baseline	tso	r04	13-privatized_58-singlethreaded-lock_true.yml	true	correct	0.072924385	0.07966115896124393	26013696.0	0	1	0															
baseline	tso	r04	13-privatized_44-traces-mine2_true.yml	true	correct	0.07270167	0.07818698103073984	25989120.0	0	1	2															
baseline	tso	r04	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	correct	0.073164548	0.07556374894920737	26046464.0	42	0	2															
baseline	tso	r04	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	0.067862436	0.07315914996434003	26058752.0	42	0	2															
baseline	tso	r04	13-privatized_36-traces-ex-3_true.yml	true	correct	0.070886757	0.08029429207090288	25968640.0	0	3	8															
baseline	tso	r04	13-privatized_18-first-reads_true.yml	true	correct	0.069399288	0.07407309196423739	26009600.0	0	2	4															
baseline	tso	r04	13-privatized_35-traces-ex-2_true.yml	true	correct	0.059332354	0.06720777496229857	26013696.0	0	2	8															
baseline	tso	r04	13-privatized_37-traces-ex-4_true.yml	true	correct	0.067598291	0.08408601407427341	26050560.0	0	2	4															
baseline	tso	r04	13-privatized_38-traces-ex-4-switch_true.yml	true	correct	0.072311948	0.08662494900636375	26054656.0	0	2	8															
baseline	tso	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	correct	0.073478806	0.0804177689133212	25972736.0	42	0	2															
baseline	tso	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	correct	0.073017559	0.07565264299046248	25952256.0	42	0	0															
baseline	tso	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	correct	0.073168415	0.07769206503871828	26005504.0	42	0	0															
baseline	tso	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	correct	0.070198258	0.07442052906844765	25997312.0	42	0	2															
baseline	tso	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	correct	0.067505668	0.07209882000461221	25985024.0	0	2	6															
baseline	tso	r04	13-privatized_01-priv_nr_true.yml	true	correct	0.069642123	0.07611882500350475	26062848.0	0	2	4															
baseline	tso	r04	13-privatized_19-publish-precision_true.yml	true	correct	0.070002194	0.07575783808715641	26050560.0	0	3	8															
baseline	tso	r04	13-privatized_42-traces-ex-mini_true.yml	true	correct	0.070272627	0.0813252079533413	25960448.0	0	2	4															
baseline	tso	r04	13-privatized_33-traces-v-matters_true.yml	true	correct	0.072535437	0.08087640500161797	25989120.0	0	1	6															
baseline	tso	r04	13-privatized_25-struct_nr_true.yml	true	correct	0.069001824	0.07297583995386958	26021888.0	0	2	4															
baseline	tso	r04	13-privatized_69-refine-protected-loop-interval_true.yml	true	correct	0.075941055	0.08076203905511647	26001408.0	0	0	0															
baseline	tso	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	correct	0.067334975	0.07557853602338582	26017792.0	42	0	0															
baseline	tso	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	0.069387649	0.0793236430035904	26021888.0	0	4	12															
baseline	tso	r04	13-privatized_20-publish-regression_true.yml	true	correct	0.066704154	0.07744774001184851	25960448.0	0	2	4															
baseline	tso	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	0.07102947	0.0757248509908095	25972736.0	0	2	8															
baseline	tso	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	0.075212315	0.08069566800259054	26054656.0	0	3	12															
baseline	tso	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	0.077897569	0.08179243991617113	26042368.0	0	1	4															
baseline	tso	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	0.069832193	0.07507202902343124	26107904.0	0	0	0															
baseline	tso	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	0.06668636	0.07137857400812209	26046464.0	0	4	12															
baseline	tso	r04	13-privatized_24-multiple-protecting_true.yml	true	correct	0.08027345	0.08439998398534954	26058752.0	0	7	24															
baseline	tso	r04	36-apron_21-traces-cluster-based_true.yml	true	correct	0.073424204	0.08060822600964457	26116096.0	0	6	26															
baseline	tso	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	0.059226727	0.06713933905120939	26058752.0	0	1	0															
baseline	tso	r04	13-privatized_27-multiple-protecting2_true.yml	true	correct	0.092128322	0.09409593103919178	26128384.0	0	26	72															
baseline	tso	r04	14_spin2003.yml	true	correct	0.07223346	0.08280055003706366	25952256.0	0	0	0															
baseline	tso	r04	29_conditionals_vs.yml	true	correct	0.067046505	0.07527417794335634	25948160.0	0	0	0															
baseline	tso	r04	48_ticket_lock_low_contention_vs-pthread.yml	true	correct	0.064973665	0.07081597589422017	26042368.0	0	0	0															
baseline	tso	r04	46_monabsex2_vs.yml	true	correct	0.066417967	0.07379249797668308	26042368.0	0	0	0															
baseline	tso	r04	45_monabsex1_vs.yml	true	correct	0.068463196	0.07337277894839644	25952256.0	0	0	0															
