variant	model	repetition	task	status	category	cpu_s	wall_s	memory_bytes	returnvalue	executions	lazy-cycle-checks	reasoner-calls	reasoner-ns	reasoner-table-slots	reasoner-derived-candidates	reasoner-composition-middles	provenance-materializations	provenance-materialization-ns	provenance-materialization-ops	nogood-learn-attempts	nogood-explanation-warmup-skips	nogood-learned	nogood-match-queries	nogood-literal-checks	nogood-hits	nogood-maximum-bytes
candidate	sc	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	0.070086209	0.07432106893975288	25923584.0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
candidate	sc	r03	13-privatized_20-publish-regression_true.yml	true	correct	0.064367276	0.07120380306150764	25882624.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	0.064666472	0.07490195706486702	25894912.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
candidate	sc	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	0.074791839	0.08356216095853597	25808896.0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
candidate	sc	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	0.072820585	0.07938729401212186	25776128.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	0.075215763	0.08243598695844412	25968640.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	0.07544773	0.08178168104495853	25792512.0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
candidate	sc	r03	13-privatized_24-multiple-protecting_true.yml	true	correct	0.074324203	0.08058373094536364	25878528.0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
candidate	sc	r03	36-apron_21-traces-cluster-based_true.yml	true	correct	0.073257368	0.07668014103546739	25907200.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
candidate	sc	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	0.062055504	0.06678126100450754	25808896.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	13-privatized_27-multiple-protecting2_true.yml	true	correct	0.072464991	0.07720184803474694	25907200.0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
candidate	sc	r03	14_spin2003.yml	true	correct	0.066304448	0.07298136199824512	25837568.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	29_conditionals_vs.yml	true	correct	0.070795537	0.07327379600610584	25722880.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	48_ticket_lock_low_contention_vs-pthread.yml	true	correct	0.071535587	0.07661744602955878	25837568.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	46_monabsex2_vs.yml	true	correct	0.068747211	0.0764914290048182	25821184.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	45_monabsex1_vs.yml	true	correct	0.070545933	0.07936910900752991	25808896.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	stateful01-1.yml	false(unreach-call)	correct	0.069077498	0.07455127197317779	25853952.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
candidate	sc	r03	stateful01-2.yml	true	correct	0.063248044	0.07070606097113341	25903104.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
candidate	sc	r03	time_var_mutex.yml	true	correct	0.063619561	0.06779710296541452	25882624.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r03	01b_inc.yml	true	correct	0.07160698	0.07964356907177716	25874432.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	triangular-1.yml	true	correct	6.421001343	6.433288225904107	25894912.0	0	16632	0	0	0	0	0	0	0	0	0	0	0	0	32277	0	0	0
candidate	sc	r03	triangular-2.yml	false(unreach-call)	correct	1.573683112	1.5784439980052412	25821184.0	42	3638	0	0	0	0	0	0	0	0	0	0	0	0	7732	0	0	0
candidate	sc	r03	02_inc_cas.yml	true	correct	0.069253729	0.07599961501546204	25821184.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	28-race_reach_21-deref_read_racing.yml	false(unreach-call)	correct	3.811488858	3.8327048759674653	56750080.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	48_ticket_lock_low_contention_vs.yml	true	correct	0.067462807	0.07710746605880558	25919488.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	28-race_reach_37-indirect_racing.yml	false(unreach-call)	correct	12.384665202	12.427866386948153	2061049856.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	0.067565514	0.07161028601694852	25890816.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	28-race_reach_46-escape_racefree.yml	true	correct	0.066184227	0.07181706407573074	25858048.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r03	28-race_reach_01-simple_racing.yml	false(unreach-call)	correct	12.539793377	12.562367149046622	2061062144.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	28-race_reach_11-ptr_racing.yml	false(unreach-call)	correct	12.483325924	12.521122845006175	2060972032.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	circular_buffer_bad.yml	false(unreach-call)	correct	0.070162189	0.07464973290916532	25980928.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
candidate	sc	r03	fib_safe-5.yml	true	correct	3.749224782	3.7575431199511513	25849856.0	0	2772	0	0	0	0	0	0	0	0	0	0	0	0	5163	0	0	0
candidate	sc	r03	fib_safe-6.yml	true	correct	18.574865794	18.598963330034167	25870336.0	0	12012	0	0	0	0	0	0	0	0	0	0	0	0	21777	0	0	0
candidate	sc	r03	fib_unsafe-5.yml	false(unreach-call)	correct	1.012927747	1.0210864240070805	25899008.0	42	632	0	0	0	0	0	0	0	0	0	0	0	0	1405	0	0	0
candidate	sc	r03	fib_unsafe-6.yml	false(unreach-call)	correct	5.218830044	5.236843258957379	25890816.0	42	2942	0	0	0	0	0	0	0	0	0	0	0	0	6177	0	0	0
candidate	sc	r03	fib_unsafe-7.yml	false(unreach-call)	correct	25.274600708	25.392593691009097	25841664.0	42	13238	0	0	0	0	0	0	0	0	0	0	0	0	26672	0	0	0
candidate	sc	r03	28-race_reach_24-sound_lock_racing.yml	false(unreach-call)	correct	12.190528307	12.215008461032994	2061053952.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	lazy01.yml	false(unreach-call)	correct	0.063891736	0.06962583702988923	25866240.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
candidate	sc	r03	circular_buffer_ok.yml	true	correct	3.01534144	3.0308241029269993	25919488.0	0	3432	0	0	0	0	0	0	0	0	0	0	0	0	5148	0	0	0
candidate	sc	r03	szymanski.yml	true	correct	0.06838842	0.07589520898181945	25894912.0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	31	0	0	0
candidate	sc	r03	dekker.yml	true	correct	0.062910551	0.07183890300802886	25890816.0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
candidate	sc	r03	dekker-unfair.yml	true	correct	0.066633144	0.06913896498735994	25907200.0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
candidate	sc	r03	unwind3-1.yml	false(unreach-call)	correct	0.062166954	0.067387560964562	25886720.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	exponential-nondet.yml	true	correct	0.064115206	0.06926469004247338	25890816.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	unwind2-1.yml	false(unreach-call)	correct	0.059982276	0.06831008603330702	25927680.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	unwind2-100.yml	false(unreach-call)	correct	0.06186429	0.06704293307848275	26013696.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	butterfly.yml	true	correct	13.890849467	13.90881646296475	26050560.0	0	64560	0	1	2098734	53312	53312	336	0	0	0	1	222	1	196280	237394	36	909
candidate	sc	r03	43_NetBSD_sysmon_power_sliced.yml	true	correct	0.062664089	0.06783513096161187	25776128.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	28-race_reach_06-cond_racing1.yml	false(unreach-call)	correct	12.066343651	12.091043868102133	2060988416.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	queue_ok.yml	true	correct	0.073696477	0.08094703604001552	25980928.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r03	queue_ok_longer.yml	true	correct	0.446683033	0.47368408495094627	79384576.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r03	queue_ok_longest.yml	true	correct	1.57700539	1.5840620870003477	276922368.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r03	queue_longer.yml	TIMEOUT	error	61.04977874	61.077110394020565	1084043264.0																		
candidate	sc	r03	queue.yml	false(unreach-call)	correct	0.091168026	0.10286268207710236	26112000.0	42	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
candidate	sc	r03	singleton.yml	false(unreach-call)	correct	0.076894384	0.08218122704420239	26034176.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
candidate	sc	r03	singleton_with-uninit-problems.yml	true	correct	0.071780046	0.08120335405692458	26013696.0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
candidate	sc	r03	pthread-demo-datarace-3.yml	false(unreach-call)	correct	0.118910308	0.12877944495994598	25931776.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0
candidate	sc	r03	reorder_2.yml	false(unreach-call)	correct	0.132851473	0.14549411204643548	26062848.0	42	162	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0
candidate	sc	r03	twostage_3.yml	false(unreach-call)	correct	0.078514928	0.08249620895367116	26210304.0	42	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
candidate	sc	r03	race-1_1-join.yml	true	correct	0.06712653	0.07456116506364197	26025984.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	race-1_3-join.yml	false(unreach-call)	correct	0.068935031	0.07384853903204203	26103808.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	race-1_2-join.yml	false(unreach-call)	correct	0.069685318	0.07283561094664037	26103808.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r03	race-4_1-thread_local_vars.yml	true	correct	0.073643039	0.07857413298916072	26193920.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	race-2_1-container_of.yml	true	correct	0.068635385	0.07657402195036411	26075136.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r03	race-3_1-container_of-global.yml	true	correct	0.06566156	0.07593064394313842	26157056.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_66-mine-W-init_true.yml	true	correct	0.074213954	0.07629578898195177	25763840.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	0.057093897	0.06146562099456787	25759744.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	36-apron_16-traces-unprot2_true.yml	true	correct	0.068531922	0.0758065499830991	25767936.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_57-singlethreaded-unlock_true.yml	true	correct	0.071397247	0.07488386903423816	25837568.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_47-refine-protected2_true.yml	true	correct	0.071228675	0.07623418292496353	25772032.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_46-refine-protected1_true.yml	true	correct	0.061473151	0.06975986203178763	25808896.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	36-apron_11-traces-max-simple_true.yml	true	correct	0.071521445	0.07730175508186221	25776128.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	correct	0.06890226	0.07417744304984808	25845760.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	0.074522625	0.07821817905642092	25751552.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_40-traces-ex-6_true.yml	true	correct	0.060165894	0.06255479995161295	25759744.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_58-singlethreaded-lock_true.yml	true	correct	0.069590847	0.07661796500906348	25829376.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_44-traces-mine2_true.yml	true	correct	0.070464322	0.0760999380145222	25776128.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	correct	0.071322347	0.07844866998493671	25874432.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	0.063330525	0.0703301850007847	25772032.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	13-privatized_36-traces-ex-3_true.yml	true	correct	0.070951084	0.07701273402199149	25792512.0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
candidate	sc	r04	13-privatized_18-first-reads_true.yml	true	correct	0.071982872	0.07862678600940853	25792512.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_35-traces-ex-2_true.yml	true	correct	0.075917831	0.08205160591751337	25767936.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
candidate	sc	r04	13-privatized_37-traces-ex-4_true.yml	true	correct	0.062180115	0.07027902093250304	25882624.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_38-traces-ex-4-switch_true.yml	true	correct	0.072410714	0.07525473507121205	25841664.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
candidate	sc	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	correct	0.071809614	0.07847848010715097	25886720.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	correct	0.0654994	0.07209180598147213	25804800.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	correct	0.076225286	0.08053773897700012	25862144.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	correct	0.069301877	0.0711960350163281	25882624.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	correct	0.069067259	0.07461509492713958	25780224.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
candidate	sc	r04	13-privatized_01-priv_nr_true.yml	true	correct	0.076619058	0.08393114292994142	25804800.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_19-publish-precision_true.yml	true	correct	0.067400692	0.07422030193265527	25899008.0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
candidate	sc	r04	13-privatized_42-traces-ex-mini_true.yml	true	correct	0.073030247	0.07737272593658417	25886720.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_33-traces-v-matters_true.yml	true	correct	0.068530539	0.07589339895639569	25862144.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
candidate	sc	r04	13-privatized_25-struct_nr_true.yml	true	correct	0.06280394	0.06830051704309881	25817088.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_69-refine-protected-loop-interval_true.yml	true	correct	0.071710136	0.08137028897181153	25841664.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	correct	0.069861361	0.07456142199225724	25870336.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	0.072005507	0.07642988697625697	25870336.0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
candidate	sc	r04	13-privatized_20-publish-regression_true.yml	true	correct	0.070836488	0.07844565506093204	25808896.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	0.073351757	0.0806315370136872	25882624.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
candidate	sc	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	0.064073706	0.0727983849355951	25849856.0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
candidate	sc	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	0.063072832	0.07111319003161043	25788416.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	0.075418194	0.08356532000470906	25841664.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	0.072953717	0.07648363697808236	25808896.0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
candidate	sc	r04	13-privatized_24-multiple-protecting_true.yml	true	correct	0.075739459	0.08592852600850165	25866240.0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
candidate	sc	r04	36-apron_21-traces-cluster-based_true.yml	true	correct	0.076938864	0.07979806803632528	25845760.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
candidate	sc	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	0.072808446	0.08155298593919724	25935872.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	13-privatized_27-multiple-protecting2_true.yml	true	correct	0.080541327	0.08764672197867185	25878528.0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
candidate	sc	r04	14_spin2003.yml	true	correct	0.063862799	0.06599569693207741	25767936.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	29_conditionals_vs.yml	true	correct	0.07124179	0.07464293309021741	25767936.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	48_ticket_lock_low_contention_vs-pthread.yml	true	correct	0.064687009	0.06957007595337927	25886720.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	46_monabsex2_vs.yml	true	correct	0.069896094	0.07437474594917148	25763840.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	45_monabsex1_vs.yml	true	correct	0.076854349	0.07838908990379423	25829376.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	stateful01-1.yml	false(unreach-call)	correct	0.071992733	0.07733835699036717	25952256.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
candidate	sc	r04	stateful01-2.yml	true	correct	0.072078341	0.0788923850050196	25960448.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
candidate	sc	r04	time_var_mutex.yml	true	correct	0.068115399	0.07223782001528889	25939968.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	01b_inc.yml	true	correct	0.061682137	0.07131963898427784	25812992.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	triangular-1.yml	true	correct	6.37042715	6.385530636063777	25944064.0	0	16632	0	0	0	0	0	0	0	0	0	0	0	0	32277	0	0	0
candidate	sc	r04	triangular-2.yml	false(unreach-call)	correct	1.542569653	1.5457409350201488	25845760.0	42	3638	0	0	0	0	0	0	0	0	0	0	0	0	7732	0	0	0
candidate	sc	r04	02_inc_cas.yml	true	correct	0.072546738	0.0774990179343149	25825280.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	28-race_reach_21-deref_read_racing.yml	false(unreach-call)	correct	3.92184171	3.9370267430786043	56516608.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	48_ticket_lock_low_contention_vs.yml	true	correct	0.072815128	0.07739762798883021	25894912.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	28-race_reach_37-indirect_racing.yml	false(unreach-call)	correct	12.635980067	12.659529456985183	2061004800.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	0.065506305	0.07239428302273154	25894912.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	28-race_reach_46-escape_racefree.yml	true	correct	0.065302567	0.07672520296182483	25833472.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	28-race_reach_01-simple_racing.yml	false(unreach-call)	correct	12.557719117	12.584982258966193	2061058048.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	28-race_reach_11-ptr_racing.yml	false(unreach-call)	correct	12.667300706	12.71961625001859	2061049856.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	circular_buffer_bad.yml	false(unreach-call)	correct	0.069560799	0.07535030297003686	25870336.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
candidate	sc	r04	fib_safe-5.yml	true	correct	3.671490781	3.6930346559965983	25882624.0	0	2772	0	0	0	0	0	0	0	0	0	0	0	0	5163	0	0	0
candidate	sc	r04	fib_safe-6.yml	true	correct	18.78507239	18.81940019398462	25923584.0	0	12012	0	0	0	0	0	0	0	0	0	0	0	0	21777	0	0	0
candidate	sc	r04	fib_unsafe-5.yml	false(unreach-call)	correct	1.005336581	1.0083975640591234	25915392.0	42	632	0	0	0	0	0	0	0	0	0	0	0	0	1405	0	0	0
candidate	sc	r04	fib_unsafe-6.yml	false(unreach-call)	correct	5.201076215	5.216240240028128	25841664.0	42	2942	0	0	0	0	0	0	0	0	0	0	0	0	6177	0	0	0
candidate	sc	r04	fib_unsafe-7.yml	false(unreach-call)	correct	25.578080229	25.621623842976987	25866240.0	42	13238	0	0	0	0	0	0	0	0	0	0	0	0	26672	0	0	0
candidate	sc	r04	28-race_reach_24-sound_lock_racing.yml	false(unreach-call)	correct	12.374629028	12.414531136048026	2061078528.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	lazy01.yml	false(unreach-call)	correct	0.06579355	0.07256056799087673	25907200.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
candidate	sc	r04	circular_buffer_ok.yml	true	correct	3.064740423	3.109273687005043	25972736.0	0	3432	0	0	0	0	0	0	0	0	0	0	0	0	5148	0	0	0
candidate	sc	r04	szymanski.yml	true	correct	0.069951768	0.07469518098514527	25894912.0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	31	0	0	0
candidate	sc	r04	dekker.yml	true	correct	0.064041074	0.07156542199663818	25817088.0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
candidate	sc	r04	dekker-unfair.yml	true	correct	0.062637505	0.07045699504669756	25845760.0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
candidate	sc	r04	unwind3-1.yml	false(unreach-call)	correct	0.062104741	0.07099766400642693	25894912.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	exponential-nondet.yml	true	correct	0.06475086	0.07154793792869896	25939968.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	unwind2-1.yml	false(unreach-call)	correct	0.065131104	0.08089727303013206	25960448.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	unwind2-100.yml	false(unreach-call)	correct	0.063467468	0.06658440409228206	25870336.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	butterfly.yml	true	correct	14.12017676	14.218909413088113	26058752.0	0	64560	0	1	2140775	53312	53312	336	0	0	0	1	222	1	196280	237394	36	909
candidate	sc	r04	43_NetBSD_sysmon_power_sliced.yml	true	correct	0.059954411	0.06599481904413551	25845760.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate	sc	r04	28-race_reach_06-cond_racing1.yml	false(unreach-call)	correct	12.1841865	12.227276264922693	2061099008.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
candidate	sc	r04	queue_ok.yml	true	correct	0.069861419	0.07797290000598878	26038272.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	queue_ok_longer.yml	true	correct	0.454533053	0.4603261660085991	79413248.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	queue_ok_longest.yml	true	correct	1.593227071	1.6373139240313321	276844544.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
candidate	sc	r04	queue_longer.yml	TIMEOUT	error	61.040471802	61.08245211094618	1086828544.0																		
candidate	sc	r04	queue.yml	false(unreach-call)	correct	0.095474788	0.10985347197856754	26005504.0	42	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
candidate	sc	r04	singleton.yml	false(unreach-call)	correct	0.067979307	0.0870686019770801	26058752.0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
