backend	repetitions	total_seconds_mean	genmc_seconds_mean	ratio_mean	ratio_sd	ratio_ci_low	ratio_ci_high	delta_seconds_median	p_raw	rank_biserial	p_holm
cat	10	0.694	0.614	1.13026281550872	0.0128683341133209	1.12105736383242	1.13946826718502	0.0800000000000001	0.0054476344437065	1	0.010895268887413
caat	10	2.056	0.614	3.34858183710643	0.0244936220433564	3.33106015542548	3.36610351878738	1.44	0.00569768623639995	1	0.010895268887413
