task	family	expected	previous_status	genmc_status	caat_sc_status	caat_sc_cpu_s	caat_sc_rss_mb	deagle_status	deagle_cpu_s	deagle_rss_mb	caat_log_output_bytes	source	source_missing	source_bytes	source_loc	pthread_create_calls	pthread_join_calls	mutex_ops	atomic_begin_calls	nondet_calls	assume_calls	loop_tokens	thread_routines	weak_encoding_identifiers	deagle_unwind_mode	deagle_true_incomplete_bound	deagle_log_has_failure	deagle_log_has_success	has_nondet	strict_semantics_comparable	mechanism_cluster
pthread-wmm/mix006_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.249156896	26.701824	false(unreach-call)	0.335893568	15.9744	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix006_tso.oepc.c	False	15267	284	3	0	0	18	9	2	0	3	566	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix007.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.5128719	26.279936	false(unreach-call)	0.292692103	13.78304	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix007.oepc.c	False	8774	227	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix007.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.698457163	26.312704	false(unreach-call)	0.287002406	12.730368	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix007.opt.c	False	8983	225	4	0	0	22	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix008.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.925253765	26.386432	false(unreach-call)	0.29268246	12.726272	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix008.opt.c	False	8889	223	4	0	0	22	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix008_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.709089884	26.33728	false(unreach-call)	0.295932383	13.672448	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix008_power.oepc_pso.oepc_rmo.oepc.c	False	8680	225	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix008_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.951847297	26.738688	false(unreach-call)	0.348559391	17.219584	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix008_tso.oepc.c	False	15873	310	4	0	0	22	9	2	0	4	574	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix010.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.989809635	26.161152	false(unreach-call)	0.275592166	11.894784	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix010.oepc.c	False	7849	204	3	0	0	19	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix010.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.798338188	26.288128	false(unreach-call)	0.273786783	11.886592	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix010.opt.c	False	8547	207	3	0	0	19	5	2	0	3	258	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix011.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.53386853	26.284032	false(unreach-call)	0.270240551	11.968512	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix011.opt.c	False	8453	205	3	0	0	19	5	2	0	3	258	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix011_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.755232732	26.19392	false(unreach-call)	0.274076359	12.005376	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix011_power.oepc_pso.oepc_rmo.oepc.c	False	7755	202	3	0	0	19	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix011_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.763079382	26.27584	false(unreach-call)	0.27026706	11.997184	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix011_tso.oepc.c	False	8665	215	3	0	0	19	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix013.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.576186121	26.329088	false(unreach-call)	0.311205492	13.819904	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix013.oepc.c	False	8868	229	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix013.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	61.002209078	26.267648	false(unreach-call)	0.283444933	12.681216	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix013.opt.c	False	9077	227	4	0	0	22	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix014.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.758114054	26.361856	false(unreach-call)	0.285168278	12.713984	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix014.opt.c	False	8983	225	4	0	0	22	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix014_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.626637007	26.279936	false(unreach-call)	0.306914886	13.90592	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix014_power.oepc_pso.oepc_rmo.oepc.c	False	8774	227	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix014_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.892842158	26.791936	false(unreach-call)	0.373858406	17.821696	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix014_tso.oepc.c	False	15269	309	4	0	0	22	7	2	0	4	539	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix015.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.86768469	26.29632	false(unreach-call)	0.269107802	11.956224	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix015.opt.c	False	8547	207	3	0	0	19	5	2	0	3	258	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix016_power.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.318561462	26.124288	false(unreach-call)	0.261178804	11.685888	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix016_power.opt_rmo.opt.c	False	7147	190	3	0	0	17	4	2	0	3	197	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix016_pso.opt_tso.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.844640918	26.308608	false(unreach-call)	0.270925883	11.8784	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix016_pso.opt_tso.opt.c	False	8291	197	3	0	0	17	5	2	0	3	258	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix017.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.638422904	26.333184	false(unreach-call)	0.291001021	13.66016	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix017.oepc.c	False	8699	224	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix017_power.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.852230609	26.17344	false(unreach-call)	0.287887038	12.32896	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix017_power.opt_rmo.opt.c	False	7721	214	4	0	0	21	3	2	0	4	201	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix017_pso.opt_tso.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.70514487	26.300416	false(unreach-call)	0.27724779	12.57472	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix017_pso.opt_tso.opt.c	False	8908	222	4	0	0	21	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix018.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.631699299	26.37824	false(unreach-call)	0.278210698	12.578816	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix018.opt.c	False	8814	220	4	0	0	21	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix018_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	61.002747494	26.284032	false(unreach-call)	0.292511472	13.479936	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix018_power.oepc_pso.oepc_rmo.oepc.c	False	8605	222	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix018_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.266790581	26.333184	false(unreach-call)	0.306257178	13.651968	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix018_tso.oepc.c	False	9515	235	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix019.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.523390451	26.23488	false(unreach-call)	0.271078525	11.874304	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix019.opt.c	False	8197	195	3	0	0	17	5	2	0	3	258	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix019_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.866038616	26.279936	false(unreach-call)	0.2673688	11.812864	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix019_tso.oepc.c	False	8409	205	3	0	0	17	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix020.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.320371529	26.324992	false(unreach-call)	0.312389021	13.705216	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix020.oepc.c	False	8605	222	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix020.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.571844213	26.39872	false(unreach-call)	0.278065389	12.51328	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix020.opt.c	False	8814	220	4	0	0	21	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix021.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.939934494	26.406912	false(unreach-call)	0.273061775	12.43136	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix021.opt.c	False	8720	218	4	0	0	21	5	2	0	4	262	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix021_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.489799878	26.320896	false(unreach-call)	0.286594729	13.467648	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix021_power.oepc_pso.oepc_rmo.oepc.c	False	8511	220	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix021_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.970408426	26.292224	false(unreach-call)	0.28905484	12.890112	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix021_tso.oepc.c	False	8932	228	4	0	0	21	3	2	0	4	227	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix023_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.401283619	26.353664	false(unreach-call)	0.287331282	13.504512	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix023_power.oepc_pso.oepc_rmo.oepc.c	False	8680	225	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix023_power.opt_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.527771289	26.2144	false(unreach-call)	0.291448594	12.480512	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix023_power.opt_pso.opt_rmo.opt.c	False	7702	215	4	0	0	22	3	2	0	4	201	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix023_tso.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.922431783	26.89024	false(unreach-call)	0.387776136	18.722816	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix023_tso.c	False	17761	333	4	0	0	22	9	2	0	4	626	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix024_power.opt_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.999588539	26.23488	false(unreach-call)	0.265106252	11.698176	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix024_power.opt_pso.opt_rmo.opt.c	False	7309	198	3	0	0	19	4	2	0	3	197	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix025_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.766146495	26.238976	false(unreach-call)	0.263171051	11.726848	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix025_pso.opt_rmo.opt.c	False	7053	188	3	0	0	17	4	2	0	3	197	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix026.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.634670507	26.288128	false(unreach-call)	0.302728858	13.656064	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix026.oepc.c	False	8605	222	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix026_power.opt_tso.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.269549231	26.312704	false(unreach-call)	0.332942541	13.135872	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix026_power.opt_tso.opt.c	False	8159	218	4	0	0	21	4	2	0	4	227	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix026_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.560046754	26.198016	false(unreach-call)	0.285894705	12.279808	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix026_pso.opt_rmo.opt.c	False	7627	212	4	0	0	21	3	2	0	4	201	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix027_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.135649981	26.349568	false(unreach-call)	0.288632704	13.463552	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix027_power.oepc_pso.oepc_rmo.oepc.c	False	8511	220	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix027_power.opt_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.633316411	26.210304	false(unreach-call)	0.281017723	12.120064	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix027_power.opt_pso.opt_rmo.opt.c	False	7533	210	4	0	0	21	3	2	0	4	201	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix027_tso.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.072581369	26.308608	false(unreach-call)	0.329930174	13.717504	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix027_tso.c	False	9421	233	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix028_power.opt_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.015740822	26.3168	false(unreach-call)	0.261460484	11.776	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix028_power.opt_pso.opt_rmo.opt.c	False	8315	203	3	0	0	17	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix028_tso.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.687277875	26.406912	false(unreach-call)	0.268730119	12.00128	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix028_tso.c	False	9502	211	3	0	0	17	5	2	0	3	284	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix029_power.oepc_pso.oepc_rmo.oepc_tso.oepc_tso.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.789345828	26.27584	false(unreach-call)	0.285795924	13.545472	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix029_power.oepc_pso.oepc_rmo.oepc_tso.oepc_tso.opt.c	False	8511	220	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix029_power.opt_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.535555481	26.312704	false(unreach-call)	0.28735842	12.771328	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix029_power.opt_pso.opt_rmo.opt.c	False	8932	228	4	0	0	21	3	2	0	4	227	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix030_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.562709855	26.341376	false(unreach-call)	0.304091682	13.594624	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix030_power.oepc_pso.oepc_rmo.oepc.c	False	8417	218	4	0	0	21	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix030_power.opt_pso.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.456162403	26.271744	false(unreach-call)	0.289399587	12.701696	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix030_power.opt_pso.opt_rmo.opt.c	False	8838	226	4	0	0	21	3	2	0	4	227	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix030_tso.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	61.000803096	26.427392	false(unreach-call)	0.302615482	13.176832	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix030_tso.c	False	10025	234	4	0	0	21	5	2	0	4	288	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix032.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.325775969	26.198016	false(unreach-call)	0.274685893	11.993088	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix032.oepc.c	False	7936	209	3	0	0	20	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix032.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.839935351	26.19392	false(unreach-call)	0.265583162	11.784192	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix032.opt.c	False	6958	199	3	0	0	20	3	2	0	3	171	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix033.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.841757233	26.116096	false(unreach-call)	0.264085075	11.747328	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix033.opt.c	False	6864	197	3	0	0	20	3	2	0	3	171	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix033_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.818434658	26.25536	false(unreach-call)	0.275080288	12.029952	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix033_power.oepc_pso.oepc_rmo.oepc.c	False	7842	207	3	0	0	20	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix033_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.465995677	26.304512	false(unreach-call)	0.280658746	11.948032	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix033_tso.oepc.c	False	8752	220	3	0	0	20	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix035_power.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.734497157	26.148864	false(unreach-call)	0.267360209	11.79648	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix035_power.opt_rmo.opt.c	False	7234	195	3	0	0	18	4	2	0	3	197	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix035_pso.opt_tso.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.529162416	26.189824	false(unreach-call)	0.264527691	11.649024	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix035_pso.opt_tso.opt.c	False	6702	189	3	0	0	18	3	2	0	3	171	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix036.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.548419888	26.25536	false(unreach-call)	0.288216278	13.758464	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix036.oepc.c	False	8786	229	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix036_power.opt_rmo.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.599881996	26.157056	false(unreach-call)	0.287212711	12.402688	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix036_power.opt_rmo.opt.c	False	7808	219	4	0	0	22	3	2	0	4	201	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix036_pso.opt_tso.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.071577539	26.251264	false(unreach-call)	0.275239791	11.767808	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix036_pso.opt_tso.opt.c	False	7319	214	4	0	0	22	3	2	0	4	175	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix037.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	61.002284465	26.165248	false(unreach-call)	0.275324648	11.739136	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix037.opt.c	False	7225	212	4	0	0	22	3	2	0	4	175	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix037_power.oepc_pso.oepc_rmo.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.66156782	26.230784	false(unreach-call)	0.288130757	13.553664	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix037_power.oepc_pso.oepc_rmo.oepc.c	False	8692	227	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix037_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.849365217	26.324992	false(unreach-call)	0.305198365	13.74208	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix037_tso.oepc.c	False	9602	240	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix038.opt.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.389178876	26.13248	false(unreach-call)	0.26629062	11.702272	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix038.opt.c	False	6614	187	3	0	0	18	3	2	0	3	171	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix038_tso.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.943594827	26.243072	false(unreach-call)	0.269575	11.792384	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix038_tso.oepc.c	False	8502	210	3	0	0	18	3	2	0	3	223	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
pthread-wmm/mix039.oepc.yml	pthread-wmm	false	TIMEOUT	TIMEOUT	TIMEOUT	60.506075805	26.288128	false(unreach-call)	0.31728412	13.787136	1	/Users/sujie/Documents/Codes/sv-benchmarks/c/pthread-wmm/mix039.oepc.c	False	8700	227	4	0	0	22	3	2	0	4	253	no_loops	False	True	False	True	False	loop-free weak-memory encoding / explicit-schedule explosion
