task	status	category	interpretation	cputime	walltime	memory	executions	blocked	xml
c/weaver/parallel-bakery-3.wvr.yml	true	correct	benchmark-consistent	0.073114832s	0.08472638897364959s	25505792B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-collitem-trans.wvr.yml	true	correct	benchmark-consistent	0.071240171s	0.07893633801722899s	25415680B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-collitem-subst.wvr.yml	true	correct	benchmark-consistent	0.070152205s	0.07585354300681502s	25300992B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-horseshoe.wvr.yml	TIMEOUT	error	unknown	11.17374694s	11.201510639977641s	3037618176B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-queue-add-3-nl.wvr.yml	TIMEOUT	error	unknown	11.167773686s	11.195200765971094s	2977562624B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-parallel-sum-1.wvr.yml	true	correct	benchmark-consistent	0.077120681s	0.08259918197290972s	25432064B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-ring.wvr.yml	true	correct	benchmark-consistent	0.07390993s	0.08288835297571495s	25407488B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-prod-cons3.wvr.yml	true	correct	benchmark-consistent	0.076384266s	0.08123211399652064s	25415680B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-mult2.wvr.yml	TIMEOUT	error	unknown	11.178794368s	11.203502767020836s	2994339840B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-mult.wvr.yml	TIMEOUT	error	unknown	11.170348568s	11.196997983963229s	2986192896B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-series2.wvr.yml	true	correct	benchmark-consistent	0.074908848s	0.08748016902245581s	25436160B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-parallel-sum-2.wvr.yml	true	correct	benchmark-consistent	0.080370375s	0.08803351898677647s	25501696B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-buffer-mult-alt.wvr.yml	TIMEOUT	error	unknown	11.142503137s	11.197903392952867s	2996367360B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-series.wvr.yml	true	correct	benchmark-consistent	0.074410853s	0.08327826403547078s	25534464B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-parallel-sum-1-dsl.wvr.yml	true	correct	benchmark-consistent	0.073624057s	0.08348938898416236s	25448448B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-bakery-4.wvr.yml	true	correct	benchmark-consistent	0.078232772s	0.08869036001851782s	25567232B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-name-comparator-trans.wvr.yml	true	correct	benchmark-consistent	0.07945183s	0.0895880309981294s	25550848B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-nzb-file-symm.wvr.yml	true	correct	benchmark-consistent	0.097282791s	0.10561341495485976s	25477120B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-commit-2.wvr.yml	true	correct	benchmark-consistent	0.106527517s	0.11595695500727743s	25546752B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-commit-2.wvr-bad.yml	true	correct	benchmark-consistent	0.077075056s	0.09294854599284008s	25477120B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-poker-hand-symm.wvr.yml	true	correct	benchmark-consistent	0.106045295s	0.11001918296096846s	25993216B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-poker-hand-subst.wvr.yml	true	correct	benchmark-consistent	0.130133071s	0.1361114620231092s	26460160B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/read_write_lock-1.yml	true	correct	benchmark-consistent	0.079816684s	0.08547298598568887s	26046464B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/29_conditionals_vs.yml	true	correct	benchmark-consistent	0.073344145s	0.08208541304338723s	25808896B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/46_monabsex2_vs.yml	true	correct	benchmark-consistent	0.068917568s	0.07561134296702221s	25763840B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-divine/tls_destructor_worker.yml	ERROR (compilation)	error	unknown	0.069978901s	0.08024742995621637s	25456640B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/stateful01-1.yml	false(unreach-call)	correct	benchmark-consistent	0.075636318s	0.09055647597415373s	25731072B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/time_var_mutex.yml	true	correct	benchmark-consistent	0.076820576s	0.08708268596092239s	25800704B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/40_barrier_vf.yml	ERROR (compilation)	error	unknown	0.067394228s	0.07349221996264532s	25436160B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-2.yml	false(unreach-call)	correct	benchmark-consistent	0.822563935s	0.8370138480095193s	25866240B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-longer-1.yml	TIMEOUT	error	unknown	10.982329954s	11.01549977902323s	25784320B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-longest-1.yml	TIMEOUT	error	unknown	10.994513269s	11.013765637995675s	25825280B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-longest-2.yml	TIMEOUT	error	unknown	10.997201328s	11.01013186603086s	25731072B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/36_stack_cas_p0_vs_concur.yml	true	correct	benchmark-consistent	0.080060925s	0.08638928097207099s	26005504B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/18_read_write_lock.yml	true	correct	benchmark-consistent	0.074765676s	0.08456739399116486s	25903104B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/09_fmaxsym.yml	true	correct	benchmark-consistent	0.070599102s	0.08209119597449899s	25657344B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_22-deref_read_racefree.yml	ERROR (unsupported property: invalid memory access)	error	unknown	3.542165685s	3.5640486070187762s	56315904B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	benchmark-consistent	0.07340473s	0.07786787499208003s	25817088B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/39_rand_lock_p0_vs.yml	true	correct	benchmark-consistent	0.072110085s	0.08030157198663801s	25731072B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_41-trylock_racefree.yml	TIMEOUT	error	unknown	10.964953295s	11.102662510005757s	1389391872B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_36-indirect_racefree.yml	TIMEOUT	error	unknown	11.08314557s	11.106571951997466s	1441370112B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_01-simple_racing.yml	false(unreach-call)	correct	benchmark-consistent	3.706221718s	3.7239300750079565s	77287424B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_11-ptr_racing.yml	false(unreach-call)	correct	benchmark-consistent	3.646149738s	3.7237079290207475s	77062144B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-divine/tls_basic.yml	ERROR (compilation)	error	unknown	0.066988166s	0.07601528300438076s	25477120B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/fib_safe-5.yml	true	correct	benchmark-consistent	1.786292127s	1.8034431720152497s	25821184B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/fib_safe-7.yml	TIMEOUT	error	unknown	10.978377485s	11.010980980005115s	25845760B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/fib_unsafe-6.yml	false(unreach-call)	correct	benchmark-consistent	2.117131582s	2.133703980012797s	25825280B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/fib_safe-10.yml	TIMEOUT	error	unknown	10.97229141s	11.01410556701012s	25739264B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/fib_safe-12.yml	TIMEOUT	error	unknown	10.985649337s	11.01397991599515s	25718784B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/fib_unsafe-11.yml	TIMEOUT	error	unknown	10.962937484s	11.009477850049734s	25739264B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_40-trylock_racing.yml	ERROR (unsupported external)	error	unknown	1.614454326s	1.6268152290140279s	25853952B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_51-mutexptr_racefree.yml	TIMEOUT	error	unknown	11.103439805s	11.123904105974361s	1475473408B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/lazy01.yml	false(unreach-call)	correct	benchmark-consistent	0.063681285s	0.07124517799820751s	25735168B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_19-callback_racing.yml	TIMEOUT	error	unknown	11.090800936s	11.110814162995666s	1389178880B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/04_incdec_cas.yml	true	correct	benchmark-consistent	0.069873703s	0.08195451501524076s	25812992B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_03-munge_racing.yml	TIMEOUT	error	unknown	11.028340714s	11.039290443004575s	415170560B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_09-ptrmunge_racing.yml	TIMEOUT	error	unknown	11.027916645s	11.042951039969921s	457736192B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/28-race_reach_61-invariant_racing.yml	TIMEOUT	error	unknown	11.087603624s	11.11441073397873s	1451692032B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/read_write_lock-2.yml	false(unreach-call)	correct	benchmark-consistent	0.100773861s	0.10701640404295176s	25812992B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/26_stack_cas.yml	TIMEOUT	error	unknown	10.993296853s	11.020193515985738s	53301248B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/26_stack_cas_longest-2.yml	TIMEOUT	error	unknown	10.992714819s	11.01798384700669s	57622528B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/26_stack_cas_longest-1.yml	false(unreach-call)	correct	benchmark-consistent	0.128848918s	0.13925565301906317s	26087424B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/25_stack_longer-2.yml	TIMEOUT	error	unknown	10.970168027s	11.0160681969719s	60129280B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/25_stack_longer-1.yml	false(unreach-call)	correct	benchmark-consistent	0.080258986s	0.08798884198768064s	26005504B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/08_rand_cas.yml	ERROR (unsupported external)	error	unknown	0.068563489s	0.08055425999918953s	25829376B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe029_tso.yml	true	correct	benchmark-consistent	0.155955139s	0.16118973901029676s	25694208B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe033_tso.yml	true	correct	benchmark-consistent	0.251380714s	0.26058311300585046s	25804800B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe006_pso.oepc_pso.opt_tso.oepc_tso.opt-thin000_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	true	correct	benchmark-consistent	0.154174305s	0.16224045300623402s	25825280B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe030_tso.yml	TIMEOUT	error	unknown	10.99790802s	11.015305794018786s	25751552B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe011_tso.yml	TIMEOUT	error	unknown	10.986290711s	11.009947400016245s	25755648B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/peterson.yml	true	correct	benchmark-consistent	0.061445213s	0.07672346703475341s	25706496B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe031_tso.yml	TIMEOUT	error	unknown	10.976438471s	11.021150594984647s	25853952B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe004_tso.yml	TIMEOUT	error	unknown	10.979902081s	11.013050398032647s	25845760B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe021_tso.yml	TIMEOUT	error	unknown	10.937142766s	11.01447187102167s	25825280B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe018_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	11.000162242s	11.018718576990068s	25825280B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe015_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.947407277s	11.021057242003735s	25821184B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe003_tso.yml	TIMEOUT	error	unknown	10.974192551s	11.017927575972863s	25788416B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe028_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.996662374s	11.013310552982148s	25870336B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe000_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.990314704s	11.01721878699027s	25767936B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe034_tso.yml	TIMEOUT	error	unknown	10.849825328s	11.015822381014004s	25821184B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe023_tso.yml	TIMEOUT	error	unknown	10.992038418s	11.011891726986505s	25845760B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.989891899s	11.015241375018377s	25812992B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe025_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.969125976s	11.011886110994965s	25841664B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe035_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.990570828s	11.013327691005543s	25821184B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/lamport.yml	true	correct	benchmark-consistent	0.06936408s	0.07897769496776164s	25817088B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe027_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.989174402s	11.009395109023899s	25825280B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/dekker-unfair.yml	true	correct	benchmark-consistent	0.070021956s	0.0763033379917033s	25714688B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-theta/unwind3-1.yml	false(unreach-call)	correct	benchmark-consistent	0.063269028s	0.0847086199792102s	25837568B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-theta/unwind3-nondet.yml	true	wrong	conditional-input-miss	0.066055703s	0.07888105401070789s	25821184B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-theta/unwind1-100.yml	true	wrong	conditional-input-miss	0.063238395s	0.07781843497650698s	25796608B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-theta/exponential-64.yml	TIMEOUT	error	unknown	10.991894868s	11.015632144990377s	25829376B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-theta/exponential-nondet.yml	true	correct	benchmark-consistent	0.068968957s	0.07572468899888918s	25800704B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-theta/unwind2-100.yml	false(unreach-call)	correct	benchmark-consistent	0.061222401s	0.07416765298694372s	25784320B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/43_NetBSD_sysmon_power_sliced-pthread.yml	ERROR (compilation)	error	unknown	0.052622214s	0.06293648097198457s	25391104B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-theta/wsc.yml	true	correct	benchmark-consistent	0.070944351s	0.07685125601710752s	25919488B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe033_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false(unreach-call)	correct	benchmark-consistent	0.431024596s	0.44048390100942925s	25976832B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/rfi004.yml	false(unreach-call)	correct	benchmark-consistent	2.065079647s	2.0810555890202522s	26050560B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe029_power.oepc_pso.oepc_rmo.oepc.yml	false(unreach-call)	correct	benchmark-consistent	0.09387181s	0.10502085596090183s	26132480B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix054_pso.opt_rmo.opt_tso.oepc_tso.opt.yml	false(unreach-call)	correct	benchmark-consistent	0.219512297s	0.23063493001973256s	26112000B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe010_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false(unreach-call)	correct	benchmark-consistent	0.095963815s	0.10540471802232787s	26062848B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix052_pso.opt_rmo.opt_tso.opt.yml	TIMEOUT	error	unknown	10.997028937s	11.018882570031565s	26025984B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix022_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	false(unreach-call)	correct	benchmark-consistent	0.119306927s	0.12830293603474274s	26087424B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix048_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt-podwr000_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.yml	false(unreach-call)	correct	benchmark-consistent	0.098876164s	0.10713744099484757s	26087424B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/rfi000_power.opt_pso.opt_rmo.opt.yml	false(unreach-call)	correct	benchmark-consistent	0.769847187s	0.77677652600687s	26083328B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/rfi001_power.oepc_pso.oepc_rmo.oepc.yml	false(unreach-call)	correct	benchmark-consistent	0.149936444s	0.1589125519967638s	26054656B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix041_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml	false(unreach-call)	correct	benchmark-consistent	0.761835227s	0.7803896740078926s	26128384B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix012_power.oepc_power.opt_pso.oepc_rmo.oepc_rmo.opt_tso.oepc.yml	false(unreach-call)	correct	benchmark-consistent	0.118462861s	0.1282773510320112s	26120192B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix034_power.oepc_power.opt_pso.oepc_rmo.oepc_rmo.opt_tso.oepc.yml	false(unreach-call)	correct	benchmark-consistent	0.153175297s	0.1621680409880355s	26091520B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe030_power.opt_pso.opt_rmo.opt.yml	TIMEOUT	error	unknown	10.997275568s	11.013458770001307s	26132480B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix056_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.99207108s	11.012658078980166s	26091520B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix033.opt.yml	TIMEOUT	error	unknown	10.997472072s	11.014449046982918s	26046464B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix053.opt.yml	TIMEOUT	error	unknown	10.991090508s	11.013588008005172s	26058752B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix032.opt.yml	TIMEOUT	error	unknown	10.991949311s	11.012693659984507s	26095616B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe013_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	TIMEOUT	error	unknown	10.998490207s	11.017118414049037s	26087424B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe002_power.opt_pso.oepc_pso.opt_rmo.opt.yml	TIMEOUT	error	unknown	10.984030813s	11.016228809021413s	26095616B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/mix045_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml	TIMEOUT	error	unknown	10.997371046s	11.01309736300027s	26140672B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe005_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	TIMEOUT	error	unknown	10.980603844s	11.014999282022472s	26042368B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-wmm/safe014_rmo.oepc.yml	false(unreach-call)	correct	benchmark-consistent	0.077133361s	0.0957369310199283s	26107904B			shard1/fair-census-shard1.2026-07-15_17-08-25.results.genmc-fair-sc.unreach-call.xml.bz2
