variant	model	repetition	task	copy_ns	offline_ns	peak_snapshot_bytes	max_stable_events	lazy_cycle_checks	lazy_edge_candidates	lazy_depth_fallbacks	product_checks	product_state_visits	product_transitions	product_size_fallbacks	executions	records
after	tso	r01	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
after	tso	r01	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
after	tso	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
after	tso	r01	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
after	tso	r01	butterfly.yml	0	13090520670	11032	60	304114	6886381	0	152057	265110592	333517229	0	64560	1
after	tso	r01	circular_buffer_bad.yml	0	1879541	30456	85	14	5159	0	7	19731	54430	0	1	1
after	tso	r01	circular_buffer_ok.yml	0	2116403762	163992	232	6864	5572224	0	3432	25223890	98589513	0	3432	1
after	tso	r01	dekker-unfair.yml	0	394352	5928	31	14	141	0	7	6179	8018	0	4	1
after	tso	r01	dekker.yml	0	453936	5928	31	14	141	0	7	6179	8018	0	4	1
after	tso	r01	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
after	tso	r01	fib_safe-5.yml	0	6256840512	171736	243	6884	11013671	0	3442	31462230	206844822	0	2772	1
after	tso	r01	fib_safe-6.yml	0	24980372848	248008	281	29036	63522839	0	14518	154635833	1144791262	0	12012	1
after	tso	r01	fib_unsafe-5.yml	0	944802838	171736	243	1880	2980029	0	940	8550272	56223903	0	632	1
after	tso	r01	fib_unsafe-6.yml	0	5370692492	248008	281	8244	17911030	0	4122	43774712	323858551	0	2942	1
after	tso	r01	fib_unsafe-7.yml	0	29856337117	281448	319	35572	101540205	0	17786	215828825	1776716915	0	13238	1
after	tso	r01	lazy01.yml	0	186853	5048	26	6	111	0	3	2436	3135	0	1	1
after	tso	r01	pthread-demo-datarace-3.yml	0	35469332	231288	262	80	454000	0	40	292897	2171216	0	0	1
after	tso	r01	queue.yml	0	13011763	142168	201	40	112400	0	20	130388	737138	0	2	1
after	tso	r01	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
after	tso	r01	queue_ok.yml	0	2626869	161880	229	4	10827	0	2	16937	145995	0	2	1
after	tso	r01	queue_ok_longer.yml	15575324	1076862988	13851760	4029	4	15503664	0	0	0	0	2	2	1
after	tso	r01	queue_ok_longest.yml	32306217	4321156496	54452288	8029	4	61735070	4	0	0	0	2	2	1
after	tso	r01	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
after	tso	r01	race-1_2-join.yml	0	85088	4520	23	2	59	0	1	800	1263	0	1	1
after	tso	r01	race-1_3-join.yml	0	91356	4520	23	2	59	0	1	800	1263	0	1	1
after	tso	r01	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
after	tso	r01	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
after	tso	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
after	tso	r01	reorder_2.yml	0	36444649	29400	82	432	61992	0	216	637106	1255623	0	162	1
after	tso	r01	singleton.yml	0	348307	8040	43	8	125	0	4	4845	6276	0	1	1
after	tso	r01	singleton_with-uninit-problems.yml	0	505913	8216	44	12	233	0	6	7922	10297	0	4	1
after	tso	r01	stateful01-1.yml	0	196584	5928	31	4	145	0	2	2046	2962	0	0	1
after	tso	r01	stateful01-2.yml	0	593647	6104	32	12	496	0	6	6629	9568	0	6	1
after	tso	r01	szymanski.yml	0	1238067	5576	29	62	815	0	31	18933	22283	0	6	1
after	tso	r01	time_var_mutex.yml	0	249887	5400	28	4	79	0	2	1981	2809	0	2	1
after	tso	r01	triangular-1.yml	0	3417511862	24472	68	43036	13389847	0	21518	55246271	115744946	0	16632	1
after	tso	r01	triangular-2.yml	0	2385114877	24472	68	10316	3157918	0	5158	13177135	27501820	0	3638	1
after	tso	r01	twostage_3.yml	0	3174523	35736	100	30	3541	0	15	50601	109620	0	4	1
after	tso	r01	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
after	tso	r01	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
after	tso	r01	unwind3-1.yml	0	68551	3640	18	2	29	0	1	629	838	0	1	1
before	pso	r01	01b_inc.yml	0	141322	4184	21	10	129	0	0	0	0	0	0	1
before	pso	r01	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	13-privatized_01-priv_nr_true.yml	0	308007	4360	22	20	590	0	0	0	0	0	2	1
before	pso	r01	13-privatized_18-first-reads_true.yml	0	261354	3304	16	20	209	0	0	0	0	0	2	1
before	pso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	0	37916	1896	8	2	27	0	0	0	0	0	0	1
before	pso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	0	51780	1896	8	2	27	0	0	0	0	0	0	1
before	pso	r01	13-privatized_19-publish-precision_true.yml	0	666852	4536	23	66	1041	0	0	0	0	0	3	1
before	pso	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	0	37648	2776	13	2	43	0	0	0	0	0	0	1
before	pso	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	0	35805	2776	13	2	43	0	0	0	0	0	0	1
before	pso	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	13-privatized_20-publish-regression_true.yml	0	381202	4712	24	36	597	0	0	0	0	0	2	1
before	pso	r01	13-privatized_24-multiple-protecting_true.yml	0	14542888	10520	57	852	23592	0	0	0	0	0	7	1
before	pso	r01	13-privatized_25-struct_nr_true.yml	0	244222	4360	22	20	590	0	0	0	0	0	2	1
before	pso	r01	13-privatized_27-multiple-protecting2_true.yml	0	39054001	11224	61	3092	82273	0	0	0	0	0	26	1
before	pso	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	0	1796835	6824	36	176	3243	0	0	0	0	0	4	1
before	pso	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	0	599638	5064	26	60	981	0	0	0	0	0	2	1
before	pso	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	0	1993013	5768	30	168	2572	0	0	0	0	0	4	1
before	pso	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	1582506	6824	36	152	3063	0	0	0	0	0	3	1
before	pso	r01	13-privatized_33-traces-v-matters_true.yml	0	318391	5240	27	20	306	0	0	0	0	0	1	1
before	pso	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	345658	5416	28	24	292	0	0	0	0	0	1	1
before	pso	r01	13-privatized_35-traces-ex-2_true.yml	0	596238	4888	25	60	766	0	0	0	0	0	2	1
before	pso	r01	13-privatized_36-traces-ex-3_true.yml	0	543893	4360	22	54	666	0	0	0	0	0	3	1
before	pso	r01	13-privatized_37-traces-ex-4_true.yml	0	507877	4888	25	56	604	0	0	0	0	0	2	1
before	pso	r01	13-privatized_38-traces-ex-4-switch_true.yml	0	753917	4888	25	60	761	0	0	0	0	0	2	1
before	pso	r01	13-privatized_40-traces-ex-6_true.yml	0	199072	4184	21	16	159	0	0	0	0	0	1	1
before	pso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	48020	2776	13	2	44	0	0	0	0	0	0	1
before	pso	r01	13-privatized_42-traces-ex-mini_true.yml	0	424941	5064	26	40	596	0	0	0	0	0	2	1
before	pso	r01	13-privatized_44-traces-mine2_true.yml	0	116853	4184	21	6	69	0	0	0	0	0	1	1
before	pso	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	730186	4888	25	58	797	0	0	0	0	0	2	1
before	pso	r01	13-privatized_46-refine-protected1_true.yml	0	103517	2952	14	8	47	0	0	0	0	0	1	1
before	pso	r01	13-privatized_47-refine-protected2_true.yml	0	189903	3128	15	20	171	0	0	0	0	0	2	1
before	pso	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	40837	1544	6	2	6	0	0	0	0	0	1	1
before	pso	r01	13-privatized_58-singlethreaded-lock_true.yml	0	36967	1544	6	2	6	0	0	0	0	0	1	1
before	pso	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	pso	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	37600	2248	10	2	13	0	0	0	0	0	0	1
before	pso	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	35832	2248	10	2	13	0	0	0	0	0	0	1
before	pso	r01	14_spin2003.yml	0	34870	2600	12	2	8	0	0	0	0	0	0	1
before	pso	r01	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	28-race_reach_45-escape_racing.yml	0	44816	3832	19	2	78	0	0	0	0	0	0	1
before	pso	r01	28-race_reach_46-escape_racefree.yml	0	714285	5592	29	56	977	0	0	0	0	0	2	1
before	pso	r01	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	36-apron_11-traces-max-simple_true.yml	0	204721	3304	16	20	171	0	0	0	0	0	2	1
before	pso	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	pso	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	36-apron_21-traces-cluster-based_true.yml	0	2429650	6648	35	172	3116	0	0	0	0	0	6	1
before	pso	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	pso	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	45_monabsex1_vs.yml	0	112244	3304	16	8	57	0	0	0	0	0	0	1
before	pso	r01	46_monabsex2_vs.yml	0	183409	4184	21	18	137	0	0	0	0	0	0	1
before	pso	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	28053	2600	12	2	8	0	0	0	0	0	0	1
before	pso	r01	48_ticket_lock_low_contention_vs.yml	0	124851	4888	25	8	99	0	0	0	0	0	0	1
before	pso	r01	butterfly.yml	0	12493946451	11224	61	694890	54985280	0	0	0	0	0	64560	1
before	pso	r01	circular_buffer_bad.yml	0	12041491	31880	89	476	37904	0	0	0	0	0	1	1
before	pso	r01	circular_buffer_ok.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	dekker-unfair.yml	0	872063	6648	35	74	1600	0	0	0	0	0	4	1
before	pso	r01	dekker.yml	0	827220	6648	35	70	1568	0	0	0	0	0	4	1
before	pso	r01	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	pso	r01	fib_safe-5.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	fib_safe-6.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	fib_unsafe-5.yml	0	5550707237	171752	243	96526	11518678	0	0	0	0	0	632	1
before	pso	r01	fib_unsafe-6.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	fib_unsafe-7.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	lazy01.yml	0	443831	5592	29	36	861	0	0	0	0	0	1	1
before	pso	r01	pthread-demo-datarace-3.yml	0	35571492	231304	262	80	930799	0	0	0	0	0	0	1
before	pso	r01	queue.yml	0	372093559	145000	205	5918	2074810	0	0	0	0	0	2	1
before	pso	r01	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	queue_ok.yml	0	8980433	534328	433	34	133711	0	0	0	0	0	2	1
before	pso	r01	queue_ok_longer.yml	148191407	3173967468	44133960	8033	34	49930431	0	0	0	0	0	2	1
before	pso	r01	queue_ok_longest.yml	506233140	16796244261	174022760	16033	34	203270106	16	0	0	0	0	2	1
before	pso	r01	race-1_1-join.yml	0	67270	3304	16	6	30	0	0	0	0	0	1	1
before	pso	r01	race-1_2-join.yml	0	326588	5416	28	26	546	0	0	0	0	0	1	1
before	pso	r01	race-1_3-join.yml	0	273990	5416	28	26	546	0	0	0	0	0	1	1
before	pso	r01	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	pso	r01	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	pso	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	pso	r01	reorder_2.yml	0	241018633	29416	82	12692	778472	0	0	0	0	0	162	1
before	pso	r01	singleton.yml	0	586118	8760	47	40	1331	0	0	0	0	0	1	1
before	pso	r01	singleton_with-uninit-problems.yml	0	1683368	8936	48	130	3400	0	0	0	0	0	4	1
before	pso	r01	stateful01-1.yml	0	390642	6824	36	20	941	0	0	0	0	0	0	1
before	pso	r01	stateful01-2.yml	0	2716223	6824	36	246	4314	0	0	0	0	0	6	1
before	pso	r01	szymanski.yml	0	6734251	5944	31	756	9033	0	0	0	0	0	6	1
before	pso	r01	time_var_mutex.yml	0	629500	6296	33	44	1007	0	0	0	0	0	2	1
before	pso	r01	triangular-1.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	pso	r01	triangular-2.yml	0	7888050516	24488	68	493952	14750405	0	0	0	0	0	3638	1
before	pso	r01	twostage_3.yml	0	4819704	36104	101	138	38625	0	0	0	0	0	4	1
before	pso	r01	unwind2-1.yml	0	68939	3656	18	6	63	0	0	0	0	0	1	1
before	pso	r01	unwind2-100.yml	0	71145	3656	18	6	63	0	0	0	0	0	1	1
before	pso	r01	unwind3-1.yml	0	75437	3656	18	6	187	0	0	0	0	0	1	1
before	sc	r01	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_01-priv_nr_true.yml	0	33553	3336	16	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_18-first-reads_true.yml	0	38171	2536	12	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_18-first-reads_unknown_1_neg.yml	0	14338	1736	8	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_18-first-reads_unknown_2_pos.yml	0	13606	1736	8	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_19-publish-precision_true.yml	0	74232	3736	18	0	0	0	0	0	0	0	3	1
before	sc	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	0	16574	2736	13	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	0	21076	2736	13	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_20-publish-regression_true.yml	0	33526	2536	12	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_24-multiple-protecting_true.yml	0	300477	10536	52	0	0	0	0	0	0	0	7	1
before	sc	r01	13-privatized_25-struct_nr_true.yml	0	25560	3336	16	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_27-multiple-protecting2_true.yml	0	954273	12336	61	0	0	0	0	0	0	0	26	1
before	sc	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	0	93156	6336	31	0	0	0	0	0	0	0	4	1
before	sc	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	0	59829	4336	21	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	0	109733	5136	25	0	0	0	0	0	0	0	4	1
before	sc	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	114411	6136	30	0	0	0	0	0	0	0	3	1
before	sc	r01	13-privatized_33-traces-v-matters_true.yml	0	43025	3936	19	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	27811	2936	14	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_35-traces-ex-2_true.yml	0	72349	4136	20	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_36-traces-ex-3_true.yml	0	77783	3736	18	0	0	0	0	0	0	0	3	1
before	sc	r01	13-privatized_37-traces-ex-4_true.yml	0	43457	3136	15	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_38-traces-ex-4-switch_true.yml	0	66836	4136	20	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_40-traces-ex-6_true.yml	0	32392	2936	14	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	18615	2736	13	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_42-traces-ex-mini_true.yml	0	35812	3936	19	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_44-traces-mine2_true.yml	0	20006	2736	13	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	56590	4136	20	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_47-refine-protected2_true.yml	0	28467	2536	12	0	0	0	0	0	0	0	2	1
before	sc	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	14_spin2003.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_01-simple_racing.yml	0	15804217628	1807007952	40017	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_06-cond_racing1.yml	0	9705941122	1807007952	40017	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_11-ptr_racing.yml	0	9668758575	1807007952	40017	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_24-sound_lock_racing.yml	0	10952601206	1807007952	40017	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_37-indirect_racing.yml	0	20502045401	1807053072	40018	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_45-escape_racing.yml	0	20781	3936	19	0	0	0	0	0	0	0	0	1
before	sc	r01	28-race_reach_46-escape_racefree.yml	0	37765	3536	17	0	0	0	0	0	0	0	2	1
before	sc	r01	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	36-apron_11-traces-max-simple_true.yml	0	45001	2536	12	0	0	0	0	0	0	0	2	1
before	sc	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	36-apron_21-traces-cluster-based_true.yml	0	243548	7136	35	0	0	0	0	0	0	0	6	1
before	sc	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	butterfly.yml	0	4071092302	12136	60	0	0	0	0	0	0	0	64560	1
before	sc	r01	circular_buffer_bad.yml	0	451489	34136	85	0	0	0	0	0	0	0	1	1
before	sc	r01	circular_buffer_ok.yml	0	1128418254	185736	232	0	0	0	0	0	0	0	3432	1
before	sc	r01	dekker-unfair.yml	0	12129234	6336	31	0	0	0	0	0	0	0	4	1
before	sc	r01	dekker.yml	0	110512	6336	31	0	0	0	0	0	0	0	4	1
before	sc	r01	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	fib_safe-5.yml	0	1005031238	194536	243	0	0	0	0	0	0	0	2772	1
before	sc	r01	fib_safe-6.yml	0	5856979806	281136	281	0	0	0	0	0	0	0	12012	1
before	sc	r01	fib_unsafe-5.yml	0	686759367	194536	243	0	0	0	0	0	0	0	632	1
before	sc	r01	fib_unsafe-6.yml	0	1623899655	281136	281	0	0	0	0	0	0	0	2942	1
before	sc	r01	fib_unsafe-7.yml	0	9007434834	319136	319	0	0	0	0	0	0	0	13238	1
before	sc	r01	lazy01.yml	0	40635	5336	26	0	0	0	0	0	0	0	1	1
before	sc	r01	pthread-demo-datarace-3.yml	0	40688252	262136	262	0	0	0	0	0	0	0	0	1
before	sc	r01	queue.yml	0	30916165	160936	201	0	0	0	0	0	0	0	2	1
before	sc	r01	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	sc	r01	queue_ok.yml	0	589676	183336	229	0	0	0	0	0	0	0	2	1
before	sc	r01	queue_ok_longer.yml	99793692	670566935	23936072	4029	0	0	0	0	0	0	0	2	1
before	sc	r01	queue_ok_longest.yml	97323723	662902943	94781648	8029	0	0	0	0	0	0	0	2	1
before	sc	r01	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	race-1_2-join.yml	0	14680	4736	23	0	0	0	0	0	0	0	1	1
before	sc	r01	race-1_3-join.yml	0	13461	4736	23	0	0	0	0	0	0	0	1	1
before	sc	r01	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	sc	r01	reorder_2.yml	0	10035606	32936	82	0	0	0	0	0	0	0	162	1
before	sc	r01	singleton.yml	0	80699	8736	43	0	0	0	0	0	0	0	1	1
before	sc	r01	singleton_with-uninit-problems.yml	0	149929	8936	44	0	0	0	0	0	0	0	4	1
before	sc	r01	stateful01-1.yml	0	51488	6336	31	0	0	0	0	0	0	0	0	1
before	sc	r01	stateful01-2.yml	0	133576	6536	32	0	0	0	0	0	0	0	6	1
before	sc	r01	szymanski.yml	0	353410	5936	29	0	0	0	0	0	0	0	6	1
before	sc	r01	time_var_mutex.yml	0	31557	5736	28	0	0	0	0	0	0	0	2	1
before	sc	r01	triangular-1.yml	0	774371048	27336	68	0	0	0	0	0	0	0	16632	1
before	sc	r01	triangular-2.yml	0	200001730	27336	68	0	0	0	0	0	0	0	3638	1
before	sc	r01	twostage_3.yml	0	876285	40136	100	0	0	0	0	0	0	0	4	1
before	sc	r01	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	sc	r01	unwind3-1.yml	0	18828	3736	18	0	0	0	0	0	0	0	1	1
before	tso	r01	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	13-privatized_01-priv_nr_true.yml	0	93193	3288	16	4	252	0	0	0	0	0	2	1
before	tso	r01	13-privatized_18-first-reads_true.yml	0	60155	2584	12	4	112	0	0	0	0	0	2	1
before	tso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	0	35215	1880	8	2	31	0	0	0	0	0	0	1
before	tso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	0	26704	1880	8	2	31	0	0	0	0	0	0	1
before	tso	r01	13-privatized_19-publish-precision_true.yml	0	152230	3640	18	8	401	0	0	0	0	0	3	1
before	tso	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	0	39993	2760	13	2	50	0	0	0	0	0	0	1
before	tso	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	0	34946	2760	13	2	50	0	0	0	0	0	0	1
before	tso	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	13-privatized_20-publish-regression_true.yml	0	61758	2584	12	4	112	0	0	0	0	0	2	1
before	tso	r01	13-privatized_24-multiple-protecting_true.yml	0	1048516	9624	52	24	8593	0	0	0	0	0	7	1
before	tso	r01	13-privatized_25-struct_nr_true.yml	0	95583	3288	16	4	252	0	0	0	0	0	2	1
before	tso	r01	13-privatized_27-multiple-protecting2_true.yml	0	3196825	11208	61	72	25988	0	0	0	0	0	26	1
before	tso	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	0	218953	5928	31	12	988	0	0	0	0	0	4	1
before	tso	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	0	158641	4168	21	8	346	0	0	0	0	0	2	1
before	tso	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	0	247410	4872	25	12	646	0	0	0	0	0	4	1
before	tso	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	302313	5752	30	12	783	0	0	0	0	0	3	1
before	tso	r01	13-privatized_33-traces-v-matters_true.yml	0	98148	3816	19	6	286	0	0	0	0	0	1	1
before	tso	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	62510	2936	14	4	119	0	0	0	0	0	1	1
before	tso	r01	13-privatized_35-traces-ex-2_true.yml	0	161289	3992	20	8	279	0	0	0	0	0	2	1
before	tso	r01	13-privatized_36-traces-ex-3_true.yml	0	153353	3640	18	8	268	0	0	0	0	0	3	1
before	tso	r01	13-privatized_37-traces-ex-4_true.yml	0	78445	3112	15	4	159	0	0	0	0	0	2	1
before	tso	r01	13-privatized_38-traces-ex-4-switch_true.yml	0	164721	3992	20	8	279	0	0	0	0	0	2	1
