variant	model	repetition	task	status	category	cpu_s	wall_s	memory_bytes	executions	snapshot_bytes	base_bytes	lazy_checks	lazy_candidates
before	sc	r02	c/goblint-regression/28-race_reach_21-deref_read_racing.yml	false(unreach-call)	correct	3.732799629	3.7450215299613774	56328192.0	0	0	0	0	0
before	sc	r02	c/pthread-ext/48_ticket_lock_low_contention_vs.yml	true	correct	0.063289764	0.06823810201603919	25792512.0	0	0	0	0	0
before	sc	r02	c/goblint-regression/28-race_reach_37-indirect_racing.yml	false(unreach-call)	correct	12.715213062	12.744757791981101	2060984320.0	0	1807053072	1680820	0	0
before	sc	r02	c/goblint-regression/28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	0.066401037	0.0733536520274356	25841664.0	0	3936	1216	0	0
before	sc	r02	c/goblint-regression/28-race_reach_46-escape_racefree.yml	true	correct	0.074205181	0.0769339210819453	25825280.0	2	3536	1088	0	0
before	sc	r02	c/goblint-regression/28-race_reach_01-simple_racing.yml	false(unreach-call)	correct	12.720056765	12.794555761036463	2061053952.0	0	1807007952	1680796	0	0
before	sc	r02	c/goblint-regression/28-race_reach_11-ptr_racing.yml	false(unreach-call)	correct	12.709694664	12.76450869103428	2061049856.0	0	1807007952	1680796	0	0
before	sc	r02	c/pthread-deagle/circular_buffer_bad.yml	false(unreach-call)	correct	0.071356517	0.07762267801444978	25927680.0	1	34136	10880	0	0
before	sc	r02	c/pthread/fib_safe-5.yml	true	correct	3.753921368	3.7774466309929267	25825280.0	2772	194536	62208	0	0
before	sc	r02	c/pthread/fib_safe-6.yml	true	correct	18.624367239	18.8883599920664	25817088.0	12012	281136	89920	0	0
before	sc	r02	c/pthread/fib_unsafe-5.yml	false(unreach-call)	correct	1.033108537	1.0394513020291924	25833472.0	632	194536	62208	0	0
before	sc	r02	c/pthread/fib_unsafe-6.yml	false(unreach-call)	correct	5.221985058	5.236016131006181	25829376.0	2942	281136	89920	0	0
before	sc	r02	c/pthread/fib_unsafe-7.yml	false(unreach-call)	correct	24.985001854	25.00597870303318	25829376.0	13238	319136	102080	0	0
before	sc	r02	c/goblint-regression/28-race_reach_24-sound_lock_racing.yml	false(unreach-call)	correct	12.348509171	12.389079609070905	2061053952.0	0	1807007952	1680796	0	0
before	sc	r02	c/pthread/lazy01.yml	false(unreach-call)	correct	0.064974836	0.06685329403262585	25874432.0	1	5336	1664	0	0
before	sc	r02	c/pthread-deagle/circular_buffer_ok.yml	true	correct	3.029608115	3.0389388649491593	25956352.0	3432	185736	59392	0	0
before	sc	r02	c/pthread-atomic/szymanski.yml	true	correct	0.066350197	0.07249738497193903	25870336.0	6	5936	1856	0	0
before	sc	r02	c/pthread-atomic/dekker.yml	true	correct	0.064097924	0.06732053298037499	25870336.0	4	6336	1984	0	0
before	sc	r02	c/pthread-atomic/dekker-unfair.yml	true	correct	0.067851073	0.07532748195808381	25825280.0	4	6336	1984	0	0
before	sc	r02	c/pthread-theta/unwind3-1.yml	false(unreach-call)	correct	0.06777284	0.07447307999245822	25886720.0	1	3736	1152	0	0
before	sc	r02	c/pthread-theta/exponential-nondet.yml	true	correct	0.065402342	0.07424968190025538	25952256.0	1	0	0	0	0
before	sc	r02	c/pthread-theta/unwind2-1.yml	false(unreach-call)	correct	0.064942832	0.07267215102910995	25862144.0	1	0	0	0	0
before	sc	r02	c/pthread-theta/unwind2-100.yml	false(unreach-call)	correct	0.068896918	0.07251823204569519	25952256.0	1	0	0	0	0
