model	repetition	task	before_status	after_status	before_category	after_category	common_terminal	before_cpu_s	after_cpu_s	before_wall_s	after_wall_s	before_memory_bytes	after_memory_bytes	before_executions	after_executions	before_snapshot_bytes	after_snapshot_bytes	before_base_bytes	after_base_bytes	before_lazy_checks	after_lazy_checks	before_lazy_candidates	after_lazy_candidates	terminal_verdict_match	execution_match	candidate_match	lazy_check_match	snapshot_match	base_match	cpu_ratio	wall_ratio	memory_ratio	full_check_ratio	candidate_ratio
sc	r02	c/pthread/twostage_3.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.077843947	0.078408001	0.08487793197855353	0.08237426297273487	26083328.0	26181632.0	4	4	40136	40136	12800	12800	0	0	0	0	True	True	True	True	True	True	1.007245958378755	0.9705027096271469	1.0037688442211055		
sc	r03	c/goblint-regression/13-privatized_01-priv_nr_true.yml	true	true	correct	correct	True	0.067259739	0.067029042	0.07868312590289861	0.07445216795895249	25817088.0	25825280.0	2	2	3336	3336	1024	1024	0	0	0	0	True	True	True	True	True	True	0.996570058055087	0.94622788691482	1.0003173092178328		
sc	r03	c/goblint-regression/13-privatized_18-first-reads_true.yml	true	true	correct	correct	True	0.063432591	0.065391108	0.06758581497706473	0.06781919300556183	25837568.0	25890816.0	2	2	2536	2536	768	768	0	0	0	0	True	True	True	True	True	True	1.0308755636357343	1.0034530622820232	1.0020608750792643		
sc	r03	c/goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.064534032	0.068588607	0.07047304406296462	0.07448538998141885	25878528.0	25796608.0	0	0	1736	1736	512	512	0	0	0	0	True	True	True	True	True	True	1.0628284778487107	1.0569344771721423	0.9968344412788858		
sc	r03	c/goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.063304937	0.066135062	0.06918231607414782	0.07009433803614229	25817088.0	25755648.0	0	0	1736	1736	512	512	0	0	0	0	True	True	True	True	True	True	1.0447062288364648	1.0131828769799638	0.9976201808662541		
sc	r03	c/goblint-regression/13-privatized_19-publish-precision_true.yml	true	true	correct	correct	True	0.064957843	0.064463815	0.07456998794805259	0.07189581100828946	25821184.0	25841664.0	3	3	3736	3736	1152	1152	0	0	0	0	True	True	True	True	True	True	0.992394636626096	0.9641386969027536	1.0007931472081217		
sc	r03	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.065417629	0.066452141	0.07149479794315994	0.06926400191150606	25763840.0	25804800.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.015813963541846	0.968797785351776	1.0015898251192368		
sc	r03	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.068158717	0.064783212	0.07762463507242501	0.0708917259471491	25878528.0	25849856.0	0	0	2736	2736	832	832	0	0	0	0	True	True	True	True	True	True	0.9504758136805893	0.9132632427966457	0.99889205444761		
sc	r03	c/goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.067070651	0.065878881	0.0724019700428471	0.07404623308684677	25862144.0	25845760.0	0	0	2736	2736	832	832	0	0	0	0	True	True	True	True	True	True	0.9822311252055688	1.022710197568196	0.9993664871713652		
sc	r03	c/goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.063743103	0.064673848	0.0687759070424363	0.07280087296385318	25784320.0	25772032.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0146015012792837	1.0585229056875016	0.9995234312946784		
sc	r03	c/goblint-regression/13-privatized_20-publish-regression_true.yml	true	true	correct	correct	True	0.069912115	0.067417617	0.07639836799353361	0.07162667706143111	25825280.0	25817088.0	2	2	2536	2536	768	768	0	0	0	0	True	True	True	True	True	True	0.9643195174398601	0.9375419782199225	0.9996827914353688		
sc	r03	c/goblint-regression/13-privatized_24-multiple-protecting_true.yml	true	true	correct	correct	True	0.071077219	0.071617735	0.0753650589613244	0.07590272498782724	25841664.0	25952256.0	7	7	10536	10536	3328	3328	0	0	0	0	True	True	True	True	True	True	1.0076046306763917	1.007134155189592	1.0042796005706134		
sc	r03	c/goblint-regression/13-privatized_25-struct_nr_true.yml	true	true	correct	correct	True	0.071406163	0.068407934	0.07311564299743623	0.07052610896062106	25780224.0	25841664.0	2	2	3336	3336	1024	1024	0	0	0	0	True	True	True	True	True	True	0.9580116214898707	0.9645830368077872	1.0023832221163012		
sc	r03	c/goblint-regression/13-privatized_27-multiple-protecting2_true.yml	true	true	correct	correct	True	0.067970813	0.076249479	0.07817192492075264	0.08401083596982062	25915392.0	25845760.0	26	26	12336	12336	3904	3904	0	0	0	0	True	True	True	True	True	True	1.121797366172448	1.0746931977815208	0.9973131025762605		
sc	r03	c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	true	true	correct	correct	True	0.072215107	0.066005225	0.07479645300190896	0.0712305320193991	25837568.0	25841664.0	4	4	6336	6336	1984	1984	0	0	0	0	True	True	True	True	True	True	0.9140085467158554	0.9523249988549746	1.0001585288522512		
sc	r03	c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	true	true	correct	correct	True	0.064683412	0.067244778	0.06845618900842965	0.07607956696301699	25825280.0	25841664.0	2	2	4336	4336	1344	1344	0	0	0	0	True	True	True	True	True	True	1.03959849860734	1.1113614132631398	1.0006344171292625		
sc	r03	c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	true	true	correct	correct	True	0.068590172	0.065295047	0.07442008203361183	0.07259116298519075	25878528.0	25841664.0	4	4	5136	5136	1600	1600	0	0	0	0	True	True	True	True	True	True	0.9519592252954255	0.9754243881699156	0.9985754985754985		
sc	r03	c/goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	true	correct	correct	True	0.069927336	0.069702307	0.07379743899218738	0.07737928698770702	25800704.0	25800704.0	3	3	6136	6136	1920	1920	0	0	0	0	True	True	True	True	True	True	0.9967819594900627	1.0485362099882467	1.0		
sc	r03	c/goblint-regression/13-privatized_33-traces-v-matters_true.yml	true	true	correct	correct	True	0.066279107	0.066787465	0.07306406204588711	0.07493704906664789	25833472.0	25763840.0	1	1	3936	3936	1216	1216	0	0	0	0	True	True	True	True	True	True	1.0076699584983848	1.0256348602625525	0.9973045822102425		
sc	r03	c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	true	correct	correct	True	0.067965317	0.067075784	0.0745387029601261	0.07326277892570943	25841664.0	25780224.0	1	1	2936	2936	896	896	0	0	0	0	True	True	True	True	True	True	0.9869119568735331	0.9828823955375341	0.997622444127437		
sc	r03	c/goblint-regression/13-privatized_35-traces-ex-2_true.yml	true	true	correct	correct	True	0.071350337	0.0693197	0.07782313693314791	0.07584031496662647	25747456.0	25808896.0	2	2	4136	4136	1280	1280	0	0	0	0	True	True	True	True	True	True	0.9715399101758972	0.9745214335394276	1.0023862551702196		
sc	r03	c/goblint-regression/13-privatized_36-traces-ex-3_true.yml	true	true	correct	correct	True	0.070800663	0.066939432	0.07307172403670847	0.07149488397408277	25833472.0	25849856.0	3	3	3736	3736	1152	1152	0	0	0	0	True	True	True	True	True	True	0.9454633496864286	0.9784206533592452	1.0006342159505313		
sc	r03	c/goblint-regression/13-privatized_37-traces-ex-4_true.yml	true	true	correct	correct	True	0.058117426	0.065899212	0.06600773904938251	0.0721319200238213	25825280.0	25780224.0	2	2	3136	3136	960	960	0	0	0	0	True	True	True	True	True	True	1.1338976368292704	1.0927797416278278	0.9982553528945282		
sc	r03	c/goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	true	true	correct	correct	True	0.069472558	0.06819453	0.0728423660621047	0.07387706404551864	25780224.0	25796608.0	2	2	4136	4136	1280	1280	0	0	0	0	True	True	True	True	True	True	0.9816038442114079	1.0142046179901922	1.0006355258976802		
sc	r03	c/goblint-regression/13-privatized_40-traces-ex-6_true.yml	true	true	correct	correct	True	0.058945747	0.064728047	0.06174800405278802	0.07019131409469992	25841664.0	25849856.0	1	1	2936	2936	896	896	0	0	0	0	True	True	True	True	True	True	1.0980952875192165	1.136738185653641	1.000317007449675		
sc	r03	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.065404375	0.070740342	0.07065662206150591	0.07693506497889757	25772032.0	25800704.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0815842518180168	1.0888585207473735	1.0011125238397967		
sc	r03	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.065130499	0.06523611	0.07212359504774213	0.06944781704805791	25841664.0	25808896.0	0	0	2736	2736	832	832	0	0	0	0	True	True	True	True	True	True	1.0016215291088129	0.9629001022770289	0.9987319702012998		
sc	r03	c/goblint-regression/13-privatized_42-traces-ex-mini_true.yml	true	true	correct	correct	True	0.068174878	0.069538329	0.07544845691882074	0.07532174396328628	25833472.0	25821184.0	2	2	3936	3936	1216	1216	0	0	0	0	True	True	True	True	True	True	1.019999317050483	0.9983205361552882	0.9995243380371016		
sc	r03	c/goblint-regression/13-privatized_44-traces-mine2_true.yml	true	true	correct	correct	True	0.068388772	0.070789179	0.07152286800555885	0.07448641594965011	25796608.0	25800704.0	1	1	2736	2736	832	832	0	0	0	0	True	True	True	True	True	True	1.0350994312341213	1.0414349707545414	1.0001587805652588		
sc	r03	c/goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	true	correct	correct	True	0.069138663	0.064262101	0.07498823897913098	0.06910224806051701	25759744.0	25870336.0	2	2	4136	4136	1280	1280	0	0	0	0	True	True	True	True	True	True	0.9294669322720343	0.9215078124417347	1.004293210367308		
sc	r03	c/goblint-regression/13-privatized_46-refine-protected1_true.yml	true	true	correct	correct	True	0.070340084	0.066503124	0.07426603697240353	0.07385611708741635	25759744.0	25837568.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9454513019916212	0.9944803856285007	1.0030211480362539		
sc	r03	c/goblint-regression/13-privatized_47-refine-protected2_true.yml	true	true	correct	correct	True	0.066604109	0.068677955	0.06890880293212831	0.0708237390499562	25739264.0	25776128.0	2	2	2536	2536	768	768	0	0	0	0	True	True	True	True	True	True	1.0311369077844732	1.027789426551409	1.0014322087842138		
sc	r03	c/goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	true	true	correct	correct	True	0.066551669	0.069178496	0.07341916591394693	0.07408938999287784	25808896.0	25726976.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0394704902141525	1.0091287345829625	0.9968259006506903		
sc	r03	c/goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	true	true	correct	correct	True	0.069737031	0.068170305	0.07681210502050817	0.07112109591253102	25780224.0	25841664.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9775338012310848	0.9259099967842608	1.0023832221163012		
sc	r03	c/goblint-regression/13-privatized_66-mine-W-init_true.yml	true	true	correct	correct	True	0.067193368	0.063630573	0.0720778190298006	0.07028643297962844	25735168.0	25702400.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9469769843952456	0.9751465003480266	0.9987267229030717		
sc	r03	c/goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	true	correct	correct	True	0.070196422	0.069978019	0.080108602065593	0.08078928501345217	25853952.0	25899008.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9968886875744181	1.0084970019487023	1.001742712294043		
sc	r03	c/goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	true	true	correct	correct	True	0.064966865	0.071898785	0.0705959330080077	0.07459122000727803	25882624.0	25829376.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.1066993151047078	1.0565937275567578	0.9979427124545023		
sc	r03	c/goblint-regression/28-race_reach_01-simple_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	12.753507702	12.646948238	12.880954756983556	12.728146594017744	2061049856.0	2061070336.0	0	0	1807007952	1807007952	1680796	1680796	0	0	0	0	True	True	True	True	True	True	0.9916446936411628	0.988136891569861	1.000009936683453		
sc	r03	c/goblint-regression/28-race_reach_06-cond_racing1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	11.991494033	11.944934337	12.133939897990786	12.046081264968961	2061070336.0	2061082624.0	0	0	1807007952	1807007952	1680796	1680796	0	0	0	0	True	True	True	True	True	True	0.9961172731377865	0.9927592658476599	1.00000596195083		
sc	r03	c/goblint-regression/28-race_reach_11-ptr_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	12.659786817	12.663131096	12.696748618036509	12.699866587063298	2061053952.0	2061049856.0	0	0	1807007952	1807007952	1680796	1680796	0	0	0	0	True	True	True	True	True	True	1.000264165506761	1.0002455722422006	0.9999980126672589		
sc	r03	c/goblint-regression/28-race_reach_21-deref_read_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	3.533591084	3.563924101	3.5504145929589868	3.5901029290398583	56479744.0	56352768.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.008584189929997	1.0111785074789799	0.9977518311697731		
sc	r03	c/goblint-regression/28-race_reach_24-sound_lock_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	12.333752736	12.252011714	12.38512346195057	12.37917175295297	2061074432.0	2061070336.0	0	0	1807007952	1807007952	1680796	1680796	0	0	0	0	True	True	True	True	True	True	0.9933725749372766	0.999519446938427	0.9999980126870062		
sc	r03	c/goblint-regression/28-race_reach_37-indirect_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	12.714222963	12.570648128	12.77306833700277	12.607142471009865	2061017088.0	2061029376.0	0	0	1807053072	1807053072	1680820	1680820	0	0	0	0	True	True	True	True	True	True	0.9887075415133256	0.9870097096785878	1.0000059621048616		
sc	r03	c/goblint-regression/28-race_reach_45-escape_racing.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.07444826	0.06452246	0.08025426999665797	0.07347485003992915	25927680.0	25817088.0	0	0	3936	3936	1216	1216	0	0	0	0	True	True	True	True	True	True	0.8666751916028662	0.91552574140901	0.9957345971563981		
sc	r03	c/goblint-regression/28-race_reach_46-escape_racefree.yml	true	true	correct	correct	True	0.063708474	0.064370039	0.07666227896697819	0.07170518394559622	25841664.0	25919488.0	2	2	3536	3536	1088	1088	0	0	0	0	True	True	True	True	True	True	1.0103842543772121	0.9353385382201171	1.0030115707719132		
sc	r03	c/goblint-regression/36-apron_11-traces-max-simple_true.yml	true	true	correct	correct	True	0.065199318	0.06800627	0.06756696500815451	0.0739964070962742	25739264.0	25751552.0	2	2	2536	2536	768	768	0	0	0	0	True	True	True	True	True	True	1.043051861370697	1.09515659149917	1.0004774029280712		
sc	r03	c/goblint-regression/36-apron_16-traces-unprot2_true.yml	true	true	correct	correct	True	0.054742905	0.072421619	0.06822721497155726	0.07662509696092457	25743360.0	25817088.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.3229407354249834	1.123086982120965	1.0028639618138424		
sc	r03	c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.062308576	0.064393335	0.06724816397763789	0.07055363908875734	25882624.0	25788416.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.033458620527614	1.04915338822066	0.9963601835733502		
sc	r03	c/goblint-regression/36-apron_21-traces-cluster-based_true.yml	true	true	correct	correct	True	0.071602632	0.068486227	0.07989768101833761	0.07294995000120252	25841664.0	25886720.0	6	6	7136	7136	2240	2240	0	0	0	0	True	True	True	True	True	True	0.9564763904209554	0.9130421442952708	1.001743540973213		
sc	r03	c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	true	correct	correct	True	0.075792474	0.067050872	0.08065739995799959	0.07190629094839096	25858048.0	25858048.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.8846639839200922	0.891502713772505	1.0		
sc	r03	c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.069408646	0.068125536	0.07256551505997777	0.07380293600726873	25722880.0	25694208.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9815136863496804	1.0170524655722237	0.9988853503184714		
sc	r03	c/ldv-races/race-1_1-join.yml	true	true	correct	correct	True	0.064913529	0.064146277	0.07185463304631412	0.07371678098570555	26099712.0	26124288.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9881803991892045	1.0259154888202016	1.0009416195856873		
sc	r03	c/ldv-races/race-1_2-join.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.068397397	0.067628173	0.07463040202856064	0.07734594494104385	26087424.0	26083328.0	1	1	4736	4736	1472	1472	0	0	0	0	True	True	True	True	True	True	0.9887536070999895	1.0363865507711454	0.9998429894802952		
sc	r03	c/ldv-races/race-1_3-join.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.062313675	0.068817078	0.06820436904672533	0.07404939201660454	26013696.0	26087424.0	1	1	4736	4736	1472	1472	0	0	0	0	True	True	True	True	True	True	1.104365582675071	1.0856986590679392	1.002834199338687		
sc	r03	c/ldv-races/race-2_1-container_of.yml	true	true	correct	correct	True	0.068270404	0.071558202	0.07190787000581622	0.07719005597755313	26112000.0	26083328.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0481584670276742	1.0734576892808765	0.9989019607843137		
sc	r03	c/ldv-races/race-3_1-container_of-global.yml	true	true	correct	correct	True	0.067340131	0.06717346	0.07573627994861454	0.0742294869851321	26083328.0	26107904.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9975249379898	0.9801047402314351	1.0009422110552764		
sc	r03	c/ldv-races/race-4_1-thread_local_vars.yml	true	true	correct	correct	True	0.067351899	0.069539425	0.07458957296330482	0.07597511203493923	26218496.0	26087424.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.032479054525248	1.0185755061544064	0.9950007811279488		
sc	r03	c/pthread-C-DAC/pthread-demo-datarace-3.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.116698514	0.114816358	0.12582644599024206	0.12783180200494826	25845760.0	25853952.0	0	0	262136	262136	83840	83840	0	0	0	0	True	True	True	True	True	True	0.9838716369601758	1.0159374764098614	1.0003169572107766		
sc	r03	c/pthread-atomic/dekker-unfair.yml	true	true	correct	correct	True	0.067093794	0.070844464	0.07163678400684148	0.08578445389866829	25849856.0	25923584.0	4	4	6336	6336	1984	1984	0	0	0	0	True	True	True	True	True	True	1.0559018916116145	1.1974916949157806	1.0028521628901916		
sc	r03	c/pthread-atomic/dekker.yml	true	true	correct	correct	True	0.064925292	0.065484791	0.07015151402447373	0.0692899749847129	25911296.0	25825280.0	4	4	6336	6336	1984	1984	0	0	0	0	True	True	True	True	True	True	1.0086175815736032	0.9877188817413084	0.9966803667404363		
sc	r03	c/pthread-atomic/szymanski.yml	true	true	correct	correct	True	0.068585438	0.064109863	0.07475803198758513	0.07169830205384642	25825280.0	25878528.0	6	6	5936	5936	1856	1856	0	0	0	0	True	True	True	True	True	True	0.9347445298811098	0.9590715558931938	1.002061855670103		
sc	r03	c/pthread-atomic/time_var_mutex.yml	true	true	correct	correct	True	0.059205102	0.066769067	0.06194130191579461	0.08211362105794251	25960448.0	25853952.0	2	2	5736	5736	1792	1792	0	0	0	0	True	True	True	True	True	True	1.1277586685012382	1.3256683104525462	0.995897759545598		
sc	r03	c/pthread-deagle/circular_buffer_bad.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.074556826	0.074200353	0.08154738694429398	0.08192616002634168	25939968.0	25960448.0	1	1	34136	34136	10880	10880	0	0	0	0	True	True	True	True	True	True	0.9952187744687521	1.004644821817607	1.000789515237644		
sc	r03	c/pthread-deagle/circular_buffer_ok.yml	true	true	correct	correct	True	3.028975902	3.055489409	3.0447405430022627	3.082904737093486	25956352.0	25956352.0	3432	3432	185736	185736	59392	59392	0	0	0	0	True	True	True	True	True	True	1.0087532908342036	1.0125344651053885	1.0		
sc	r03	c/pthread-ext/01b_inc.yml	true	true	correct	correct	True	0.062939669	0.069160415	0.07564233196899295	0.07711572805419564	25817088.0	25849856.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0988366494269297	1.019478459307768	1.0012692368713312		
sc	r03	c/pthread-ext/02_inc_cas.yml	true	true	correct	correct	True	0.069157791	0.070190225	0.07217707892414182	0.08260958292521536	25874432.0	25763840.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0149286723169049	1.1445404019749554	0.9957258192179832		
sc	r03	c/pthread-ext/14_spin2003.yml	true	true	correct	correct	True	0.063420447	0.070916468	0.07046091801021248	0.07255911105312407	25821184.0	25833472.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.1181956506865993	1.02977811107439	1.000475888324873		
sc	r03	c/pthread-ext/29_conditionals_vs.yml	true	true	correct	correct	True	0.065704045	0.07680439	0.07172767294105142	0.07851301494520158	25710592.0	25800704.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.168944621293864	1.0945986636109972	1.0035048590090807		
sc	r03	c/pthread-ext/43_NetBSD_sysmon_power_sliced.yml	true	true	correct	correct	True	0.064379088	0.065309153	0.06844495190307498	0.0721321520395577	25825280.0	25821184.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0144466942433232	1.0538710311566026	0.9998413957176844		
sc	r03	c/pthread-ext/45_monabsex1_vs.yml	true	true	correct	correct	True	0.067562546	0.067894679	0.07199592993129045	0.0716901229461655	25735168.0	25845760.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0049159337482634	0.9957524406530093	1.0042973102021326		
sc	r03	c/pthread-ext/46_monabsex2_vs.yml	true	true	correct	correct	True	0.06782602	0.066553203	0.07348067499697208	0.06972320494242013	25825280.0	25817088.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9812340898080117	0.9488645136329138	0.9996827914353688		
sc	r03	c/pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	true	true	correct	correct	True	0.084291679	0.071630566	0.09343812800943851	0.07480545295402408	25825280.0	25866240.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.8497940348299386	0.8005880955413374	1.0015860428231562		
sc	r03	c/pthread-ext/48_ticket_lock_low_contention_vs.yml	true	true	correct	correct	True	0.06381164	0.063618339	0.0808640670729801	0.08134776295628399	25780224.0	25841664.0	0	0	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9969707564325254	1.005981592329104	1.0023832221163012		
sc	r03	c/pthread-theta/exponential-nondet.yml	true	true	correct	correct	True	0.064858842	0.069335937	0.07167932100128382	0.07445666403509676	25927680.0	25894912.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0690282906993622	1.0387467821265104	0.9987361769352291		
sc	r03	c/pthread-theta/unwind2-1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.068159776	0.067486105	0.07461595407221466	0.07548971800133586	25964544.0	25960448.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	0.9901162967436982	1.0117101488547013	0.9998422464111059		
sc	r03	c/pthread-theta/unwind2-100.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.065693866	0.066136404	0.07397325709462166	0.0741921269800514	25952256.0	25874432.0	1	1	0	0	0	0	0	0	0	0	True	True	True	True	True	True	1.0067363671366212	1.0029587704263148	0.9970012626262627		
sc	r03	c/pthread-theta/unwind3-1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.066727359	0.069471584	0.07184464100282639	0.0743586840108037	25825280.0	25829376.0	1	1	3736	3736	1152	1152	0	0	0	0	True	True	True	True	True	True	1.0411259345660602	1.0349927701340786	1.0001586042823156		
sc	r03	c/pthread/butterfly.yml	true	true	correct	correct	True	13.470067667	13.488973414	13.485339006991126	13.568121204036288	26087424.0	25960448.0	64560	64560	12136	12136	3840	3840	0	0	0	0	True	True	True	True	True	True	1.0014035376411892	1.0061386812005428	0.9951326738891506		
sc	r03	c/pthread/fib_safe-5.yml	true	true	correct	correct	True	3.701936005	3.691477365	3.7357879449846223	3.7280514599988237	25870336.0	25837568.0	2772	2772	194536	194536	62208	62208	0	0	0	0	True	True	True	True	True	True	0.9971748188013315	0.9979290888295239	0.9987333755541482		
sc	r03	c/pthread/fib_safe-6.yml	true	true	correct	correct	True	18.7981343	18.53495668	18.8354245290393	18.964458671049215	25862144.0	25874432.0	12012	12012	281136	281136	89920	89920	0	0	0	0	True	True	True	True	True	True	0.9859998010547248	1.0068506097014684	1.0004751346214762		
sc	r03	c/pthread/fib_unsafe-5.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	1.036636141	1.025308384	1.046133449068293	1.0329009529668838	25866240.0	25796608.0	632	632	194536	194536	62208	62208	0	0	0	0	True	True	True	True	True	True	0.989072581446878	0.9873510438718939	0.9973079968329375		
sc	r03	c/pthread/fib_unsafe-6.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	5.2130585	5.210283901	5.232795133953914	5.225238132989034	25821184.0	25825280.0	2942	2942	281136	281136	89920	89920	0	0	0	0	True	True	True	True	True	True	0.9994677598572893	0.9985558385582793	1.0001586294416243		
sc	r03	c/pthread/fib_unsafe-7.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	24.977849686	24.980194898	25.002228218945675	25.009275050950237	25837568.0	25829376.0	13238	13238	319136	319136	102080	102080	0	0	0	0	True	True	True	True	True	True	1.0000938916691982	1.0002818481594062	0.9996829422954978		
sc	r03	c/pthread/lazy01.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.0621868	0.063941894	0.06789933901745826	0.07032555202022195	25858048.0	25972736.0	1	1	5336	5336	1664	1664	0	0	0	0	True	True	True	True	True	True	1.028222934770723	1.0357324981048763	1.004435292254079		
sc	r03	c/pthread/queue.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.086928892	0.088700103	0.09096078004222363	0.09789726696908474	26050560.0	25993216.0	2	2	160936	160936	51456	51456	0	0	0	0	True	True	True	True	True	True	1.020375400620544	1.0762579973878985	0.9977987421383647		
sc	r03	c/pthread/queue_longer.yml	TIMEOUT	TIMEOUT	error	error	False	60.974005043	61.041777285	61.07819644396659	61.077649542014115	1128943616.0	1136836608.0											True	True	True	True	True	True					
sc	r03	c/pthread/queue_ok.yml	true	true	correct	correct	True	0.074616811	0.067349511	0.07713105995208025	0.07271287101320922	25980928.0	26025984.0	2	2	183336	183336	58624	58624	0	0	0	0	True	True	True	True	True	True	0.9026050577262006	0.9427184205478838	1.0017341951757843		
sc	r03	c/pthread/queue_ok_longer.yml	true	true	correct	correct	True	0.438618431	0.43717154	0.4452332300134003	0.44411883607972413	79376384.0	79409152.0	2	2	23936072	23936072	2830196	2830196	0	0	0	0	True	True	True	True	True	True	0.9967012535321391	0.9974970557933364	1.0004128179988647		
sc	r03	c/pthread/queue_ok_longest.yml	true	true	correct	correct	True	1.571629341	1.561187701	1.584055056096986	1.5777628410141915	276848640.0	276873216.0	2	2	94781648	94781648	10971212	10971212	0	0	0	0	True	True	True	True	True	True	0.9933561688321776	0.9960277800581641	1.0000887705281847		
