variant	model	repetition	task	copy_ns	offline_ns	peak_snapshot_bytes	max_stable_events	lazy_cycle_checks	lazy_edge_candidates	lazy_unique_edges	lazy_depth_fallbacks	records
after	sc	r03	13-privatized_38-traces-ex-4-switch_true.yml	0	54480	4136	20	0	0	0	0	1
after	sc	r03	13-privatized_40-traces-ex-6_true.yml	0	35412	2936	14	0	0	0	0	1
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	17677	2736	13	0	0	0	0	1
after	sc	r03	13-privatized_42-traces-ex-mini_true.yml	0	36069	3936	19	0	0	0	0	1
after	sc	r03	13-privatized_44-traces-mine2_true.yml	0	18854	2736	13	0	0	0	0	1
after	sc	r03	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	50547	4136	20	0	0	0	0	1
after	sc	r03	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_47-refine-protected2_true.yml	0	34672	2536	12	0	0	0	0	1
after	sc	r03	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	14_spin2003.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	28-race_reach_01-simple_racing.yml	0	11583119749	1807007952	40017	0	0	0	0	1
after	sc	r03	28-race_reach_06-cond_racing1.yml	0	11946848290	1807007952	40017	0	0	0	0	1
after	sc	r03	28-race_reach_11-ptr_racing.yml	0	11553864945	1807007952	40017	0	0	0	0	1
after	sc	r03	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	28-race_reach_24-sound_lock_racing.yml	0	11715282512	1807007952	40017	0	0	0	0	1
after	sc	r03	28-race_reach_37-indirect_racing.yml	0	14704769818	1807053072	40018	0	0	0	0	1
after	sc	r03	28-race_reach_45-escape_racing.yml	0	31887	3936	19	0	0	0	0	1
after	sc	r03	28-race_reach_46-escape_racefree.yml	0	27009	3536	17	0	0	0	0	1
after	sc	r03	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	36-apron_11-traces-max-simple_true.yml	0	27546	2536	12	0	0	0	0	1
after	sc	r03	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	36-apron_21-traces-cluster-based_true.yml	0	196620	7136	35	0	0	0	0	1
after	sc	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	butterfly.yml	0	4844744118	12136	60	0	0	0	0	1
after	sc	r03	circular_buffer_bad.yml	0	319059	34136	85	0	0	0	0	1
after	sc	r03	circular_buffer_ok.yml	0	1729914605	185736	232	0	0	0	0	1
after	sc	r03	dekker-unfair.yml	0	98532	6336	31	0	0	0	0	1
after	sc	r03	dekker.yml	0	94368	6336	31	0	0	0	0	1
after	sc	r03	exponential-nondet.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	fib_safe-5.yml	0	2058559466	194536	243	0	0	0	0	1
after	sc	r03	fib_safe-6.yml	0	6026779814	281136	281	0	0	0	0	1
after	sc	r03	fib_unsafe-5.yml	0	278874156	194536	243	0	0	0	0	1
after	sc	r03	fib_unsafe-6.yml	0	1463332612	281136	281	0	0	0	0	1
after	sc	r03	fib_unsafe-7.yml	0	8893140111	319136	319	0	0	0	0	1
after	sc	r03	lazy01.yml	0	40564	5336	26	0	0	0	0	1
after	sc	r03	pthread-demo-datarace-3.yml	0	27029724	262136	262	0	0	0	0	1
after	sc	r03	queue.yml	0	2844063	160936	201	0	0	0	0	1
after	sc	r03	queue_longer.yml	0	0	0	0	0	0	0	0	0
after	sc	r03	queue_ok.yml	0	592875	183336	229	0	0	0	0	1
after	sc	r03	queue_ok_longer.yml	173262990	523750216	23936072	4029	0	0	0	0	1
after	sc	r03	queue_ok_longest.yml	99123414	664106815	94781648	8029	0	0	0	0	1
after	sc	r03	race-1_1-join.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	race-1_2-join.yml	0	14156	4736	23	0	0	0	0	1
after	sc	r03	race-1_3-join.yml	0	13945	4736	23	0	0	0	0	1
after	sc	r03	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	reorder_2.yml	0	9440733	32936	82	0	0	0	0	1
after	sc	r03	singleton.yml	0	79173	8736	43	0	0	0	0	1
after	sc	r03	singleton_with-uninit-problems.yml	0	136350	8936	44	0	0	0	0	1
after	sc	r03	stateful01-1.yml	0	46688	6336	31	0	0	0	0	1
after	sc	r03	stateful01-2.yml	0	101591	6536	32	0	0	0	0	1
after	sc	r03	szymanski.yml	0	345039	5936	29	0	0	0	0	1
after	sc	r03	time_var_mutex.yml	0	38599	5736	28	0	0	0	0	1
after	sc	r03	triangular-1.yml	0	1305602786	27336	68	0	0	0	0	1
after	sc	r03	triangular-2.yml	0	173605056	27336	68	0	0	0	0	1
after	sc	r03	twostage_3.yml	0	836953	40136	100	0	0	0	0	1
after	sc	r03	unwind2-1.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	unwind2-100.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	unwind3-1.yml	0	19822	3736	18	0	0	0	0	1
after	sc	r04	01b_inc.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	02_inc_cas.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_01-priv_nr_true.yml	0	30989	3336	16	0	0	0	0	1
after	sc	r04	13-privatized_18-first-reads_true.yml	0	25986	2536	12	0	0	0	0	1
after	sc	r04	13-privatized_18-first-reads_unknown_1_neg.yml	0	14154	1736	8	0	0	0	0	1
after	sc	r04	13-privatized_18-first-reads_unknown_2_pos.yml	0	35487	1736	8	0	0	0	0	1
after	sc	r04	13-privatized_19-publish-precision_true.yml	0	60683	3736	18	0	0	0	0	1
after	sc	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	0	23452	2736	13	0	0	0	0	1
after	sc	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	0	15596	2736	13	0	0	0	0	1
after	sc	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_20-publish-regression_true.yml	0	34615	2536	12	0	0	0	0	1
after	sc	r04	13-privatized_24-multiple-protecting_true.yml	0	284002	10536	52	0	0	0	0	1
after	sc	r04	13-privatized_25-struct_nr_true.yml	0	38207	3336	16	0	0	0	0	1
after	sc	r04	13-privatized_27-multiple-protecting2_true.yml	0	907665	12336	61	0	0	0	0	1
after	sc	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	0	96906	6336	31	0	0	0	0	1
after	sc	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	0	54574	4336	21	0	0	0	0	1
after	sc	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	0	79252	5136	25	0	0	0	0	1
after	sc	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	113672	6136	30	0	0	0	0	1
after	sc	r04	13-privatized_33-traces-v-matters_true.yml	0	50821	3936	19	0	0	0	0	1
after	sc	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	23362	2936	14	0	0	0	0	1
after	sc	r04	13-privatized_35-traces-ex-2_true.yml	0	64277	4136	20	0	0	0	0	1
after	sc	r04	13-privatized_36-traces-ex-3_true.yml	0	67371	3736	18	0	0	0	0	1
after	sc	r04	13-privatized_37-traces-ex-4_true.yml	0	34699	3136	15	0	0	0	0	1
after	sc	r04	13-privatized_38-traces-ex-4-switch_true.yml	0	79055	4136	20	0	0	0	0	1
after	sc	r04	13-privatized_40-traces-ex-6_true.yml	0	46896	2936	14	0	0	0	0	1
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	18335	2736	13	0	0	0	0	1
after	sc	r04	13-privatized_42-traces-ex-mini_true.yml	0	30488	3936	19	0	0	0	0	1
after	sc	r04	13-privatized_44-traces-mine2_true.yml	0	16460	2736	13	0	0	0	0	1
after	sc	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	62480	4136	20	0	0	0	0	1
after	sc	r04	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_47-refine-protected2_true.yml	0	34793	2536	12	0	0	0	0	1
after	sc	r04	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	14_spin2003.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	28-race_reach_01-simple_racing.yml	0	18407834330	1807007952	40017	0	0	0	0	1
after	sc	r04	28-race_reach_06-cond_racing1.yml	0	9694583276	1807007952	40017	0	0	0	0	1
after	sc	r04	28-race_reach_11-ptr_racing.yml	0	10969971693	1807007952	40017	0	0	0	0	1
after	sc	r04	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	28-race_reach_24-sound_lock_racing.yml	0	10929429141	1807007952	40017	0	0	0	0	1
after	sc	r04	28-race_reach_37-indirect_racing.yml	0	10137406580	1807053072	40018	0	0	0	0	1
after	sc	r04	28-race_reach_45-escape_racing.yml	0	20563	3936	19	0	0	0	0	1
after	sc	r04	28-race_reach_46-escape_racefree.yml	0	26916	3536	17	0	0	0	0	1
after	sc	r04	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	36-apron_11-traces-max-simple_true.yml	0	34483	2536	12	0	0	0	0	1
after	sc	r04	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	36-apron_21-traces-cluster-based_true.yml	0	197242	7136	35	0	0	0	0	1
after	sc	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	butterfly.yml	0	4352151492	12136	60	0	0	0	0	1
after	sc	r04	circular_buffer_bad.yml	0	313220	34136	85	0	0	0	0	1
after	sc	r04	circular_buffer_ok.yml	0	720819753	185736	232	0	0	0	0	1
after	sc	r04	dekker-unfair.yml	0	86289	6336	31	0	0	0	0	1
after	sc	r04	dekker.yml	0	93279	6336	31	0	0	0	0	1
after	sc	r04	exponential-nondet.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	fib_safe-5.yml	0	922342009	194536	243	0	0	0	0	1
after	sc	r04	fib_safe-6.yml	0	5938023302	281136	281	0	0	0	0	1
after	sc	r04	fib_unsafe-5.yml	0	244100696	194536	243	0	0	0	0	1
after	sc	r04	fib_unsafe-6.yml	0	2526837499	281136	281	0	0	0	0	1
after	sc	r04	fib_unsafe-7.yml	0	9532810330	319136	319	0	0	0	0	1
after	sc	r04	lazy01.yml	0	40897	5336	26	0	0	0	0	1
after	sc	r04	pthread-demo-datarace-3.yml	0	19120696	262136	262	0	0	0	0	1
after	sc	r04	queue.yml	0	30969753	160936	201	0	0	0	0	1
after	sc	r04	queue_longer.yml	0	0	0	0	0	0	0	0	0
after	sc	r04	queue_ok.yml	0	612412	183336	229	0	0	0	0	1
after	sc	r04	queue_ok_longer.yml	51941315	256885869	23936072	4029	0	0	0	0	1
after	sc	r04	queue_ok_longest.yml	97070588	1307060573	94781648	8029	0	0	0	0	1
after	sc	r04	race-1_1-join.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	race-1_2-join.yml	0	14024	4736	23	0	0	0	0	1
after	sc	r04	race-1_3-join.yml	0	20032	4736	23	0	0	0	0	1
after	sc	r04	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	reorder_2.yml	0	9655541	32936	82	0	0	0	0	1
after	sc	r04	singleton.yml	0	80417	8736	43	0	0	0	0	1
after	sc	r04	singleton_with-uninit-problems.yml	0	120981	8936	44	0	0	0	0	1
after	sc	r04	stateful01-1.yml	0	49583	6336	31	0	0	0	0	1
after	sc	r04	stateful01-2.yml	0	106584	6536	32	0	0	0	0	1
after	sc	r04	szymanski.yml	0	340315	5936	29	0	0	0	0	1
after	sc	r04	time_var_mutex.yml	0	38317	5736	28	0	0	0	0	1
after	sc	r04	triangular-1.yml	0	1227804597	27336	68	0	0	0	0	1
after	sc	r04	triangular-2.yml	0	425391043	27336	68	0	0	0	0	1
after	sc	r04	twostage_3.yml	0	822652	40136	100	0	0	0	0	1
after	sc	r04	unwind2-1.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	unwind2-100.yml	0	0	0	0	0	0	0	0	1
after	sc	r04	unwind3-1.yml	0	20998	3736	18	0	0	0	0	1
after	tso	r01	01b_inc.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	02_inc_cas.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_01-priv_nr_true.yml	0	73336	3288	16	4	252	0	0	1
after	tso	r01	13-privatized_18-first-reads_true.yml	0	74604	2584	12	4	112	0	0	1
after	tso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	0	40572	1880	8	2	31	0	0	1
after	tso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	0	80279	1880	8	2	31	0	0	1
after	tso	r01	13-privatized_19-publish-precision_true.yml	0	120299	3640	18	8	401	0	0	1
after	tso	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	0	36752	2760	13	2	50	0	0	1
after	tso	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	0	39511	2760	13	2	50	0	0	1
after	tso	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_20-publish-regression_true.yml	0	54383	2584	12	4	112	0	0	1
after	tso	r01	13-privatized_24-multiple-protecting_true.yml	0	1039327	9624	52	24	8593	0	0	1
after	tso	r01	13-privatized_25-struct_nr_true.yml	0	80232	3288	16	4	252	0	0	1
after	tso	r01	13-privatized_27-multiple-protecting2_true.yml	0	2414486	11208	61	72	25988	0	0	1
after	tso	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	0	236087	5928	31	12	988	0	0	1
after	tso	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	0	138052	4168	21	8	346	0	0	1
after	tso	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	0	244195	4872	25	12	646	0	0	1
after	tso	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	292745	5752	30	12	783	0	0	1
after	tso	r01	13-privatized_33-traces-v-matters_true.yml	0	125848	3816	19	6	286	0	0	1
after	tso	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	73993	2936	14	4	119	0	0	1
after	tso	r01	13-privatized_35-traces-ex-2_true.yml	0	150243	3992	20	8	279	0	0	1
after	tso	r01	13-privatized_36-traces-ex-3_true.yml	0	133211	3640	18	8	268	0	0	1
after	tso	r01	13-privatized_37-traces-ex-4_true.yml	0	71177	3112	15	4	159	0	0	1
after	tso	r01	13-privatized_38-traces-ex-4-switch_true.yml	0	164852	3992	20	8	279	0	0	1
after	tso	r01	13-privatized_40-traces-ex-6_true.yml	0	71675	2936	14	4	119	0	0	1
after	tso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	41476	2760	13	2	54	0	0	1
after	tso	r01	13-privatized_42-traces-ex-mini_true.yml	0	76081	3816	19	4	255	0	0	1
after	tso	r01	13-privatized_44-traces-mine2_true.yml	0	37780	2760	13	2	46	0	0	1
after	tso	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	129206	3992	20	6	357	0	0	1
after	tso	r01	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_47-refine-protected2_true.yml	0	92437	2584	12	4	101	0	0	1
after	tso	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	14_spin2003.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	0	0	0
after	tso	r01	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	0	0	0
after	tso	r01	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	0	0	0
after	tso	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	0	0	0
after	tso	r01	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	0	0	0
after	tso	r01	28-race_reach_45-escape_racing.yml	0	35497	3816	19	2	106	0	0	1
after	tso	r01	28-race_reach_46-escape_racefree.yml	0	62469	3464	17	4	191	0	0	1
after	tso	r01	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	36-apron_11-traces-max-simple_true.yml	0	55458	2584	12	4	101	0	0	1
after	tso	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	36-apron_21-traces-cluster-based_true.yml	0	605236	6632	35	26	2014	0	0	1
after	tso	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	butterfly.yml	0	8122188431	11032	60	304114	44028054	0	0	1
after	tso	r01	circular_buffer_bad.yml	0	1082619	30456	85	14	18669	0	0	1
after	tso	r01	circular_buffer_ok.yml	0	1959673120	163992	232	6864	28061574	0	0	1
after	tso	r01	dekker-unfair.yml	0	237842	5928	31	14	937	0	0	1
after	tso	r01	dekker.yml	0	242300	5928	31	14	937	0	0	1
after	tso	r01	exponential-nondet.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	fib_safe-5.yml	0	3974704713	171736	243	6884	50861919	0	0	1
after	tso	r01	fib_safe-6.yml	0	22435735094	248008	281	29036	288430537	0	0	1
after	tso	r01	fib_unsafe-5.yml	0	1136044971	171736	243	1880	13786133	0	0	1
after	tso	r01	fib_unsafe-6.yml	0	6673235061	248008	281	8244	81433459	0	0	1
after	tso	r01	fib_unsafe-7.yml	0	33689432903	281448	319	35572	455400086	0	0	1
after	tso	r01	lazy01.yml	0	138750	5048	26	6	497	0	0	1
after	tso	r01	pthread-demo-datarace-3.yml	0	38165032	231288	262	80	1076839	0	0	1
after	tso	r01	queue.yml	0	12777156	142168	201	40	322450	0	0	1
after	tso	r01	queue_longer.yml	0	0	0	0	0	0	0	0	0
after	tso	r01	queue_ok.yml	0	2689918	161880	229	4	46024	0	0	1
after	tso	r01	queue_ok_longer.yml	11442766	1062931358	13851760	4029	4	15503664	0	0	1
after	tso	r01	queue_ok_longest.yml	32308135	4573464126	54452288	8029	4	61735070	0	4	1
after	tso	r01	race-1_1-join.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	race-1_2-join.yml	0	47507	4520	23	2	189	0	0	1
after	tso	r01	race-1_3-join.yml	0	46451	4520	23	2	189	0	0	1
after	tso	r01	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	reorder_2.yml	0	26975950	29400	82	432	328668	0	0	1
after	tso	r01	singleton.yml	0	188704	8040	43	8	1001	0	0	1
after	tso	r01	singleton_with-uninit-problems.yml	0	282901	8216	44	12	1722	0	0	1
after	tso	r01	stateful01-1.yml	0	118594	5928	31	4	625	0	0	1
after	tso	r01	stateful01-2.yml	0	300631	6104	32	12	2074	0	0	1
after	tso	r01	szymanski.yml	0	786951	5576	29	62	2270	0	0	1
after	tso	r01	time_var_mutex.yml	0	97925	5400	28	4	524	0	0	1
after	tso	r01	triangular-1.yml	0	2370502359	24472	68	43036	35610116	0	0	1
after	tso	r01	triangular-2.yml	0	548157356	24472	68	10316	8402826	0	0	1
after	tso	r01	twostage_3.yml	0	2292403	35736	100	30	29858	0	0	1
after	tso	r01	unwind2-1.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	unwind2-100.yml	0	0	0	0	0	0	0	0	1
after	tso	r01	unwind3-1.yml	0	37902	3640	18	2	118	0	0	1
after	tso	r02	01b_inc.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	02_inc_cas.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_01-priv_nr_true.yml	0	68824	3288	16	4	252	0	0	1
after	tso	r02	13-privatized_18-first-reads_true.yml	0	63956	2584	12	4	112	0	0	1
after	tso	r02	13-privatized_18-first-reads_unknown_1_neg.yml	0	57431	1880	8	2	31	0	0	1
after	tso	r02	13-privatized_18-first-reads_unknown_2_pos.yml	0	48668	1880	8	2	31	0	0	1
after	tso	r02	13-privatized_19-publish-precision_true.yml	0	133405	3640	18	8	401	0	0	1
after	tso	r02	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_19-publish-precision_unknown_1_pos.yml	0	33920	2760	13	2	50	0	0	1
after	tso	r02	13-privatized_19-publish-precision_unknown_2_neg.yml	0	43380	2760	13	2	50	0	0	1
after	tso	r02	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_20-publish-regression_true.yml	0	63417	2584	12	4	112	0	0	1
after	tso	r02	13-privatized_24-multiple-protecting_true.yml	0	1045455	9624	52	24	8593	0	0	1
after	tso	r02	13-privatized_25-struct_nr_true.yml	0	77724	3288	16	4	252	0	0	1
after	tso	r02	13-privatized_27-multiple-protecting2_true.yml	0	2559910	11208	61	72	25988	0	0	1
after	tso	r02	13-privatized_29-multiple-protecting2-vesal_true.yml	0	265577	5928	31	12	988	0	0	1
after	tso	r02	13-privatized_30-traces-oplus-vs-meet_true.yml	0	130105	4168	21	8	346	0	0	1
after	tso	r02	13-privatized_31-traces-mine-vs-mutex_true.yml	0	188008	4872	25	12	646	0	0	1
after	tso	r02	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	231799	5752	30	12	783	0	0	1
after	tso	r02	13-privatized_33-traces-v-matters_true.yml	0	104610	3816	19	6	286	0	0	1
after	tso	r02	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	70059	2936	14	4	119	0	0	1
after	tso	r02	13-privatized_35-traces-ex-2_true.yml	0	135369	3992	20	8	279	0	0	1
after	tso	r02	13-privatized_36-traces-ex-3_true.yml	0	122589	3640	18	8	268	0	0	1
after	tso	r02	13-privatized_37-traces-ex-4_true.yml	0	73347	3112	15	4	159	0	0	1
after	tso	r02	13-privatized_38-traces-ex-4-switch_true.yml	0	123356	3992	20	8	279	0	0	1
after	tso	r02	13-privatized_40-traces-ex-6_true.yml	0	129336	2936	14	4	119	0	0	1
after	tso	r02	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	39304	2760	13	2	54	0	0	1
after	tso	r02	13-privatized_42-traces-ex-mini_true.yml	0	74224	3816	19	4	255	0	0	1
after	tso	r02	13-privatized_44-traces-mine2_true.yml	0	41519	2760	13	2	46	0	0	1
after	tso	r02	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	128678	3992	20	6	357	0	0	1
after	tso	r02	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_47-refine-protected2_true.yml	0	77897	2584	12	4	101	0	0	1
after	tso	r02	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	1
after	tso	r02	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	1
