variant	model	repetition	task	copy_ns	offline_ns	peak_snapshot_bytes	max_stable_events	lazy_cycle_checks	lazy_edge_candidates	lazy_unique_edges	lazy_depth_fallbacks	records
after	pso	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	13-privatized_20-publish-regression_true.yml	0	365619	4712	24	36	597	0	0	1
after	pso	r04	13-privatized_24-multiple-protecting_true.yml	0	11088622	10520	57	852	23592	0	0	1
after	pso	r04	13-privatized_25-struct_nr_true.yml	0	297352	4360	22	20	590	0	0	1
after	pso	r04	13-privatized_27-multiple-protecting2_true.yml	0	50688975	11224	61	3092	82273	0	0	1
after	pso	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	0	1798992	6824	36	176	3243	0	0	1
after	pso	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	0	785883	5064	26	60	981	0	0	1
after	pso	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	0	1837691	5768	30	168	2572	0	0	1
after	pso	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	2074537	6824	36	152	3063	0	0	1
after	pso	r04	13-privatized_33-traces-v-matters_true.yml	0	232968	5240	27	20	306	0	0	1
after	pso	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	325800	5416	28	24	292	0	0	1
after	pso	r04	13-privatized_35-traces-ex-2_true.yml	0	591659	4888	25	60	766	0	0	1
after	pso	r04	13-privatized_36-traces-ex-3_true.yml	0	510452	4360	22	54	666	0	0	1
after	pso	r04	13-privatized_37-traces-ex-4_true.yml	0	680940	4888	25	56	604	0	0	1
after	pso	r04	13-privatized_38-traces-ex-4-switch_true.yml	0	586094	4888	25	60	761	0	0	1
after	pso	r04	13-privatized_40-traces-ex-6_true.yml	0	230321	4184	21	16	159	0	0	1
after	pso	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	40373	2776	13	2	44	0	0	1
after	pso	r04	13-privatized_42-traces-ex-mini_true.yml	0	525817	5064	26	40	596	0	0	1
after	pso	r04	13-privatized_44-traces-mine2_true.yml	0	79724	4184	21	6	69	0	0	1
after	pso	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	546588	4888	25	58	797	0	0	1
after	pso	r04	13-privatized_46-refine-protected1_true.yml	0	88842	2952	14	8	47	0	0	1
after	pso	r04	13-privatized_47-refine-protected2_true.yml	0	182138	3128	15	20	171	0	0	1
after	pso	r04	13-privatized_57-singlethreaded-unlock_true.yml	0	28169	1544	6	2	6	0	0	1
after	pso	r04	13-privatized_58-singlethreaded-lock_true.yml	0	32118	1544	6	2	6	0	0	1
after	pso	r04	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	29301	2248	10	2	13	0	0	1
after	pso	r04	13-privatized_69-refine-protected-loop-interval_true.yml	0	36479	2248	10	2	13	0	0	1
after	pso	r04	14_spin2003.yml	0	37331	2600	12	2	8	0	0	1
after	pso	r04	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	28-race_reach_45-escape_racing.yml	0	34182	3832	19	2	78	0	0	1
after	pso	r04	28-race_reach_46-escape_racefree.yml	0	708227	5592	29	56	977	0	0	1
after	pso	r04	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	36-apron_11-traces-max-simple_true.yml	0	186709	3304	16	20	171	0	0	1
after	pso	r04	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	36-apron_21-traces-cluster-based_true.yml	0	1852768	6648	35	172	3116	0	0	1
after	pso	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	45_monabsex1_vs.yml	0	85285	3304	16	8	57	0	0	1
after	pso	r04	46_monabsex2_vs.yml	0	204937	4184	21	18	137	0	0	1
after	pso	r04	48_ticket_lock_low_contention_vs-pthread.yml	0	28762	2600	12	2	8	0	0	1
after	pso	r04	48_ticket_lock_low_contention_vs.yml	0	94038	4888	25	8	99	0	0	1
after	pso	r04	butterfly.yml	0	12450642792	11224	61	694890	54985280	0	0	1
after	pso	r04	circular_buffer_bad.yml	0	25418533	31880	89	476	37904	0	0	1
after	pso	r04	circular_buffer_ok.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	dekker-unfair.yml	0	850921	6648	35	74	1600	0	0	1
after	pso	r04	dekker.yml	0	810851	6648	35	70	1568	0	0	1
after	pso	r04	exponential-nondet.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	fib_safe-5.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	fib_safe-6.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	fib_unsafe-5.yml	0	6774627377	171752	243	96526	11518678	0	0	1
after	pso	r04	fib_unsafe-6.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	fib_unsafe-7.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	lazy01.yml	0	383059	5592	29	36	861	0	0	1
after	pso	r04	pthread-demo-datarace-3.yml	0	36182133	231304	262	80	930799	0	0	1
after	pso	r04	queue.yml	0	360207164	145000	205	5918	2074810	0	0	1
after	pso	r04	queue_longer.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	queue_ok.yml	0	9181118	534328	433	34	133711	0	0	1
after	pso	r04	queue_ok_longer.yml	163356017	3224102229	44133960	8033	34	49930431	0	0	1
after	pso	r04	queue_ok_longest.yml	409051148	16822909732	174022760	16033	34	203270106	0	16	1
after	pso	r04	race-1_1-join.yml	0	57528	3304	16	6	30	0	0	1
after	pso	r04	race-1_2-join.yml	0	278491	5416	28	26	546	0	0	1
after	pso	r04	race-1_3-join.yml	0	277750	5416	28	26	546	0	0	1
after	pso	r04	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	1
after	pso	r04	reorder_2.yml	0	233779340	29416	82	12692	778472	0	0	1
after	pso	r04	singleton.yml	0	514770	8760	47	40	1331	0	0	1
after	pso	r04	singleton_with-uninit-problems.yml	0	1597241	8936	48	130	3400	0	0	1
after	pso	r04	stateful01-1.yml	0	335299	6824	36	20	941	0	0	1
after	pso	r04	stateful01-2.yml	0	3067159	6824	36	246	4314	0	0	1
after	pso	r04	szymanski.yml	0	6456916	5944	31	756	9033	0	0	1
after	pso	r04	time_var_mutex.yml	0	506946	6296	33	44	1007	0	0	1
after	pso	r04	triangular-1.yml	0	0	0	0	0	0	0	0	0
after	pso	r04	triangular-2.yml	0	8860727843	24488	68	493952	14750405	0	0	1
after	pso	r04	twostage_3.yml	0	4765436	36104	101	138	38625	0	0	1
after	pso	r04	unwind2-1.yml	0	70093	3656	18	6	63	0	0	1
after	pso	r04	unwind2-100.yml	0	73956	3656	18	6	63	0	0	1
after	pso	r04	unwind3-1.yml	0	74783	3656	18	6	187	0	0	1
after	sc	r01	01b_inc.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	02_inc_cas.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_01-priv_nr_true.yml	0	25998	3336	16	0	0	0	0	1
after	sc	r01	13-privatized_18-first-reads_true.yml	0	36234	2536	12	0	0	0	0	1
after	sc	r01	13-privatized_18-first-reads_unknown_1_neg.yml	0	26254	1736	8	0	0	0	0	1
after	sc	r01	13-privatized_18-first-reads_unknown_2_pos.yml	0	20754	1736	8	0	0	0	0	1
after	sc	r01	13-privatized_19-publish-precision_true.yml	0	55924	3736	18	0	0	0	0	1
after	sc	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	0	17887	2736	13	0	0	0	0	1
after	sc	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	0	18258	2736	13	0	0	0	0	1
after	sc	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_20-publish-regression_true.yml	0	39361	2536	12	0	0	0	0	1
after	sc	r01	13-privatized_24-multiple-protecting_true.yml	0	357212	10536	52	0	0	0	0	1
after	sc	r01	13-privatized_25-struct_nr_true.yml	0	43306	3336	16	0	0	0	0	1
after	sc	r01	13-privatized_27-multiple-protecting2_true.yml	0	1202467	12336	61	0	0	0	0	1
after	sc	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	0	95000	6336	31	0	0	0	0	1
after	sc	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	0	49567	4336	21	0	0	0	0	1
after	sc	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	0	108119	5136	25	0	0	0	0	1
after	sc	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	89069	6136	30	0	0	0	0	1
after	sc	r01	13-privatized_33-traces-v-matters_true.yml	0	65479	3936	19	0	0	0	0	1
after	sc	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	28745	2936	14	0	0	0	0	1
after	sc	r01	13-privatized_35-traces-ex-2_true.yml	0	73333	4136	20	0	0	0	0	1
after	sc	r01	13-privatized_36-traces-ex-3_true.yml	0	72627	3736	18	0	0	0	0	1
after	sc	r01	13-privatized_37-traces-ex-4_true.yml	0	32680	3136	15	0	0	0	0	1
after	sc	r01	13-privatized_38-traces-ex-4-switch_true.yml	0	52229	4136	20	0	0	0	0	1
after	sc	r01	13-privatized_40-traces-ex-6_true.yml	0	46138	2936	14	0	0	0	0	1
after	sc	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	18121	2736	13	0	0	0	0	1
after	sc	r01	13-privatized_42-traces-ex-mini_true.yml	0	38253	3936	19	0	0	0	0	1
after	sc	r01	13-privatized_44-traces-mine2_true.yml	0	23754	2736	13	0	0	0	0	1
after	sc	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	67100	4136	20	0	0	0	0	1
after	sc	r01	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_47-refine-protected2_true.yml	0	28380	2536	12	0	0	0	0	1
after	sc	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	14_spin2003.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	28-race_reach_01-simple_racing.yml	0	13647184327	1807007952	40017	0	0	0	0	1
after	sc	r01	28-race_reach_06-cond_racing1.yml	0	9492873663	1807007952	40017	0	0	0	0	1
after	sc	r01	28-race_reach_11-ptr_racing.yml	0	8860760716	1807007952	40017	0	0	0	0	1
after	sc	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	28-race_reach_24-sound_lock_racing.yml	0	8852830928	1807007952	40017	0	0	0	0	1
after	sc	r01	28-race_reach_37-indirect_racing.yml	0	10782606765	1807053072	40018	0	0	0	0	1
after	sc	r01	28-race_reach_45-escape_racing.yml	0	16635	3936	19	0	0	0	0	1
after	sc	r01	28-race_reach_46-escape_racefree.yml	0	28139	3536	17	0	0	0	0	1
after	sc	r01	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	36-apron_11-traces-max-simple_true.yml	0	44123	2536	12	0	0	0	0	1
after	sc	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	36-apron_21-traces-cluster-based_true.yml	0	195826	7136	35	0	0	0	0	1
after	sc	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	butterfly.yml	0	4251270095	12136	60	0	0	0	0	1
after	sc	r01	circular_buffer_bad.yml	0	308160	34136	85	0	0	0	0	1
after	sc	r01	circular_buffer_ok.yml	0	1149290421	185736	232	0	0	0	0	1
after	sc	r01	dekker-unfair.yml	0	99341	6336	31	0	0	0	0	1
after	sc	r01	dekker.yml	0	93734	6336	31	0	0	0	0	1
after	sc	r01	exponential-nondet.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	fib_safe-5.yml	0	2267824795	194536	243	0	0	0	0	1
after	sc	r01	fib_safe-6.yml	0	5897375538	281136	281	0	0	0	0	1
after	sc	r01	fib_unsafe-5.yml	0	717283950	194536	243	0	0	0	0	1
after	sc	r01	fib_unsafe-6.yml	0	1644455294	281136	281	0	0	0	0	1
after	sc	r01	fib_unsafe-7.yml	0	9904179109	319136	319	0	0	0	0	1
after	sc	r01	lazy01.yml	0	43254	5336	26	0	0	0	0	1
after	sc	r01	pthread-demo-datarace-3.yml	0	33345742	262136	262	0	0	0	0	1
after	sc	r01	queue.yml	0	2903137	160936	201	0	0	0	0	1
after	sc	r01	queue_longer.yml	0	0	0	0	0	0	0	0	0
after	sc	r01	queue_ok.yml	0	607560	183336	229	0	0	0	0	1
after	sc	r01	queue_ok_longer.yml	26399507	363653109	23936072	4029	0	0	0	0	1
after	sc	r01	queue_ok_longest.yml	95970110	652562054	94781648	8029	0	0	0	0	1
after	sc	r01	race-1_1-join.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	race-1_2-join.yml	0	18077	4736	23	0	0	0	0	1
after	sc	r01	race-1_3-join.yml	0	19936	4736	23	0	0	0	0	1
after	sc	r01	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	reorder_2.yml	0	35681029	32936	82	0	0	0	0	1
after	sc	r01	singleton.yml	0	82098	8736	43	0	0	0	0	1
after	sc	r01	singleton_with-uninit-problems.yml	0	128524	8936	44	0	0	0	0	1
after	sc	r01	stateful01-1.yml	0	39008	6336	31	0	0	0	0	1
after	sc	r01	stateful01-2.yml	0	140870	6536	32	0	0	0	0	1
after	sc	r01	szymanski.yml	0	339157	5936	29	0	0	0	0	1
after	sc	r01	time_var_mutex.yml	0	38129	5736	28	0	0	0	0	1
after	sc	r01	triangular-1.yml	0	1151319302	27336	68	0	0	0	0	1
after	sc	r01	triangular-2.yml	0	180516242	27336	68	0	0	0	0	1
after	sc	r01	twostage_3.yml	0	868333	40136	100	0	0	0	0	1
after	sc	r01	unwind2-1.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	unwind2-100.yml	0	0	0	0	0	0	0	0	1
after	sc	r01	unwind3-1.yml	0	14521	3736	18	0	0	0	0	1
after	sc	r02	01b_inc.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	02_inc_cas.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_01-priv_nr_true.yml	0	40110	3336	16	0	0	0	0	1
after	sc	r02	13-privatized_18-first-reads_true.yml	0	31041	2536	12	0	0	0	0	1
after	sc	r02	13-privatized_18-first-reads_unknown_1_neg.yml	0	19007	1736	8	0	0	0	0	1
after	sc	r02	13-privatized_18-first-reads_unknown_2_pos.yml	0	22217	1736	8	0	0	0	0	1
after	sc	r02	13-privatized_19-publish-precision_true.yml	0	62712	3736	18	0	0	0	0	1
after	sc	r02	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_19-publish-precision_unknown_1_pos.yml	0	15802	2736	13	0	0	0	0	1
after	sc	r02	13-privatized_19-publish-precision_unknown_2_neg.yml	0	16615	2736	13	0	0	0	0	1
after	sc	r02	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_20-publish-regression_true.yml	0	21432	2536	12	0	0	0	0	1
after	sc	r02	13-privatized_24-multiple-protecting_true.yml	0	307126	10536	52	0	0	0	0	1
after	sc	r02	13-privatized_25-struct_nr_true.yml	0	35680	3336	16	0	0	0	0	1
after	sc	r02	13-privatized_27-multiple-protecting2_true.yml	0	920259	12336	61	0	0	0	0	1
after	sc	r02	13-privatized_29-multiple-protecting2-vesal_true.yml	0	92226	6336	31	0	0	0	0	1
after	sc	r02	13-privatized_30-traces-oplus-vs-meet_true.yml	0	55676	4336	21	0	0	0	0	1
after	sc	r02	13-privatized_31-traces-mine-vs-mutex_true.yml	0	108329	5136	25	0	0	0	0	1
after	sc	r02	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	91882	6136	30	0	0	0	0	1
after	sc	r02	13-privatized_33-traces-v-matters_true.yml	0	50866	3936	19	0	0	0	0	1
after	sc	r02	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	33011	2936	14	0	0	0	0	1
after	sc	r02	13-privatized_35-traces-ex-2_true.yml	0	68244	4136	20	0	0	0	0	1
after	sc	r02	13-privatized_36-traces-ex-3_true.yml	0	60775	3736	18	0	0	0	0	1
after	sc	r02	13-privatized_37-traces-ex-4_true.yml	0	32616	3136	15	0	0	0	0	1
after	sc	r02	13-privatized_38-traces-ex-4-switch_true.yml	0	60134	4136	20	0	0	0	0	1
after	sc	r02	13-privatized_40-traces-ex-6_true.yml	0	34990	2936	14	0	0	0	0	1
after	sc	r02	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	18711	2736	13	0	0	0	0	1
after	sc	r02	13-privatized_42-traces-ex-mini_true.yml	0	33332	3936	19	0	0	0	0	1
after	sc	r02	13-privatized_44-traces-mine2_true.yml	0	15732	2736	13	0	0	0	0	1
after	sc	r02	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	41669	4136	20	0	0	0	0	1
after	sc	r02	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_47-refine-protected2_true.yml	0	34728	2536	12	0	0	0	0	1
after	sc	r02	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	14_spin2003.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	28-race_reach_01-simple_racing.yml	0	12027114655	1807007952	40017	0	0	0	0	1
after	sc	r02	28-race_reach_06-cond_racing1.yml	0	10155499374	1807007952	40017	0	0	0	0	1
after	sc	r02	28-race_reach_11-ptr_racing.yml	0	13607468424	1807007952	40017	0	0	0	0	1
after	sc	r02	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	28-race_reach_24-sound_lock_racing.yml	0	8692132153	1807007952	40017	0	0	0	0	1
after	sc	r02	28-race_reach_37-indirect_racing.yml	0	8894041348	1807053072	40018	0	0	0	0	1
after	sc	r02	28-race_reach_45-escape_racing.yml	0	12744	3936	19	0	0	0	0	1
after	sc	r02	28-race_reach_46-escape_racefree.yml	0	22819	3536	17	0	0	0	0	1
after	sc	r02	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	36-apron_11-traces-max-simple_true.yml	0	39690	2536	12	0	0	0	0	1
after	sc	r02	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	36-apron_21-traces-cluster-based_true.yml	0	195038	7136	35	0	0	0	0	1
after	sc	r02	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	butterfly.yml	0	3525898584	12136	60	0	0	0	0	1
after	sc	r02	circular_buffer_bad.yml	0	324712	34136	85	0	0	0	0	1
after	sc	r02	circular_buffer_ok.yml	0	724880152	185736	232	0	0	0	0	1
after	sc	r02	dekker-unfair.yml	0	90507	6336	31	0	0	0	0	1
after	sc	r02	dekker.yml	0	110632	6336	31	0	0	0	0	1
after	sc	r02	exponential-nondet.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	fib_safe-5.yml	0	1697809013	194536	243	0	0	0	0	1
after	sc	r02	fib_safe-6.yml	0	9499250576	281136	281	0	0	0	0	1
after	sc	r02	fib_unsafe-5.yml	0	555642899	194536	243	0	0	0	0	1
after	sc	r02	fib_unsafe-6.yml	0	1552902840	281136	281	0	0	0	0	1
after	sc	r02	fib_unsafe-7.yml	0	9245951082	319136	319	0	0	0	0	1
after	sc	r02	lazy01.yml	0	42514	5336	26	0	0	0	0	1
after	sc	r02	pthread-demo-datarace-3.yml	0	6894288	262136	262	0	0	0	0	1
after	sc	r02	queue.yml	0	2880487	160936	201	0	0	0	0	1
after	sc	r02	queue_longer.yml	0	0	0	0	0	0	0	0	0
after	sc	r02	queue_ok.yml	0	626224	183336	229	0	0	0	0	1
after	sc	r02	queue_ok_longer.yml	53625379	339274617	23936072	4029	0	0	0	0	1
after	sc	r02	queue_ok_longest.yml	242729621	1123946810	94781648	8029	0	0	0	0	1
after	sc	r02	race-1_1-join.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	race-1_2-join.yml	0	14312	4736	23	0	0	0	0	1
after	sc	r02	race-1_3-join.yml	0	13810	4736	23	0	0	0	0	1
after	sc	r02	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	reorder_2.yml	0	21827007	32936	82	0	0	0	0	1
after	sc	r02	singleton.yml	0	73184	8736	43	0	0	0	0	1
after	sc	r02	singleton_with-uninit-problems.yml	0	116117	8936	44	0	0	0	0	1
after	sc	r02	stateful01-1.yml	0	44054	6336	31	0	0	0	0	1
after	sc	r02	stateful01-2.yml	0	104308	6536	32	0	0	0	0	1
after	sc	r02	szymanski.yml	0	344149	5936	29	0	0	0	0	1
after	sc	r02	time_var_mutex.yml	0	36865	5736	28	0	0	0	0	1
after	sc	r02	triangular-1.yml	0	892865991	27336	68	0	0	0	0	1
after	sc	r02	triangular-2.yml	0	174459318	27336	68	0	0	0	0	1
after	sc	r02	twostage_3.yml	0	831677	40136	100	0	0	0	0	1
after	sc	r02	unwind2-1.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	unwind2-100.yml	0	0	0	0	0	0	0	0	1
after	sc	r02	unwind3-1.yml	0	17115	3736	18	0	0	0	0	1
after	sc	r03	01b_inc.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	02_inc_cas.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_01-priv_nr_true.yml	0	35785	3336	16	0	0	0	0	1
after	sc	r03	13-privatized_18-first-reads_true.yml	0	29694	2536	12	0	0	0	0	1
after	sc	r03	13-privatized_18-first-reads_unknown_1_neg.yml	0	27629	1736	8	0	0	0	0	1
after	sc	r03	13-privatized_18-first-reads_unknown_2_pos.yml	0	14244	1736	8	0	0	0	0	1
after	sc	r03	13-privatized_19-publish-precision_true.yml	0	67887	3736	18	0	0	0	0	1
after	sc	r03	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_19-publish-precision_unknown_1_pos.yml	0	20046	2736	13	0	0	0	0	1
after	sc	r03	13-privatized_19-publish-precision_unknown_2_neg.yml	0	26382	2736	13	0	0	0	0	1
after	sc	r03	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	1
after	sc	r03	13-privatized_20-publish-regression_true.yml	0	27789	2536	12	0	0	0	0	1
after	sc	r03	13-privatized_24-multiple-protecting_true.yml	0	283902	10536	52	0	0	0	0	1
after	sc	r03	13-privatized_25-struct_nr_true.yml	0	27717	3336	16	0	0	0	0	1
after	sc	r03	13-privatized_27-multiple-protecting2_true.yml	0	928584	12336	61	0	0	0	0	1
after	sc	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	0	93760	6336	31	0	0	0	0	1
after	sc	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	0	50068	4336	21	0	0	0	0	1
after	sc	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	0	87571	5136	25	0	0	0	0	1
after	sc	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	94334	6136	30	0	0	0	0	1
after	sc	r03	13-privatized_33-traces-v-matters_true.yml	0	40625	3936	19	0	0	0	0	1
after	sc	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	27373	2936	14	0	0	0	0	1
after	sc	r03	13-privatized_35-traces-ex-2_true.yml	0	56962	4136	20	0	0	0	0	1
after	sc	r03	13-privatized_36-traces-ex-3_true.yml	0	56407	3736	18	0	0	0	0	1
after	sc	r03	13-privatized_37-traces-ex-4_true.yml	0	42318	3136	15	0	0	0	0	1
