model	repetition	task	before_status	after_status	before_category	after_category	common_terminal	before_cpu_s	after_cpu_s	before_wall_s	after_wall_s	before_memory_bytes	after_memory_bytes	before_executions	after_executions	before_snapshot_bytes	after_snapshot_bytes	before_base_bytes	after_base_bytes	before_lazy_checks	after_lazy_checks	before_lazy_candidates	after_lazy_candidates	terminal_verdict_match	execution_match	candidate_match	lazy_check_match	snapshot_match	base_match	cpu_ratio	wall_ratio	memory_ratio
sc	r01	c/pthread-theta/unwind3-1.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.065323419	0.069776628	0.06909242202527821	0.07642693293746561	25825280.0	25956352.0											True	True	True	True	True	True	1.068171707301481	1.1061550702261385	1.0050753370341
sc	r01	c/pthread/butterfly.yml	true	true	correct	correct	True	14.113355938	13.960095875	14.245184813975357	14.120668507996015	26038272.0	26034176.0											True	True	True	True	True	True	0.9891407781626659	0.9912590599837509	0.9998426930942268
sc	r01	c/pthread/fib_safe-5.yml	true	true	correct	correct	True	3.965241748	3.864246105	4.028322149068117	3.8873807000927627	25882624.0	25874432.0											True	True	True	True	True	True	0.9745297640299131	0.9650123689814731	0.9996834942237696
sc	r01	c/pthread/fib_safe-6.yml	true	true	correct	correct	True	19.443168335	19.370981401	20.480086231022142	19.44913390802685	25903104.0	25878528.0											True	True	True	True	True	True	0.9962872854487377	0.9496607430571431	0.9990512333965844
sc	r01	c/pthread/fib_unsafe-5.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	1.062572017	1.047801207	1.077854138915427	1.057743808021769	25841664.0	25821184.0											True	True	True	True	True	True	0.986099003395833	0.9813422520101897	0.9992074813758123
sc	r01	c/pthread/fib_unsafe-6.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	5.429300472	5.439834218	5.441770973033272	5.46310617600102	25825280.0	25821184.0											True	True	True	True	True	True	1.0019401663352994	1.00392063596088	0.9998413957176844
sc	r01	c/pthread/fib_unsafe-7.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	26.093373239	25.858146817	26.150371556985192	25.888419994036667	25923584.0	25821184.0											True	True	True	True	True	True	0.9909852045634168	0.989982874148549	0.9960499288987201
sc	r01	c/pthread/lazy01.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.06786643	0.072713425	0.08136824297253042	0.07810418400913477	25976832.0	25956352.0											True	True	True	True	True	True	1.0714196252845478	0.9598853453859439	0.99921160517187
sc	r01	c/pthread/queue.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.087020181	0.09391951	0.09400049201212823	0.10772237298078835	25985024.0	26038272.0											True	True	True	True	True	True	1.0792842409739414	1.1459766930463477	1.0020491803278688
sc	r01	c/pthread/queue_longer.yml	TIMEOUT	TIMEOUT	error	error	False	61.005383643	61.002124388	61.076285943971016	61.07939875603188	1078132736.0	1081589760.0											True	True	True	True	True	True			
sc	r01	c/pthread/queue_ok.yml	true	true	correct	correct	True	0.072046528	0.077178923	0.08349914196878672	0.08044519904069602	25976832.0	26025984.0											True	True	True	True	True	True	1.0712372288085832	0.9634254573629953	1.0018921475875118
sc	r01	c/pthread/queue_ok_longer.yml	true	true	correct	correct	True	0.460685139	0.449309115	0.4676737419795245	0.4575526509433985	79396864.0	79343616.0											True	True	True	True	True	True	0.9753062926564253	0.9783586502135304	0.9993293437886918
sc	r01	c/pthread/queue_ok_longest.yml	true	true	correct	correct	True	1.616652934	1.60330082	1.6298801250522956	1.6285848029656336	276967424.0	276955136.0											True	True	True	True	True	True	0.9917408902559169	0.9992052654261181	0.999955633771573
sc	r01	c/pthread/reorder_2.yml	false(unreach-call)	false(unreach-call)	correct	correct	True	0.145695872	0.145120141	0.15396642696578056	0.15943206497468054	26030080.0	25968640.0											True	True	True	True	True	True	0.9960484055443932	1.0354988948994364	0.997639653815893
