variant	model	repetition	task	status	category	cpu_s	wall_s	memory_bytes	executions	snapshot_bytes	base_bytes	lazy_checks	lazy_candidates
before	sc	r03	c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	0.072376646	0.07762221805751324	25776128.0					
before	sc	r03	c/goblint-regression/36-apron_16-traces-unprot2_true.yml	true	correct	0.07267061	0.07642817695159465	25714688.0					
before	sc	r03	c/goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	true	correct	0.068289919	0.08704979694448411	25812992.0					
before	sc	r03	c/goblint-regression/13-privatized_47-refine-protected2_true.yml	true	correct	0.069536418	0.07251751096919179	25784320.0					
before	sc	r03	c/goblint-regression/13-privatized_46-refine-protected1_true.yml	true	correct	0.069647631	0.07564080995507538	25800704.0					
before	sc	r03	c/goblint-regression/36-apron_11-traces-max-simple_true.yml	true	correct	0.070858518	0.07695356104522943	25837568.0					
before	sc	r03	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	correct	0.069113148	0.07546641305088997	25772032.0					
before	sc	r03	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	0.06998983	0.07523329497780651	25784320.0					
before	sc	r03	c/goblint-regression/13-privatized_40-traces-ex-6_true.yml	true	correct	0.071635213	0.07979886303655803	25751552.0					
before	sc	r03	c/goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	true	correct	0.067900024	0.07353962701745331	25825280.0					
before	sc	r03	c/goblint-regression/13-privatized_44-traces-mine2_true.yml	true	correct	0.071265939	0.07862538902554661	25812992.0					
before	sc	r03	c/goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	correct	0.069082498	0.07442232605535537	25829376.0					
before	sc	r03	c/goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	0.071341024	0.07484287896659225	25837568.0					
before	sc	r03	c/goblint-regression/13-privatized_36-traces-ex-3_true.yml	true	correct	0.074602011	0.08316821698099375	25780224.0					
before	sc	r03	c/goblint-regression/13-privatized_18-first-reads_true.yml	true	correct	0.071187974	0.07446509203873575	25858048.0					
before	sc	r03	c/goblint-regression/13-privatized_35-traces-ex-2_true.yml	true	correct	0.071673756	0.07883240398950875	25833472.0					
before	sc	r03	c/goblint-regression/13-privatized_37-traces-ex-4_true.yml	true	correct	0.071586769	0.07636806392110884	25841664.0					
before	sc	r03	c/goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	true	correct	0.070918188	0.07621336402371526	25853952.0					
