task	status	category	interpretation	cputime	walltime	memory	executions	blocked	xml
c/pthread-driver-races/char_pc8736x_gpio_pc8736x_gpio_configure_pc8736x_gpio_set.yml	true	correct	benchmark-consistent	0.16729039s	0.1908243770012632s	29630464B			shard1/fair-census-shard1.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-driver-races/char_pc8736x_gpio_pc8736x_gpio_current_pc8736x_gpio_get.yml	true	correct	benchmark-consistent	0.167442704s	0.18990881502395496s	29630464B			shard1/fair-census-shard1.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-driver-races/char_pc8736x_gpio_pc8736x_gpio_configure_pc8736x_gpio_current.yml	true	correct	benchmark-consistent	0.167625808s	0.1893109409720637s	29618176B			shard1/fair-census-shard1.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-driver-races/char_pc8736x_gpio_pc8736x_gpio_change_pc8736x_gpio_set.yml	true	wrong	conditional-input-miss	0.169659877s	0.18157966999569908s	29622272B			shard1/fair-census-shard1.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-driver-races/char_pc8736x_gpio_pc8736x_gpio_change_pc8736x_gpio_current.yml	true	wrong	conditional-input-miss	0.170948801s	0.21011422900483012s	29642752B			shard1/fair-census-shard1.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/ldv-linux-3.14-races/linux-3.14--drivers--net--irda--nsc-ircc.ko.cil.yml	TIMEOUT	error	unknown	60.994593405s	61.01718133199029s	51716096B			shard1/fair-census-shard1.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/ldv-linux-3.14-races/linux-3.14--drivers--media--platform--marvell-ccic--cafe_ccic.ko.cil-2.yml	SEGMENTATION FAULT	error	unknown	0.586745684s	0.7030410230509005s	40390656B			shard1/fair-census-shard1.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	benchmark-consistent	0.081659501s	0.08708800200838596s	25698304B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/36-apron_16-traces-unprot2_true.yml	true	correct	benchmark-consistent	0.076149405s	0.08347180596319959s	25559040B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_47-refine-protected2_true.yml	true	correct	benchmark-consistent	0.069969491s	0.08091147895902395s	25690112B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/36-apron_11-traces-max-simple_true.yml	true	correct	benchmark-consistent	0.072573026s	0.07811596902320161s	25694208B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	benchmark-consistent	0.068402625s	0.07279699901118875s	25690112B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	true	correct	benchmark-consistent	0.073205075s	0.07938125502550974s	25694208B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_18-first-reads_unknown_1_pos.yml	true	wrong	conditional-input-miss	0.075336055s	0.08023705799132586s	25694208B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	benchmark-consistent	0.07215614s	0.07894908101297915s	25694208B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_52-refine-protected-loop2-small_true.yml	TIMEOUT	error	unknown	60.978578687s	61.02037081797607s	129163264B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_18-first-reads_true.yml	true	correct	benchmark-consistent	0.071351114s	0.07904777099611238s	25690112B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_37-traces-ex-4_true.yml	true	correct	benchmark-consistent	0.069376686s	0.07361897599184886s	25698304B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	correct	benchmark-consistent	0.07007966s	0.07702987099764869s	25780224B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	correct	benchmark-consistent	0.072589423s	0.07689373899484053s	25698304B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	correct	benchmark-consistent	0.071837768s	0.07643906102748588s	25636864B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_19-publish-precision_true.yml	true	correct	benchmark-consistent	0.073045857s	0.0782100820215419s	25686016B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_33-traces-v-matters_true.yml	true	correct	benchmark-consistent	0.070333982s	0.0767366029904224s	25735168B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	true	correct	benchmark-consistent	0.072608792s	0.0767129780142568s	25841664B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	correct	benchmark-consistent	0.070319508s	0.079327485000249s	25718784B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_20-publish-regression_true.yml	true	correct	benchmark-consistent	0.070352231s	0.08056478603975847s	25739264B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	benchmark-consistent	0.07711671s	0.08347852196311578s	25800704B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	benchmark-consistent	0.080394547s	0.09103273699292913s	25792512B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_24-multiple-protecting_true.yml	true	correct	benchmark-consistent	0.071112513s	0.07674297702033073s	25755648B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-figure1.wvr.yml	true	correct	benchmark-consistent	0.064393408s	0.07468155503738672s	25247744B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/bench-exp1x3.wvr.yml	true	correct	benchmark-consistent	0.06641311s	0.07332037598825991s	25288704B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/36-apron_21-traces-cluster-based_true.yml	true	correct	benchmark-consistent	0.070866844s	0.07870358001673594s	25767936B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	benchmark-consistent	0.073152591s	0.0802604680065997s	25776128B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/mult-comm.wvr.yml	OUT OF MEMORY	error	unknown	10.433731651s	10.457621162000578s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/security.wvr.yml	true	correct	benchmark-consistent	0.071213048s	0.08150648500304669s	25280512B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-easy6.wvr.yml	true	correct	benchmark-consistent	0.071254047s	0.07999712502351031s	25300992B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-nonblocking-cntr.wvr.yml	true	correct	benchmark-consistent	0.070225219s	0.07824937900295481s	25280512B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-3.wvr.yml	true	correct	benchmark-consistent	0.067578407s	0.08122586901299655s	25223168B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-nonblocking-cntr-alt.wvr.yml	true	correct	benchmark-consistent	0.06576451s	0.07816158200148493s	25260032B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-sre-symm.wvr.yml	true	correct	benchmark-consistent	0.07007555s	0.07732592598767951s	25341952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_27-multiple-protecting2_true.yml	true	correct	benchmark-consistent	0.07912274s	0.08533260400872678s	25858048B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/mult-flipped-dist.wvr.yml	OUT OF MEMORY	error	unknown	10.905331498s	10.938338026986457s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-difference-det.wvr.yml	true	correct	benchmark-consistent	0.069309428s	0.08042000100249425s	25305088B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-4.wvr.yml	true	correct	benchmark-consistent	0.068700719s	0.0772601329954341s	25231360B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/bench-exp2x3.wvr.yml	true	correct	benchmark-consistent	0.071874972s	0.07950510905357078s	25300992B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-ticket-3.wvr.yml	true	correct	benchmark-consistent	0.065352959s	0.07804995001060888s	25333760B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/bench-exp2x4.wvr.yml	true	correct	benchmark-consistent	0.069197564s	0.08102067897561938s	25341952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-3-extended.wvr.yml	true	correct	benchmark-consistent	0.090603819s	0.10131569998338819s	25313280B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-bluetooth.wvr.yml	true	correct	benchmark-consistent	0.071610842s	0.08007770398398861s	25272320B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/bench-exp2x6.wvr.yml	true	correct	benchmark-consistent	0.070031889s	0.08365359297022223s	25296896B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-ticket-4.wvr.yml	true	correct	benchmark-consistent	0.069094842s	0.07822127995314077s	25280512B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/array-eq-symm.wvr.yml	true	correct	benchmark-consistent	0.068026664s	0.07642989204032347s	25243648B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/fibonacci.wvr.yml	true	correct	benchmark-consistent	0.068062977s	0.07996532996185124s	25288704B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-mult-4.wvr.yml	TIMEOUT	error	unknown	60.976989876s	61.01953925000271s	128864256B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-file-item-symm.wvr.yml	true	correct	benchmark-consistent	0.070395599s	0.0905242869630456s	25317376B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-simpl-str-trans.wvr.yml	true	correct	benchmark-consistent	0.070348728s	0.08067534299334511s	25358336B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/bench-exp2x9.wvr.yml	true	correct	benchmark-consistent	0.07034408s	0.07896603597328067s	25313280B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-2.wvr.yml	true	correct	benchmark-consistent	0.069794123s	0.07976281398441643s	25329664B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-simple-queue.wvr.yml	true	correct	benchmark-consistent	0.077199579s	0.08346574002644047s	25358336B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-simpl-str-subst.wvr.yml	true	correct	benchmark-consistent	0.07204752s	0.07968979800352827s	25280512B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-sum-array-hom.wvr.yml	true	correct	benchmark-consistent	0.071542288s	0.08083096198970452s	25337856B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-cond-2.wvr.yml	true	correct	benchmark-consistent	0.070368343s	0.07697372499387711s	25251840B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-simple-array-sum.wvr.yml	true	correct	benchmark-consistent	0.069443129s	0.0734127460164018s	25292800B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-min-le-max.wvr.yml	true	correct	benchmark-consistent	0.077102563s	0.08809325296897441s	25382912B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-array-sum.wvr.yml	true	wrong	conditional-input-miss	0.076937788s	0.08355089300312102s	25403392B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-max-array.wvr.yml	true	correct	benchmark-consistent	0.068104424s	0.0772589499829337s	25321472B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-4.wvr.yml	true	correct	benchmark-consistent	0.070370777s	0.07925660297041759s	25296896B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-three-array-sum-alt.wvr.yml	true	correct	benchmark-consistent	0.075355858s	0.0792308070231229s	25362432B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-max-array-hom.wvr.yml	true	correct	benchmark-consistent	0.072375487s	0.08185302402125672s	25260032B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-min-max-1.wvr.yml	OUT OF MEMORY	error	unknown	16.1322772s	16.218595203012228s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-array-int-symm.wvr.yml	true	correct	benchmark-consistent	0.072750388s	0.08642999798757955s	25362432B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-5.wvr.yml	true	correct	benchmark-consistent	0.069499641s	0.07748757698573172s	25309184B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-vector-add.wvr.yml	true	correct	benchmark-consistent	0.070241091s	0.07742296101059765s	25300992B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-ticket-6.wvr.yml	true	correct	benchmark-consistent	0.072296094s	0.08024268801091239s	25300992B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-file-item-trans.wvr.yml	true	correct	benchmark-consistent	0.070423668s	0.07708441599970683s	25300992B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-queue-add-2.wvr.yml	true	correct	benchmark-consistent	0.073892265s	0.08398765797028318s	25264128B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-min-max-dec.wvr.yml	true	correct	benchmark-consistent	0.075753434s	0.0838530799956061s	25354240B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-time-trans.wvr.yml	true	correct	benchmark-consistent	0.070482065s	0.07859320600982755s	25305088B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/array-eq-trans.wvr.yml	true	correct	benchmark-consistent	0.073554478s	0.08241912699304521s	25407488B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-three-array-sum.wvr.yml	true	correct	benchmark-consistent	0.070744133s	0.08033260400407016s	25300992B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-cond-4.wvr.yml	true	correct	benchmark-consistent	0.072522481s	0.0803610939765349s	25329664B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-collitem-symm.wvr.yml	true	correct	benchmark-consistent	0.070469338s	0.08077282697195187s	25305088B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-word-symm.wvr.yml	OUT OF MEMORY	error	unknown	14.546221161s	14.573372299026232s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-file-item-subst.wvr.yml	true	correct	benchmark-consistent	0.073723188s	0.08581378002418205s	25362432B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-array-int-trans.wvr.yml	true	correct	benchmark-consistent	0.072660487s	0.08004468999570236s	25329664B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-min-max-inc-dec.wvr.yml	true	correct	benchmark-consistent	0.0762062s	0.08311335399048403s	25337856B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-dec-subseq.wvr.yml	true	correct	benchmark-consistent	0.070489674s	0.07584579900139943s	25341952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-exp-term-subst.wvr.yml	true	correct	benchmark-consistent	0.07124714s	0.07767620298545808s	25378816B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-cond-5.wvr.yml	true	correct	benchmark-consistent	0.071980632s	0.08233527996344492s	25362432B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-two-queue.wvr.yml	true	correct	benchmark-consistent	0.07207011s	0.07832518697250634s	25284608B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-lamport.wvr.yml	true	correct	benchmark-consistent	0.074511856s	0.08236381999449804s	25378816B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-prod-cons.wvr.yml	true	correct	benchmark-consistent	0.073956621s	0.07905517000472173s	25329664B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-multiply-verify.wvr.yml	OUT OF MEMORY	error	unknown	14.746924175s	14.772462903987616s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-send-receive.wvr.yml	true	correct	benchmark-consistent	0.072013843s	0.08352849498623982s	25362432B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-chromosome-trans.wvr.yml	true	correct	benchmark-consistent	0.074109834s	0.08107333502266556s	25350144B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-word-trans.wvr.yml	OUT OF MEMORY	error	unknown	14.961045079s	15.045517411024775s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-dot-product-alt.wvr.yml	true	correct	benchmark-consistent	0.072933378s	0.0834139070357196s	25382912B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-word-subst.wvr.yml	OUT OF MEMORY	error	unknown	15.037503343s	15.075420786975883s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-queue-add-3.wvr.yml	true	correct	benchmark-consistent	0.073671007s	0.0807615719968453s	25407488B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-barrier-loop.wvr.yml	true	wrong	conditional-input-miss	0.071692466s	0.0856673670350574s	25427968B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-node-symm.wvr.yml	true	correct	benchmark-consistent	0.07234679s	0.080311015015468s	25473024B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-parallel-sum-equiv.wvr.yml	true	correct	benchmark-consistent	0.077925447s	0.08361018396681175s	25432064B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-name-comparator-symm.wvr.yml	true	correct	benchmark-consistent	0.076849811s	0.08749386499403045s	25427968B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-ring-nondet.wvr.yml	true	correct	benchmark-consistent	0.078258085s	0.0866450039902702s	25481216B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-buffer-mult-alt2.wvr.yml	OUT OF MEMORY	error	unknown	14.787251632s	14.818814022000879s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-mult3.wvr.yml	OUT OF MEMORY	error	unknown	15.010884206s	15.037488780973945s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-node-trans.wvr.yml	true	correct	benchmark-consistent	0.078063692s	0.08884433499770239s	25468928B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-node-subst.wvr.yml	true	correct	benchmark-consistent	0.076960793s	0.08961113501572981s	25489408B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-buffer-mult-alt3.wvr.yml	OUT OF MEMORY	error	unknown	14.767657134s	14.792112837953027s	3999997952B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-series3.wvr.yml	true	wrong	conditional-input-miss	0.072993274s	0.08206327998777851s	25436160B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-commit-1.wvr.yml	true	correct	benchmark-consistent	0.082745857s	0.08958334603812546s	25468928B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-prod-cons-eq.wvr.yml	true	correct	benchmark-consistent	0.078518254s	0.0864014329854399s	25538560B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-name-comparator-subst.wvr.yml	true	correct	benchmark-consistent	0.081586234s	0.09137904498493299s	25493504B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-commit-1.wvr-bad.yml	true	correct	benchmark-consistent	0.075909343s	0.08548673702171072s	25468928B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-nzb-file-trans.wvr.yml	true	correct	benchmark-consistent	0.106922204s	0.11469896603375673s	25567232B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-nzb-file-subst.wvr.yml	true	correct	benchmark-consistent	0.11071732s	0.12344578700140119s	25624576B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-poker-hand-trans.wvr.yml	true	correct	benchmark-consistent	0.133897917s	0.14359508798224851s	26378240B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/28_buggy_simple_loop1_vf.yml	TIMEOUT	error	unknown	60.975673355s	61.01398072001757s	25702400B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/14_spin2003.yml	true	correct	benchmark-consistent	0.073837457s	0.08132230001501739s	25694208B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	true	correct	benchmark-consistent	0.070823414s	0.07611371198436245s	25747456B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/45_monabsex1_vs.yml	true	correct	benchmark-consistent	0.071755015s	0.07915721501922235s	25673728B			shard2/fair-census-shard2.2026-07-15_17-20-42.results.genmc-fair-sc.unreach-call.xml.bz2
