variant	model	repetition	task	copy_ns	offline_ns	peak_snapshot_bytes	max_stable_events	lazy_cycle_checks	lazy_edge_candidates	lazy_depth_fallbacks	product_checks	product_state_visits	product_transitions	product_size_fallbacks	executions	records	process_rss_bytes
after	sc	r02	queue_ok_longest.yml	100256029	729680122	94781648	8029	0	0	0	0	0	0	0	2	1	276881408
after	sc	r02	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26005504
after	sc	r02	race-1_2-join.yml	0	20669	4736	23	0	0	0	0	0	0	0	1	1	26091520
after	sc	r02	race-1_3-join.yml	0	13698	4736	23	0	0	0	0	0	0	0	1	1	26083328
after	sc	r02	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26091520
after	sc	r02	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26087424
after	sc	r02	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26091520
after	sc	r02	reorder_2.yml	0	45933221	32936	82	0	0	0	0	0	0	0	162	1	25952256
after	sc	r02	singleton.yml	0	85433	8736	43	0	0	0	0	0	0	0	1	1	26025984
after	sc	r02	singleton_with-uninit-problems.yml	0	116714	8936	44	0	0	0	0	0	0	0	4	1	26013696
after	sc	r02	stateful01-1.yml	0	34090	6336	31	0	0	0	0	0	0	0	0	1	25956352
after	sc	r02	stateful01-2.yml	0	108565	6536	32	0	0	0	0	0	0	0	6	1	25890816
after	sc	r02	szymanski.yml	0	340096	5936	29	0	0	0	0	0	0	0	6	1	25829376
after	sc	r02	time_var_mutex.yml	0	44239	5736	28	0	0	0	0	0	0	0	2	1	25944064
after	sc	r02	triangular-1.yml	0	1550044979	27336	68	0	0	0	0	0	0	0	16632	1	25911296
after	sc	r02	triangular-2.yml	0	186384179	27336	68	0	0	0	0	0	0	0	3638	1	25890816
after	sc	r02	twostage_3.yml	0	860993	40136	100	0	0	0	0	0	0	0	4	1	26144768
after	sc	r02	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25927680
after	sc	r02	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25960448
after	sc	r02	unwind3-1.yml	0	12591	3736	18	0	0	0	0	0	0	0	1	1	25845760
after	sc	r03	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25821184
after	sc	r03	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25874432
after	sc	r03	13-privatized_01-priv_nr_true.yml	0	28787	3336	16	0	0	0	0	0	0	0	2	1	25821184
after	sc	r03	13-privatized_18-first-reads_true.yml	0	27453	2536	12	0	0	0	0	0	0	0	2	1	25821184
after	sc	r03	13-privatized_18-first-reads_unknown_1_neg.yml	0	22356	1736	8	0	0	0	0	0	0	0	0	1	25817088
after	sc	r03	13-privatized_18-first-reads_unknown_2_pos.yml	0	14192	1736	8	0	0	0	0	0	0	0	0	1	25837568
after	sc	r03	13-privatized_19-publish-precision_true.yml	0	57940	3736	18	0	0	0	0	0	0	0	3	1	25817088
after	sc	r03	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25829376
after	sc	r03	13-privatized_19-publish-precision_unknown_1_pos.yml	0	15232	2736	13	0	0	0	0	0	0	0	0	1	25833472
after	sc	r03	13-privatized_19-publish-precision_unknown_2_neg.yml	0	20079	2736	13	0	0	0	0	0	0	0	0	1	25829376
after	sc	r03	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25812992
after	sc	r03	13-privatized_20-publish-regression_true.yml	0	26574	2536	12	0	0	0	0	0	0	0	2	1	25862144
after	sc	r03	13-privatized_24-multiple-protecting_true.yml	0	294770	10536	52	0	0	0	0	0	0	0	7	1	25821184
after	sc	r03	13-privatized_25-struct_nr_true.yml	0	32593	3336	16	0	0	0	0	0	0	0	2	1	25767936
after	sc	r03	13-privatized_27-multiple-protecting2_true.yml	0	972249	12336	61	0	0	0	0	0	0	0	26	1	25911296
after	sc	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	0	93819	6336	31	0	0	0	0	0	0	0	4	1	25927680
after	sc	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	0	58728	4336	21	0	0	0	0	0	0	0	2	1	25845760
after	sc	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	0	91723	5136	25	0	0	0	0	0	0	0	4	1	25821184
after	sc	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	98388	6136	30	0	0	0	0	0	0	0	3	1	25837568
after	sc	r03	13-privatized_33-traces-v-matters_true.yml	0	94043	3936	19	0	0	0	0	0	0	0	1	1	25767936
after	sc	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	42031	2936	14	0	0	0	0	0	0	0	1	1	25792512
after	sc	r03	13-privatized_35-traces-ex-2_true.yml	0	49676	4136	20	0	0	0	0	0	0	0	2	1	25776128
after	sc	r03	13-privatized_36-traces-ex-3_true.yml	0	73595	3736	18	0	0	0	0	0	0	0	3	1	25825280
after	sc	r03	13-privatized_37-traces-ex-4_true.yml	0	28007	3136	15	0	0	0	0	0	0	0	2	1	25837568
after	sc	r03	13-privatized_38-traces-ex-4-switch_true.yml	0	55898	4136	20	0	0	0	0	0	0	0	2	1	25817088
after	sc	r03	13-privatized_40-traces-ex-6_true.yml	0	40533	2936	14	0	0	0	0	0	0	0	1	1	25759744
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25821184
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	19879	2736	13	0	0	0	0	0	0	0	0	1	25825280
after	sc	r03	13-privatized_42-traces-ex-mini_true.yml	0	39925	3936	19	0	0	0	0	0	0	0	2	1	25755648
after	sc	r03	13-privatized_44-traces-mine2_true.yml	0	21779	2736	13	0	0	0	0	0	0	0	1	1	25845760
after	sc	r03	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	50404	4136	20	0	0	0	0	0	0	0	2	1	25780224
after	sc	r03	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25837568
after	sc	r03	13-privatized_47-refine-protected2_true.yml	0	25466	2536	12	0	0	0	0	0	0	0	2	1	25829376
after	sc	r03	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25829376
after	sc	r03	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25743360
after	sc	r03	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25784320
after	sc	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25837568
after	sc	r03	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25829376
after	sc	r03	14_spin2003.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25739264
after	sc	r03	28-race_reach_01-simple_racing.yml	0	10228323378	1807007952	40017	0	0	0	0	0	0	0	0	1	2061058048
after	sc	r03	28-race_reach_06-cond_racing1.yml	0	9189055056	1807007952	40017	0	0	0	0	0	0	0	0	1	2061103104
after	sc	r03	28-race_reach_11-ptr_racing.yml	0	10584740977	1807007952	40017	0	0	0	0	0	0	0	0	1	2061017088
after	sc	r03	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	56721408
after	sc	r03	28-race_reach_24-sound_lock_racing.yml	0	9345501636	1807007952	40017	0	0	0	0	0	0	0	0	1	2061082624
after	sc	r03	28-race_reach_37-indirect_racing.yml	0	9418489554	1807053072	40018	0	0	0	0	0	0	0	0	1	2061045760
after	sc	r03	28-race_reach_45-escape_racing.yml	0	12104	3936	19	0	0	0	0	0	0	0	0	1	25866240
after	sc	r03	28-race_reach_46-escape_racefree.yml	0	41239	3536	17	0	0	0	0	0	0	0	2	1	25870336
after	sc	r03	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r03	36-apron_11-traces-max-simple_true.yml	0	60489	2536	12	0	0	0	0	0	0	0	2	1	25825280
after	sc	r03	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25694208
after	sc	r03	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25800704
after	sc	r03	36-apron_21-traces-cluster-based_true.yml	0	205940	7136	35	0	0	0	0	0	0	0	6	1	25968640
after	sc	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25870336
after	sc	r03	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25792512
after	sc	r03	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25821184
after	sc	r03	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r03	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25829376
after	sc	r03	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r03	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25870336
after	sc	r03	butterfly.yml	0	4998350777	12136	60	0	0	0	0	0	0	0	64560	1	26034176
after	sc	r03	circular_buffer_bad.yml	0	15506561	34136	85	0	0	0	0	0	0	0	1	1	25890816
after	sc	r03	circular_buffer_ok.yml	0	742152341	185736	232	0	0	0	0	0	0	0	3432	1	25919488
after	sc	r03	dekker-unfair.yml	0	109120	6336	31	0	0	0	0	0	0	0	4	1	25911296
after	sc	r03	dekker.yml	0	86506	6336	31	0	0	0	0	0	0	0	4	1	25825280
after	sc	r03	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25849856
after	sc	r03	fib_safe-5.yml	0	4485094919	194536	243	0	0	0	0	0	0	0	2772	1	25772032
after	sc	r03	fib_safe-6.yml	0	11499834277	281136	281	0	0	0	0	0	0	0	12012	1	25821184
after	sc	r03	fib_unsafe-5.yml	0	449387105	194536	243	0	0	0	0	0	0	0	632	1	25829376
after	sc	r03	fib_unsafe-6.yml	0	1568195563	281136	281	0	0	0	0	0	0	0	2942	1	25829376
after	sc	r03	fib_unsafe-7.yml	0	8707657393	319136	319	0	0	0	0	0	0	0	13238	1	25833472
after	sc	r03	lazy01.yml	0	48806	5336	26	0	0	0	0	0	0	0	1	1	25956352
after	sc	r03	pthread-demo-datarace-3.yml	0	87058404	262136	262	0	0	0	0	0	0	0	0	1	25792512
after	sc	r03	queue.yml	0	2874250	160936	201	0	0	0	0	0	0	0	2	1	26038272
after	sc	r03	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0	1061543936
after	sc	r03	queue_ok.yml	0	623660	183336	229	0	0	0	0	0	0	0	2	1	25956352
after	sc	r03	queue_ok_longer.yml	24230400	163208815	23936072	4029	0	0	0	0	0	0	0	2	1	79368192
after	sc	r03	queue_ok_longest.yml	113408489	1390920474	94781648	8029	0	0	0	0	0	0	0	2	1	276971520
after	sc	r03	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25968640
after	sc	r03	race-1_2-join.yml	0	13926	4736	23	0	0	0	0	0	0	0	1	1	26038272
after	sc	r03	race-1_3-join.yml	0	13186	4736	23	0	0	0	0	0	0	0	1	1	26066944
after	sc	r03	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26120192
after	sc	r03	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26112000
after	sc	r03	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26165248
after	sc	r03	reorder_2.yml	0	41981859	32936	82	0	0	0	0	0	0	0	162	1	25952256
after	sc	r03	singleton.yml	0	72019	8736	43	0	0	0	0	0	0	0	1	1	26087424
after	sc	r03	singleton_with-uninit-problems.yml	0	119977	8936	44	0	0	0	0	0	0	0	4	1	26091520
after	sc	r03	stateful01-1.yml	0	46300	6336	31	0	0	0	0	0	0	0	0	1	25923584
after	sc	r03	stateful01-2.yml	0	103163	6536	32	0	0	0	0	0	0	0	6	1	25923584
after	sc	r03	szymanski.yml	0	345037	5936	29	0	0	0	0	0	0	0	6	1	25825280
after	sc	r03	time_var_mutex.yml	0	37006	5736	28	0	0	0	0	0	0	0	2	1	25968640
after	sc	r03	triangular-1.yml	0	1785282840	27336	68	0	0	0	0	0	0	0	16632	1	25841664
after	sc	r03	triangular-2.yml	0	185039673	27336	68	0	0	0	0	0	0	0	3638	1	25931776
after	sc	r03	twostage_3.yml	0	860801	40136	100	0	0	0	0	0	0	0	4	1	26214400
after	sc	r03	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25821184
after	sc	r03	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25960448
after	sc	r03	unwind3-1.yml	0	12225	3736	18	0	0	0	0	0	0	0	1	1	25858048
after	sc	r04	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25837568
after	sc	r04	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r04	13-privatized_01-priv_nr_true.yml	0	37520	3336	16	0	0	0	0	0	0	0	2	1	25800704
after	sc	r04	13-privatized_18-first-reads_true.yml	0	31876	2536	12	0	0	0	0	0	0	0	2	1	25780224
after	sc	r04	13-privatized_18-first-reads_unknown_1_neg.yml	0	15933	1736	8	0	0	0	0	0	0	0	0	1	25878528
after	sc	r04	13-privatized_18-first-reads_unknown_2_pos.yml	0	16767	1736	8	0	0	0	0	0	0	0	0	1	25776128
after	sc	r04	13-privatized_19-publish-precision_true.yml	0	60417	3736	18	0	0	0	0	0	0	0	3	1	25858048
after	sc	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25772032
after	sc	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	0	17494	2736	13	0	0	0	0	0	0	0	0	1	25829376
after	sc	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	0	25397	2736	13	0	0	0	0	0	0	0	0	1	25825280
after	sc	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r04	13-privatized_20-publish-regression_true.yml	0	30151	2536	12	0	0	0	0	0	0	0	2	1	25812992
after	sc	r04	13-privatized_24-multiple-protecting_true.yml	0	296176	10536	52	0	0	0	0	0	0	0	7	1	25825280
after	sc	r04	13-privatized_25-struct_nr_true.yml	0	36327	3336	16	0	0	0	0	0	0	0	2	1	25849856
after	sc	r04	13-privatized_27-multiple-protecting2_true.yml	0	929198	12336	61	0	0	0	0	0	0	0	26	1	25960448
after	sc	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	0	123301	6336	31	0	0	0	0	0	0	0	4	1	25825280
after	sc	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	0	54452	4336	21	0	0	0	0	0	0	0	2	1	25800704
after	sc	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	0	110319	5136	25	0	0	0	0	0	0	0	4	1	25821184
after	sc	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	99937	6136	30	0	0	0	0	0	0	0	3	1	25862144
after	sc	r04	13-privatized_33-traces-v-matters_true.yml	0	53792	3936	19	0	0	0	0	0	0	0	1	1	25804800
after	sc	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	31143	2936	14	0	0	0	0	0	0	0	1	1	25894912
after	sc	r04	13-privatized_35-traces-ex-2_true.yml	0	60638	4136	20	0	0	0	0	0	0	0	2	1	25825280
after	sc	r04	13-privatized_36-traces-ex-3_true.yml	0	50785	3736	18	0	0	0	0	0	0	0	3	1	25841664
after	sc	r04	13-privatized_37-traces-ex-4_true.yml	0	38352	3136	15	0	0	0	0	0	0	0	2	1	25812992
after	sc	r04	13-privatized_38-traces-ex-4-switch_true.yml	0	56661	4136	20	0	0	0	0	0	0	0	2	1	25878528
after	sc	r04	13-privatized_40-traces-ex-6_true.yml	0	28489	2936	14	0	0	0	0	0	0	0	1	1	25845760
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25804800
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	31037	2736	13	0	0	0	0	0	0	0	0	1	25763840
after	sc	r04	13-privatized_42-traces-ex-mini_true.yml	0	37780	3936	19	0	0	0	0	0	0	0	2	1	25829376
after	sc	r04	13-privatized_44-traces-mine2_true.yml	0	15300	2736	13	0	0	0	0	0	0	0	1	1	25718784
after	sc	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	50767	4136	20	0	0	0	0	0	0	0	2	1	25866240
after	sc	r04	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25821184
after	sc	r04	13-privatized_47-refine-protected2_true.yml	0	43726	2536	12	0	0	0	0	0	0	0	2	1	25866240
after	sc	r04	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25817088
after	sc	r04	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25804800
after	sc	r04	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25747456
after	sc	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25903104
after	sc	r04	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25894912
after	sc	r04	14_spin2003.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25792512
after	sc	r04	28-race_reach_01-simple_racing.yml	0	10503162414	1807007952	40017	0	0	0	0	0	0	0	0	1	2061058048
after	sc	r04	28-race_reach_06-cond_racing1.yml	0	9364092551	1807007952	40017	0	0	0	0	0	0	0	0	1	2061082624
after	sc	r04	28-race_reach_11-ptr_racing.yml	0	19320876558	1807007952	40017	0	0	0	0	0	0	0	0	1	2061070336
after	sc	r04	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	56274944
after	sc	r04	28-race_reach_24-sound_lock_racing.yml	0	9979490423	1807007952	40017	0	0	0	0	0	0	0	0	1	2061078528
after	sc	r04	28-race_reach_37-indirect_racing.yml	0	11887310032	1807053072	40018	0	0	0	0	0	0	0	0	1	2061107200
after	sc	r04	28-race_reach_45-escape_racing.yml	0	16502	3936	19	0	0	0	0	0	0	0	0	1	25817088
after	sc	r04	28-race_reach_46-escape_racefree.yml	0	23316	3536	17	0	0	0	0	0	0	0	2	1	25825280
after	sc	r04	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25817088
after	sc	r04	36-apron_11-traces-max-simple_true.yml	0	26357	2536	12	0	0	0	0	0	0	0	2	1	25739264
after	sc	r04	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25690112
after	sc	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25821184
after	sc	r04	36-apron_21-traces-cluster-based_true.yml	0	255315	7136	35	0	0	0	0	0	0	0	6	1	25952256
after	sc	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25915392
after	sc	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25780224
after	sc	r04	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25821184
after	sc	r04	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25845760
after	sc	r04	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25849856
after	sc	r04	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r04	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25821184
after	sc	r04	butterfly.yml	0	4971745619	12136	60	0	0	0	0	0	0	0	64560	1	25956352
after	sc	r04	circular_buffer_bad.yml	0	322840	34136	85	0	0	0	0	0	0	0	1	1	25956352
after	sc	r04	circular_buffer_ok.yml	0	1163697148	185736	232	0	0	0	0	0	0	0	3432	1	25886720
after	sc	r04	dekker-unfair.yml	0	98884	6336	31	0	0	0	0	0	0	0	4	1	25849856
after	sc	r04	dekker.yml	0	98181	6336	31	0	0	0	0	0	0	0	4	1	25878528
after	sc	r04	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25886720
after	sc	r04	fib_safe-5.yml	0	3543689331	194536	243	0	0	0	0	0	0	0	2772	1	25866240
after	sc	r04	fib_safe-6.yml	0	7499607723	281136	281	0	0	0	0	0	0	0	12012	1	25825280
after	sc	r04	fib_unsafe-5.yml	0	377729377	194536	243	0	0	0	0	0	0	0	632	1	25833472
after	sc	r04	fib_unsafe-6.yml	0	2597593984	281136	281	0	0	0	0	0	0	0	2942	1	25825280
after	sc	r04	fib_unsafe-7.yml	0	9521491497	319136	319	0	0	0	0	0	0	0	13238	1	25878528
after	sc	r04	lazy01.yml	0	50722	5336	26	0	0	0	0	0	0	0	1	1	25890816
after	sc	r04	pthread-demo-datarace-3.yml	0	7122707	262136	262	0	0	0	0	0	0	0	0	1	25882624
after	sc	r04	queue.yml	0	2883925	160936	201	0	0	0	0	0	0	0	2	1	26058752
after	sc	r04	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0	1076809728
after	sc	r04	queue_ok.yml	0	605414	183336	229	0	0	0	0	0	0	0	2	1	26034176
after	sc	r04	queue_ok_longer.yml	80059012	577641031	23936072	4029	0	0	0	0	0	0	0	2	1	79335424
after	sc	r04	queue_ok_longest.yml	108442895	727797455	94781648	8029	0	0	0	0	0	0	0	2	1	276955136
after	sc	r04	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26021888
after	sc	r04	race-1_2-join.yml	0	21539	4736	23	0	0	0	0	0	0	0	1	1	26030080
after	sc	r04	race-1_3-join.yml	0	30642	4736	23	0	0	0	0	0	0	0	1	1	25997312
after	sc	r04	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26099712
after	sc	r04	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26128384
after	sc	r04	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26091520
after	sc	r04	reorder_2.yml	0	98144622	32936	82	0	0	0	0	0	0	0	162	1	26009600
after	sc	r04	singleton.yml	0	72011	8736	43	0	0	0	0	0	0	0	1	1	26025984
after	sc	r04	singleton_with-uninit-problems.yml	0	148952	8936	44	0	0	0	0	0	0	0	4	1	26054656
after	sc	r04	stateful01-1.yml	0	44819	6336	31	0	0	0	0	0	0	0	0	1	25972736
after	sc	r04	stateful01-2.yml	0	111460	6536	32	0	0	0	0	0	0	0	6	1	25923584
after	sc	r04	szymanski.yml	0	331079	5936	29	0	0	0	0	0	0	0	6	1	25923584
after	sc	r04	time_var_mutex.yml	0	33866	5736	28	0	0	0	0	0	0	0	2	1	25952256
after	sc	r04	triangular-1.yml	0	1606359069	27336	68	0	0	0	0	0	0	0	16632	1	25952256
after	sc	r04	triangular-2.yml	0	175165357	27336	68	0	0	0	0	0	0	0	3638	1	25944064
after	sc	r04	twostage_3.yml	0	884657	40136	100	0	0	0	0	0	0	0	4	1	26083328
after	sc	r04	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25935872
after	sc	r04	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25911296
after	sc	r04	unwind3-1.yml	0	12191	3736	18	0	0	0	0	0	0	0	1	1	25939968
after	tso	r01	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25989120
after	tso	r01	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25960448
after	tso	r01	13-privatized_01-priv_nr_true.yml	0	161719	3288	16	4	84	0	2	1099	1598	0	2	1	26066944
after	tso	r01	13-privatized_18-first-reads_true.yml	0	116480	2584	12	4	34	0	2	791	982	0	2	1	25989120
after	tso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	0	57495	1880	8	2	12	0	1	265	307	0	0	1	25964544
after	tso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	0	65887	1880	8	2	12	0	1	265	307	0	0	1	26030080
after	tso	r01	13-privatized_19-publish-precision_true.yml	0	262878	3640	18	8	122	0	4	2291	2896	0	3	1	26079232
after	tso	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26042368
after	tso	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	0	50582	2760	13	2	17	0	1	437	520	0	0	1	25993216
after	tso	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	0	61863	2760	13	2	17	0	1	437	520	0	0	1	26046464
after	tso	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26071040
after	tso	r01	13-privatized_20-publish-regression_true.yml	0	120399	2584	12	4	34	0	2	791	982	0	2	1	25952256
after	tso	r01	13-privatized_24-multiple-protecting_true.yml	0	1903318	9624	52	24	2684	0	12	20583	39371	0	7	1	26021888
after	tso	r01	13-privatized_25-struct_nr_true.yml	0	127151	3288	16	4	84	0	2	1099	1598	0	2	1	26095616
after	tso	r01	13-privatized_27-multiple-protecting2_true.yml	0	5124483	11208	61	72	8006	0	36	70233	124736	0	26	1	26083328
after	tso	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	0	387070	5928	31	12	274	0	6	5510	7721	0	4	1	26066944
after	tso	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	0	279553	4168	21	8	93	0	4	2431	3086	0	2	1	26066944
after	tso	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	0	309452	4872	25	12	218	0	6	4240	5379	0	4	1	26075136
after	tso	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	415659	5752	30	12	220	0	6	5071	6784	0	3	1	26021888
after	tso	r01	13-privatized_33-traces-v-matters_true.yml	0	210245	3816	19	6	79	0	3	1836	2555	0	1	1	25935872
after	tso	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	105747	2936	14	4	38	0	2	905	1148	0	1	1	26038272
after	tso	r01	13-privatized_35-traces-ex-2_true.yml	0	262846	3992	20	8	86	0	4	2245	2767	0	2	1	25952256
after	tso	r01	13-privatized_36-traces-ex-3_true.yml	0	203006	3640	18	8	86	0	4	2157	2641	0	3	1	25960448
after	tso	r01	13-privatized_37-traces-ex-4_true.yml	0	123835	3112	15	4	48	0	2	985	1302	0	2	1	25968640
after	tso	r01	13-privatized_38-traces-ex-4-switch_true.yml	0	267369	3992	20	8	86	0	4	2245	2767	0	2	1	25968640
after	tso	r01	13-privatized_40-traces-ex-6_true.yml	0	117755	2936	14	4	38	0	2	905	1148	0	1	1	25960448
after	tso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25964544
