model	task_yaml	cat_wall_seconds	caat_wall_seconds	wall_ratio_caat_over_cat	cat_memory_bytes	caat_memory_bytes	memory_ratio_caat_over_cat	max_stable_events	max_inactive_events	max_current_base_bytes	max_history_base_bytes	max_base_relation_pairs	max_base_relation_density_ppm	rebuilds	profiled_queries
tso	c/goblint-regression/13-privatized_47-refine-protected2_true.yml	0.061932321172207594	0.05868153483606875	0.94751066527767	26144768.0	26165248.0	1.000783330722231	12	0	896	896	82	569444	0	3
tso	c/pthread/stateful01-2.yml	0.06894159386865795	0.06222906894981861	0.9026346137046454	26247168.0	26271744.0	1.000936329588015	32	5	2336	2336	736	718750	0	9
tso	c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0.06271350802853703	0.06343215494416654	1.011459204535369	26181632.0	26206208.0	1.0009386733416772	0	0	0	0	0	0	0	0
tso	c/goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	0.05965252802707255	0.0678073710296303	1.136705740263963	26234880.0	26255360.0	1.0007806401249024	0	0	0	0	0	0	0	0
tso	c/goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	0.0637201271019876	0.06286467495374382	0.9865748518223357	26193920.0	26198016.0	1.0001563721657545	13	0	968	968	108	639053	0	1
tso	c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0.06184381805360317	0.060648232931271195	0.9806676696238951	26099712.0	26116096.0	1.0006277463904583	0	0	0	0	0	0	0	0
tso	c/goblint-regression/13-privatized_37-traces-ex-4_true.yml	0.060151248006150126	0.06325941998511553	1.0516726099955167	26157056.0	26189824.0	1.0012527403695584	15	0	1112	1112	126	560000	0	3
tso	c/ldv-races/race-1_3-join.yml	0.061487975995987654	0.06553008290939033	1.0657381682829574	26419200.0	26447872.0	1.0010852713178295	23	0	1688	1688	272	514177	0	1
tso	c/goblint-regression/13-privatized_33-traces-v-matters_true.yml	0.06172372796572745	0.06119212391786277	0.9913873632493512	26169344.0	26181632.0	1.0004695570511817	19	0	1400	1400	208	576177	0	4
tso	c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	0.06364700593985617	0.05833589006215334	0.9165535629009537	26214400.0	26222592.0	1.0003125	31	13	2264	2264	332	632231	0	9
tso	c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	0.06546367099508643	0.06510682310909033	0.9945489172762265	26198016.0	26226688.0	1.0010944340212633	25	13	1832	1832	190	628099	0	9
tso	c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	0.06536209001205862	0.06838879408314824	1.0463067210753394	26193920.0	26214400.0	1.0007818608287724	21	5	1544	1544	180	639053	0	5
tso	c/pthread-ext/29_conditionals_vs.yml	0.05897006206214428	0.06260304502211511	1.061607243284606	26120192.0	26148864.0	1.0010976948408343	0	0	0	0	0	0	0	0
tso	c/goblint-regression/13-privatized_24-multiple-protecting_true.yml	0.0921015590429306	0.06470458093099296	0.7025351319062113	26234880.0	26255360.0	1.0007806401249024	52	22	3776	3776	1574	582852	0	18
tso	c/goblint-regression/13-privatized_18-first-reads_true.yml	0.061453538946807384	0.06385582708753645	1.0390911277348638	26181632.0	26206208.0	1.0009386733416772	12	0	896	896	82	569444	0	3
tso	c/goblint-regression/13-privatized_27-multiple-protecting2_true.yml	0.17505268682725728	0.06768092699348927	0.386631751960923	26267648.0	26304512.0	1.0014033993450804	61	41	4424	4424	2110	716633	0	54
tso	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	0.058530600974336267	0.0655558449216187	1.12002685484748	26177536.0	26206208.0	1.0010952902519168	0	0	0	0	0	0	0	0
tso	c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0.06346683390438557	0.07016397197730839	1.1055218554467714	26234880.0	26255360.0	1.0007806401249024	0	0	0	0	0	0	0	0
tso	c/pthread-ext/01b_inc.yml	0.06220634304918349	0.06240737717598677	1.0032317303501401	26185728.0	26202112.0	1.0006256843422494	0	0	0	0	0	0	0	0
tso	c/goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0.0643279580399394	0.06274229404516518	0.975350313563665	26251264.0	26275840.0	1.0009361834919643	0	0	0	0	0	0	0	0
tso	c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0.06327513395808637	0.06123757595196366	0.9677984402613451	26189824.0	26214400.0	1.0009383797309979	14	0	1040	1040	114	581632	0	3
tso	c/pthread/queue.yml	1.996573326177895	0.08338191802613437	0.04176251226683223	26390528.0	26415104.0	1.0009312432096849	201	0	58016	58016	23872	590876	0	20
tso	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	0.06621824111789465	0.0615411929320544	0.9293691872982061	26181632.0	26206208.0	1.0009386733416772	13	0	968	968	108	639053	0	1
tso	c/pthread/lazy01.yml	0.05651750206016004	0.06293469504453242	1.113543464421722	26271744.0	26296320.0	1.000935453695042	26	0	1904	1904	516	763313	0	4
pso	c/ldv-races/race-2_1-container_of.yml	0.06548601388931274	0.06380255683325231	0.9742928763551575	26497024.0	26529792.0	1.0012366671819446	0	0	0	0	0	0	0	0
pso	c/pthread-theta/unwind2-100.yml	0.06387915881350636	0.06044432404451072	0.9462291797075231	26292224.0	26324992.0	1.0012463000467362	18	0	1328	1328	230	709876	2	3
pso	c/pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	0.06121738790534437	0.0654806608799845	1.069641536833164	26185728.0	26218496.0	1.0012513686844986	12	0	896	896	88	611111	0	1
pso	c/goblint-regression/13-privatized_35-traces-ex-2_true.yml	0.06447074888274074	0.06279889796860516	0.9740680705109175	26169344.0	26206208.0	1.0014086711535453	25	14	1832	3664	342	628099	18	31
pso	c/goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	0.05737032298929989	0.06603797804564238	1.1510825563586087	26140672.0	26177536.0	1.0014102162331557	6	0	464	464	20	555555	0	1
pso	c/ldv-races/race-1_2-join.yml	0.06286685611121356	0.06662105000577867	1.0597165840124694	26439680.0	26476544.0	1.001394268009295	28	12	2048	2048	410	648437	12	13
pso	c/goblint-regression/13-privatized_40-traces-ex-6_true.yml	0.06133585516363382	0.06140107591636479	1.0010633381169458	26157056.0	26181632.0	1.0009395552771687	21	12	1544	1544	216	598337	7	9
pso	c/goblint-regression/13-privatized_01-priv_nr_true.yml	0.06770323496311903	0.06078340392559767	0.897791722341024	26189824.0	26226688.0	1.0014075695964968	22	10	1616	1616	256	580498	9	11
pso	c/ldv-races/race-3_1-container_of-global.yml	0.06585414079017937	0.06317491410300136	0.959315744537395	26488832.0	26521600.0	1.0012370496366167	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	0.0612141031306237	0.06532886601053178	1.067219197365804	26161152.0	26189824.0	1.0010959762016596	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0.06414599088020623	0.07514600805006921	1.1714840946241787	26230784.0	26263552.0	1.0012492192379763	36	25	2624	5248	728	642857	65	78
pso	c/goblint-regression/36-apron_16-traces-unprot2_true.yml	0.06357631995342672	0.06232462800107896	0.9803119785280952	26112000.0	26136576.0	1.0009411764705882	0	0	0	0	0	0	0	0
pso	c/pthread/singleton_with-uninit-problems.yml	0.06988542014732957	0.07728450908325613	1.105874571839564	26439680.0	26472448.0	1.0012393493415956	48	24	3488	6688	1716	852352	63	68
pso	c/pthread-ext/02_inc_cas.yml	0.05791580700315535	0.05470542493276298	0.9445681198879355	26193920.0	26218496.0	1.0009382329945269	0	0	0	0	0	0	0	0
pso	c/goblint-regression/36-apron_11-traces-max-simple_true.yml	0.05828535696491599	0.06385150412097573	1.095498208227672	26152960.0	26189824.0	1.001409553641347	16	7	1184	2368	136	604444	6	11
pso	c/pthread-ext/45_monabsex1_vs.yml	0.05907131498679519	0.06129620620049536	1.0376644944199656	26169344.0	26202112.0	1.0012521521364846	16	4	1184	1184	146	625000	3	4
pso	c/pthread-ext/48_ticket_lock_low_contention_vs.yml	0.04922315012663603	0.045957142021507025	0.93364894167223	26210304.0	26243072.0	1.0012501953430224	25	9	1832	1832	304	585937	3	4
pso	c/goblint-regression/13-privatized_42-traces-ex-mini_true.yml	0.060490976087749004	0.06151305604726076	1.0168964038211106	26181632.0	26206208.0	1.0009386733416772	26	12	1904	3808	388	627599	13	21
pso	c/goblint-regression/13-privatized_19-publish-precision_true.yml	0.0663302200846374	0.06199392513372004	0.9346256510926053	26189824.0	26230784.0	1.0015639662183298	23	15	1688	1688	254	642857	32	35
pso	c/pthread-theta/unwind3-1.yml	0.06465660384856164	0.05809937487356365	0.8985837704937873	26267648.0	26292224.0	1.0009355995633868	18	0	1328	1328	200	617283	2	3
pso	c/pthread-ext/14_spin2003.yml	0.05756644485518336	0.05912081804126501	1.0270013753670544	26140672.0	26181632.0	1.0015669069257287	12	0	896	896	88	611111	0	1
pso	c/pthread-theta/exponential-nondet.yml	0.05934507702477276	0.06217301799915731	1.047652494800943	26275840.0	26308608.0	1.0012470771628994	0	0	0	0	0	0	0	0
pso	c/pthread-atomic/dekker-unfair.yml	0.06350498483516276	0.06591435987502337	1.0379399356777192	26234880.0	26267648.0	1.001249024199844	35	16	2552	9592	790	740484	19	37
pso	c/goblint-regression/13-privatized_20-publish-regression_true.yml	0.06195337604731321	0.06172055611386895	0.9962420137803877	26193920.0	26230784.0	1.0014073494917906	24	15	1760	1760	288	632812	17	19
pso	c/pthread-atomic/time_var_mutex.yml	0.0654260499868542	0.060503283981233835	0.9247583186420474	26279936.0	26312704.0	1.0012468827930174	33	14	2408	2408	654	740740	21	23
pso	c/goblint-regression/28-race_reach_46-escape_racefree.yml	0.05994023708626628	0.06469140388071537	1.079265065094941	26218496.0	26243072.0	1.0009373535385095	29	16	2120	2120	450	607709	27	29
pso	c/pthread-C-DAC/pthread-demo-datarace-3.yml	0.1245731939561665	0.1564327299129218	1.2557495312190974	26259456.0	26292224.0	1.0012478552487911	262	0	94480	94480	38441	560005	39	40
pso	c/goblint-regression/13-privatized_25-struct_nr_true.yml	0.06570301298052073	0.0650795188266784	0.9905104176268571	26206208.0	26230784.0	1.0009377930603314	22	10	1616	1616	256	580498	9	11
pso	c/goblint-regression/13-privatized_46-refine-protected1_true.yml	0.05575567088089883	0.0620839879848063	1.113500869129986	26144768.0	26177536.0	1.0012533291555694	14	4	1040	1040	88	560000	3	4
pso	c/goblint-regression/28-race_reach_21-deref_read_racing.yml	1.7745502658654004	1.7652207119390368	0.9947425812016579	56328192.0	56078336.0	0.995564281559046	0	0	0	0	0	0	0	0
pso	c/ldv-races/race-4_1-thread_local_vars.yml	0.06530999601818621	0.061887789983302355	0.947600578111643	26509312.0	26554368.0	1.001699629171817	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0.064605169929564	0.06469669402576983	1.0014166682992338	26173440.0	26206208.0	1.0012519561815336	25	14	1832	3664	342	628099	20	30
pso	c/goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	0.062311446061357856	0.05743957916274667	0.9218142539363654	26140672.0	26173440.0	1.001253525540583	6	0	464	464	20	555555	0	1
pso	c/ldv-races/race-1_1-join.yml	0.0631260049995035	0.06468964996747673	1.02477021899272	26415104.0	26443776.0	1.0010854396030393	16	1	1184	1184	144	640000	2	3
pso	c/pthread-ext/43_NetBSD_sysmon_power_sliced.yml	0.0543457749299705	0.05604752106592059	1.0313133107061763	26144768.0	26177536.0	1.0012533291555694	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	0.05840432201512158	0.06385714211501181	1.0933632976422265	26193920.0	26226688.0	1.001250977326036	8	0	608	608	34	531250	0	1
pso	c/goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	0.06458089617080986	0.06276882789097726	0.9719411097201274	26173440.0	26210304.0	1.0014084507042254	25	14	1832	3664	342	628099	18	31
pso	c/pthread/singleton.yml	0.06327670882456005	0.06476307706907392	1.023489973990824	26431488.0	26472448.0	1.0015496668216333	47	22	3416	6688	1716	847407	18	21
pso	c/pthread-theta/unwind2-1.yml	0.06325510097667575	0.06562744290567935	1.0375043576308314	26296320.0	26333184.0	1.0014018691588784	18	0	1328	1328	230	709876	2	3
pso	c/pthread-deagle/circular_buffer_bad.yml	0.09381677815690637	0.14619750203564763	1.558330022708046	26312704.0	26349568.0	1.00140099626401	89	45	12880	12880	4702	717971	237	238
pso	c/goblint-regression/13-privatized_44-traces-mine2_true.yml	0.06232288293540478	0.06035086093470454	0.9683579785173905	26157056.0	26181632.0	1.0009395552771687	21	9	1544	1544	92	544378	2	3
pso	c/goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	0.06339913699775934	0.06389372097328305	1.0078011152666193	26198016.0	26226688.0	1.0010944340212633	8	0	608	608	34	531250	0	1
pso	c/pthread/queue_ok.yml	0.09748900006525218	0.1304474810604006	1.3380738439525317	26386432.0	26431488.0	1.001707544240919	433	210	218456	218456	113314	684800	16	18
pso	c/goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	0.06682576006278396	0.059847943019121885	0.8955819277310683	26198016.0	26238976.0	1.0015634771732334	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_66-mine-W-init_true.yml	0.04347536596469581	0.04026957298628986	0.9262618518034048	26116096.0	26144768.0	1.0010978670012547	0	0	0	0	0	0	0	0
pso	c/pthread-ext/46_monabsex2_vs.yml	0.06346451910212636	0.06479264609515667	1.0209270788122273	26173440.0	26202112.0	1.001095461658842	21	10	1544	1544	220	628099	8	9
pso	c/pthread/stateful01-1.yml	0.06528804800473154	0.06529004615731537	1.000030605181881	26255360.0	26292224.0	1.0014040561622466	36	11	2624	2624	688	739583	9	10
pso	c/pthread-atomic/dekker.yml	0.06235333904623985	0.0671399140264839	1.0767653353206061	26230784.0	26275840.0	1.0017176764522173	35	16	2552	9592	790	740484	17	35
pso	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	0.0631298900116235	0.06251144991256297	0.9902036880003011	26165248.0	26189824.0	1.0009392611145898	13	0	968	968	92	544378	0	1
pso	c/goblint-regression/13-privatized_36-traces-ex-3_true.yml	0.05900740996003151	0.06349025014787912	1.0759708008008495	26157056.0	26193920.0	1.0014093329157532	22	16	1616	3232	270	650887	17	29
pso	c/goblint-regression/36-apron_21-traces-cluster-based_true.yml	0.06672321306541562	0.07261559809558094	1.0883108705269995	26275840.0	26304512.0	1.001091192517537	35	20	2552	5104	866	754437	62	91
pso	c/pthread-atomic/szymanski.yml	0.06388122611679137	0.08310511102899909	1.3009316833878783	26238976.0	26267648.0	1.0010927255697784	31	20	2264	6208	572	740000	355	378
pso	c/goblint-regression/28-race_reach_45-escape_racing.yml	0.05696960398927331	0.05916072987020016	1.0384613149380397	26222592.0	26247168.0	1.0009372071227742	19	0	1400	1400	208	576177	0	1
pso	c/goblint-regression/13-privatized_47-refine-protected2_true.yml	0.06462909281253815	0.057862377958372235	0.895299244354345	26152960.0	26185728.0	1.0012529365700862	15	7	1112	2224	120	612244	6	11
pso	c/pthread/stateful01-2.yml	0.06755401007831097	0.07231549406424165	1.070484105686857	26263552.0	26296320.0	1.001247660636307	36	19	2624	5248	826	743801	121	126
pso	c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0.061031247954815626	0.06259166984818876	1.0255675894834788	26198016.0	26222592.0	1.0009380863039399	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	0.06408692011609674	0.06394221307709813	0.9977420191399983	26247168.0	26279936.0	1.0012484394506866	10	0	752	752	64	640000	0	1
pso	c/goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	0.06061460613273084	0.06433223304338753	1.0613321961131945	26193920.0	26226688.0	1.001250977326036	13	0	968	968	108	639053	0	1
pso	c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0.0621239400934428	0.061233244836330414	0.985662608395851	26099712.0	26144768.0	1.0017263025737602	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_37-traces-ex-4_true.yml	0.06426065904088318	0.06604328704997897	1.0277405808733096	26169344.0	26210304.0	1.0015651901706057	25	14	1832	3664	342	614958	16	29
pso	c/ldv-races/race-1_3-join.yml	0.06833631894551218	0.06803036807104945	0.9955228657442513	26435584.0	26472448.0	1.0013944840409048	28	12	2048	2048	410	648437	12	13
pso	c/goblint-regression/13-privatized_33-traces-v-matters_true.yml	0.06402581906877458	0.060078243957832456	0.938344012331935	26185728.0	26218496.0	1.0012513686844986	27	16	1976	3952	320	604914	8	11
pso	c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	0.06572604808025062	0.07334148301742971	1.1158663141876528	26218496.0	26251264.0	1.0012498047180127	36	24	2624	5248	728	640000	65	91
pso	c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	0.06638832879252732	0.07152961287647486	1.077442589344503	26210304.0	26251264.0	1.001562744178778	30	24	2192	4384	486	628099	63	87
pso	c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	0.06401968700811267	0.07132408185862005	1.1140960725031623	26206208.0	26234880.0	1.00109409190372	26	14	1904	1904	366	639053	29	31
pso	c/pthread-ext/29_conditionals_vs.yml	0.06397265288978815	0.06109620607458055	0.9550363055888407	26140672.0	26173440.0	1.001253525540583	0	0	0	0	0	0	0	0
pso	c/goblint-regression/13-privatized_24-multiple-protecting_true.yml	0.09338189009577036	0.1972503219731152	2.112297381974382	26255360.0	26292224.0	1.0014040561622466	57	46	4136	8272	1798	606481	334	432
pso	c/goblint-regression/13-privatized_18-first-reads_true.yml	0.060177506878972054	0.06723286909982562	1.1172425144671279	26198016.0	26222592.0	1.0009380863039399	16	7	1184	1184	136	612244	9	11
pso	c/goblint-regression/13-privatized_27-multiple-protecting2_true.yml	0.18512536794878542	0.565772068919614	3.056156350631177	26292224.0	26329088.0	1.0014020875525782	61	48	4424	8848	2430	720533	1296	1564
pso	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	0.061799334129318595	0.06212180177681148	1.0052179793202642	26189824.0	26226688.0	1.0014075695964968	0	0	0	0	0	0	0	0
pso	c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0.07132117985747755	0.06314828805625439	0.8854072266112927	26238976.0	26275840.0	1.0014049328754293	0	0	0	0	0	0	0	0
pso	c/pthread-ext/01b_inc.yml	0.06302206800319254	0.06293497001752257	0.9986179763941488	26193920.0	26226688.0	1.001250977326036	21	5	1544	1544	220	585937	4	5
pso	c/goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0.06311802892014384	0.06253570783883333	0.990774092739061	26271744.0	26300416.0	1.0010913626442157	10	0	752	752	64	640000	0	1
pso	c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0.062082759803161025	0.05959469103254378	0.9599233542692707	26193920.0	26234880.0	1.001563721657545	28	19	2048	2048	368	581632	11	13
pso	c/pthread/queue.yml	2.0950429560616612	5.359585133846849	2.55822207288866	26402816.0	26435584.0	1.0012410797393732	205	107	59168	59168	23880	737890	2958	2959
pso	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	0.06016513891518116	0.06123147904872894	1.0177235547490562	26193920.0	26222592.0	1.0010946051602814	13	0	968	968	108	639053	0	1
pso	c/pthread/lazy01.yml	0.06216492713429034	0.06051193014718592	0.9734094920833163	26288128.0	26324992.0	1.0014023060143347	29	10	2120	2120	516	774400	17	19
