category	cputime	executions	expected	memory	model	repetition	status	task	variant	walltime
correct	0.066280122		false	25944064.0	tso	03	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	baseline	0.07805291604017839
correct	0.06812167		true	26005504.0	tso	03	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	baseline	0.07521242101211101
correct	0.070376891		true	25980928.0	tso	03	true	goblint-regression/13-privatized_20-publish-regression_true.yml	baseline	0.07444486196618527
correct	0.064694257		true	25948160.0	tso	03	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	baseline	0.07320806599454954
correct	0.071585675		true	26005504.0	tso	03	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	baseline	0.07663961802609265
correct	0.067084515		true	25985024.0	tso	03	true	goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	baseline	0.07323311700019985
correct	0.067495288		true	26107904.0	tso	03	true	goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	baseline	0.07757309300359339
correct	0.072034064		true	26062848.0	tso	03	true	goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	baseline	0.07589300302788615
correct	0.073915339		true	26021888.0	tso	03	true	goblint-regression/13-privatized_24-multiple-protecting_true.yml	baseline	0.08929576596710831
correct	0.071829536		true	26058752.0	tso	03	true	goblint-regression/36-apron_21-traces-cluster-based_true.yml	baseline	0.08050461101811379
correct	0.066322991		true	26013696.0	tso	03	true	goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	baseline	0.07360365299973637
correct	0.084130945		true	26103808.0	tso	03	true	goblint-regression/13-privatized_27-multiple-protecting2_true.yml	baseline	0.09040744398953393
correct	0.065427311		true	26001408.0	tso	03	true	pthread-ext/14_spin2003.yml	baseline	0.07070418703369796
correct	0.068074581		true	25931776.0	tso	03	true	pthread-ext/29_conditionals_vs.yml	baseline	0.07388096599606797
