variant	model	repetition	task	offline_ns	materialize_ns	peak_snapshot_bytes	max_current_base_bytes	max_stable_events	records	executions
after	pso	r04	13-privatized_40-traces-ex-6_true.yml	258114	107518	10072	1544	21	1	1
after	pso	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	pso	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	47812	28539	6424	968	13	1	0
after	pso	r04	13-privatized_42-traces-ex-mini_true.yml	660519	254412	12352	1904	26	1	2
after	pso	r04	13-privatized_44-traces-mine2_true.yml	104041	47350	10072	1544	21	1	1
after	pso	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	970597	382109	11896	1832	25	1	2
after	pso	r04	13-privatized_46-refine-protected1_true.yml	111557	49002	6880	1040	14	1	1
after	pso	r04	13-privatized_47-refine-protected2_true.yml	249411	102462	7336	1112	15	1	2
after	pso	r04	13-privatized_57-singlethreaded-unlock_true.yml	33668	24357	3232	464	6	1	1
after	pso	r04	13-privatized_58-singlethreaded-lock_true.yml	29438	18635	3232	464	6	1	1
after	pso	r04	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	pso	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	29111	16059	5056	752	10	1	0
after	pso	r04	13-privatized_69-refine-protected-loop-interval_true.yml	27807	19963	5056	752	10	1	0
after	pso	r04	14_spin2003.yml	31743	20195	5968	896	12	1	0
after	pso	r04	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	-1
after	pso	r04	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	-1
after	pso	r04	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	-1
after	pso	r04	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	pso	r04	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	-1
after	pso	r04	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	-1
after	pso	r04	28-race_reach_45-escape_racing.yml	43935	30063	9160	1400	19	1	0
after	pso	r04	28-race_reach_46-escape_racefree.yml	9102243	415134	13720	2120	29	1	2
after	pso	r04	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	pso	r04	36-apron_11-traces-max-simple_true.yml	274776	112280	7792	1184	16	1	2
after	pso	r04	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	pso	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	pso	r04	36-apron_21-traces-cluster-based_true.yml	3679571	1208804	16456	2552	35	1	6
after	pso	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	pso	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	pso	r04	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	pso	r04	45_monabsex1_vs.yml	115178	64575	7792	1184	16	1	0
after	pso	r04	46_monabsex2_vs.yml	276509	106669	10072	1544	21	1	0
after	pso	r04	48_ticket_lock_low_contention_vs-pthread.yml	37216	22342	5968	896	12	1	0
after	pso	r04	48_ticket_lock_low_contention_vs.yml	152499	64135	11896	1832	25	1	0
after	pso	r04	butterfly.yml	32671250484	9231633323	28312	4424	61	1	64560
after	pso	r04	circular_buffer_bad.yml	90407124	25875469	81736	12880	89	1	1
after	pso	r04	circular_buffer_ok.yml	0	0	0	0	0	0	-1
after	pso	r04	dekker-unfair.yml	1516667	471607	16456	2552	35	1	4
after	pso	r04	dekker.yml	1441224	437204	16456	2552	35	1	4
after	pso	r04	exponential-nondet.yml	0	0	0	0	0	1	1
after	pso	r04	fib_safe-5.yml	0	0	0	0	0	0	-1
after	pso	r04	fib_safe-6.yml	0	0	0	0	0	0	-1
after	pso	r04	fib_unsafe-5.yml	46227328703	8226302159	443944	70112	243	1	632
after	pso	r04	fib_unsafe-6.yml	0	0	0	0	0	0	-1
after	pso	r04	fib_unsafe-7.yml	0	0	0	0	0	0	-1
after	pso	r04	lazy01.yml	641560	244391	13720	2120	29	1	1
after	pso	r04	pthread-demo-datarace-3.yml	36544505	19248462	598144	94480	262	1	0
after	pso	r04	queue.yml	2006467506	748653721	374632	59168	205	1	2
after	pso	r04	queue_longer.yml	0	0	0	0	0	0	-1
after	pso	r04	queue_ok.yml	29473715	3190671	1383064	218456	433	1	2
after	pso	r04	queue_ok_longer.yml	25006310154	841068687	327539208	5872240	8033	1	2
after	pso	r04	queue_ok_longest.yml	0	0	0	0	0	0	-1
after	pso	r04	race-1_1-join.yml	87776	46396	7792	1184	16	1	1
after	pso	r04	race-1_2-join.yml	494539	189386	13264	2048	28	1	1
after	pso	r04	race-1_3-join.yml	501446	194305	13264	2048	28	1	1
after	pso	r04	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	pso	r04	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	pso	r04	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	pso	r04	reorder_2.yml	908178624	276283133	75352	11872	82	1	162
after	pso	r04	singleton.yml	1248034	390127	21928	3416	47	1	1
after	pso	r04	singleton_with-uninit-problems.yml	4063624	1218478	22384	3488	48	1	4
after	pso	r04	stateful01-1.yml	446986	182579	16912	2624	36	1	0
after	pso	r04	stateful01-2.yml	5367330	2033561	16912	2624	36	1	6
after	pso	r04	szymanski.yml	13078270	3573459	14632	2264	31	1	6
after	pso	r04	time_var_mutex.yml	1169797	418874	15544	2408	33	1	2
after	pso	r04	triangular-1.yml	0	0	0	0	0	0	-1
after	pso	r04	triangular-2.yml	26794574017	14034815578	62584	9856	68	1	3638
after	pso	r04	twostage_3.yml	16882488	3794745	92680	14608	101	1	4
after	pso	r04	unwind2-1.yml	88718	43831	8704	1328	18	1	1
after	pso	r04	unwind2-100.yml	93712	43442	8704	1328	18	1	1
after	pso	r04	unwind3-1.yml	86316	38619	8704	1328	18	1	1
after	sc	r01	01b_inc.yml	0	0	0	0	0	1	0
after	sc	r01	02_inc_cas.yml	0	0	0	0	0	1	0
after	sc	r01	13-privatized_01-priv_nr_true.yml	30070	48761	3336	1024	16	1	2
after	sc	r01	13-privatized_18-first-reads_true.yml	35898	42659	2536	768	12	1	2
after	sc	r01	13-privatized_18-first-reads_unknown_1_neg.yml	15700	20970	1736	512	8	1	0
after	sc	r01	13-privatized_18-first-reads_unknown_2_pos.yml	24238	23796	1736	512	8	1	0
after	sc	r01	13-privatized_19-publish-precision_true.yml	54580	79193	3736	1152	18	1	3
after	sc	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	22248	25166	2736	832	13	1	0
after	sc	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	19376	24603	2736	832	13	1	0
after	sc	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	sc	r01	13-privatized_20-publish-regression_true.yml	29071	44728	2536	768	12	1	2
after	sc	r01	13-privatized_24-multiple-protecting_true.yml	290582	4536066	10536	3328	52	1	7
after	sc	r01	13-privatized_25-struct_nr_true.yml	32332	51993	3336	1024	16	1	2
after	sc	r01	13-privatized_27-multiple-protecting2_true.yml	960034	1534550	12336	3904	61	1	26
after	sc	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	97049	134618	6336	1984	31	1	4
after	sc	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	63943	74805	4336	1344	21	1	2
after	sc	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	87347	110887	5136	1600	25	1	4
after	sc	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	101431	114743	6136	1920	30	1	3
after	sc	r01	13-privatized_33-traces-v-matters_true.yml	44331	61148	3936	1216	19	1	1
after	sc	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	34023	43021	2936	896	14	1	1
after	sc	r01	13-privatized_35-traces-ex-2_true.yml	65840	73501	4136	1280	20	1	2
after	sc	r01	13-privatized_36-traces-ex-3_true.yml	55344	72255	3736	1152	18	1	3
after	sc	r01	13-privatized_37-traces-ex-4_true.yml	29859	46129	3136	960	15	1	2
after	sc	r01	13-privatized_38-traces-ex-4-switch_true.yml	88564	81882	4136	1280	20	1	2
after	sc	r01	13-privatized_40-traces-ex-6_true.yml	33991	46886	2936	896	14	1	1
after	sc	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	18059	25577	2736	832	13	1	0
after	sc	r01	13-privatized_42-traces-ex-mini_true.yml	33073	52707	3936	1216	19	1	2
after	sc	r01	13-privatized_44-traces-mine2_true.yml	26934	25336	2736	832	13	1	1
after	sc	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	52345	62514	4136	1280	20	1	2
after	sc	r01	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	sc	r01	13-privatized_47-refine-protected2_true.yml	30428	43256	2536	768	12	1	2
after	sc	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	sc	r01	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	sc	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	sc	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	sc	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	sc	r01	14_spin2003.yml	0	0	0	0	0	1	0
after	sc	r01	28-race_reach_01-simple_racing.yml	11367260146	25105586	1807007952	1680796	40017	1	0
after	sc	r01	28-race_reach_06-cond_racing1.yml	9333075365	27372278	1807007952	1680796	40017	1	0
after	sc	r01	28-race_reach_11-ptr_racing.yml	11938149305	24628762	1807007952	1680796	40017	1	0
after	sc	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	sc	r01	28-race_reach_24-sound_lock_racing.yml	10876296305	26595944	1807007952	1680796	40017	1	0
after	sc	r01	28-race_reach_37-indirect_racing.yml	9422008582	27032339	1807053072	1680820	40018	1	0
after	sc	r01	28-race_reach_45-escape_racing.yml	18389	17955	3936	1216	19	1	0
after	sc	r01	28-race_reach_46-escape_racefree.yml	32235	43329	3536	1088	17	1	2
after	sc	r01	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	sc	r01	36-apron_11-traces-max-simple_true.yml	46528	52348	2536	768	12	1	2
after	sc	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	sc	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r01	36-apron_21-traces-cluster-based_true.yml	211261	250604	7136	2240	35	1	6
after	sc	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	sc	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	sc	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	sc	r01	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	sc	r01	46_monabsex2_vs.yml	0	0	0	0	0	1	0
after	sc	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	sc	r01	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	sc	r01	butterfly.yml	3932093046	3647201897	12136	3840	60	1	64560
after	sc	r01	circular_buffer_bad.yml	323753	478923	34136	10880	85	1	1
after	sc	r01	circular_buffer_ok.yml	817130183	677583224	185736	59392	232	1	3432
after	sc	r01	dekker-unfair.yml	96737	88623	6336	1984	31	1	4
after	sc	r01	dekker.yml	109903	93094	6336	1984	31	1	4
after	sc	r01	exponential-nondet.yml	0	0	0	0	0	1	1
after	sc	r01	fib_safe-5.yml	1120200187	1073692284	194536	62208	243	1	2772
after	sc	r01	fib_safe-6.yml	5938567147	5334423191	281136	89920	281	1	12012
after	sc	r01	fib_unsafe-5.yml	614997353	539780986	194536	62208	243	1	632
after	sc	r01	fib_unsafe-6.yml	1481023742	1299302588	281136	89920	281	1	2942
after	sc	r01	fib_unsafe-7.yml	8594145785	7513712662	319136	102080	319	1	13238
after	sc	r01	lazy01.yml	47603	68868	5336	1664	26	1	1
after	sc	r01	pthread-demo-datarace-3.yml	9548031	21248398	262136	83840	262	1	0
after	sc	r01	queue.yml	3069858	13274670	160936	51456	201	1	2
after	sc	r01	queue_longer.yml	0	0	0	0	0	0	-1
after	sc	r01	queue_ok.yml	643295	613650	183336	58624	229	1	2
after	sc	r01	queue_ok_longer.yml	183570516	235473332	23936072	2830196	4029	1	2
after	sc	r01	queue_ok_longest.yml	825605349	564678028	94781648	10971212	8029	1	2
after	sc	r01	race-1_1-join.yml	0	0	0	0	0	1	1
after	sc	r01	race-1_2-join.yml	14517	22763	4736	1472	23	1	1
after	sc	r01	race-1_3-join.yml	21960	26119	4736	1472	23	1	1
after	sc	r01	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	sc	r01	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	sc	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	sc	r01	reorder_2.yml	10126879	14951157	32936	10496	82	1	162
after	sc	r01	singleton.yml	156827	106088	8736	2752	43	1	1
after	sc	r01	singleton_with-uninit-problems.yml	133728	170553	8936	2816	44	1	4
after	sc	r01	stateful01-1.yml	46402	54803	6336	1984	31	1	0
after	sc	r01	stateful01-2.yml	110132	180993	6536	2048	32	1	6
after	sc	r01	szymanski.yml	393123	310437	5936	1856	29	1	6
after	sc	r01	time_var_mutex.yml	37670	60165	5736	1792	28	1	2
after	sc	r01	triangular-1.yml	889794713	2114015681	27336	8704	68	1	16632
after	sc	r01	triangular-2.yml	345272939	947553459	27336	8704	68	1	3638
after	sc	r01	twostage_3.yml	11169067	963264	40136	12800	100	1	4
after	sc	r01	unwind2-1.yml	0	0	0	0	0	1	1
after	sc	r01	unwind2-100.yml	0	0	0	0	0	1	1
after	sc	r01	unwind3-1.yml	12931	17359	3736	1152	18	1	1
after	sc	r02	01b_inc.yml	0	0	0	0	0	1	0
after	sc	r02	02_inc_cas.yml	0	0	0	0	0	1	0
after	sc	r02	13-privatized_01-priv_nr_true.yml	22992	38797	3336	1024	16	1	2
after	sc	r02	13-privatized_18-first-reads_true.yml	27531	40492	2536	768	12	1	2
after	sc	r02	13-privatized_18-first-reads_unknown_1_neg.yml	21938	18547	1736	512	8	1	0
after	sc	r02	13-privatized_18-first-reads_unknown_2_pos.yml	27756	24598	1736	512	8	1	0
after	sc	r02	13-privatized_19-publish-precision_true.yml	61878	87616	3736	1152	18	1	3
after	sc	r02	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r02	13-privatized_19-publish-precision_unknown_1_pos.yml	23989	27792	2736	832	13	1	0
after	sc	r02	13-privatized_19-publish-precision_unknown_2_neg.yml	24110	23179	2736	832	13	1	0
after	sc	r02	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	sc	r02	13-privatized_20-publish-regression_true.yml	28770	40649	2536	768	12	1	2
after	sc	r02	13-privatized_24-multiple-protecting_true.yml	368915	631491	10536	3328	52	1	7
after	sc	r02	13-privatized_25-struct_nr_true.yml	37766	60928	3336	1024	16	1	2
after	sc	r02	13-privatized_27-multiple-protecting2_true.yml	994110	1558337	12336	3904	61	1	26
after	sc	r02	13-privatized_29-multiple-protecting2-vesal_true.yml	124727	165603	6336	1984	31	1	4
after	sc	r02	13-privatized_30-traces-oplus-vs-meet_true.yml	76756	91514	4336	1344	21	1	2
after	sc	r02	13-privatized_31-traces-mine-vs-mutex_true.yml	108347	138497	5136	1600	25	1	4
after	sc	r02	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	112347	105698	6136	1920	30	1	3
after	sc	r02	13-privatized_33-traces-v-matters_true.yml	53667	73654	3936	1216	19	1	1
after	sc	r02	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	39726	56908	2936	896	14	1	1
after	sc	r02	13-privatized_35-traces-ex-2_true.yml	64291	70783	4136	1280	20	1	2
after	sc	r02	13-privatized_36-traces-ex-3_true.yml	53839	73692	3736	1152	18	1	3
after	sc	r02	13-privatized_37-traces-ex-4_true.yml	28519	46191	3136	960	15	1	2
after	sc	r02	13-privatized_38-traces-ex-4-switch_true.yml	67707	80699	4136	1280	20	1	2
after	sc	r02	13-privatized_40-traces-ex-6_true.yml	46430	56485	2936	896	14	1	1
after	sc	r02	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r02	13-privatized_41-traces-ex-7_unknown_1_pos.yml	28683	27409	2736	832	13	1	0
after	sc	r02	13-privatized_42-traces-ex-mini_true.yml	29621	48941	3936	1216	19	1	2
after	sc	r02	13-privatized_44-traces-mine2_true.yml	15930	21920	2736	832	13	1	1
after	sc	r02	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	55277	81435	4136	1280	20	1	2
after	sc	r02	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	sc	r02	13-privatized_47-refine-protected2_true.yml	38941	50950	2536	768	12	1	2
after	sc	r02	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	sc	r02	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	sc	r02	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	sc	r02	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	sc	r02	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	sc	r02	14_spin2003.yml	0	0	0	0	0	1	0
after	sc	r02	28-race_reach_01-simple_racing.yml	10382604769	70823537	1807007952	1680796	40017	1	0
after	sc	r02	28-race_reach_06-cond_racing1.yml	8982315619	26484868	1807007952	1680796	40017	1	0
after	sc	r02	28-race_reach_11-ptr_racing.yml	10021687192	25925896	1807007952	1680796	40017	1	0
after	sc	r02	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	sc	r02	28-race_reach_24-sound_lock_racing.yml	9063667377	23355172	1807007952	1680796	40017	1	0
after	sc	r02	28-race_reach_37-indirect_racing.yml	10534896245	29930777	1807053072	1680820	40018	1	0
after	sc	r02	28-race_reach_45-escape_racing.yml	20360	22512	3936	1216	19	1	0
after	sc	r02	28-race_reach_46-escape_racefree.yml	39135	53900	3536	1088	17	1	2
after	sc	r02	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	sc	r02	36-apron_11-traces-max-simple_true.yml	24718	37882	2536	768	12	1	2
after	sc	r02	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	sc	r02	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r02	36-apron_21-traces-cluster-based_true.yml	255603	315726	7136	2240	35	1	6
after	sc	r02	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	sc	r02	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	sc	r02	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	sc	r02	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	sc	r02	46_monabsex2_vs.yml	0	0	0	0	0	1	0
after	sc	r02	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	sc	r02	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	sc	r02	butterfly.yml	3701202708	3420053866	12136	3840	60	1	64560
after	sc	r02	circular_buffer_bad.yml	329566	484588	34136	10880	85	1	1
after	sc	r02	circular_buffer_ok.yml	774530398	669624294	185736	59392	232	1	3432
after	sc	r02	dekker-unfair.yml	108674	95880	6336	1984	31	1	4
after	sc	r02	dekker.yml	97535	93299	6336	1984	31	1	4
after	sc	r02	exponential-nondet.yml	0	0	0	0	0	1	1
after	sc	r02	fib_safe-5.yml	935597818	896354081	194536	62208	243	1	2772
after	sc	r02	fib_safe-6.yml	5697915206	5292013446	281136	89920	281	1	12012
after	sc	r02	fib_unsafe-5.yml	310848723	280463978	194536	62208	243	1	632
after	sc	r02	fib_unsafe-6.yml	1853210773	1688386192	281136	89920	281	1	2942
after	sc	r02	fib_unsafe-7.yml	8825120966	7658421843	319136	102080	319	1	13238
after	sc	r02	lazy01.yml	50944	72252	5336	1664	26	1	1
after	sc	r02	pthread-demo-datarace-3.yml	7699391	21605006	262136	83840	262	1	0
after	sc	r02	queue.yml	7197180	6369624	160936	51456	201	1	2
after	sc	r02	queue_longer.yml	0	0	0	0	0	0	-1
after	sc	r02	queue_ok.yml	643226	675012	183336	58624	229	1	2
after	sc	r02	queue_ok_longer.yml	202393486	136198855	23936072	2830196	4029	1	2
after	sc	r02	queue_ok_longest.yml	723100525	580372320	94781648	10971212	8029	1	2
after	sc	r02	race-1_1-join.yml	0	0	0	0	0	1	1
after	sc	r02	race-1_2-join.yml	14735	22490	4736	1472	23	1	1
after	sc	r02	race-1_3-join.yml	15065	23508	4736	1472	23	1	1
after	sc	r02	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	sc	r02	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	sc	r02	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	sc	r02	reorder_2.yml	25874412	18260647	32936	10496	82	1	162
after	sc	r02	singleton.yml	79667	102222	8736	2752	43	1	1
after	sc	r02	singleton_with-uninit-problems.yml	140428	186343	8936	2816	44	1	4
after	sc	r02	stateful01-1.yml	48583	64645	6336	1984	31	1	0
after	sc	r02	stateful01-2.yml	113915	170125	6536	2048	32	1	6
after	sc	r02	szymanski.yml	390055	305256	5936	1856	29	1	6
after	sc	r02	time_var_mutex.yml	39365	57857	5736	1792	28	1	2
after	sc	r02	triangular-1.yml	1002196661	2362747264	27336	8704	68	1	16632
after	sc	r02	triangular-2.yml	182246714	457296028	27336	8704	68	1	3638
after	sc	r02	twostage_3.yml	861177	947035	40136	12800	100	1	4
after	sc	r02	unwind2-1.yml	0	0	0	0	0	1	1
after	sc	r02	unwind2-100.yml	0	0	0	0	0	1	1
after	sc	r02	unwind3-1.yml	20924	18152	3736	1152	18	1	1
after	sc	r03	01b_inc.yml	0	0	0	0	0	1	0
after	sc	r03	02_inc_cas.yml	0	0	0	0	0	1	0
after	sc	r03	13-privatized_01-priv_nr_true.yml	31934	46355	3336	1024	16	1	2
after	sc	r03	13-privatized_18-first-reads_true.yml	28748	44487	2536	768	12	1	2
after	sc	r03	13-privatized_18-first-reads_unknown_1_neg.yml	21289	28989	1736	512	8	1	0
after	sc	r03	13-privatized_18-first-reads_unknown_2_pos.yml	18580	22931	1736	512	8	1	0
after	sc	r03	13-privatized_19-publish-precision_true.yml	57666	79738	3736	1152	18	1	3
after	sc	r03	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r03	13-privatized_19-publish-precision_unknown_1_pos.yml	20354	25679	2736	832	13	1	0
after	sc	r03	13-privatized_19-publish-precision_unknown_2_neg.yml	25838	28555	2736	832	13	1	0
after	sc	r03	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	sc	r03	13-privatized_20-publish-regression_true.yml	30834	42109	2536	768	12	1	2
after	sc	r03	13-privatized_24-multiple-protecting_true.yml	310619	531342	10536	3328	52	1	7
after	sc	r03	13-privatized_25-struct_nr_true.yml	27881	47512	3336	1024	16	1	2
after	sc	r03	13-privatized_27-multiple-protecting2_true.yml	950809	1500682	12336	3904	61	1	26
after	sc	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	96335	129035	6336	1984	31	1	4
after	sc	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	60069	76650	4336	1344	21	1	2
after	sc	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	86469	115508	5136	1600	25	1	4
after	sc	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	108152	99343	6136	1920	30	1	3
after	sc	r03	13-privatized_33-traces-v-matters_true.yml	44971	62747	3936	1216	19	1	1
after	sc	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	31741	54385	2936	896	14	1	1
after	sc	r03	13-privatized_35-traces-ex-2_true.yml	58241	72073	4136	1280	20	1	2
after	sc	r03	13-privatized_36-traces-ex-3_true.yml	60414	150086	3736	1152	18	1	3
after	sc	r03	13-privatized_37-traces-ex-4_true.yml	55347	86180	3136	960	15	1	2
after	sc	r03	13-privatized_38-traces-ex-4-switch_true.yml	55539	70714	4136	1280	20	1	2
after	sc	r03	13-privatized_40-traces-ex-6_true.yml	40104	46630	2936	896	14	1	1
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_pos.yml	25085	24828	2736	832	13	1	0
after	sc	r03	13-privatized_42-traces-ex-mini_true.yml	55956	74871	3936	1216	19	1	2
after	sc	r03	13-privatized_44-traces-mine2_true.yml	47488	23385	2736	832	13	1	1
after	sc	r03	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	46116	71467	4136	1280	20	1	2
after	sc	r03	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	sc	r03	13-privatized_47-refine-protected2_true.yml	28843	43910	2536	768	12	1	2
after	sc	r03	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	sc	r03	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	sc	r03	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	sc	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	sc	r03	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	sc	r03	14_spin2003.yml	0	0	0	0	0	1	0
after	sc	r03	28-race_reach_01-simple_racing.yml	10200558438	25692133	1807007952	1680796	40017	1	0
after	sc	r03	28-race_reach_06-cond_racing1.yml	8912588078	26085770	1807007952	1680796	40017	1	0
after	sc	r03	28-race_reach_11-ptr_racing.yml	10524484999	25498659	1807007952	1680796	40017	1	0
after	sc	r03	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	sc	r03	28-race_reach_24-sound_lock_racing.yml	9588433360	24837466	1807007952	1680796	40017	1	0
after	sc	r03	28-race_reach_37-indirect_racing.yml	9708903498	26525094	1807053072	1680820	40018	1	0
after	sc	r03	28-race_reach_45-escape_racing.yml	17643	20403	3936	1216	19	1	0
after	sc	r03	28-race_reach_46-escape_racefree.yml	22926	37999	3536	1088	17	1	2
after	sc	r03	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	sc	r03	36-apron_11-traces-max-simple_true.yml	33667	44677	2536	768	12	1	2
after	sc	r03	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	sc	r03	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r03	36-apron_21-traces-cluster-based_true.yml	212000	271876	7136	2240	35	1	6
after	sc	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	sc	r03	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	sc	r03	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	sc	r03	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	sc	r03	46_monabsex2_vs.yml	0	0	0	0	0	1	0
