variant	model	repetition	task	offline_ns	materialize_ns	peak_snapshot_bytes	max_current_base_bytes	max_stable_events	records	executions
after	sc	r03	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	sc	r03	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	sc	r03	butterfly.yml	4157154468	3746231685	12136	3840	60	1	64560
after	sc	r03	circular_buffer_bad.yml	320678	481539	34136	10880	85	1	1
after	sc	r03	circular_buffer_ok.yml	765914511	720815545	185736	59392	232	1	3432
after	sc	r03	dekker-unfair.yml	130451	117175	6336	1984	31	1	4
after	sc	r03	dekker.yml	97706	99539	6336	1984	31	1	4
after	sc	r03	exponential-nondet.yml	0	0	0	0	0	1	1
after	sc	r03	fib_safe-5.yml	968710232	929077811	194536	62208	243	1	2772
after	sc	r03	fib_safe-6.yml	5935903492	5512171021	281136	89920	281	1	12012
after	sc	r03	fib_unsafe-5.yml	431634666	448182665	194536	62208	243	1	632
after	sc	r03	fib_unsafe-6.yml	1491566085	1339235156	281136	89920	281	1	2942
after	sc	r03	fib_unsafe-7.yml	8238164411	7096986379	319136	102080	319	1	13238
after	sc	r03	lazy01.yml	52965	65760	5336	1664	26	1	1
after	sc	r03	pthread-demo-datarace-3.yml	47879823	65449725	262136	83840	262	1	0
after	sc	r03	queue.yml	2894154	25865233	160936	51456	201	1	2
after	sc	r03	queue_longer.yml	0	0	0	0	0	0	-1
after	sc	r03	queue_ok.yml	614296	572558	183336	58624	229	1	2
after	sc	r03	queue_ok_longer.yml	316518773	217270437	23936072	2830196	4029	1	2
after	sc	r03	queue_ok_longest.yml	932340890	570388540	94781648	10971212	8029	1	2
after	sc	r03	race-1_1-join.yml	0	0	0	0	0	1	1
after	sc	r03	race-1_2-join.yml	14846	22363	4736	1472	23	1	1
after	sc	r03	race-1_3-join.yml	16416	29864	4736	1472	23	1	1
after	sc	r03	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	sc	r03	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	sc	r03	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	sc	r03	reorder_2.yml	9660123	16265465	32936	10496	82	1	162
after	sc	r03	singleton.yml	77445	98212	8736	2752	43	1	1
after	sc	r03	singleton_with-uninit-problems.yml	123009	165418	8936	2816	44	1	4
after	sc	r03	stateful01-1.yml	38345	65472	6336	1984	31	1	0
after	sc	r03	stateful01-2.yml	102187	161830	6536	2048	32	1	6
after	sc	r03	szymanski.yml	365325	291664	5936	1856	29	1	6
after	sc	r03	time_var_mutex.yml	40423	65366	5736	1792	28	1	2
after	sc	r03	triangular-1.yml	831963994	1906921136	27336	8704	68	1	16632
after	sc	r03	triangular-2.yml	195191733	450704501	27336	8704	68	1	3638
after	sc	r03	twostage_3.yml	842281	951708	40136	12800	100	1	4
after	sc	r03	unwind2-1.yml	0	0	0	0	0	1	1
after	sc	r03	unwind2-100.yml	0	0	0	0	0	1	1
after	sc	r03	unwind3-1.yml	16062	18599	3736	1152	18	1	1
after	sc	r04	01b_inc.yml	0	0	0	0	0	1	0
after	sc	r04	02_inc_cas.yml	0	0	0	0	0	1	0
after	sc	r04	13-privatized_01-priv_nr_true.yml	29289	54869	3336	1024	16	1	2
after	sc	r04	13-privatized_18-first-reads_true.yml	28693	39503	2536	768	12	1	2
after	sc	r04	13-privatized_18-first-reads_unknown_1_neg.yml	16657	22136	1736	512	8	1	0
after	sc	r04	13-privatized_18-first-reads_unknown_2_pos.yml	15050	20285	1736	512	8	1	0
after	sc	r04	13-privatized_19-publish-precision_true.yml	57726	71602	3736	1152	18	1	3
after	sc	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	15703	21863	2736	832	13	1	0
after	sc	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	11935	16693	2736	832	13	1	0
after	sc	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	sc	r04	13-privatized_20-publish-regression_true.yml	31727	44276	2536	768	12	1	2
after	sc	r04	13-privatized_24-multiple-protecting_true.yml	418672	716151	10536	3328	52	1	7
after	sc	r04	13-privatized_25-struct_nr_true.yml	34178	47944	3336	1024	16	1	2
after	sc	r04	13-privatized_27-multiple-protecting2_true.yml	1228313	1964070	12336	3904	61	1	26
after	sc	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	98643	127645	6336	1984	31	1	4
after	sc	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	62624	71207	4336	1344	21	1	2
after	sc	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	82414	106551	5136	1600	25	1	4
after	sc	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	121447	144520	6136	1920	30	1	3
after	sc	r04	13-privatized_33-traces-v-matters_true.yml	45634	61940	3936	1216	19	1	1
after	sc	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	31445	46493	2936	896	14	1	1
after	sc	r04	13-privatized_35-traces-ex-2_true.yml	56367	73253	4136	1280	20	1	2
after	sc	r04	13-privatized_36-traces-ex-3_true.yml	49690	68613	3736	1152	18	1	3
after	sc	r04	13-privatized_37-traces-ex-4_true.yml	38480	57315	3136	960	15	1	2
after	sc	r04	13-privatized_38-traces-ex-4-switch_true.yml	58707	66829	4136	1280	20	1	2
after	sc	r04	13-privatized_40-traces-ex-6_true.yml	31085	48901	2936	896	14	1	1
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	24751	28030	2736	832	13	1	0
after	sc	r04	13-privatized_42-traces-ex-mini_true.yml	43909	63544	3936	1216	19	1	2
after	sc	r04	13-privatized_44-traces-mine2_true.yml	15906	22702	2736	832	13	1	1
after	sc	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	53084	69154	4136	1280	20	1	2
after	sc	r04	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	sc	r04	13-privatized_47-refine-protected2_true.yml	29169	41597	2536	768	12	1	2
after	sc	r04	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	sc	r04	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	sc	r04	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	sc	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	sc	r04	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	sc	r04	14_spin2003.yml	0	0	0	0	0	1	0
after	sc	r04	28-race_reach_01-simple_racing.yml	9788033752	25913619	1807007952	1680796	40017	1	0
after	sc	r04	28-race_reach_06-cond_racing1.yml	8884294955	28453088	1807007952	1680796	40017	1	0
after	sc	r04	28-race_reach_11-ptr_racing.yml	11627321606	64965285	1807007952	1680796	40017	1	0
after	sc	r04	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	sc	r04	28-race_reach_24-sound_lock_racing.yml	9516553380	24813262	1807007952	1680796	40017	1	0
after	sc	r04	28-race_reach_37-indirect_racing.yml	9721585850	33792274	1807053072	1680820	40018	1	0
after	sc	r04	28-race_reach_45-escape_racing.yml	12067	18273	3936	1216	19	1	0
after	sc	r04	28-race_reach_46-escape_racefree.yml	31771	38804	3536	1088	17	1	2
after	sc	r04	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	sc	r04	36-apron_11-traces-max-simple_true.yml	41055	60410	2536	768	12	1	2
after	sc	r04	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	sc	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	sc	r04	36-apron_21-traces-cluster-based_true.yml	203651	246831	7136	2240	35	1	6
after	sc	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	sc	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	sc	r04	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	sc	r04	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	sc	r04	46_monabsex2_vs.yml	0	0	0	0	0	1	0
after	sc	r04	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	sc	r04	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	sc	r04	butterfly.yml	3927140109	3694055599	12136	3840	60	1	64560
after	sc	r04	circular_buffer_bad.yml	327414	4495636	34136	10880	85	1	1
after	sc	r04	circular_buffer_ok.yml	754470219	734280508	185736	59392	232	1	3432
after	sc	r04	dekker-unfair.yml	99483	94178	6336	1984	31	1	4
after	sc	r04	dekker.yml	93942	91014	6336	1984	31	1	4
after	sc	r04	exponential-nondet.yml	0	0	0	0	0	1	1
after	sc	r04	fib_safe-5.yml	1076961282	1039188582	194536	62208	243	1	2772
after	sc	r04	fib_safe-6.yml	5756005681	5128008004	281136	89920	281	1	12012
after	sc	r04	fib_unsafe-5.yml	287979863	330449250	194536	62208	243	1	632
after	sc	r04	fib_unsafe-6.yml	1714548233	1551266856	281136	89920	281	1	2942
after	sc	r04	fib_unsafe-7.yml	8196531484	6950503706	319136	102080	319	1	13238
after	sc	r04	lazy01.yml	46412	99459	5336	1664	26	1	1
after	sc	r04	pthread-demo-datarace-3.yml	7701583	21247075	262136	83840	262	1	0
after	sc	r04	queue.yml	3256086	8326987	160936	51456	201	1	2
after	sc	r04	queue_longer.yml	0	0	0	0	0	0	-1
after	sc	r04	queue_ok.yml	1853930	590908	183336	58624	229	1	2
after	sc	r04	queue_ok_longer.yml	687222105	406220288	23936072	2830196	4029	1	2
after	sc	r04	queue_ok_longest.yml	805090791	543863023	94781648	10971212	8029	1	2
after	sc	r04	race-1_1-join.yml	0	0	0	0	0	1	1
after	sc	r04	race-1_2-join.yml	21440	26294	4736	1472	23	1	1
after	sc	r04	race-1_3-join.yml	16098	23854	4736	1472	23	1	1
after	sc	r04	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	sc	r04	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	sc	r04	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	sc	r04	reorder_2.yml	10193106	15235352	32936	10496	82	1	162
after	sc	r04	singleton.yml	74555	94431	8736	2752	43	1	1
after	sc	r04	singleton_with-uninit-problems.yml	138889	181233	8936	2816	44	1	4
after	sc	r04	stateful01-1.yml	49567	67884	6336	1984	31	1	0
after	sc	r04	stateful01-2.yml	119139	197730	6536	2048	32	1	6
after	sc	r04	szymanski.yml	362362	297904	5936	1856	29	1	6
after	sc	r04	time_var_mutex.yml	37147	63047	5736	1792	28	1	2
after	sc	r04	triangular-1.yml	850634832	1956060133	27336	8704	68	1	16632
after	sc	r04	triangular-2.yml	193863433	506021146	27336	8704	68	1	3638
after	sc	r04	twostage_3.yml	896165	999173	40136	12800	100	1	4
after	sc	r04	unwind2-1.yml	0	0	0	0	0	1	1
after	sc	r04	unwind2-100.yml	0	0	0	0	0	1	1
after	sc	r04	unwind3-1.yml	13442	18562	3736	1152	18	1	1
after	tso	r01	01b_inc.yml	0	0	0	0	0	1	0
after	tso	r01	02_inc_cas.yml	0	0	0	0	0	1	0
after	tso	r01	13-privatized_01-priv_nr_true.yml	66655	48763	7400	1184	16	1	2
after	tso	r01	13-privatized_18-first-reads_true.yml	67208	50560	5672	896	12	1	2
after	tso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	39031	35105	3944	608	8	1	0
after	tso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	31242	19703	3944	608	8	1	0
after	tso	r01	13-privatized_19-publish-precision_true.yml	152625	118246	8264	1328	18	1	3
after	tso	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	39808	29088	6104	968	13	1	0
after	tso	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	29987	25016	6104	968	13	1	0
after	tso	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	tso	r01	13-privatized_20-publish-regression_true.yml	66679	45888	5672	896	12	1	2
after	tso	r01	13-privatized_24-multiple-protecting_true.yml	1166441	671810	22952	3776	52	1	7
after	tso	r01	13-privatized_25-struct_nr_true.yml	81164	59510	7400	1184	16	1	2
after	tso	r01	13-privatized_27-multiple-protecting2_true.yml	3502665	1837466	26840	4424	61	1	26
after	tso	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	295241	163056	13880	2264	31	1	4
after	tso	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	153782	91072	9560	1544	21	1	2
after	tso	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	235823	136070	11288	1832	25	1	4
after	tso	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	345859	192084	13448	2192	30	1	3
after	tso	r01	13-privatized_33-traces-v-matters_true.yml	119477	74092	8696	1400	19	1	1
after	tso	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	66185	65588	6536	1040	14	1	1
after	tso	r01	13-privatized_35-traces-ex-2_true.yml	146216	85989	9128	1472	20	1	2
after	tso	r01	13-privatized_36-traces-ex-3_true.yml	135102	95057	8264	1328	18	1	3
after	tso	r01	13-privatized_37-traces-ex-4_true.yml	72981	60457	6968	1112	15	1	2
after	tso	r01	13-privatized_38-traces-ex-4-switch_true.yml	150220	91668	9128	1472	20	1	2
after	tso	r01	13-privatized_40-traces-ex-6_true.yml	95391	74351	6536	1040	14	1	1
after	tso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	36176	25026	6104	968	13	1	0
after	tso	r01	13-privatized_42-traces-ex-mini_true.yml	90386	68300	8696	1400	19	1	2
after	tso	r01	13-privatized_44-traces-mine2_true.yml	36674	23869	6104	968	13	1	1
after	tso	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	119167	73753	9128	1472	20	1	2
after	tso	r01	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	tso	r01	13-privatized_47-refine-protected2_true.yml	88709	62076	5672	896	12	1	2
after	tso	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	tso	r01	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	tso	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	tso	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	tso	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	tso	r01	14_spin2003.yml	0	0	0	0	0	1	0
after	tso	r01	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	-1
after	tso	r01	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	-1
after	tso	r01	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	-1
after	tso	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	tso	r01	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	-1
after	tso	r01	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	-1
after	tso	r01	28-race_reach_45-escape_racing.yml	39069	25040	8696	1400	19	1	0
after	tso	r01	28-race_reach_46-escape_racefree.yml	65527	48637	7832	1256	17	1	2
after	tso	r01	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	tso	r01	36-apron_11-traces-max-simple_true.yml	79790	58029	5672	896	12	1	2
after	tso	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	tso	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r01	36-apron_21-traces-cluster-based_true.yml	670109	332822	15608	2552	35	1	6
after	tso	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	tso	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	tso	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	tso	r01	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	tso	r01	46_monabsex2_vs.yml	0	0	0	0	0	1	0
after	tso	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	tso	r01	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	tso	r01	butterfly.yml	15685261520	5181501912	26408	4352	60	1	64560
after	tso	r01	circular_buffer_bad.yml	1349836	546587	74008	12304	85	1	1
after	tso	r01	circular_buffer_ok.yml	3412245205	717743613	401624	66944	232	1	3432
after	tso	r01	dekker-unfair.yml	277854	112965	13880	2264	31	1	4
after	tso	r01	dekker.yml	281165	111741	13880	2264	31	1	4
after	tso	r01	exponential-nondet.yml	0	0	0	0	0	1	1
after	tso	r01	fib_safe-5.yml	5443383927	1196803680	420632	70112	243	1	2772
after	tso	r01	fib_safe-6.yml	27068273954	5409927676	607768	101320	281	1	12012
after	tso	r01	fib_unsafe-5.yml	1311116619	281304485	420632	70112	243	1	632
after	tso	r01	fib_unsafe-6.yml	7123129897	1421343188	607768	101320	281	1	2942
after	tso	r01	fib_unsafe-7.yml	38893940349	7289858899	689848	115000	319	1	13238
after	tso	r01	lazy01.yml	125546	74890	11720	1904	26	1	1
after	tso	r01	pthread-demo-datarace-3.yml	36017079	17924577	566728	94480	262	1	0
after	tso	r01	queue.yml	70307023	13723366	348056	58016	201	1	2
after	tso	r01	queue_longer.yml	0	0	0	0	0	0	-1
after	tso	r01	queue_ok.yml	2846698	696096	396440	66080	229	1	2
after	tso	r01	queue_ok_longer.yml	3747318855	112777664	78832480	2864444	4029	1	2
after	tso	r01	queue_ok_longest.yml	13947969065	517307473	313437728	11039476	8029	1	2
after	tso	r01	race-1_1-join.yml	0	0	0	0	0	1	1
after	tso	r01	race-1_2-join.yml	43043	30081	10424	1688	23	1	1
after	tso	r01	race-1_3-join.yml	45125	36437	10424	1688	23	1	1
after	tso	r01	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	tso	r01	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	tso	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	tso	r01	reorder_2.yml	44708701	22788792	71416	11872	82	1	162
after	tso	r01	singleton.yml	239661	119738	19064	3128	43	1	1
after	tso	r01	singleton_with-uninit-problems.yml	401520	225676	19496	3200	44	1	4
after	tso	r01	stateful01-1.yml	102530	58449	13880	2264	31	1	0
after	tso	r01	stateful01-2.yml	327148	221621	14312	2336	32	1	6
after	tso	r01	szymanski.yml	2085850	368515	13016	2120	29	1	6
after	tso	r01	time_var_mutex.yml	102795	71725	12584	2048	28	1	2
after	tso	r01	triangular-1.yml	3122188163	2089247962	59320	9856	68	1	16632
after	tso	r01	triangular-2.yml	823729558	533536627	59320	9856	68	1	3638
after	tso	r01	twostage_3.yml	3366030	1138511	86968	14464	100	1	4
after	tso	r01	unwind2-1.yml	0	0	0	0	0	1	1
after	tso	r01	unwind2-100.yml	0	0	0	0	0	1	1
after	tso	r01	unwind3-1.yml	35215	19800	8264	1328	18	1	1
after	tso	r02	01b_inc.yml	0	0	0	0	0	1	0
after	tso	r02	02_inc_cas.yml	0	0	0	0	0	1	0
after	tso	r02	13-privatized_01-priv_nr_true.yml	91223	72009	7400	1184	16	1	2
after	tso	r02	13-privatized_18-first-reads_true.yml	80428	57689	5672	896	12	1	2
after	tso	r02	13-privatized_18-first-reads_unknown_1_neg.yml	41781	22293	3944	608	8	1	0
after	tso	r02	13-privatized_18-first-reads_unknown_2_pos.yml	44747	32564	3944	608	8	1	0
after	tso	r02	13-privatized_19-publish-precision_true.yml	159749	98447	8264	1328	18	1	3
after	tso	r02	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r02	13-privatized_19-publish-precision_unknown_1_pos.yml	39203	33504	6104	968	13	1	0
after	tso	r02	13-privatized_19-publish-precision_unknown_2_neg.yml	41248	31953	6104	968	13	1	0
after	tso	r02	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	tso	r02	13-privatized_20-publish-regression_true.yml	77996	62743	5672	896	12	1	2
after	tso	r02	13-privatized_24-multiple-protecting_true.yml	1320074	755585	22952	3776	52	1	7
after	tso	r02	13-privatized_25-struct_nr_true.yml	81815	60999	7400	1184	16	1	2
after	tso	r02	13-privatized_27-multiple-protecting2_true.yml	4471301	2339372	26840	4424	61	1	26
after	tso	r02	13-privatized_29-multiple-protecting2-vesal_true.yml	373513	215079	13880	2264	31	1	4
after	tso	r02	13-privatized_30-traces-oplus-vs-meet_true.yml	135095	85876	9560	1544	21	1	2
after	tso	r02	13-privatized_31-traces-mine-vs-mutex_true.yml	290190	167586	11288	1832	25	1	4
after	tso	r02	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	348669	187368	13448	2192	30	1	3
after	tso	r02	13-privatized_33-traces-v-matters_true.yml	140638	91263	8696	1400	19	1	1
after	tso	r02	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	87431	72128	6536	1040	14	1	1
after	tso	r02	13-privatized_35-traces-ex-2_true.yml	193424	109376	9128	1472	20	1	2
after	tso	r02	13-privatized_36-traces-ex-3_true.yml	199072	125339	8264	1328	18	1	3
after	tso	r02	13-privatized_37-traces-ex-4_true.yml	85255	71381	6968	1112	15	1	2
after	tso	r02	13-privatized_38-traces-ex-4-switch_true.yml	141547	83664	9128	1472	20	1	2
after	tso	r02	13-privatized_40-traces-ex-6_true.yml	88507	76088	6536	1040	14	1	1
after	tso	r02	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r02	13-privatized_41-traces-ex-7_unknown_1_pos.yml	48389	41288	6104	968	13	1	0
after	tso	r02	13-privatized_42-traces-ex-mini_true.yml	102481	78261	8696	1400	19	1	2
after	tso	r02	13-privatized_44-traces-mine2_true.yml	42571	32166	6104	968	13	1	1
after	tso	r02	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	159622	98496	9128	1472	20	1	2
after	tso	r02	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	tso	r02	13-privatized_47-refine-protected2_true.yml	117728	62914	5672	896	12	1	2
after	tso	r02	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	tso	r02	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	tso	r02	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	tso	r02	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	tso	r02	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	tso	r02	14_spin2003.yml	0	0	0	0	0	1	0
after	tso	r02	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	-1
after	tso	r02	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	-1
after	tso	r02	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	-1
after	tso	r02	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	tso	r02	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	-1
after	tso	r02	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	-1
after	tso	r02	28-race_reach_45-escape_racing.yml	44779	29607	8696	1400	19	1	0
after	tso	r02	28-race_reach_46-escape_racefree.yml	76898	62988	7832	1256	17	1	2
after	tso	r02	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	tso	r02	36-apron_11-traces-max-simple_true.yml	80691	60861	5672	896	12	1	2
after	tso	r02	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	tso	r02	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r02	36-apron_21-traces-cluster-based_true.yml	795075	412341	15608	2552	35	1	6
after	tso	r02	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	tso	r02	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	tso	r02	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	tso	r02	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	tso	r02	46_monabsex2_vs.yml	0	0	0	0	0	1	0
after	tso	r02	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	tso	r02	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	tso	r02	butterfly.yml	14994346443	4870750972	26408	4352	60	1	64560
after	tso	r02	circular_buffer_bad.yml	1572640	635230	74008	12304	85	1	1
after	tso	r02	circular_buffer_ok.yml	3568875817	735073292	401624	66944	232	1	3432
after	tso	r02	dekker-unfair.yml	302895	120581	13880	2264	31	1	4
after	tso	r02	dekker.yml	301737	133850	13880	2264	31	1	4
after	tso	r02	exponential-nondet.yml	0	0	0	0	0	1	1
after	tso	r02	fib_safe-5.yml	5333632230	1201787338	420632	70112	243	1	2772
after	tso	r02	fib_safe-6.yml	28495758116	5732756787	607768	101320	281	1	12012
after	tso	r02	fib_unsafe-5.yml	1321977852	304061987	420632	70112	243	1	632
after	tso	r02	fib_unsafe-6.yml	7940598155	1622002443	607768	101320	281	1	2942
after	tso	r02	fib_unsafe-7.yml	40178185723	7497926332	689848	115000	319	1	13238
after	tso	r02	lazy01.yml	138436	85765	11720	1904	26	1	1
after	tso	r02	pthread-demo-datarace-3.yml	40838165	19600378	566728	94480	262	1	0
after	tso	r02	queue.yml	45906532	8554125	348056	58016	201	1	2
after	tso	r02	queue_longer.yml	0	0	0	0	0	0	-1
after	tso	r02	queue_ok.yml	2895786	7994957	396440	66080	229	1	2
after	tso	r02	queue_ok_longer.yml	2409894028	116661080	78832480	2864444	4029	1	2
after	tso	r02	queue_ok_longest.yml	12622689522	500866001	313437728	11039476	8029	1	2
after	tso	r02	race-1_1-join.yml	0	0	0	0	0	1	1
after	tso	r02	race-1_2-join.yml	50052	32328	10424	1688	23	1	1
after	tso	r02	race-1_3-join.yml	50240	29492	10424	1688	23	1	1
after	tso	r02	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	tso	r02	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	tso	r02	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	tso	r02	reorder_2.yml	39866496	18346964	71416	11872	82	1	162
after	tso	r02	singleton.yml	224454	110892	19064	3128	43	1	1
after	tso	r02	singleton_with-uninit-problems.yml	415078	278942	19496	3200	44	1	4
after	tso	r02	stateful01-1.yml	143390	83752	13880	2264	31	1	0
after	tso	r02	stateful01-2.yml	330009	222629	14312	2336	32	1	6
after	tso	r02	szymanski.yml	1190823	413521	13016	2120	29	1	6
after	tso	r02	time_var_mutex.yml	134620	95497	12584	2048	28	1	2
after	tso	r02	triangular-1.yml	3260438641	2248298281	59320	9856	68	1	16632
after	tso	r02	triangular-2.yml	722639296	487192915	59320	9856	68	1	3638
after	tso	r02	twostage_3.yml	3537867	1201499	86968	14464	100	1	4
after	tso	r02	unwind2-1.yml	0	0	0	0	0	1	1
after	tso	r02	unwind2-100.yml	0	0	0	0	0	1	1
after	tso	r02	unwind3-1.yml	41685	24875	8264	1328	18	1	1
after	tso	r03	01b_inc.yml	0	0	0	0	0	1	0
after	tso	r03	02_inc_cas.yml	0	0	0	0	0	1	0
