category	cputime	memory	repetition	status	task	variant	walltime
correct	0.070799012	25956352.0	01	true	goblint-regression/13-privatized_66-mine-W-init_true.yml	baseline	0.0748825139598921
correct	0.066503107	25960448.0	01	false(unreach-call)	goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	baseline	0.0722809670260176
correct	0.069799812	25993216.0	01	true	goblint-regression/36-apron_16-traces-unprot2_true.yml	baseline	0.0755018099443987
correct	0.052301145	25956352.0	01	true	goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	baseline	0.06101634504739195
correct	0.067976469	25956352.0	01	true	goblint-regression/13-privatized_47-refine-protected2_true.yml	baseline	0.0734551539644599
correct	0.074637872	25948160.0	01	true	goblint-regression/13-privatized_46-refine-protected1_true.yml	baseline	0.078558319946751
correct	0.071400786	25956352.0	01	true	goblint-regression/36-apron_11-traces-max-simple_true.yml	baseline	0.07314789202064276
correct	0.069033218	25956352.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	baseline	0.07355802808888257
correct	0.068077341	25960448.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	baseline	0.07316854794044048
correct	0.066288314	25968640.0	01	true	goblint-regression/13-privatized_40-traces-ex-6_true.yml	baseline	0.07228253199718893
correct	0.067223091	26025984.0	01	true	goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	baseline	0.07160063297487795
correct	0.066609981	25980928.0	01	true	goblint-regression/13-privatized_44-traces-mine2_true.yml	baseline	0.07306303398218006
correct	0.069156104	26017792.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	baseline	0.07432962104212493
correct	0.066976462	25972736.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	baseline	0.07370433094911277
correct	0.068252759	26017792.0	01	true	goblint-regression/13-privatized_36-traces-ex-3_true.yml	baseline	0.07926170900464058
correct	0.066231607	26038272.0	01	true	goblint-regression/13-privatized_18-first-reads_true.yml	baseline	0.07547514897305518
correct	0.067870314	25939968.0	01	true	goblint-regression/13-privatized_35-traces-ex-2_true.yml	baseline	0.07206249597948045
correct	0.074229218	25956352.0	01	true	goblint-regression/13-privatized_37-traces-ex-4_true.yml	baseline	0.07725847500842065
correct	0.071953251	26017792.0	01	true	goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	baseline	0.07597001700196415
correct	0.068159572	26091520.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	baseline	0.07626296300441027
correct	0.067525134	25956352.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	baseline	0.07461139094084501
correct	0.068743889	26017792.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	baseline	0.07978267502039671
correct	0.059018135	25980928.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	baseline	0.07087379298172891
correct	0.070259197	25960448.0	01	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	baseline	0.0801343449857086
correct	0.068161281	26042368.0	01	true	goblint-regression/13-privatized_01-priv_nr_true.yml	baseline	0.075272157904692
correct	0.067548325	26030080.0	01	true	goblint-regression/13-privatized_19-publish-precision_true.yml	baseline	0.07292460708413273
correct	0.069501639	26079232.0	01	true	goblint-regression/13-privatized_42-traces-ex-mini_true.yml	baseline	0.07636975694913417
correct	0.069303653	26083328.0	01	true	goblint-regression/13-privatized_33-traces-v-matters_true.yml	baseline	0.07650131999980658
correct	0.06761165	26083328.0	01	true	goblint-regression/13-privatized_25-struct_nr_true.yml	baseline	0.07730166090186685
correct	0.071236149	26103808.0	01	true	goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	baseline	0.07718600193038583
correct	0.072448001	26046464.0	01	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	baseline	0.07776528201065958
correct	0.074842279	26005504.0	01	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	baseline	0.07817472296301275
correct	0.069265707	26038272.0	01	true	goblint-regression/13-privatized_20-publish-regression_true.yml	baseline	0.07758735702373087
correct	0.069964868	26075136.0	01	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	baseline	0.0811763540841639
correct	0.073316761	26021888.0	01	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	baseline	0.07895198394544423
correct	0.069962801	25964544.0	01	true	goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	baseline	0.07871673291083425
correct	0.07295754	26087424.0	01	true	goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	baseline	0.08285186800640076
correct	0.077367298	25993216.0	01	true	goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	baseline	0.08353414293378592
correct	0.099903821	26071040.0	01	true	goblint-regression/13-privatized_24-multiple-protecting_true.yml	baseline	0.10995978896971792
correct	0.075659333	26132480.0	01	true	goblint-regression/36-apron_21-traces-cluster-based_true.yml	baseline	0.0826785119716078
correct	0.06978489	26083328.0	01	true	goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	baseline	0.07711479207500815
correct	0.195418762	26120192.0	01	true	goblint-regression/13-privatized_27-multiple-protecting2_true.yml	baseline	0.20788552798330784
correct	0.06974557	25964544.0	01	true	pthread-ext/14_spin2003.yml	baseline	0.07452335802372545
correct	0.067850558	25923584.0	01	true	pthread-ext/29_conditionals_vs.yml	baseline	0.08088411297649145
correct	0.069511212	26058752.0	01	true	pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	baseline	0.07488075108267367
correct	0.071625799	25927680.0	01	true	pthread-ext/46_monabsex2_vs.yml	baseline	0.08080104202963412
correct	0.067887185	26025984.0	01	true	pthread-ext/45_monabsex1_vs.yml	baseline	0.07753753196448088
correct	0.07160222	26091520.0	01	false(unreach-call)	pthread/stateful01-1.yml	baseline	0.08071718795690686
correct	0.074939877	26038272.0	01	true	pthread/stateful01-2.yml	baseline	0.09139218006748706
correct	0.071923917	26071040.0	01	true	pthread-atomic/time_var_mutex.yml	baseline	0.07990705501288176
correct	0.070561333	26030080.0	01	true	pthread-ext/01b_inc.yml	baseline	0.07436931505799294
error	60.980970099	26087424.0	01	TIMEOUT	pthread/triangular-1.yml	baseline	61.01350835792255
correct	21.204382967	26079232.0	01	false(unreach-call)	pthread/triangular-2.yml	baseline	21.228228184976615
correct	0.067228882	26001408.0	01	true	pthread-ext/02_inc_cas.yml	baseline	0.07705645705573261
correct	3.005138826	56537088.0	01	false(unreach-call)	goblint-regression/28-race_reach_21-deref_read_racing.yml	baseline	3.0175262870034203
correct	0.070014943	26058752.0	01	true	pthread-ext/48_ticket_lock_low_contention_vs.yml	baseline	0.07732653291895986
error	61.04231163	1057124352.0	01	TIMEOUT	goblint-regression/28-race_reach_37-indirect_racing.yml	baseline	61.06388781906571
correct	0.068087267	26103808.0	01	false(unreach-call)	goblint-regression/28-race_reach_45-escape_racing.yml	baseline	0.07718265301082283
correct	0.069947456	26050560.0	01	true	goblint-regression/28-race_reach_46-escape_racefree.yml	baseline	0.07925514597445726
error	61.040972842	1057091584.0	01	TIMEOUT	goblint-regression/28-race_reach_01-simple_racing.yml	baseline	61.061116245924495
error	61.041393531	1057132544.0	01	TIMEOUT	goblint-regression/28-race_reach_11-ptr_racing.yml	baseline	61.06370417098515
correct	0.107921907	26116096.0	01	false(unreach-call)	pthread-deagle/circular_buffer_bad.yml	baseline	0.11331623792648315
error	60.972683753	26083328.0	01	TIMEOUT	pthread/fib_safe-5.yml	baseline	61.01303254091181
error	60.969556277	26087424.0	01	TIMEOUT	pthread/fib_safe-6.yml	baseline	61.01295756804757
correct	14.873053076	26054656.0	01	false(unreach-call)	pthread/fib_unsafe-5.yml	baseline	14.886370079941116
error	60.978807722	26087424.0	01	TIMEOUT	pthread/fib_unsafe-6.yml	baseline	61.016991840908304
error	60.973271533	26075136.0	01	TIMEOUT	pthread/fib_unsafe-7.yml	baseline	61.01400967198424
error	61.035401444	1057112064.0	01	TIMEOUT	goblint-regression/28-race_reach_24-sound_lock_racing.yml	baseline	61.060486858012155
correct	0.068879166	26087424.0	01	false(unreach-call)	pthread/lazy01.yml	baseline	0.08040323690511286
error	60.977696169	26165248.0	01	TIMEOUT	pthread-deagle/circular_buffer_ok.yml	baseline	61.01426930795424
correct	0.086447243	26050560.0	01	true	pthread-atomic/szymanski.yml	baseline	0.09531846502795815
correct	0.079496088	26054656.0	01	true	pthread-atomic/dekker.yml	baseline	0.08329950598999858
correct	0.07069277	26071040.0	01	true	pthread-atomic/dekker-unfair.yml	baseline	0.08007245499175042
correct	0.07262638	26116096.0	01	false(unreach-call)	pthread-theta/unwind3-1.yml	baseline	0.09924199106171727
correct	0.071853423	26079232.0	01	true	pthread-theta/exponential-nondet.yml	baseline	0.09227894898504019
correct	0.071220439	26169344.0	01	false(unreach-call)	pthread-theta/unwind2-1.yml	baseline	0.09309473994653672
correct	0.077938939	26124288.0	01	false(unreach-call)	pthread-theta/unwind2-100.yml	baseline	0.1057606270769611
correct	27.436916005	26157056.0	01	true	pthread/butterfly.yml	baseline	27.477305672946386
correct	0.067292706	26013696.0	01	true	pthread-ext/43_NetBSD_sysmon_power_sliced.yml	baseline	0.07553188398014754
error	61.035455678	1057128448.0	01	TIMEOUT	goblint-regression/28-race_reach_06-cond_racing1.yml	baseline	61.05871496803593
correct	0.09374179	26238976.0	01	true	pthread/queue_ok.yml	baseline	0.09965036099310964
correct	4.298379265	125546496.0	01	true	pthread/queue_ok_longer.yml	baseline	4.307506695971824
correct	20.492713325	505864192.0	01	true	pthread/queue_ok_longest.yml	baseline	20.512188520981
error	60.987887861	81383424.0	01	TIMEOUT	pthread/queue_longer.yml	baseline	61.018170148017816
correct	1.256301457	26185728.0	01	false(unreach-call)	pthread/queue.yml	baseline	1.2652490910841152
correct	0.075602105	26214400.0	01	false(unreach-call)	pthread/singleton.yml	baseline	0.08699906396213919
correct	0.076405737	26198016.0	01	true	pthread/singleton_with-uninit-problems.yml	baseline	0.08315514796413481
correct	0.181241396	26075136.0	01	false(unreach-call)	pthread-C-DAC/pthread-demo-datarace-3.yml	baseline	0.18754491594154388
correct	0.749166836	26238976.0	01	false(unreach-call)	pthread/reorder_2.yml	baseline	0.7636060620425269
correct	0.099296582	26349568.0	01	false(unreach-call)	pthread/twostage_3.yml	baseline	0.11116694705560803
correct	0.074942241	26275840.0	01	true	ldv-races/race-1_1-join.yml	baseline	0.08150658605154604
correct	0.07753616	26218496.0	01	false(unreach-call)	ldv-races/race-1_3-join.yml	baseline	0.08234380197245628
correct	0.076861918	26312704.0	01	false(unreach-call)	ldv-races/race-1_2-join.yml	baseline	0.08758696098811924
correct	0.076096873	26402816.0	01	true	ldv-races/race-4_1-thread_local_vars.yml	baseline	0.09079114207997918
correct	0.074467246	26324992.0	01	true	ldv-races/race-2_1-container_of.yml	baseline	0.08115049707703292
correct	0.075593629	26386432.0	01	true	ldv-races/race-3_1-container_of-global.yml	baseline	0.08679862099234015
correct	0.075099627	25886720.0	01	true	goblint-regression/13-privatized_66-mine-W-init_true.yml	pruning	0.07908256608061492
correct	0.068443474	26013696.0	01	false(unreach-call)	goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	pruning	0.07383161701727659
correct	0.068883315	26017792.0	01	true	goblint-regression/36-apron_16-traces-unprot2_true.yml	pruning	0.07402165804523975
correct	0.06860788	26001408.0	01	true	goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	pruning	0.07464035204611719
correct	0.069562917	26025984.0	01	true	goblint-regression/13-privatized_47-refine-protected2_true.yml	pruning	0.0735042579472065
correct	0.072774247	25956352.0	01	true	goblint-regression/13-privatized_46-refine-protected1_true.yml	pruning	0.07868312299251556
correct	0.07244162	26013696.0	01	true	goblint-regression/36-apron_11-traces-max-simple_true.yml	pruning	0.07761066104285419
correct	0.069455398	25939968.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	pruning	0.07275270600803196
correct	0.074491427	25952256.0	01	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	pruning	0.07778650801628828
correct	0.070813373	26013696.0	01	true	goblint-regression/13-privatized_40-traces-ex-6_true.yml	pruning	0.07423320901580155
correct	0.068232242	25927680.0	01	true	goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	pruning	0.07373073196504265
correct	0.06875452	25952256.0	01	true	goblint-regression/13-privatized_44-traces-mine2_true.yml	pruning	0.07307223102543503
correct	0.07094083	26013696.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	pruning	0.07684515102300793
correct	0.073827629	25985024.0	01	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	pruning	0.07866143900901079
correct	0.074002546	26013696.0	01	true	goblint-regression/13-privatized_36-traces-ex-3_true.yml	pruning	0.07682027400005609
correct	0.069354349	26091520.0	01	true	goblint-regression/13-privatized_18-first-reads_true.yml	pruning	0.0751359120476991
correct	0.070755764	25960448.0	01	true	goblint-regression/13-privatized_35-traces-ex-2_true.yml	pruning	0.07977948209736496
correct	0.072023898	26013696.0	01	true	goblint-regression/13-privatized_37-traces-ex-4_true.yml	pruning	0.07637633197009563
correct	0.069443187	26001408.0	01	true	goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	pruning	0.07784284697845578
correct	0.073966159	26046464.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	pruning	0.08587147307116538
correct	0.070339927	26071040.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	pruning	0.07791677699424326
correct	0.072689865	25985024.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	pruning	0.07987544499337673
correct	0.07163507	26075136.0	01	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	pruning	0.08015579404309392
correct	0.071908116	26050560.0	01	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	pruning	0.07870824600104243
correct	0.071793973	26030080.0	01	true	goblint-regression/13-privatized_01-priv_nr_true.yml	pruning	0.07769533596001565
correct	0.073477381	26075136.0	01	true	goblint-regression/13-privatized_19-publish-precision_true.yml	pruning	0.07973377499729395
correct	0.070638582	26009600.0	01	true	goblint-regression/13-privatized_42-traces-ex-mini_true.yml	pruning	0.08695570309646428
correct	0.073999736	26046464.0	01	true	goblint-regression/13-privatized_33-traces-v-matters_true.yml	pruning	0.08707316301297396
correct	0.069694471	26058752.0	01	true	goblint-regression/13-privatized_25-struct_nr_true.yml	pruning	0.07747530099004507
correct	0.071009781	26025984.0	01	true	goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	pruning	0.08283528604079038
correct	0.071558042	26034176.0	01	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	pruning	0.07979177101515234
correct	0.074274984	26095616.0	01	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	pruning	0.08211497601587325
correct	0.072043525	26030080.0	01	true	goblint-regression/13-privatized_20-publish-regression_true.yml	pruning	0.07986441603861749
correct	0.074931138	26025984.0	01	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	pruning	0.07974031695630401
correct	0.082065509	26042368.0	01	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	pruning	0.090383953996934
