model,task,status,category,cputime_s,walltime_s,memory_bytes,backward_offered,backward_queued,co_offered,co_queued,inconsistent_revisit_prefixes,max_retained_work,max_rf_same_value_class,realized_revisit_prefixes,rf_offered,rf_queued,rf_same_value_candidate_upper_bound,rf_same_value_choice_points,rf_value_choice_points,rf_value_classes,validity_queries,work_added,work_popped
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml,true,correct,0.066641954,0.07231096900068223,25952256,3,3,19,0,0,4,3,5,15,3,2,1,2,3,5,6,6
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_01-priv_nr_true.yml,true,correct,0.067122814,0.0746425719698891,26038272,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_true.yml,true,correct,0.070841811,0.07591490400955081,26058752,2,2,18,0,0,3,2,4,9,2,2,2,2,2,6,4,4
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_42-traces-ex-mini_true.yml,true,correct,0.067343302,0.07228119194041938,26013696,1,1,18,0,0,2,2,2,9,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_33-traces-v-matters_true.yml,true,correct,0.06887665,0.0752603659639135,26005504,2,2,15,0,0,2,2,4,14,2,1,1,2,3,5,4,4
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_25-struct_nr_true.yml,true,correct,0.062574509,0.0706344130448997,26046464,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml,true,correct,0.071693433,0.07366118102800101,26087424,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml,false(unreach-call),correct,0.075154267,0.07994377706199884,25993216,0,0,4,0,0,1,0,1,3,0,0,0,0,0,0,1,1
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml,true,correct,0.075597058,0.0832912129117176,25989120,3,3,39,0,0,4,2,6,20,3,3,3,3,3,9,6,6
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_20-publish-regression_true.yml,true,correct,0.071366397,0.07404704904183745,25960448,1,1,15,0,0,2,2,2,8,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml,true,correct,0.070832864,0.07967858400661498,26058752,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml,true,correct,0.071207338,0.07790109096094966,26001408,4,4,42,0,0,5,2,8,26,4,2,2,4,6,10,8,8
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml,true,correct,0.070967838,0.07506498892325908,25956352,1,1,15,0,0,2,2,2,11,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml,true,correct,0.075802939,0.08137764607090503,26050560,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml,true,correct,0.069415489,0.0778814839432016,26050560,3,3,44,0,0,4,2,6,21,3,3,3,3,3,9,6,6
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_24-multiple-protecting_true.yml,true,correct,0.074086101,0.07916870305780321,26087424,6,6,101,0,0,5,2,12,49,6,6,6,6,6,18,12,12
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_21-traces-cluster-based_true.yml,true,correct,0.076982594,0.08399294794071466,26124288,8,7,45,0,0,4,2,15,30,8,5,5,8,11,21,15,15
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml,true,correct,0.070975809,0.082793261972256,26062848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_27-multiple-protecting2_true.yml,true,correct,0.083246922,0.09029456600546837,26091520,28,25,349,0,0,9,4,43,167,28,28,18,18,18,54,53,53
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/14_spin2003.yml,true,correct,0.063816866,0.07606969703920186,25989120,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/29_conditionals_vs.yml,true,correct,0.059921808,0.06511655799113214,25964544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml,true,correct,0.071027481,0.07653481792658567,25923584,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/46_monabsex2_vs.yml,true,correct,0.069754097,0.07515172101557255,26030080,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/45_monabsex1_vs.yml,true,correct,0.072659639,0.07765873894095421,25964544,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stateful01-1.yml,false(unreach-call),correct,0.073038698,0.07521746994461864,26017792,2,2,16,0,0,5,3,3,12,4,4,2,2,2,2,7,3
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stateful01-2.yml,true,correct,0.070101527,0.07400661695282906,26058752,5,5,31,0,0,5,3,8,18,5,5,3,3,3,9,10,10
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/time_var_mutex.yml,true,correct,0.065429711,0.07140578702092171,26054656,1,1,10,0,0,2,2,2,5,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/01b_inc.yml,true,correct,0.070034816,0.07689725805539638,26030080,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-1.yml,true,correct,7.59867907,7.608621496940032,26087424,16631,16631,93321,0,0,46,8,27390,54976,16631,16631,10759,10759,10759,32277,33262,33262
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-2.yml,false(unreach-call),correct,1.870467137,1.873684518970549,26087424,3648,3648,20454,0,0,36,7,6223,12076,3668,3668,2584,2584,2584,7732,7317,7287
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/02_inc_cas.yml,true,correct,0.072990317,0.07532772701233625,25960448,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_21-deref_read_racing.yml,false(unreach-call),correct,3.139840169,3.1571351799648255,56643584,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/48_ticket_lock_low_contention_vs.yml,true,correct,0.071933972,0.07709224591962993,26091520,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_37-indirect_racing.yml,TIMEOUT,error,61.043744354,61.06889166100882,1075150848,,,,,,,,,,,,,,,,,
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_45-escape_racing.yml,false(unreach-call),correct,0.070539791,0.0852273270720616,26087424,1,1,8,0,0,2,2,2,6,1,1,1,1,1,1,3,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_46-escape_racefree.yml,true,correct,0.059845057,0.06877294194418937,25989120,1,1,19,0,0,2,2,2,10,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_01-simple_racing.yml,TIMEOUT,error,61.051012397,61.074485200922936,1075232768,,,,,,,,,,,,,,,,,
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_11-ptr_racing.yml,TIMEOUT,error,61.047679415,61.07098615099676,1075679232,,,,,,,,,,,,,,,,,
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-deagle/circular_buffer_bad.yml,false(unreach-call),correct,0.077633478,0.0817731770221144,26087424,8,8,126,0,0,50,8,9,112,49,49,7,7,7,7,58,10
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_safe-5.yml,true,correct,6.179173031,6.192498704069294,26050560,2771,2771,16239,0,0,36,7,4492,9505,2771,2771,1721,1721,1721,5163,5542,5542
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_safe-6.yml,true,correct,31.131916098,31.16357923403848,25985024,12011,12011,72075,0,0,49,8,19270,42043,12011,12011,7259,7259,7259,21777,24022,24022
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_unsafe-5.yml,false(unreach-call),correct,1.772551313,1.7805662439204752,25993216,642,642,3736,0,0,26,6,1108,2204,652,652,475,475,475,1405,1295,1275
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_unsafe-6.yml,false(unreach-call),correct,9.094832232,9.108822716982104,26013696,2954,2954,17614,0,0,37,7,5010,10305,2969,2969,2067,2067,2067,6177,5924,5897
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_unsafe-7.yml,false(unreach-call),correct,44.863092026,44.99128771200776,25989120,13252,13252,80554,0,0,50,8,22139,46931,13273,13273,8900,8900,8900,26672,26526,26491
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_24-sound_lock_racing.yml,TIMEOUT,error,61.044622819,61.072046475019306,1075224576,,,,,,,,,,,,,,,,,
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/lazy01.yml,false(unreach-call),correct,0.073737129,0.08001788705587387,26144768,2,2,10,0,0,3,2,4,7,2,2,2,2,2,4,5,4
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-deagle/circular_buffer_ok.yml,true,correct,4.073510552,4.087015850003809,26107904,3431,3431,22305,0,0,50,8,5147,12868,3431,3431,1716,1716,1716,5148,6862,6862
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/szymanski.yml,true,correct,0.075198488,0.08202594693284482,26054656,47,11,85,0,0,6,2,30,129,19,3,3,18,46,57,30,30
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/dekker.yml,true,correct,0.067505588,0.07286901900079101,26017792,4,3,21,0,0,4,2,9,22,6,1,1,6,12,16,9,9
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/dekker-unfair.yml,true,correct,0.069177589,0.07500282197725028,26095616,4,3,22,0,0,4,2,9,23,6,1,1,6,12,16,9,9
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/unwind3-1.yml,false(unreach-call),correct,0.071041677,0.0762473609065637,26071040,0,0,2,0,0,1,1,2,3,1,0,0,1,2,2,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/exponential-nondet.yml,true,correct,0.065913075,0.07120163296349347,26083328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/unwind2-1.yml,false(unreach-call),correct,0.070411393,0.07810917205642909,26152960,1,1,3,1,0,3,0,2,2,0,0,0,0,0,1,4,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/unwind2-100.yml,false(unreach-call),correct,0.074085935,0.07924239803105593,26083328,1,1,3,1,0,3,0,2,2,0,0,0,0,0,1,4,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/butterfly.yml,true,correct,17.880333288,17.900220473995432,26120192,32161,19876,29854,993,161,21,1,89068,248693,76012,0,0,65878,180533,223322,96882,96882
