model,task,status,category,cputime_s,walltime_s,memory_bytes,backward_offered,backward_queued,co_offered,co_queued,inconsistent_revisit_prefixes,max_retained_work,max_rf_same_value_class,realized_revisit_prefixes,rf_offered,rf_queued,rf_same_value_candidate_upper_bound,rf_same_value_choice_points,rf_value_choice_points,rf_value_classes,validity_queries,work_added,work_popped
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_66-mine-W-init_true.yml,true,correct,0.070411911,0.07747145695611835,25694208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml,false(unreach-call),correct,0.064301139,0.07481332297902554,25694208,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_16-traces-unprot2_true.yml,true,correct,0.064065899,0.06638912903144956,25776128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml,true,correct,0.069457554,0.07395822799298912,25800704,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_47-refine-protected2_true.yml,true,correct,0.066032973,0.07335329009220004,25776128,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_46-refine-protected1_true.yml,true,correct,0.065092709,0.07009238097816706,25747456,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_11-traces-max-simple_true.yml,true,correct,0.067069088,0.07267041399609298,25858048,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml,false(unreach-call),correct,0.069934123,0.07429992803372443,25837568,1,1,10,0,0,2,2,2,7,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml,false(unreach-call),correct,0.06413941,0.07228804694022983,25780224,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,1,1
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_40-traces-ex-6_true.yml,true,correct,0.065042579,0.0798573549836874,25796608,1,1,10,0,0,2,2,2,8,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_58-singlethreaded-lock_true.yml,true,correct,0.072025195,0.07713259500451386,25784320,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_44-traces-mine2_true.yml,true,correct,0.071295279,0.08572609000839293,25837568,1,1,8,0,0,2,1,2,7,1,0,0,1,2,2,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml,false(unreach-call),correct,0.070939062,0.07376839104108512,25853952,1,1,3,0,0,2,2,2,3,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml,false(unreach-call),correct,0.070682201,0.07588123006280512,25849856,1,1,3,0,0,2,2,2,3,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_36-traces-ex-3_true.yml,true,correct,0.066059872,0.07298943609930575,25747456,2,2,19,0,0,3,2,4,10,2,2,2,2,2,6,4,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_true.yml,true,correct,0.070234253,0.0746152059873566,25817088,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_35-traces-ex-2_true.yml,true,correct,0.065677218,0.07244365895166993,25812992,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_37-traces-ex-4_true.yml,true,correct,0.065515737,0.07826572889462113,25812992,1,1,19,0,0,2,2,2,10,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml,true,correct,0.076344822,0.09269475599285215,25780224,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml,false(unreach-call),correct,0.065148196,0.08004346501547843,25788416,1,1,6,0,0,2,2,2,5,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml,false(unreach-call),correct,0.066887426,0.07085250609088689,25845760,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml,false(unreach-call),correct,0.069442588,0.07144600397441536,25862144,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml,false(unreach-call),correct,0.067157916,0.07690692495089024,25849856,1,1,6,0,0,2,2,2,5,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml,true,correct,0.069107084,0.07271067192777991,25743360,3,3,19,0,0,4,3,5,15,3,2,1,2,3,5,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_01-priv_nr_true.yml,true,correct,0.071762131,0.07667796697933227,25829376,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_true.yml,true,correct,0.065968132,0.07302798796445131,25776128,2,2,18,0,0,3,2,4,9,2,2,2,2,2,6,4,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_42-traces-ex-mini_true.yml,true,correct,0.065504559,0.07154298201203346,25817088,1,1,18,0,0,2,2,2,9,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_33-traces-v-matters_true.yml,true,correct,0.068569126,0.07534414296969771,25812992,2,2,15,0,0,2,2,4,14,2,1,1,2,3,5,4,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_25-struct_nr_true.yml,true,correct,0.064337891,0.0713295100722462,25788416,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml,true,correct,0.069776608,0.07457940094172955,25878528,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml,false(unreach-call),correct,0.069530628,0.07630182104185224,25845760,0,0,4,0,0,1,0,1,3,0,0,0,0,0,0,1,1
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml,true,correct,0.071950554,0.078663908992894,25808896,3,3,39,0,0,4,2,6,20,3,3,3,3,3,9,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_20-publish-regression_true.yml,true,correct,0.067579019,0.0755218219710514,25878528,1,1,15,0,0,2,2,2,8,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml,true,correct,0.072521929,0.0764493279857561,25825280,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml,true,correct,0.06540439,0.07497305097058415,25894912,4,4,42,0,0,5,2,8,26,4,2,2,4,6,10,8,8
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml,true,correct,0.068013641,0.07122146396432072,25792512,1,1,15,0,0,2,2,2,11,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml,true,correct,0.069818015,0.07641930703539401,25972736,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml,true,correct,0.067985442,0.07619074708782136,25894912,3,3,44,0,0,4,2,6,21,3,3,3,3,3,9,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_24-multiple-protecting_true.yml,true,correct,0.073637624,0.07923971104901284,25956352,6,6,101,0,0,5,2,12,49,6,6,6,6,6,18,12,12
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_21-traces-cluster-based_true.yml,true,correct,0.075600236,0.07887712703086436,25927680,8,7,45,0,0,4,2,15,30,8,5,5,8,11,21,15,15
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml,true,correct,0.072986544,0.07634046603925526,25948160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_27-multiple-protecting2_true.yml,true,correct,0.082714375,0.09175528702326119,25878528,28,25,349,0,0,9,4,43,167,28,28,18,18,18,54,53,53
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/14_spin2003.yml,true,correct,0.061505716,0.06752225698437542,25784320,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/29_conditionals_vs.yml,true,correct,0.066750531,0.07255212403833866,25755648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml,true,correct,0.065351839,0.0699063721112907,25870336,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/46_monabsex2_vs.yml,true,correct,0.066894158,0.07408688100986183,25845760,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/45_monabsex1_vs.yml,true,correct,0.067910178,0.07301590393763036,25849856,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stateful01-1.yml,false(unreach-call),correct,0.06736343,0.07643113599624485,25919488,2,2,16,0,0,5,3,3,12,4,4,2,2,2,2,7,3
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stateful01-2.yml,true,correct,0.069696824,0.07487530901562423,25915392,5,5,31,0,0,5,3,8,18,5,5,3,3,3,9,10,10
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/time_var_mutex.yml,true,correct,0.070013273,0.07848197896964848,25899008,1,1,10,0,0,2,2,2,5,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/01b_inc.yml,true,correct,0.065544162,0.07017393503338099,25772032,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-1.yml,true,correct,5.953396278,5.9678327640285715,25812992,16631,16631,93321,0,0,46,8,27390,54976,16631,16631,10759,10759,10759,32277,33262,33262
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-2.yml,false(unreach-call),correct,1.479264733,1.486042079050094,25923584,3648,3648,20454,0,0,36,7,6223,12076,3668,3668,2584,2584,2584,7732,7317,7287
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/02_inc_cas.yml,true,correct,0.066900757,0.07101446902379394,25800704,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_21-deref_read_racing.yml,false(unreach-call),correct,3.172237055,3.189615726005286,56451072,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/48_ticket_lock_low_contention_vs.yml,true,correct,0.069026093,0.07691197108943015,25911296,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_37-indirect_racing.yml,false(unreach-call),correct,11.536819325,11.556139252963476,2061099008,1,1,6,0,0,2,2,2,5,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_45-escape_racing.yml,false(unreach-call),correct,0.066156142,0.06963643908966333,25894912,1,1,8,0,0,2,2,2,6,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_46-escape_racefree.yml,true,correct,0.062588913,0.07073782896623015,25907200,1,1,19,0,0,2,2,2,10,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_01-simple_racing.yml,false(unreach-call),correct,11.504424647,11.52920324204024,2060988416,1,1,8,0,0,2,2,2,6,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_11-ptr_racing.yml,false(unreach-call),correct,11.549088855,11.579473205958493,2061008896,1,1,8,0,0,2,2,2,6,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-deagle/circular_buffer_bad.yml,false(unreach-call),correct,0.072217258,0.08034491504076868,25997312,8,8,126,0,0,50,8,9,112,49,49,7,7,7,7,58,10
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_safe-5.yml,true,correct,3.561857426,3.5735553939593956,25837568,2771,2771,16239,0,0,36,7,4492,9505,2771,2771,1721,1721,1721,5163,5542,5542
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_safe-6.yml,true,correct,16.905933252,16.930050480063073,25923584,12011,12011,72075,0,0,49,8,19270,42043,12011,12011,7259,7259,7259,21777,24022,24022
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_unsafe-5.yml,false(unreach-call),correct,1.011163902,1.0164837880292907,25899008,642,642,3736,0,0,26,6,1108,2204,652,652,475,475,475,1405,1295,1275
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_unsafe-6.yml,false(unreach-call),correct,4.966024755,4.972994040930644,25817088,2954,2954,17614,0,0,37,7,5010,10305,2969,2969,2067,2067,2067,6177,5924,5897
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/fib_unsafe-7.yml,false(unreach-call),correct,23.479323264,23.50553652702365,25858048,13252,13252,80554,0,0,50,8,22139,46931,13273,13273,8900,8900,8900,26672,26526,26491
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_24-sound_lock_racing.yml,false(unreach-call),correct,11.450703413,11.475433008978143,2061025280,1,1,8,0,0,2,2,2,6,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/lazy01.yml,false(unreach-call),correct,0.065359928,0.07509426109027117,25960448,2,2,10,0,0,3,2,4,7,2,2,2,2,2,4,5,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-deagle/circular_buffer_ok.yml,true,correct,2.970804775,2.978157503064722,25985024,3431,3431,22305,0,0,50,8,5147,12868,3431,3431,1716,1716,1716,5148,6862,6862
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/szymanski.yml,true,correct,0.071369071,0.07717645005322993,25821184,47,11,85,0,0,6,2,30,129,19,3,3,18,46,57,30,30
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/dekker.yml,true,correct,0.07284487,0.08397386106662452,25845760,4,3,21,0,0,4,2,9,22,6,1,1,6,12,16,9,9
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/dekker-unfair.yml,true,correct,0.070435318,0.08367275807540864,25804800,4,3,22,0,0,4,2,9,23,6,1,1,6,12,16,9,9
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/unwind3-1.yml,false(unreach-call),correct,0.065078639,0.07788451400119811,25939968,0,0,2,0,0,1,1,2,3,1,0,0,1,2,2,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/exponential-nondet.yml,true,correct,0.069821989,0.07473595708142966,25849856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/unwind2-1.yml,false(unreach-call),correct,0.071944657,0.07849058404099196,25878528,1,1,3,1,0,3,0,2,2,0,0,0,0,0,1,4,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-theta/unwind2-100.yml,false(unreach-call),correct,0.068869686,0.0746281259926036,25956352,1,1,3,1,0,3,0,2,2,0,0,0,0,0,1,4,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/butterfly.yml,true,correct,12.82879984,12.848851672955789,25960448,32161,19876,29854,993,161,21,1,89068,248693,76012,0,0,65878,180533,223322,96882,96882
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/43_NetBSD_sysmon_power_sliced.yml,true,correct,0.070664898,0.07395119301509112,25825280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_06-cond_racing1.yml,false(unreach-call),correct,11.412699293,11.434850941994227,2060988416,1,1,8,0,0,2,2,2,6,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue_ok.yml,true,correct,0.079340218,0.0877657940145582,26042368,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue_ok_longer.yml,true,correct,0.429975551,0.4393659069901332,79388672,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue_ok_longest.yml,true,correct,1.605875663,1.6230317960726097,276832256,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue_longer.yml,TIMEOUT,error,61.039672888,61.08648863108829,1165873152,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue.yml,false(unreach-call),correct,0.087142722,0.09293942106887698,26030080,22,22,919,0,0,401,21,23,859,400,400,20,20,20,20,423,25
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/singleton.yml,false(unreach-call),correct,0.070849763,0.08017352991737425,26107904,3,3,19,0,0,3,2,6,12,3,3,3,3,3,5,8,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/singleton_with-uninit-problems.yml,true,correct,0.070876863,0.0809131299611181,26050560,3,3,23,0,0,3,2,7,13,3,3,3,3,3,9,7,7
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-C-DAC/pthread-demo-datarace-3.yml,false(unreach-call),correct,0.120750265,0.1302042059833184,25882624,40,40,1720,0,0,801,21,41,1660,800,800,40,40,40,40,841,41
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/reorder_2.yml,false(unreach-call),correct,0.138842219,0.1519361309474334,25989120,166,166,842,0,0,17,5,273,512,172,172,110,110,110,322,339,329
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/twostage_3.yml,false(unreach-call),correct,0.077399102,0.08566050697118044,26112000,11,9,64,0,0,10,3,16,45,15,15,10,10,10,20,26,17
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/ldv-races/race-1_1-join.yml,true,correct,0.068269259,0.07396782597061247,26034176,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/ldv-races/race-1_3-join.yml,false(unreach-call),correct,0.068683534,0.07708115689456463,26042368,2,2,15,0,0,3,3,3,9,2,2,1,1,1,1,5,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/ldv-races/race-1_2-join.yml,false(unreach-call),correct,0.068277543,0.07688476296607405,26099712,2,2,15,0,0,3,3,3,9,2,2,1,1,1,1,5,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/ldv-races/race-4_1-thread_local_vars.yml,true,correct,0.067624793,0.07593977102078497,26120192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/ldv-races/race-2_1-container_of.yml,true,correct,0.065123332,0.07774677406996489,26173440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/ldv-races/race-3_1-container_of-global.yml,true,correct,0.070692558,0.07824390602763742,26087424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_66-mine-W-init_true.yml,true,correct,0.067731961,0.0706591079942882,25878528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml,false(unreach-call),correct,0.074002558,0.07968401804100722,25944064,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_16-traces-unprot2_true.yml,true,correct,0.064042621,0.0702411390375346,25935872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml,true,correct,0.063177806,0.06727065006271005,26009600,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_47-refine-protected2_true.yml,true,correct,0.068235792,0.07589460792951286,25956352,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_46-refine-protected1_true.yml,true,correct,0.065080798,0.07083334994968027,25997312,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_11-traces-max-simple_true.yml,true,correct,0.068544144,0.07511324901133776,25993216,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml,false(unreach-call),correct,0.067500479,0.07261428295169026,25976832,1,1,10,0,0,2,2,2,7,1,1,1,1,1,1,3,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml,false(unreach-call),correct,0.06799549,0.07989293709397316,26001408,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,1,1
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_40-traces-ex-6_true.yml,true,correct,0.068401487,0.07602323102764785,25980928,1,1,10,0,0,2,2,2,8,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_58-singlethreaded-lock_true.yml,true,correct,0.073818925,0.08893523190636188,25907200,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_44-traces-mine2_true.yml,true,correct,0.072875457,0.07893424690701067,25931776,1,1,8,0,0,2,1,2,7,1,0,0,1,2,2,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml,false(unreach-call),correct,0.055099089,0.07453540596179664,25960448,1,1,3,0,0,2,2,2,3,1,1,1,1,1,1,3,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml,false(unreach-call),correct,0.06730111,0.07448732806369662,25989120,1,1,3,0,0,2,2,2,3,1,1,1,1,1,1,3,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_36-traces-ex-3_true.yml,true,correct,0.067214595,0.07352455705404282,25948160,2,2,19,0,0,3,2,4,10,2,2,2,2,2,6,4,4
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_true.yml,true,correct,0.070527291,0.07463002402801067,26046464,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_35-traces-ex-2_true.yml,true,correct,0.072243007,0.07827550999354571,25976832,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_37-traces-ex-4_true.yml,true,correct,0.070872601,0.07906118500977755,26038272,1,1,19,0,0,2,2,2,10,1,1,1,1,1,3,2,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml,true,correct,0.065567871,0.08361946698278189,25952256,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml,false(unreach-call),correct,0.06757016,0.07422444992698729,26042368,1,1,6,0,0,2,2,2,5,1,1,1,1,1,1,3,2
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml,false(unreach-call),correct,0.070332153,0.07643493998330086,25919488,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml,false(unreach-call),correct,0.066824865,0.07415458001196384,25948160,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
tso,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml,false(unreach-call),correct,0.06995093,0.076024409965612,25948160,1,1,6,0,0,2,2,2,5,1,1,1,1,1,1,3,2
