adapter-ns	adaptive-offline	checkpoint-ns	copy-ns	cpu_s	equality-ns	eval-ops	evicted	has_statistics	history-ns	initialize	insert	insert-attempt-ns	lazy-cycle-checks	lazy-depth-fallbacks	lazy-edge-candidates	materialize-ns	max-active-events	max-base-relation-density-ppm	max-base-relation-pairs	max-current-base-bytes	max-history-base-bytes	max-inactive-events	max-stable-events	model	offline-evals	offline-ns	oracle	peak-snapshot-equivalent-bytes	peak-undo-bytes	preventive-all-pruned-fallbacks	preventive-co-candidates	preventive-co-pruned	preventive-lookup-ns	preventive-prefix-inconsistent	preventive-prefix-queries	preventive-rf-candidates	preventive-rf-pruned	profiled-queries	queue-pushes	rebuild	rebuild-ns	repetition	replace	retained-snapshot-equivalent-bytes	retained-undo-bytes	rollback	rollback-insert	rollback-ns	status	sync-ns	task	unchanged	value-changes	worklist-ns
0	0	0	0	0.07173832	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r03	0	0	0	0	0	0	true	0	c/pthread-ext/02_inc_cas.yml	0	0	0
0	3	1947	0	0.069526226	1261	0	0	True	0	1	0	0	8	0	99	74974	25	585937	304	1832	1832	9	25	pso	4	125256	0	4888	0	0	0	0	0	0	0	0	0	4	0	0	126074	r03	0	4888	0	0	0	0	true	223904	c/pthread-ext/48_ticket_lock_low_contention_vs.yml	0	0	0
0	27	9704	0	0.070228435	8277	0	0	True	0	1	0	0	56	0	977	444497	28	607709	450	2120	2120	16	29	pso	28	702197	0	5592	0	0	0	0	0	0	0	0	0	29	0	0	710445	r03	0	5592	0	0	0	0	true	1287824	c/goblint-regression/28-race_reach_46-escape_racefree.yml	1	0	0
0	0	732	0	0.070951946	0	0	0	True	0	1	0	0	2	0	78	28341	19	576177	208	1400	1400	0	19	pso	1	51707	0	3832	0	0	0	0	0	0	0	0	0	1	0	0	52052	r03	0	3832	0	0	0	0	false(unreach-call)	86657	c/goblint-regression/28-race_reach_45-escape_racing.yml	0	0	0
0	237	98438	0	0.112100202	107307	0	0	True	0	1	0	0	476	0	37904	14334968	86	717971	4702	12880	12880	45	89	pso	238	12017716	0	31880	0	0	0	0	0	0	0	0	0	238	0	0	12046984	r03	0	31880	0	0	0	0	false(unreach-call)	28929539	c/pthread-deagle/circular_buffer_bad.yml	0	0	0
0	0	0	0	3.199165969	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r03	0	0	0	0	0	0	false(unreach-call)	0	c/goblint-regression/28-race_reach_21-deref_read_racing.yml	0	0	0
0	48262	18994434	0	14.877300723	68176270	0	0	True	0	1	0	0	96526	0	11518678	7217520702	243	603215	35130	70112	70112	78	243	pso	48263	5260109367	0	171752	0	0	0	0	0	0	0	0	0	48728	0	0	5265376092	r03	0	171752	0	0	0	0	false(unreach-call)	14004800855	c/pthread/fib_unsafe-5.yml	465	0	0
0	246975	77002643	0	21.626024162	104887924	0	0	True	0	1	0	0	493952	0	14750405	11066219209	67	713469	2954	9856	9856	51	68	pso	246976	7007801036	0	24488	0	0	0	0	0	0	0	0	0	249550	0	0	7029181609	r03	0	24488	0	0	0	0	false(unreach-call)	19916800479	c/pthread/triangular-2.yml	2574	0	0
				60.978218912				False																pso																		r03							TIMEOUT		c/pthread/triangular-1.yml			
				61.039632317				False																pso																		r03							TIMEOUT		c/goblint-regression/28-race_reach_37-indirect_racing.yml			
				61.036146414				False																pso																		r03							TIMEOUT		c/goblint-regression/28-race_reach_01-simple_racing.yml			
0	17	5125	0	0.068237149	4676	0	0	True	0	1	0	0	36	0	861	257344	26	774400	516	2120	2120	10	29	pso	18	359789	0	5592	0	0	0	0	0	0	0	0	0	19	0	0	361765	r03	0	5592	0	0	0	0	false(unreach-call)	692618	c/pthread/lazy01.yml	1	0	0
				61.038145876				False																pso																		r03							TIMEOUT		c/goblint-regression/28-race_reach_11-ptr_racing.yml			
				60.966924324				False																pso																		r03							TIMEOUT		c/pthread/fib_safe-5.yml			
0	377	78705	0	0.071003952	72312	0	0	True	0	1	0	0	756	0	9033	3164011	29	740000	572	2264	2264	20	31	pso	378	6254812	0	5944	0	0	0	0	0	0	0	0	0	378	0	0	6288154	r03	0	5944	0	0	0	0	true	10671105	c/pthread-atomic/szymanski.yml	0	0	0
0	34	9084	0	0.062509767	6864	0	0	True	0	1	0	0	70	0	1568	419876	34	740484	790	2552	2552	16	35	pso	35	762429	0	6648	0	0	0	0	0	0	0	0	0	35	0	0	765628	r03	0	6648	0	0	0	0	true	1320484	c/pthread-atomic/dekker.yml	0	0	0
0	36	9604	0	0.06368084	7380	0	0	True	0	1	0	0	74	0	1600	437221	34	740484	790	2552	2552	16	35	pso	37	780386	0	6648	0	0	0	0	0	0	0	0	0	37	0	0	783790	r03	0	6648	0	0	0	0	true	1369396	c/pthread-atomic/dekker-unfair.yml	0	0	0
				60.865513092				False																pso																		r03							TIMEOUT		c/pthread/fib_safe-6.yml			
0	2	1203	0	0.058305927	526	0	0	True	0	1	0	0	6	0	187	36389	18	617283	200	1328	1328	0	18	pso	3	72690	0	3656	0	0	0	0	0	0	0	0	0	3	0	0	78330	r03	0	3656	0	0	0	0	false(unreach-call)	126726	c/pthread-theta/unwind3-1.yml	0	0	0
0	0	0	0	0.061163409	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r03	0	0	0	0	0	0	true	0	c/pthread-theta/exponential-nondet.yml	0	0	0
0	2	1224	0	0.06284403	525	0	0	True	0	1	0	0	6	0	63	49210	18	709876	230	1328	1328	0	18	pso	3	64347	0	3656	0	0	0	0	0	0	0	0	0	3	0	0	69544	r03	0	3656	0	0	0	0	false(unreach-call)	131215	c/pthread-theta/unwind2-1.yml	0	0	0
0	2	1183	0	0.059771638	553	0	0	True	0	1	0	0	6	0	63	38117	18	709876	230	1328	1328	0	18	pso	3	63778	0	3656	0	0	0	0	0	0	0	0	0	3	0	0	67466	r03	0	3656	0	0	0	0	false(unreach-call)	117851	c/pthread-theta/unwind2-100.yml	0	0	0
0	0	0	0	0.060273875	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r03	0	0	0	0	0	0	true	0	c/pthread-ext/43_NetBSD_sysmon_power_sliced.yml	0	0	0
0	16	7516	0	0.0811386	25052	0	0	True	0	1	0	0	34	0	133711	3057713	432	684800	113314	218456	218456	210	433	pso	17	8210115	0	534328	0	0	0	0	0	0	0	0	0	18	0	0	8213298	r03	0	534328	0	0	0	0	true	12211175	c/pthread/queue_ok.yml	1	0	0
0	0	15727	142332617	4.014216127	605031	0	0	True	4811286	1	0	151921974	34	0	49930431	803464611	8032	684800	37515954	5872240	5872240	4010	8033	pso	17	2919569479	0	44133960	0	0	0	0	0	0	0	0	0	18	0	16	2919574358	r03	0	37047352	0	0	0	0	true	3892903560	c/pthread/queue_ok_longer.yml	1	0	0
				60.89565452				False																pso																		r03							TIMEOUT		c/pthread/fib_unsafe-6.yml			
0	2958	1066206	0	1.101036953	3038519	0	0	True	0	1	0	0	5918	0	2074810	580322546	202	737890	23880	59168	59168	107	205	pso	2959	339141760	0	145000	0	0	0	0	0	0	0	0	0	2959	0	0	339416138	r03	0	145000	0	0	0	0	false(unreach-call)	990579142	c/pthread/queue.yml	0	0	0
0	19	5439	0	0.073938375	5360	0	0	True	0	1	0	0	40	0	1331	322676	45	847407	1716	3416	3416	22	47	pso	20	507835	0	8760	0	0	0	0	0	0	0	0	0	21	0	0	514726	r03	0	8760	0	0	0	0	false(unreach-call)	922279	c/pthread/singleton.yml	1	0	0
0	64	14295	0	0.076491814	20115	0	0	True	0	1	0	0	130	0	3400	1010018	45	852352	1716	3488	3488	24	48	pso	65	1516189	0	8936	0	0	0	0	0	0	0	0	0	68	0	0	1521600	r03	0	8936	0	0	0	0	true	2801758	c/pthread/singleton_with-uninit-problems.yml	3	0	0
0	39	17861	0	0.142553204	3695	0	0	True	0	1	0	0	80	0	930799	17720614	262	560005	38441	94480	94480	0	262	pso	40	31485543	0	231304	0	0	0	0	0	0	0	0	0	40	0	0	31498954	r03	0	231304	0	0	0	0	false(unreach-call)	50114263	c/pthread-C-DAC/pthread-demo-datarace-3.yml	0	0	0
0	0	17688	479542094	19.794518781	2036518	0	0	True	20287922	1	0	531001595	34	16	203270106	3302774577	16032	684800	149271154	22622640	22622640	8010	16033	pso	17	15695415275	0	174022760	0	0	0	0	0	0	0	0	0	18	0	16	15695424222	r03	0	145769752	0	0	0	0	true	19588790396	c/pthread/queue_ok_longest.yml	1	0	0
0	68	23738	0	0.081407968	31617	0	0	True	0	1	0	0	138	0	38625	3101157	99	783081	7528	14608	14608	29	101	pso	69	4570064	0	36104	0	0	0	0	0	0	0	0	0	74	0	0	4577912	r03	0	36104	0	0	0	0	false(unreach-call)	8332299	c/pthread/twostage_3.yml	5	0	0
0	2	1088	0	0.066106125	461	0	0	True	0	1	0	0	6	0	30	39028	15	640000	144	1184	1184	1	16	pso	3	58650	0	3304	0	0	0	0	0	0	0	0	0	3	0	0	63888	r03	0	3304	0	0	0	0	true	115275	c/ldv-races/race-1_1-join.yml	0	0	0
0	6345	1988792	0	0.623942651	2827252	0	0	True	0	1	0	0	12692	0	778472	211932807	80	806938	4914	11872	11872	39	82	pso	6346	225534727	0	29416	0	0	0	0	0	0	0	0	0	6452	0	0	226025553	r03	0	29416	0	0	0	0	false(unreach-call)	487276058	c/pthread/reorder_2.yml	106	0	0
0	12	3671	0	0.068094046	2162	0	0	True	0	1	0	0	26	0	546	163268	26	648437	410	2048	2048	12	28	pso	13	270373	0	5416	0	0	0	0	0	0	0	0	0	13	0	0	271606	r03	0	5416	0	0	0	0	false(unreach-call)	481532	c/ldv-races/race-1_3-join.yml	0	0	0
				60.977573931				False																pso																		r03							TIMEOUT		c/pthread/fib_unsafe-7.yml			
0	12	3515	0	0.065991865	2703	0	0	True	0	1	0	0	26	0	546	166858	26	648437	410	2048	2048	12	28	pso	13	271463	0	5416	0	0	0	0	0	0	0	0	0	13	0	0	277367	r03	0	5416	0	0	0	0	false(unreach-call)	511229	c/ldv-races/race-1_2-join.yml	0	0	0
0	0	0	0	0.070173728	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r03	0	0	0	0	0	0	true	0	c/ldv-races/race-4_1-thread_local_vars.yml	0	0	0
0	0	0	0	0.065026233	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r03	0	0	0	0	0	0	true	0	c/ldv-races/race-2_1-container_of.yml	0	0	0
0	0	0	0	0.063238185	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r03	0	0	0	0	0	0	true	0	c/ldv-races/race-3_1-container_of-global.yml	0	0	0
0	347444	97860282	0	26.581749095	134001948	0	0	True	0	1	0	0	694890	0	54985280	6773877681	59	872781	3006	4424	4424	42	61	pso	347445	11604102186	0	11224	0	0	0	0	0	0	0	0	0	391668	0	0	11632638924	r03	0	11224	0	0	0	0	true	20078322062	c/pthread/butterfly.yml	44223	0	0
				61.0406508				False																pso																		r03							TIMEOUT		c/goblint-regression/28-race_reach_24-sound_lock_racing.yml			
				60.97764447				False																pso																		r03							TIMEOUT		c/pthread-deagle/circular_buffer_ok.yml			
				61.037787312				False																pso																		r03							TIMEOUT		c/goblint-regression/28-race_reach_06-cond_racing1.yml			
				60.987152294				False																pso																		r03							TIMEOUT		c/pthread/queue_longer.yml			
0	0	0	0	0.062432849	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	true	0	c/goblint-regression/13-privatized_66-mine-W-init_true.yml	0	0	0
0	0	0	0	0.066035437	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	true	0	c/goblint-regression/36-apron_16-traces-unprot2_true.yml	0	0	0
0	0	0	0	0.064836994	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	false(unreach-call)	0	c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0
0	0	1061	0	0.076647971	0	0	0	True	0	1	0	0	2	0	6	27147	6	555555	20	464	464	0	6	pso	1	71801	0	1544	0	0	0	0	0	0	0	0	0	1	0	0	72599	r04	0	1544	0	0	0	0	true	112352	c/goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	0	0	0
0	3	2238	0	0.065856089	1135	0	0	True	0	1	0	0	8	0	47	67512	14	560000	88	1040	1040	4	14	pso	4	165265	0	2952	0	0	0	0	0	0	0	0	0	4	0	0	166428	r04	0	2952	0	0	0	0	true	253818	c/goblint-regression/13-privatized_46-refine-protected1_true.yml	0	0	0
0	9	4458	0	0.065735231	3144	0	0	True	0	1	0	0	20	0	171	144438	15	604444	136	1184	1184	7	16	pso	10	245949	0	3304	0	0	0	0	0	0	0	0	0	11	0	0	248081	r04	0	3304	0	0	0	0	true	446343	c/goblint-regression/36-apron_11-traces-max-simple_true.yml	1	0	0
0	9	4515	0	0.071435714	3306	0	0	True	0	1	0	0	20	0	171	142026	14	612244	120	1112	1112	7	15	pso	10	251285	0	3128	0	0	0	0	0	0	0	0	0	11	0	0	253025	r04	0	3128	0	0	0	0	true	439743	c/goblint-regression/13-privatized_47-refine-protected2_true.yml	1	0	0
0	0	1119	0	0.068212822	0	0	0	True	0	1	0	0	2	0	44	32106	13	544378	92	968	968	0	13	pso	1	45380	0	2776	0	0	0	0	0	0	0	0	0	1	0	0	46070	r04	0	2776	0	0	0	0	false(unreach-call)	90159	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	0	0
0	0	0	0	0.061410374	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	false(unreach-call)	0	c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0
0	7	2593	0	0.059990683	2295	0	0	True	0	1	0	0	16	0	159	113791	19	598337	216	1544	1544	12	21	pso	8	181988	0	4184	0	0	0	0	0	0	0	0	0	9	0	0	184074	r04	0	4184	0	0	0	0	true	330821	c/goblint-regression/13-privatized_40-traces-ex-6_true.yml	1	0	0
0	0	753	0	0.065062187	0	0	0	True	0	1	0	0	2	0	6	23280	6	555555	20	464	464	0	6	pso	1	29621	0	1544	0	0	0	0	0	0	0	0	0	1	0	0	35786	r04	0	1544	0	0	0	0	true	64926	c/goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	0	0	0
0	2	2334	0	0.069373747	738	0	0	True	0	1	0	0	6	0	69	70661	14	544378	92	1544	1544	9	21	pso	3	113855	0	4184	0	0	0	0	0	0	0	0	0	3	0	0	114999	r04	0	4184	0	0	0	0	true	204827	c/goblint-regression/13-privatized_44-traces-mine2_true.yml	0	0	0
0	0	1130	0	0.067175722	0	0	0	True	0	1	0	0	2	0	27	28697	8	531250	34	608	608	0	8	pso	1	35192	0	1896	0	0	0	0	0	0	0	0	0	1	0	0	35848	r04	0	1896	0	0	0	0	false(unreach-call)	76263	c/goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	0	0	0
0	0	755	0	0.068787929	0	0	0	True	0	1	0	0	2	0	27	49869	8	531250	34	608	608	0	8	pso	1	40599	0	1896	0	0	0	0	0	0	0	0	0	1	0	0	41061	r04	0	1896	0	0	0	0	false(unreach-call)	103035	c/goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	0	0	0
0	26	10002	0	0.071859896	8269	0	0	True	0	1	0	0	54	0	666	381992	21	650887	270	1616	1616	16	22	pso	27	691334	0	4360	0	0	0	0	0	0	0	0	0	29	0	0	695201	r04	0	4360	0	0	0	0	true	1204288	c/goblint-regression/13-privatized_36-traces-ex-3_true.yml	2	0	0
0	9	3968	0	0.074518131	3443	0	0	True	0	1	0	0	20	0	209	140878	15	612244	136	1184	1184	7	16	pso	10	266902	0	3304	0	0	0	0	0	0	0	0	0	11	0	0	268716	r04	0	3304	0	0	0	0	true	459661	c/goblint-regression/13-privatized_18-first-reads_true.yml	1	0	0
0	29	8109	0	0.060378457	6794	0	0	True	0	1	0	0	60	0	766	354577	24	628099	342	1832	1832	14	25	pso	30	602606	0	4888	0	0	0	0	0	0	0	0	0	31	0	0	606188	r04	0	4888	0	0	0	0	true	1087976	c/goblint-regression/13-privatized_35-traces-ex-2_true.yml	1	0	0
0	27	7331	0	0.058503725	6428	0	0	True	0	1	0	0	56	0	604	325807	24	614958	342	1832	1832	14	25	pso	28	548773	0	4888	0	0	0	0	0	0	0	0	0	29	0	0	557331	r04	0	4888	0	0	0	0	true	984838	c/goblint-regression/13-privatized_37-traces-ex-4_true.yml	1	0	0
0	29	7815	0	0.061514331	6499	0	0	True	0	1	0	0	60	0	761	338661	24	628099	342	1832	1832	14	25	pso	30	559351	0	4888	0	0	0	0	0	0	0	0	0	31	0	0	565856	r04	0	4888	0	0	0	0	true	1012453	c/goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	1	0	0
0	0	1285	0	0.070255405	0	0	0	True	0	1	0	0	2	0	43	33514	13	639053	108	968	968	0	13	pso	1	41350	0	2776	0	0	0	0	0	0	0	0	0	1	0	0	48279	r04	0	2776	0	0	0	0	false(unreach-call)	90224	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	0	0	0
0	0	0	0	0.065752899	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	false(unreach-call)	0	c/goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0
0	0	0	0	0.071726585	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	false(unreach-call)	0	c/goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0
0	28	9644	0	0.069053627	8233	0	0	True	0	1	0	0	58	0	797	460871	24	628099	342	1832	1832	14	25	pso	29	736895	0	4888	0	0	0	0	0	0	0	0	0	30	0	0	741299	r04	0	4888	0	0	0	0	true	1340376	c/goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	1	0	0
0	0	1105	0	0.069161792	0	0	0	True	0	1	0	0	2	0	43	37421	13	639053	108	968	968	0	13	pso	1	43455	0	2776	0	0	0	0	0	0	0	0	0	1	0	0	44152	r04	0	2776	0	0	0	0	false(unreach-call)	89555	c/goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	0	0	0
0	9	3672	0	0.065570988	2750	0	0	True	0	1	0	0	20	0	590	138037	21	580498	256	1616	1616	10	22	pso	10	231857	0	4360	0	0	0	0	0	0	0	0	0	11	0	0	238953	r04	0	4360	0	0	0	0	true	417009	c/goblint-regression/13-privatized_01-priv_nr_true.yml	1	0	0
0	32	7975	0	0.073530303	7832	0	0	True	0	1	0	0	66	0	1041	363862	22	642857	254	1688	1688	15	23	pso	33	642920	0	4536	0	0	0	0	0	0	0	0	0	35	0	0	652135	r04	0	4536	0	0	0	0	true	1132133	c/goblint-regression/13-privatized_19-publish-precision_true.yml	2	0	0
0	19	6992	0	0.077019268	5865	0	0	True	0	1	0	0	40	0	596	342198	25	627599	388	1904	1904	12	26	pso	20	513762	0	5064	0	0	0	0	0	0	0	0	0	21	0	0	517480	r04	0	5064	0	0	0	0	true	960205	c/goblint-regression/13-privatized_42-traces-ex-mini_true.yml	1	0	0
0	9	4399	0	0.06787047	3368	0	0	True	0	1	0	0	20	0	306	194368	23	604914	320	1976	1976	16	27	pso	10	325451	0	5240	0	0	0	0	0	0	0	0	0	11	0	0	327488	r04	0	5240	0	0	0	0	true	577135	c/goblint-regression/13-privatized_33-traces-v-matters_true.yml	1	0	0
0	9	4010	0	0.067665474	3544	0	0	True	0	1	0	0	20	0	590	177570	21	580498	256	1616	1616	10	22	pso	10	291450	0	4360	0	0	0	0	0	0	0	0	0	11	0	0	293044	r04	0	4360	0	0	0	0	true	522087	c/goblint-regression/13-privatized_25-struct_nr_true.yml	1	0	0
0	0	808	0	0.070872578	0	0	0	True	0	1	0	0	2	0	13	19558	10	640000	64	752	752	0	10	pso	1	38471	0	2248	0	0	0	0	0	0	0	0	0	1	0	0	38796	r04	0	2248	0	0	0	0	true	64175	c/goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0
0	0	0	0	0.070139849	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	false(unreach-call)	0	c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0
0	83	23344	0	0.074828443	24814	0	0	True	0	1	0	0	168	0	2572	1284229	29	628099	486	2192	2192	24	30	pso	84	1953236	0	5768	0	0	0	0	0	0	0	0	0	87	0	0	1968284	r04	0	5768	0	0	0	0	true	3636278	c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	3	0	0
0	17	5447	0	0.06228906	3919	0	0	True	0	1	0	0	36	0	597	205861	23	632812	288	1760	1760	15	24	pso	18	354016	0	4712	0	0	0	0	0	0	0	0	0	19	0	0	356252	r04	0	4712	0	0	0	0	true	626462	c/goblint-regression/13-privatized_20-publish-regression_true.yml	1	0	0
0	29	9693	0	0.066497796	7987	0	0	True	0	1	0	0	60	0	981	401542	25	639053	366	1904	1904	14	26	pso	30	647905	0	5064	0	0	0	0	0	0	0	0	0	31	0	0	658601	r04	0	5064	0	0	0	0	true	1185429	c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	1	0	0
0	11	4656	0	0.073701179	3767	0	0	True	0	1	0	0	24	0	292	202637	26	581632	368	2048	2048	19	28	pso	12	336320	0	5416	0	0	0	0	0	0	0	0	0	13	0	0	338234	r04	0	5416	0	0	0	0	true	604824	c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	1	0	0
0	75	23647	0	0.078342557	26180	0	0	True	0	1	0	0	152	0	3063	1411867	35	642857	728	2624	2624	25	36	pso	76	2040089	0	6824	0	0	0	0	0	0	0	0	0	78	0	0	2050411	r04	0	6824	0	0	0	0	true	3855904	c/goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	2	0	0
0	87	26409	0	0.075640116	30517	0	0	True	0	1	0	0	176	0	3243	1616277	35	640000	728	2624	2624	24	36	pso	88	2335225	0	6824	0	0	0	0	0	0	0	0	0	91	0	0	2346220	r04	0	6824	0	0	0	0	true	4410958	c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	3	0	0
0	0	873	0	0.070710971	0	0	0	True	0	1	0	0	2	0	13	22589	10	640000	64	752	752	0	10	pso	1	36371	0	2248	0	0	0	0	0	0	0	0	0	1	0	0	36838	r04	0	2248	0	0	0	0	true	69376	c/goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0
0	85	26973	0	0.076067461	31790	0	0	True	0	1	0	0	172	0	3116	1548590	34	754437	866	2552	2552	20	35	pso	86	2411628	0	6648	0	0	0	0	0	0	0	0	0	91	0	0	2422981	r04	0	6648	0	0	0	0	true	4424910	c/goblint-regression/36-apron_21-traces-cluster-based_true.yml	5	0	0
0	425	148122	0	0.101845353	154531	0	0	True	0	1	0	0	852	0	23592	14135880	56	606481	1798	4136	4136	46	57	pso	426	14331957	0	10520	0	0	0	0	0	0	0	0	0	432	0	0	14385129	r04	0	10520	0	0	0	0	true	31044295	c/goblint-regression/13-privatized_24-multiple-protecting_true.yml	6	0	0
0	0	0	0	0.065885951	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	true	0	c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0
0	0	874	0	0.070656826	0	0	0	True	0	1	0	0	2	0	8	24087	12	611111	88	896	896	0	12	pso	1	41676	0	2600	0	0	0	0	0	0	0	0	0	1	0	0	42184	r04	0	2600	0	0	0	0	true	72378	c/pthread-ext/14_spin2003.yml	0	0	0
0	0	0	0	0.077839669	0	0	0	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r04	0	0	0	0	0	0	true	0	c/pthread-ext/29_conditionals_vs.yml	0	0	0
0	0	727	0	0.069228019	0	0	0	True	0	1	0	0	2	0	8	25889	12	611111	88	896	896	0	12	pso	1	34851	0	2600	0	0	0	0	0	0	0	0	0	1	0	0	35178	r04	0	2600	0	0	0	0	true	66626	c/pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	0	0	0
0	8	3410	0	0.075828584	2418	0	0	True	0	1	0	0	18	0	137	130283	21	628099	220	1544	1544	10	21	pso	9	206755	0	4184	0	0	0	0	0	0	0	0	0	9	0	0	212956	r04	0	4184	0	0	0	0	true	386811	c/pthread-ext/46_monabsex2_vs.yml	0	0	0
0	1545	400410	0	0.15889087	449941	0	0	True	0	1	0	0	3092	0	82273	39617804	59	720533	2430	4424	4424	48	61	pso	1546	38175868	0	11224	0	0	0	0	0	0	0	0	0	1564	0	0	38288618	r04	0	11224	0	0	0	0	true	84866933	c/goblint-regression/13-privatized_27-multiple-protecting2_true.yml	18	0	0
0	3	2276	0	0.070513663	1165	0	0	True	0	1	0	0	8	0	57	72195	16	625000	146	1184	1184	4	16	pso	4	118981	0	3304	0	0	0	0	0	0	0	0	0	4	0	0	120028	r04	0	3304	0	0	0	0	true	214653	c/pthread-ext/45_monabsex1_vs.yml	0	0	0
0	9	5183	0	0.066105986	2684	0	0	True	0	1	0	0	20	0	941	238680	31	739583	688	2624	2624	11	36	pso	10	383448	0	6824	0	0	0	0	0	0	0	0	0	10	0	0	385924	r04	0	6824	0	0	0	0	false(unreach-call)	682494	c/pthread/stateful01-1.yml	0	0	0
0	122	28120	0	0.066114872	34427	0	0	True	0	1	0	0	246	0	4314	1698631	34	743801	826	2624	2624	19	36	pso	123	2280929	0	6824	0	0	0	0	0	0	0	0	0	126	0	0	2293411	r04	0	6824	0	0	0	0	true	4468411	c/pthread/stateful01-2.yml	3	0	0
0	21	7325	0	0.070909693	6691	0	0	True	0	1	0	0	44	0	1007	401117	30	740740	654	2408	2408	14	33	pso	22	623118	0	6296	0	0	0	0	0	0	0	0	0	23	0	0	626404	r04	0	6296	0	0	0	0	true	1144350	c/pthread-atomic/time_var_mutex.yml	1	0	0
0	4	2715	0	0.072622739	1475	0	0	True	0	1	0	0	10	0	129	93151	21	585937	220	1544	1544	5	21	pso	5	151518	0	4184	0	0	0	0	0	0	0	0	0	5	0	0	158758	r04	0	4184	0	0	0	0	true	279801	c/pthread-ext/01b_inc.yml	0	0	0
