index	kind	model	program	sha256	arguments	expected_sc	builtin_status	cat_status	classification	builtin_signature	cat_signature
1	correct	sc	correct/litmus/2+2W+2sc+scf/variants/2+2w+2sc+scf0.c	a203cd406926b9515c11a6b94e84ed5e8a64f62b141be724df0673bfe0bff151	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
1	correct	tso	correct/litmus/2+2W+2sc+scf/variants/2+2w+2sc+scf0.c	a203cd406926b9515c11a6b94e84ed5e8a64f62b141be724df0673bfe0bff151	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
2	correct	sc	correct/litmus/2+2W+3sc+rel1/variants/2+2w+3sc+rel10.c	e9055ee8d8387c0b1ae016fd482019575a645bcd8ae5aa844ae1383767ab5f5f	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
2	correct	tso	correct/litmus/2+2W+3sc+rel1/variants/2+2w+3sc+rel10.c	e9055ee8d8387c0b1ae016fd482019575a645bcd8ae5aa844ae1383767ab5f5f	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
3	correct	sc	correct/litmus/2+2W+3sc+rel2/variants/2+2w+3sc+rel20.c	eab6aeb7086791c078da97f361bbe94a4406576dab929c1484ac2ce22ccbb121	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
3	correct	tso	correct/litmus/2+2W+3sc+rel2/variants/2+2w+3sc+rel20.c	eab6aeb7086791c078da97f361bbe94a4406576dab929c1484ac2ce22ccbb121	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
4	correct	sc	correct/litmus/2+2W+4sc/variants/2+2w+4sc0.c	cde1b3d1c3c7024046087073fe6d13b8231e55e2fbed55eb3ed7fb4986a8ef9e	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
4	correct	tso	correct/litmus/2+2W+4sc/variants/2+2w+4sc0.c	cde1b3d1c3c7024046087073fe6d13b8231e55e2fbed55eb3ed7fb4986a8ef9e	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
5	correct	sc	correct/litmus/2+2W+scfs/variants/2+2w+scfs0.c	98c9b1e4ea828df262f57f40ec194a939d24f029dcd46245205db86694b20a2f	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
5	correct	tso	correct/litmus/2+2W+scfs/variants/2+2w+scfs0.c	98c9b1e4ea828df262f57f40ec194a939d24f029dcd46245205db86694b20a2f	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
6	correct	sc	correct/litmus/2+2W/variants/2+2W0.c	95f48d96f4ce324aafddf556245f6357f56c1aee7eeaf08ac33f64226142effe	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
6	correct	tso	correct/litmus/2+2W/variants/2+2W0.c	95f48d96f4ce324aafddf556245f6357f56c1aee7eeaf08ac33f64226142effe	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
7	correct	sc	correct/litmus/2+2W/variants/2+2W1.c	feb631777aef05ac77eb68e3470f3f6eef477436b86556a5a1292c7e429978dc	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
7	correct	tso	correct/litmus/2+2W/variants/2+2W1.c	feb631777aef05ac77eb68e3470f3f6eef477436b86556a5a1292c7e429978dc	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
8	correct	sc	correct/litmus/2CoWR/variants/2cowr0.c	b06884f6a2388fa850c97bb3c10792290bb428864ab3d7f7a326a9810cf274f9	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
8	correct	tso	correct/litmus/2CoWR/variants/2cowr0.c	b06884f6a2388fa850c97bb3c10792290bb428864ab3d7f7a326a9810cf274f9	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
9	correct	sc	correct/litmus/2CoWR/variants/2cowr0r.c	bd2cccf27a55b5fbe4452cbd7cf8898d246a79cd26f9c80ec9924cd991d54bcf	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
9	correct	tso	correct/litmus/2CoWR/variants/2cowr0r.c	bd2cccf27a55b5fbe4452cbd7cf8898d246a79cd26f9c80ec9924cd991d54bcf	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
10	correct	sc	correct/litmus/2CoWR/variants/2cowr1.c	0a828f92f2bc130054bd438b63638baeb5154f7b1bc40c834c1a22b844b5d5ce	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
10	correct	tso	correct/litmus/2CoWR/variants/2cowr1.c	0a828f92f2bc130054bd438b63638baeb5154f7b1bc40c834c1a22b844b5d5ce	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
11	correct	sc	correct/litmus/2CoWR/variants/2cowr2.c	ccb72c0bfdb9e31db028ca75593fef7c51c4c4f6094d662d8e2f4d703ab798ab	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
11	correct	tso	correct/litmus/2CoWR/variants/2cowr2.c	ccb72c0bfdb9e31db028ca75593fef7c51c4c4f6094d662d8e2f4d703ab798ab	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
12	correct	sc	correct/litmus/2CoWR/variants/2cowr3.c	4f709acaa3e67a16509cb3f544a75996454d584b5ae176193107e2393257cfb7	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
12	correct	tso	correct/litmus/2CoWR/variants/2cowr3.c	4f709acaa3e67a16509cb3f544a75996454d584b5ae176193107e2393257cfb7	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
13	correct	sc	correct/litmus/2CoWR/variants/2cowr4.c	b06884f6a2388fa850c97bb3c10792290bb428864ab3d7f7a326a9810cf274f9	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
13	correct	tso	correct/litmus/2CoWR/variants/2cowr4.c	b06884f6a2388fa850c97bb3c10792290bb428864ab3d7f7a326a9810cf274f9	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
14	correct	sc	correct/litmus/CoRR/variants/corr0.c	b35c80bd4998d4fefb4f212b9f0b490bdaf4f9c59ace377444bda28fdd707d59	 | 	6	0	0	match	No errors were detected.;Number of complete executions explored: 6	No errors were detected.;Number of complete executions explored: 6
14	correct	tso	correct/litmus/CoRR/variants/corr0.c	b35c80bd4998d4fefb4f212b9f0b490bdaf4f9c59ace377444bda28fdd707d59	 | 	6	0	0	match	No errors were detected.;Number of complete executions explored: 6	No errors were detected.;Number of complete executions explored: 6
15	correct	sc	correct/litmus/CoRR/variants/corr1.c	656bb3c9436b0d3cfa89aef6133c6adcf7af7838fbf21d671ff1f57555acfa2d	 | 	6	0	0	match	No errors were detected.;Number of complete executions explored: 6	No errors were detected.;Number of complete executions explored: 6
15	correct	tso	correct/litmus/CoRR/variants/corr1.c	656bb3c9436b0d3cfa89aef6133c6adcf7af7838fbf21d671ff1f57555acfa2d	 | 	6	0	0	match	No errors were detected.;Number of complete executions explored: 6	No errors were detected.;Number of complete executions explored: 6
16	correct	sc	correct/litmus/CoRR0/variants/corr00.c	c8991ac19290d8a6b71fea3078fb362e9673213d7bf8b8773bf73cb4270443ee	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
16	correct	tso	correct/litmus/CoRR0/variants/corr00.c	c8991ac19290d8a6b71fea3078fb362e9673213d7bf8b8773bf73cb4270443ee	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
17	correct	sc	correct/litmus/CoRR0/variants/corr01.c	7ef7b4505926e73a127ea9f46ecdf770ace14dfe1804e1e33913b9b285d42f15	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
17	correct	tso	correct/litmus/CoRR0/variants/corr01.c	7ef7b4505926e73a127ea9f46ecdf770ace14dfe1804e1e33913b9b285d42f15	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
18	correct	sc	correct/litmus/CoRR0/variants/corr02.c	5b2075f2a0d31097b8f5fc3d161bff6200b90889e4da9004847139fd45f23d40	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
18	correct	tso	correct/litmus/CoRR0/variants/corr02.c	5b2075f2a0d31097b8f5fc3d161bff6200b90889e4da9004847139fd45f23d40	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
19	correct	sc	correct/litmus/CoRR0/variants/corr0r.c	b749b517ed5bbab5547b9bd114e47614a22437b24c3acebb0e1972ae8f25dce6	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
19	correct	tso	correct/litmus/CoRR0/variants/corr0r.c	b749b517ed5bbab5547b9bd114e47614a22437b24c3acebb0e1972ae8f25dce6	 | 	4	0	0	match	No errors were detected.;Number of complete executions explored: 4	No errors were detected.;Number of complete executions explored: 4
20	correct	sc	correct/litmus/CoRR1/variants/corr10.c	39f1c8ad67a5c95e685bded92c6b1d1d57e42292f03de5dd73c397e7f5caa594	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
20	correct	tso	correct/litmus/CoRR1/variants/corr10.c	39f1c8ad67a5c95e685bded92c6b1d1d57e42292f03de5dd73c397e7f5caa594	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
21	correct	sc	correct/litmus/CoRR1/variants/corr10r.c	d4ecc46cfa12d510d9a84e8b7209f257239498987d2b28c1d283e2c968f51a30	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
21	correct	tso	correct/litmus/CoRR1/variants/corr10r.c	d4ecc46cfa12d510d9a84e8b7209f257239498987d2b28c1d283e2c968f51a30	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
22	correct	sc	correct/litmus/CoRR1/variants/corr11.c	6a1ee60105ef6d94265c4aa9ae440f12febad93f61a33aabb5dfef260c882cc3	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
22	correct	tso	correct/litmus/CoRR1/variants/corr11.c	6a1ee60105ef6d94265c4aa9ae440f12febad93f61a33aabb5dfef260c882cc3	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
23	correct	sc	correct/litmus/CoRR1/variants/corr12.c	8940dd5ef5de7a98ff9fe871004c9f86a7b619cbada2f0bf98add90e4a2cdaa1	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
23	correct	tso	correct/litmus/CoRR1/variants/corr12.c	8940dd5ef5de7a98ff9fe871004c9f86a7b619cbada2f0bf98add90e4a2cdaa1	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
24	correct	sc	correct/litmus/CoRR1/variants/corr13.c	3e443e35237afdb4f63512167427d6b05a7047e0e0803fe39de4f9fbcc4181ad	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
24	correct	tso	correct/litmus/CoRR1/variants/corr13.c	3e443e35237afdb4f63512167427d6b05a7047e0e0803fe39de4f9fbcc4181ad	-disable-ipr -disable-sr  | 	36	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 36
25	correct	sc	correct/litmus/CoRR2/variants/corr20.c	f705d397af5bcd4c0f74266890b61fa97325384250eee95edfd8afc9039477d3	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
25	correct	tso	correct/litmus/CoRR2/variants/corr20.c	f705d397af5bcd4c0f74266890b61fa97325384250eee95edfd8afc9039477d3	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
26	correct	sc	correct/litmus/CoRR2/variants/corr20r.c	8c5c5d2b70c2b5d58a7dd29350ec9231a011e405733a5a0f1e950293e32d95ad	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
26	correct	tso	correct/litmus/CoRR2/variants/corr20r.c	8c5c5d2b70c2b5d58a7dd29350ec9231a011e405733a5a0f1e950293e32d95ad	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
27	correct	sc	correct/litmus/CoRR2/variants/corr21.c	42f43805c8f63d3d22e84d365dc90bc421a6268bc6140d5f750096abf6736567	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
27	correct	tso	correct/litmus/CoRR2/variants/corr21.c	42f43805c8f63d3d22e84d365dc90bc421a6268bc6140d5f750096abf6736567	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
28	correct	sc	correct/litmus/CoRR2/variants/corr22.c	15124cd7a86fc409b8ced8b793aae0dee20f369695d5bec9d57b8ef775267678	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
28	correct	tso	correct/litmus/CoRR2/variants/corr22.c	15124cd7a86fc409b8ced8b793aae0dee20f369695d5bec9d57b8ef775267678	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
29	correct	sc	correct/litmus/CoRR2/variants/corr23.c	59ad7be96fd6026d36043a8e7f2636b3e4b1a9267c90965782262e49f5090ec4	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
29	correct	tso	correct/litmus/CoRR2/variants/corr23.c	59ad7be96fd6026d36043a8e7f2636b3e4b1a9267c90965782262e49f5090ec4	-disable-ipr -disable-sr  | 	72	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 72
30	correct	sc	correct/litmus/CoRW/variants/corw0.c	b224d4aea542e1adf79ca428f450bcbbb8fd4d95dfe4e65fb4d48799a5b65789	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
30	correct	tso	correct/litmus/CoRW/variants/corw0.c	b224d4aea542e1adf79ca428f450bcbbb8fd4d95dfe4e65fb4d48799a5b65789	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
31	correct	sc	correct/litmus/CoRW/variants/corw1.c	43c8f0b8d26c57693d3f9d420ceb0e51d632bbb377a18c4bc5975d5f5ec1982a	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
31	correct	tso	correct/litmus/CoRW/variants/corw1.c	43c8f0b8d26c57693d3f9d420ceb0e51d632bbb377a18c4bc5975d5f5ec1982a	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
32	correct	sc	correct/litmus/CoWR/variants/cowr0.c	06ec6a247c6796d1a0faf8a25f5e12cf880c0c2900dc8c0ed33f27997ac0c4d3	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
32	correct	tso	correct/litmus/CoWR/variants/cowr0.c	06ec6a247c6796d1a0faf8a25f5e12cf880c0c2900dc8c0ed33f27997ac0c4d3	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
33	correct	sc	correct/litmus/CoWR/variants/cowr1.c	231732ef64550217f6c9b86d59353dc48b5c6fc1c88a5e88496f2769ed857cc3	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
33	correct	tso	correct/litmus/CoWR/variants/cowr1.c	231732ef64550217f6c9b86d59353dc48b5c6fc1c88a5e88496f2769ed857cc3	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
34	correct	sc	correct/litmus/IRIW-acq-sc/variants/IRIW-acq-sc0.c	90121b157a13056ea2e987010ffed87a085e547e048c6f108d4a58230163c9f2	 | 	15	0	0	match	No errors were detected.;Number of complete executions explored: 15	No errors were detected.;Number of complete executions explored: 15
34	correct	tso	correct/litmus/IRIW-acq-sc/variants/IRIW-acq-sc0.c	90121b157a13056ea2e987010ffed87a085e547e048c6f108d4a58230163c9f2	 | 	15	0	0	match	No errors were detected.;Number of complete executions explored: 15	No errors were detected.;Number of complete executions explored: 15
35	correct	sc	correct/litmus/IRIWish/variants/IRIWish0.c	c010d3748da6e008be9cfe52c2b804b2a6c51e073f66f41cad4f6e7a0f7189d9	 | 	27	0	0	match	No errors were detected.;Number of complete executions explored: 27	No errors were detected.;Number of complete executions explored: 27
35	correct	tso	correct/litmus/IRIWish/variants/IRIWish0.c	c010d3748da6e008be9cfe52c2b804b2a6c51e073f66f41cad4f6e7a0f7189d9	 | 	27	0	0	match	No errors were detected.;Number of complete executions explored: 27	No errors were detected.;Number of complete executions explored: 27
36	correct	sc	correct/litmus/JLT/variants/jlt0.c	ef08d2f5edbd97b2c6219764f5ecc7a7f6044e8ea2b8120ced04a84056b51ccc	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
36	correct	tso	correct/litmus/JLT/variants/jlt0.c	ef08d2f5edbd97b2c6219764f5ecc7a7f6044e8ea2b8120ced04a84056b51ccc	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
37	correct	sc	correct/litmus/JLT/variants/jlt0r.c	cc21f4d2d65459426771e304ac0eee2d646cba7d6507be0df732000375e59a6f	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
37	correct	tso	correct/litmus/JLT/variants/jlt0r.c	cc21f4d2d65459426771e304ac0eee2d646cba7d6507be0df732000375e59a6f	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
38	correct	sc	correct/litmus/JLT/variants/jlt1.c	941fab208d52e63827ec654909446ddde3b38d8bb0263fb51464e18ba1395890	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
38	correct	tso	correct/litmus/JLT/variants/jlt1.c	941fab208d52e63827ec654909446ddde3b38d8bb0263fb51464e18ba1395890	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
39	correct	sc	correct/litmus/JLT/variants/jlt2.c	25cd3e7ac3c2e47b117e352dc57e77f8c3e5cfebd5ad021078f58448e246ac19	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
39	correct	tso	correct/litmus/JLT/variants/jlt2.c	25cd3e7ac3c2e47b117e352dc57e77f8c3e5cfebd5ad021078f58448e246ac19	-disable-ipr -disable-sr  | 	8	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 8
40	correct	sc	correct/litmus/LB+acq/variants/lb+acq0.c	5d0ece35d91d4c532036af5f98984d9d21f9f46692393ec015ff47f78fd44a31	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
40	correct	tso	correct/litmus/LB+acq/variants/lb+acq0.c	5d0ece35d91d4c532036af5f98984d9d21f9f46692393ec015ff47f78fd44a31	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
41	correct	sc	correct/litmus/LB+addr-fun/variants/lb+addr-fun0.c	c55feb05d1c56417bbc299308039b45f3ee242c1faf80ec2bb0ec11eca8ac177	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
41	correct	tso	correct/litmus/LB+addr-fun/variants/lb+addr-fun0.c	c55feb05d1c56417bbc299308039b45f3ee242c1faf80ec2bb0ec11eca8ac177	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
42	correct	sc	correct/litmus/LB+addr-ind-fun/variants/lb+addr-fun0.c	c55feb05d1c56417bbc299308039b45f3ee242c1faf80ec2bb0ec11eca8ac177	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
42	correct	tso	correct/litmus/LB+addr-ind-fun/variants/lb+addr-fun0.c	c55feb05d1c56417bbc299308039b45f3ee242c1faf80ec2bb0ec11eca8ac177	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
43	correct	sc	correct/litmus/LB+addr/variants/lb+addr0.c	748cee25a11d236b8234db109a632d9188bb7977fbe785ae2a6d3463e9687a17	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
43	correct	tso	correct/litmus/LB+addr/variants/lb+addr0.c	748cee25a11d236b8234db109a632d9188bb7977fbe785ae2a6d3463e9687a17	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
44	correct	sc	correct/litmus/LB+ctrl+rel/variants/lb+ctrl+rel0.c	aebd74203cb506441df4fed9cd678d7846a05a2f26871b536e42f92714c8608d	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
44	correct	tso	correct/litmus/LB+ctrl+rel/variants/lb+ctrl+rel0.c	aebd74203cb506441df4fed9cd678d7846a05a2f26871b536e42f92714c8608d	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
45	correct	sc	correct/litmus/LB+ctrl/variants/lb+ctrl0.c	a8153da0261b9fc623cc6716b9821018ea8bae6e99efec01397708c51995a0a0	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
45	correct	tso	correct/litmus/LB+ctrl/variants/lb+ctrl0.c	a8153da0261b9fc623cc6716b9821018ea8bae6e99efec01397708c51995a0a0	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
46	correct	sc	correct/litmus/LB+dep/variants/lb+dep0.c	bae53e51449f3f78774ba4d4a3a497f83992ee4511b6e5fe27e72dcd86283c68	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
46	correct	tso	correct/litmus/LB+dep/variants/lb+dep0.c	bae53e51449f3f78774ba4d4a3a497f83992ee4511b6e5fe27e72dcd86283c68	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
