backend	task_yaml	runs	family	source_bytes	source_lines	adapter_source_lines	adapter_transitive_lines	all_repetitions_solved	statuses	median_wall_seconds	median_cpu_seconds	median_memory_bytes
cat-pso	c/goblint-regression/28-race_reach_46-escape_racefree.yml	5	goblint-regression	31190	715			true	true:5	0.0599402371	0.046178	26218496
cat-pso	c/goblint-regression/36-apron_11-traces-max-simple_true.yml	5	goblint-regression	932	40			true	true:5	0.058285357	0.045286	26152960
cat-pso	c/goblint-regression/36-apron_16-traces-unprot2_true.yml	5	goblint-regression	815	37			true	true:5	0.06357632	0.044891	26112000
cat-pso	c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	5	goblint-regression	1260	50			true	false(unreach-call):5	0.061031248	0.046341	26198016
cat-pso	c/goblint-regression/36-apron_21-traces-cluster-based_true.yml	5	goblint-regression	1930	81			true	true:5	0.0667232131	0.051485	26275840
cat-pso	c/goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	5	goblint-regression	1933	79			true	true:5	0.0713211799	0.047481	26238976
cat-pso	c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	5	goblint-regression	747	30			true	false(unreach-call):5	0.0621239401	0.045567	26099712
cat-pso	c/ldv-races/race-1_1-join.yml	5	ldv-races	76847	1729			true	true:5	0.063126005	0.048789	26415104
cat-pso	c/ldv-races/race-1_2-join.yml	5	ldv-races	77137	1738			true	false(unreach-call):5	0.0628668561	0.048314	26439680
cat-pso	c/ldv-races/race-1_3-join.yml	5	ldv-races	77119	1738			true	false(unreach-call):5	0.0683363189	0.048817	26435584
cat-pso	c/ldv-races/race-2_1-container_of.yml	5	ldv-races	187978	3959			true	true:5	0.0654860139	0.049776	26497024
cat-pso	c/ldv-races/race-3_1-container_of-global.yml	5	ldv-races	188000	3960			true	true:5	0.0658541408	0.048869	26488832
cat-pso	c/ldv-races/race-4_1-thread_local_vars.yml	5	ldv-races	78338	1800			true	true:5	0.065309996	0.050093	26509312
cat-pso	c/pthread-C-DAC/pthread-demo-datarace-3.yml	5	pthread-C-DAC	59412	1366			true	false(unreach-call):5	0.124573194	0.106781	26259456
cat-pso	c/pthread-atomic/dekker-unfair.yml	5	pthread-atomic	33417	787			true	true:5	0.0635049848	0.048211	26234880
cat-pso	c/pthread-atomic/dekker.yml	5	pthread-atomic	33410	787			true	true:5	0.062353339	0.048123	26230784
cat-pso	c/pthread-atomic/szymanski.yml	5	pthread-atomic	32937	772			true	true:5	0.0638812261	0.055411	26238976
cat-pso	c/pthread-atomic/time_var_mutex.yml	5	pthread-atomic	30889	727			true	true:5	0.06542605	0.0483	26279936
cat-pso	c/pthread-deagle/circular_buffer_bad.yml	5	pthread-deagle	31305	766			true	false(unreach-call):5	0.0938167782	0.081737	26312704
cat-pso	c/pthread-deagle/circular_buffer_ok.yml	5	pthread-deagle	31393	768			false	TIMEOUT:5			
cat-pso	c/pthread-ext/01b_inc.yml	5	pthread-ext	30901	708			true	true:5	0.063022068	0.046313	26193920
cat-pso	c/pthread-ext/02_inc_cas.yml	5	pthread-ext	31027	737			true	true:5	0.057915807	0.045811	26193920
cat-pso	c/pthread-ext/14_spin2003.yml	5	pthread-ext	30571	699			true	true:5	0.0575664449	0.04536	26140672
cat-pso	c/pthread-ext/29_conditionals_vs.yml	5	pthread-ext	30586	730			true	true:5	0.0639726529	0.046312	26140672
cat-pso	c/pthread-ext/43_NetBSD_sysmon_power_sliced.yml	5	pthread-ext	34081	817			true	true:5	0.0543457749	0.045584	26144768
cat-pso	c/pthread-ext/45_monabsex1_vs.yml	5	pthread-ext	30819	719			true	true:5	0.059071315	0.045961	26169344
cat-pso	c/pthread-ext/46_monabsex2_vs.yml	5	pthread-ext	30796	719			true	true:5	0.0634645191	0.04659	26173440
cat-pso	c/pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	5	pthread-ext	30774	703			true	true:5	0.0612173879	0.045102	26185728
cat-pso	c/pthread-ext/48_ticket_lock_low_contention_vs.yml	5	pthread-ext	31133	728			true	true:5	0.0492231501	0.039368	26210304
cat-pso	c/pthread-theta/exponential-nondet.yml	5	pthread-theta	33638	788			true	true:5	0.059345077	0.046334	26275840
cat-pso	c/pthread-theta/unwind2-1.yml	5	pthread-theta	33683	783			true	false(unreach-call):5	0.063255101	0.047017	26296320
cat-pso	c/pthread-theta/unwind2-100.yml	5	pthread-theta	33685	783			true	false(unreach-call):5	0.0638791588	0.046645	26292224
cat-pso	c/pthread-theta/unwind3-1.yml	5	pthread-theta	33579	780			true	false(unreach-call):5	0.0646566038	0.04598	26267648
cat-pso	c/pthread/butterfly.yml	5	pthread	33848	806			true	true:5	38.3920034	38.374512	26386432
cat-pso	c/pthread/fib_safe-5.yml	5	pthread	31317	728			false	TIMEOUT:5			
cat-pso	c/pthread/fib_safe-6.yml	5	pthread	31317	728			false	TIMEOUT:5			
cat-pso	c/pthread/fib_unsafe-5.yml	5	pthread	31317	728			false	TIMEOUT:5			
cat-pso	c/pthread/fib_unsafe-6.yml	5	pthread	31317	728			false	TIMEOUT:5			
cat-pso	c/pthread/fib_unsafe-7.yml	5	pthread	31317	728			false	TIMEOUT:5			
cat-pso	c/pthread/lazy01.yml	5	pthread	31389	739			true	false(unreach-call):5	0.0621649271	0.046831	26288128
cat-pso	c/pthread/queue.yml	5	pthread	44025	1068			true	false(unreach-call):5	2.09504296	2.078946	26402816
cat-pso	c/pthread/queue_longer.yml	5	pthread	44020	1067			false	TIMEOUT:5			
cat-pso	c/pthread/queue_ok.yml	5	pthread	43780	1057			true	true:5	0.0974890001	0.083538	26386432
cat-pso	c/pthread/queue_ok_longer.yml	5	pthread	43782	1057			true	true:5	26.1123332	26.094771	505016320
cat-pso	c/pthread/queue_ok_longest.yml	5	pthread	43790	1057			false	TIMEOUT:5			
cat-pso	c/pthread/reorder_2.yml	5	pthread	60275	1310			true	false(unreach-call):5	0.970907375	0.959144	26365952
cat-pso	c/pthread/singleton.yml	5	pthread	56401	1166			true	false(unreach-call):5	0.0632767088	0.050612	26431488
cat-pso	c/pthread/singleton_with-uninit-problems.yml	5	pthread	56437	1166			true	true:5	0.0698854201	0.053029	26439680
cat-pso	c/pthread/stateful01-1.yml	5	pthread	30876	731			true	false(unreach-call):5	0.065288048	0.047331	26255360
cat-pso	c/pthread/stateful01-2.yml	5	pthread	30876	731			true	true:5	0.0675540101	0.051418	26263552
cat-pso	c/pthread/triangular-1.yml	5	pthread	30992	725			false	TIMEOUT:5			
cat-pso	c/pthread/triangular-2.yml	5	pthread	30994	725			true	false(unreach-call):5	27.332888	27.313848	26275840
cat-pso	c/pthread/twostage_3.yml	5	pthread	61359	1342			true	false(unreach-call):5	0.0849961801	0.068827	26529792
