model,task,status,category,cputime_s,walltime_s,memory_bytes,backward_offered,backward_queued,co_offered,co_queued,inconsistent_revisit_prefixes,max_retained_work,max_rf_same_value_class,realized_revisit_prefixes,rf_offered,rf_queued,rf_same_value_candidate_upper_bound,rf_same_value_choice_points,rf_value_choice_points,rf_value_classes,validity_queries,work_added,work_popped
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_66-mine-W-init_true.yml,true,correct,0.067117215,0.07246840291190892,25817088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_neg.yml,true,wrong,0.072502965,0.07908785599283874,25694208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml,true,correct,0.067821324,0.07341938198078424,25788416,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_46-refine-protected1_true.yml,true,correct,0.069279894,0.07379119098186493,25821184,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml,false(unreach-call),correct,0.06731507,0.07080550992395729,25878528,1,1,10,0,0,2,2,2,7,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_40-traces-ex-6_true.yml,true,correct,0.067820295,0.06988020800054073,25821184,1,1,10,0,0,2,2,2,8,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_44-traces-mine2_true.yml,true,correct,0.057710937,0.0633005159907043,25759744,1,1,8,0,0,2,1,2,7,1,0,0,1,2,2,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml,false(unreach-call),correct,0.069933313,0.07449008000548929,25874432,1,1,3,0,0,2,2,2,3,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_18-first-reads_unknown_2_neg.yml,true,wrong,0.06386835,0.07246572501026094,25903104,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_36-traces-ex-3_true.yml,true,correct,0.066745809,0.07446149503812194,25788416,2,2,19,0,0,3,2,4,10,2,2,2,2,2,6,4,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_35-traces-ex-2_true.yml,true,correct,0.065546734,0.07110523991286755,25862144,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml,true,correct,0.068724066,0.07299953396432102,25788416,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml,false(unreach-call),correct,0.067964016,0.07076483499258757,25812992,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml,false(unreach-call),correct,0.073380292,0.0769966309890151,25821184,1,1,6,0,0,2,2,2,5,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_01-priv_nr_true.yml,true,correct,0.067295622,0.07289705600123852,25907200,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_42-traces-ex-mini_true.yml,true,correct,0.068713987,0.0754352689255029,25849856,1,1,18,0,0,2,2,2,9,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_25-struct_nr_true.yml,true,correct,0.067713696,0.07507050398271531,25792512,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_pos.yml,true,wrong,0.070522265,0.0726335410727188,25825280,1,1,19,0,0,2,2,2,10,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml,true,correct,0.068791769,0.08046405098866671,25874432,3,3,39,0,0,4,2,6,20,3,3,3,3,3,9,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml,true,correct,0.065404885,0.07331257197074592,25841664,3,3,20,0,0,4,2,6,15,3,1,1,3,5,7,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml,true,correct,0.069531337,0.08240130997728556,25903104,1,1,15,0,0,2,2,2,11,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml,true,correct,0.074921763,0.09694863099139184,25853952,3,3,44,0,0,4,2,6,21,3,3,3,3,3,9,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-semi1.wvr.yml,true,correct,0.064879968,0.06947595288511366,25436160,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-easy11.wvr.yml,TIMEOUT,error,60.993445501,61.01239007001277,25436160,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-easy7.wvr.yml,true,correct,0.069382504,0.08027608098927885,25374720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-easy1.wvr.yml,true,correct,0.063905146,0.08202727395109832,25468928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-figure1-alt.wvr.yml,true,correct,0.054915043,0.06765933195129037,25341952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-figure3.wvr.yml,TIMEOUT,error,60.9947376,61.02405359200202,172662784,0,0,50000,0,0,0,0,0,50000,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-easy8.wvr.yml,true,correct,0.063267011,0.0760701010003686,25370624,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-misc-2-unrolled.wvr.yml,true,correct,0.062227453,0.07413935905788094,25346048,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-simple-equiv.wvr.yml,true,correct,0.063444117,0.07464741996955127,25448448,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-ticket-2.wvr.yml,true,correct,0.062917837,0.093218061956577,25346048,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/mult-dist.wvr.yml,OUT OF MEMORY,error,10.78134255,10.84458813094534,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/clever.wvr.yml,true,correct,0.06475393,0.0740413359599188,25427968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-nonblocking-counter-alt2.wvr.yml,TIMEOUT,error,60.983010671,61.02279904403258,122273792,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-counter-determinism.wvr.yml,true,correct,0.066846363,0.07451622898224741,25387008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-misc-2.wvr.yml,true,correct,0.065158345,0.07280976395122707,25407488,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-misc-2-unrolled-atomic.wvr.yml,true,correct,0.064815067,0.07203266792930663,25382912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-sre-trans.wvr.yml,true,correct,0.067817488,0.07510272599756718,25444352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/spaghetti.wvr.yml,TIMEOUT,error,60.952465667,61.01632801501546,89522176,0,0,50002,0,0,0,0,0,49998,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-sre-subst.wvr.yml,true,correct,0.066232401,0.07619517599232495,25399296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-simpl-str-symm.wvr.yml,true,correct,0.068604722,0.07903981697745621,25427968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-bad-threaded-sum-2.wvr.yml,TIMEOUT,error,60.945552161,61.03584025695454,110944256,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-easy10.wvr.yml,true,correct,0.066347643,0.08284448203630745,25436160,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-bakery-2.wvr.yml,true,correct,0.064286799,0.07340817397926003,25370624,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-mult-equiv.wvr.yml,TIMEOUT,error,60.990394972,61.02799541200511,121372672,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-proofs-counter-add-4-semi-Q67.wvr.yml,true,correct,0.069700333,0.08006647892761976,25427968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-time-symm.wvr.yml,true,correct,0.064817882,0.08269980398472399,25444352,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/bench-exp3x3.wvr.yml,true,correct,0.069725289,0.07802526303566992,25530368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-channel-sum.wvr.yml,true,correct,0.068800073,0.07765641598962247,25464832,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-bad-counter-queue.wvr.yml,true,wrong,0.070066735,0.07693219499196857,25407488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-context1.wvr.yml,true,correct,0.059274622,0.06590984493959695,25432064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-match-symm.wvr.yml,true,correct,0.067864977,0.07372404099442065,25522176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-sorted.wvr.yml,true,correct,0.065261889,0.07591751706786454,25530368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-ticket-5.wvr.yml,true,correct,0.067796794,0.07779219700023532,25534464,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-exp-term-symm.wvr.yml,true,correct,0.067578505,0.0743381780339405,25534464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-array-sum-alt.wvr.yml,true,wrong,0.066493206,0.07718210201710463,25407488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/unroll-3.wvr.yml,true,correct,0.069603443,0.07690582505892962,25505792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-chromosome-opt-symm.wvr.yml,true,correct,0.069674291,0.0777832509484142,25477120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-min-array.wvr.yml,true,correct,0.070545045,0.08232058410067111,25440256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-bad-counter-queue2.wvr.yml,true,correct,0.067043509,0.07647072803229094,25477120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/bench-exp3x3-opt.wvr.yml,true,correct,0.069848366,0.08260034199338406,25505792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-min-array-hom.wvr.yml,true,correct,0.066812012,0.08003735705278814,25493504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/loop-tiling-eq.wvr.yml,true,correct,0.069767833,0.08105938392691314,25477120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/unroll-cond-3.wvr.yml,true,correct,0.069360444,0.07734265504404902,25456640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-send-receive-alt.wvr.yml,true,correct,0.063665212,0.07753940601833165,25513984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-threaded-sum-3.wvr.yml,TIMEOUT,error,60.587329731,61.020664589013904,112156672,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-counter-fun.wvr.yml,true,correct,0.067533486,0.08545008709188551,25530368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-array-sum-alt2.wvr.yml,true,correct,0.072123725,0.08453680691309273,25427968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-min-max-inc.wvr.yml,true,correct,0.06538583,0.0769157939357683,25436160,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-mts.wvr.yml,true,correct,0.072730417,0.0918984089512378,25559040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-misc-5.wvr.yml,true,correct,0.070378881,0.08715485106222332,25415680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-time-subst.wvr.yml,true,correct,0.079659196,0.08578667498659343,25468928,5,5,25,0,0,4,3,9,15,5,5,4,4,4,12,10,10
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-array-sum2.wvr.yml,true,correct,0.069565509,0.07619573001284152,25444352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-match-trans.wvr.yml,true,correct,0.069083344,0.07731200498528779,25485312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-chromosome-symm.wvr.yml,true,correct,0.071835959,0.08065663499291986,25501696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-queue-add-2-nl.wvr.yml,OUT OF MEMORY,error,14.190621334,14.210170116042718,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-match-subst.wvr.yml,true,correct,0.064314356,0.08007076592184603,25456640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-ticket-7.wvr.yml,true,correct,0.067889108,0.0858070069225505,25591808,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-misc-1.wvr.yml,true,correct,0.065986564,0.07617787201888859,25530368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-inc-subseq.wvr.yml,true,correct,0.064946055,0.07561850000638515,25481216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-array-int-subst.wvr.yml,true,correct,0.072701441,0.08017809200100601,25587712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-three-array-min.wvr.yml,true,correct,0.069596512,0.07938065496273339,25432064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-three-array-max.wvr.yml,true,correct,0.069081244,0.07959374610800296,25534464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-bad-dot-product.wvr.yml,true,correct,0.075857593,0.08432254404760897,25477120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-barrier.wvr.yml,true,correct,0.068757156,0.07844980794470757,25501696,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/test-hard1.wvr.yml,true,correct,0.068738582,0.09180803794879466,25452544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-ticket-8.wvr.yml,true,correct,0.069996165,0.08253518294077367,25530368,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-chromosome-subst.wvr.yml,true,correct,0.0724241,0.08077795105054975,25513984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-bakery-3.wvr.yml,true,correct,0.067295078,0.07710723404306918,25575424,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-collitem-trans.wvr.yml,true,correct,0.07617252,0.08404049801174551,25522176,3,3,6,0,0,3,1,6,11,3,0,0,3,6,6,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-collitem-subst.wvr.yml,true,correct,0.072170761,0.07879459299147129,25481216,3,3,6,0,0,3,1,6,11,3,0,0,3,6,6,6,6
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-horseshoe.wvr.yml,OUT OF MEMORY,error,14.493149581,14.527834429987706,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-queue-add-3-nl.wvr.yml,OUT OF MEMORY,error,14.487579299,14.512642618035898,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-parallel-sum-1.wvr.yml,true,correct,0.074118778,0.08437431801576167,25571328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-bad-ring.wvr.yml,true,correct,0.069751122,0.0843303760048002,25538560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-prod-cons3.wvr.yml,true,correct,0.076192793,0.08338896394707263,25534464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-buffer-mult2.wvr.yml,OUT OF MEMORY,error,14.875869354,15.088159953942522,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-buffer-mult.wvr.yml,OUT OF MEMORY,error,14.413764947,14.430269978940487,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-buffer-series2.wvr.yml,true,correct,0.068485158,0.08173761994112283,25645056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-parallel-sum-2.wvr.yml,true,correct,0.078978928,0.09786821098532528,25595904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-bad-buffer-mult-alt.wvr.yml,OUT OF MEMORY,error,14.491272345,14.51326761697419,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-more-buffer-series.wvr.yml,true,correct,0.076260799,0.09542288701049984,25616384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-parallel-sum-1-dsl.wvr.yml,true,correct,0.071124362,0.08712646400090307,25522176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/parallel-bakery-4.wvr.yml,true,correct,0.071235221,0.08009951398707926,25763840,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-name-comparator-trans.wvr.yml,true,correct,0.074664112,0.0929317669942975,25612288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-nzb-file-symm.wvr.yml,true,correct,0.095953822,0.11143932794220746,25690112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-commit-2.wvr.yml,true,correct,0.106827873,0.11706169892568141,25698304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/popl20-bad-commit-2.wvr-bad.yml,true,correct,0.072842098,0.10294994397554547,25665536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-poker-hand-symm.wvr.yml,true,correct,0.10206763,0.11340059107169509,26148864,1,1,2,0,0,2,1,2,4,1,0,0,1,2,2,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/weaver/chl-poker-hand-subst.wvr.yml,true,correct,0.129996048,0.14531071006786078,26509312,2,2,3,0,0,2,1,4,9,2,0,0,2,4,4,4,4
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/read_write_lock-1.yml,true,correct,0.074198549,0.08688320696819574,26075136,5,5,141,0,0,4,3,9,65,5,5,4,4,4,12,10,10
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/29_conditionals_vs.yml,true,correct,0.068792318,0.08069499500561506,25944064,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/46_monabsex2_vs.yml,true,correct,0.069242927,0.08510200993623585,25862144,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-divine/tls_destructor_worker.yml,ERROR (compilation),error,0.062193489,0.07093255198560655,25579520,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stateful01-1.yml,false(unreach-call),correct,0.072998421,0.09095221210736781,25952256,2,2,16,0,0,5,3,3,12,4,4,2,2,2,2,7,3
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-atomic/time_var_mutex.yml,true,correct,0.074277719,0.09211621398571879,25972736,1,1,10,0,0,2,2,2,5,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/40_barrier_vf.yml,ERROR (compilation),error,0.07206765,0.08290122810285538,25628672,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-2.yml,false(unreach-call),correct,1.452531573,1.4637023630784824,25882624,3648,3648,20454,0,0,36,7,6223,12076,3668,3668,2584,2584,2584,7732,7317,7287
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-longer-1.yml,TIMEOUT,error,60.850395164,61.01743087498471,25960448,75336,75336,506723,0,0,73,7,134069,291070,75368,75368,58749,58749,58749,176215,150704,150656
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-longest-1.yml,TIMEOUT,error,60.945327792,61.01908951799851,25903104,28713,28713,347743,0,0,108,5,54655,188289,28757,28757,25976,25976,25976,77862,57470,57393
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/triangular-longest-2.yml,TIMEOUT,error,60.556366884,61.01942448609043,25935872,28713,28713,347743,0,0,108,5,54655,188289,28757,28757,25976,25976,25976,77862,57470,57393
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/36_stack_cas_p0_vs_concur.yml,true,correct,0.084692619,0.09766042302362621,26144768,0,0,194,0,0,0,0,0,97,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/18_read_write_lock.yml,true,correct,0.075731105,0.08702304097823799,26066944,1,1,51,0,0,2,2,2,26,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-ext/09_fmaxsym.yml,true,correct,0.079934866,0.08807492698542774,25833472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
