category	cputime	executions	expected	memory	model	repetition	status	task	variant	walltime
correct	6.988662761		true	596946944.0	sc	01	true	pthread/queue_ok_longest.yml	cache	7.018916904984508
error	61.020296524		false	630771712.0	sc	01	TIMEOUT	pthread/queue_longer.yml	cache	61.06184871896403
correct	0.09735936		false	26017792.0	sc	01	false(unreach-call)	pthread/queue.yml	cache	0.10482658795081079
correct	0.078505988		false	26103808.0	sc	01	false(unreach-call)	pthread/singleton.yml	cache	0.08534204098396003
correct	0.074534553		true	26083328.0	sc	01	true	pthread/singleton_with-uninit-problems.yml	cache	0.0816419770126231
correct	0.125197209		false	25952256.0	sc	01	false(unreach-call)	pthread-C-DAC/pthread-demo-datarace-3.yml	cache	0.13135399500606582
correct	0.162426871		false	25956352.0	sc	01	false(unreach-call)	pthread/reorder_2.yml	cache	0.17676667898194864
correct	0.091779526		false	26083328.0	sc	01	false(unreach-call)	pthread/twostage_3.yml	cache	0.09717272396665066
correct	0.075356741		true	26079232.0	sc	01	true	ldv-races/race-1_1-join.yml	cache	0.08222297998145223
correct	0.072911206		false	26087424.0	sc	01	false(unreach-call)	ldv-races/race-1_3-join.yml	cache	0.08101747499313205
correct	0.075808689		false	26087424.0	sc	01	false(unreach-call)	ldv-races/race-1_2-join.yml	cache	0.08143974898848683
correct	0.07964551		true	26087424.0	sc	01	true	ldv-races/race-4_1-thread_local_vars.yml	cache	0.08874656696571037
correct	0.08329137		true	26087424.0	sc	01	true	ldv-races/race-2_1-container_of.yml	cache	0.0904414759716019
correct	0.07727251		true	26087424.0	sc	01	true	ldv-races/race-3_1-container_of-global.yml	cache	0.08311380899976939
correct	0.07233948		true	25698304.0	sc	02	true	goblint-regression/13-privatized_66-mine-W-init_true.yml	baseline	0.07799499400425702
correct	0.059770539		false	25710592.0	sc	02	false(unreach-call)	goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	baseline	0.06618505902588367
correct	0.071500915		true	25681920.0	sc	02	true	goblint-regression/36-apron_16-traces-unprot2_true.yml	baseline	0.07682721799938008
correct	0.074363683		true	25821184.0	sc	02	true	goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	baseline	0.07854473398765549
correct	0.069690322		true	25825280.0	sc	02	true	goblint-regression/13-privatized_47-refine-protected2_true.yml	baseline	0.07341488503152505
correct	0.070342511		true	25825280.0	sc	02	true	goblint-regression/13-privatized_46-refine-protected1_true.yml	baseline	0.07571297197137028
correct	0.071086665		true	25833472.0	sc	02	true	goblint-regression/36-apron_11-traces-max-simple_true.yml	baseline	0.07828125002561137
correct	0.065906856		false	25821184.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	baseline	0.07035061804344878
correct	0.064173902		false	25788416.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	baseline	0.06875756499357522
correct	0.070524209		true	25796608.0	sc	02	true	goblint-regression/13-privatized_40-traces-ex-6_true.yml	baseline	0.07396808598423377
correct	0.067644361		true	25747456.0	sc	02	true	goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	baseline	0.07109905598917976
correct	0.068391982		true	25829376.0	sc	02	true	goblint-regression/13-privatized_44-traces-mine2_true.yml	baseline	0.072597983002197
correct	0.065243128		false	25784320.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	baseline	0.07109551498433575
correct	0.066593532		false	25796608.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	baseline	0.07051686802878976
correct	0.064553223		true	25784320.0	sc	02	true	goblint-regression/13-privatized_36-traces-ex-3_true.yml	baseline	0.0698235229938291
correct	0.067108858		true	25894912.0	sc	02	true	goblint-regression/13-privatized_18-first-reads_true.yml	baseline	0.07341066299704835
correct	0.064980995		true	25845760.0	sc	02	true	goblint-regression/13-privatized_35-traces-ex-2_true.yml	baseline	0.07332536898320541
correct	0.06983842		true	25829376.0	sc	02	true	goblint-regression/13-privatized_37-traces-ex-4_true.yml	baseline	0.07441711996216327
correct	0.06561092		true	25833472.0	sc	02	true	goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	baseline	0.0765245120273903
correct	0.06638443		false	25788416.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	baseline	0.07434922398533672
correct	0.077937438		false	25862144.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	baseline	0.08179053198546171
correct	0.058309864		false	25780224.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	baseline	0.0675781270256266
correct	0.071835198		false	25882624.0	sc	02	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	baseline	0.08199715299997479
correct	0.068077608		true	25821184.0	sc	02	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	baseline	0.07868086197413504
