variant	model	repetition	task	status	category	cpu_s	wall_s	memory_bytes	returnvalue	executions	lazy-cycle-checks	reasoner-calls	reasoner-ns	reasoner-table-slots	reasoner-derived-candidates	reasoner-composition-middles	provenance-materializations	provenance-materialization-ns	provenance-materialization-ops	nogood-learn-attempts	nogood-learned	nogood-match-queries	nogood-literal-checks	nogood-hits	nogood-maximum-bytes
baseline	tso	r02	queue.yml	false(unreach-call)	correct	0.105318184	0.10919693997129798	26161152.0	42	2	40														
baseline	tso	r02	singleton.yml	false(unreach-call)	correct	0.070769646	0.07763636799063534	26218496.0	42	1	8														
baseline	tso	r02	singleton_with-uninit-problems.yml	true	correct	0.078010629	0.08206089003942907	26222592.0	0	4	12														
baseline	tso	r02	pthread-demo-datarace-3.yml	false(unreach-call)	correct	0.146751547	0.15382950496859848	26083328.0	42	0	80														
baseline	tso	r02	reorder_2.yml	false(unreach-call)	correct	0.150013071	0.15438686194829643	26222592.0	42	162	432														
baseline	tso	r02	twostage_3.yml	false(unreach-call)	correct	0.081552266	0.08923527505248785	26279936.0	42	4	30														
baseline	tso	r02	race-1_1-join.yml	true	correct	0.075768723	0.0789844449609518	26214400.0	0	1	0														
baseline	tso	r02	race-1_3-join.yml	false(unreach-call)	correct	0.072994883	0.07677133404649794	26218496.0	42	1	2														
baseline	tso	r02	race-1_2-join.yml	false(unreach-call)	correct	0.070262307	0.07850783003959805	26243072.0	42	1	2														
baseline	tso	r02	race-4_1-thread_local_vars.yml	true	correct	0.071638138	0.07970324601046741	26357760.0	0	0	0														
baseline	tso	r02	race-2_1-container_of.yml	true	correct	0.06956096	0.0761835160665214	26353664.0	0	1	0														
baseline	tso	r02	race-3_1-container_of-global.yml	true	correct	0.073950277	0.07876155606936663	26345472.0	0	1	0														
baseline	tso	r03	13-privatized_66-mine-W-init_true.yml	true	correct	0.066293162	0.06776306696701795	25862144.0	0	1	0														
baseline	tso	r03	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	0.058951834	0.06850944098550826	25923584.0	42	0	0														
baseline	tso	r03	36-apron_16-traces-unprot2_true.yml	true	correct	0.065015147	0.06944329210091382	25980928.0	0	1	0														
baseline	tso	r03	13-privatized_57-singlethreaded-unlock_true.yml	true	correct	0.05876723	0.07053760695271194	25935872.0	0	1	0														
baseline	tso	r03	13-privatized_47-refine-protected2_true.yml	true	correct	0.065449926	0.07375130301807076	25993216.0	0	2	4														
baseline	tso	r03	13-privatized_46-refine-protected1_true.yml	true	correct	0.070180306	0.07806365797296166	25948160.0	0	1	0														
baseline	tso	r03	36-apron_11-traces-max-simple_true.yml	true	correct	0.070387409	0.0718294569524005	25968640.0	0	2	4														
baseline	tso	r03	13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	correct	0.069257643	0.07195876294281334	25997312.0	42	0	2														
baseline	tso	r03	13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	0.069662167	0.07551491097547114	25948160.0	42	0	0														
baseline	tso	r03	13-privatized_40-traces-ex-6_true.yml	true	correct	0.071327387	0.07704339094925672	25956352.0	0	1	4														
baseline	tso	r03	13-privatized_58-singlethreaded-lock_true.yml	true	correct	0.059847338	0.06520078191533685	25952256.0	0	1	0														
baseline	tso	r03	13-privatized_44-traces-mine2_true.yml	true	correct	0.056280172	0.06610010797157884	26001408.0	0	1	2														
baseline	tso	r03	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	correct	0.069348451	0.07706855901051313	26054656.0	42	0	2														
baseline	tso	r03	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	0.065205836	0.07465160894207656	25956352.0	42	0	2														
baseline	tso	r03	13-privatized_36-traces-ex-3_true.yml	true	correct	0.066747045	0.07303434400819242	25927680.0	0	3	8														
baseline	tso	r03	13-privatized_18-first-reads_true.yml	true	correct	0.066063688	0.07297741598449647	26005504.0	0	2	4														
baseline	tso	r03	13-privatized_35-traces-ex-2_true.yml	true	correct	0.071081571	0.07746339600998908	25919488.0	0	2	8														
baseline	tso	r03	13-privatized_37-traces-ex-4_true.yml	true	correct	0.066156966	0.07113914901856333	25931776.0	0	2	4														
baseline	tso	r03	13-privatized_38-traces-ex-4-switch_true.yml	true	correct	0.067612779	0.08860600006300956	26030080.0	0	2	8														
baseline	tso	r03	13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	correct	0.067986534	0.09071050304919481	26050560.0	42	0	2														
baseline	tso	r03	13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	correct	0.069104343	0.0726784000871703	26038272.0	42	0	0														
baseline	tso	r03	13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	correct	0.07050171	0.0840908590471372	26066944.0	42	0	0														
baseline	tso	r03	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	correct	0.0694308	0.0920553479809314	26042368.0	42	0	2														
baseline	tso	r03	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	correct	0.069441712	0.07103695999830961	26054656.0	0	2	6														
baseline	tso	r03	13-privatized_01-priv_nr_true.yml	true	correct	0.070196639	0.07893005898222327	25956352.0	0	2	4														
baseline	tso	r03	13-privatized_19-publish-precision_true.yml	true	correct	0.06644188	0.07525154005270451	25956352.0	0	3	8														
baseline	tso	r03	13-privatized_42-traces-ex-mini_true.yml	true	correct	0.063503216	0.0691504190908745	25989120.0	0	2	4														
baseline	tso	r03	13-privatized_33-traces-v-matters_true.yml	true	correct	0.060407747	0.06568634801078588	26025984.0	0	1	6														
baseline	tso	r03	13-privatized_25-struct_nr_true.yml	true	correct	0.064879903	0.06961273297201842	26054656.0	0	2	4														
baseline	tso	r03	13-privatized_69-refine-protected-loop-interval_true.yml	true	correct	0.068274998	0.0729080110322684	26013696.0	0	0	0														
baseline	tso	r03	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	correct	0.06949451	0.07319164206273854	25952256.0	42	0	0														
baseline	tso	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	0.071416444	0.07656343304552138	26001408.0	0	4	12														
baseline	tso	r03	13-privatized_20-publish-regression_true.yml	true	correct	0.075443276	0.08141209906898439	26038272.0	0	2	4														
baseline	tso	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	0.081923327	0.08868620893917978	26005504.0	0	2	8														
baseline	tso	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	0.063472579	0.06885287398472428	26083328.0	0	3	12														
baseline	tso	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	0.057943808	0.06422375701367855	25960448.0	0	1	4														
baseline	tso	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	0.070198761	0.07731564703863114	26103808.0	0	0	0														
baseline	tso	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	0.066757544	0.07355714903678745	26091520.0	0	4	12														
baseline	tso	r03	13-privatized_24-multiple-protecting_true.yml	true	correct	0.074402896	0.07828387699555606	26013696.0	0	7	24														
baseline	tso	r03	36-apron_21-traces-cluster-based_true.yml	true	correct	0.074663979	0.08006543293595314	26120192.0	0	6	26														
baseline	tso	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	0.071619187	0.07971424702554941	26025984.0	0	1	0														
baseline	tso	r03	13-privatized_27-multiple-protecting2_true.yml	true	correct	0.065503724	0.06997416005469859	26062848.0	0	26	72														
baseline	tso	r03	14_spin2003.yml	true	correct	0.062900566	0.06703523197211325	25952256.0	0	0	0														
baseline	tso	r03	29_conditionals_vs.yml	true	correct	0.059529958	0.06498295301571488	25985024.0	0	0	0														
baseline	tso	r03	48_ticket_lock_low_contention_vs-pthread.yml	true	correct	0.064909037	0.07667489210143685	26030080.0	0	0	0														
baseline	tso	r03	46_monabsex2_vs.yml	true	correct	0.071826621	0.0766584420343861	26013696.0	0	0	0														
baseline	tso	r03	45_monabsex1_vs.yml	true	correct	0.07002653	0.07604895404074341	25948160.0	0	0	0														
baseline	tso	r03	stateful01-1.yml	false(unreach-call)	correct	0.066903062	0.07106918597128242	26079232.0	42	0	4														
baseline	tso	r03	stateful01-2.yml	true	correct	0.069356646	0.07698535197414458	25989120.0	0	6	12														
baseline	tso	r03	time_var_mutex.yml	true	correct	0.062155528	0.06545913394074887	26099712.0	0	2	4														
baseline	tso	r03	01b_inc.yml	true	correct	0.056893092	0.06298069201875478	25944064.0	0	0	0														
baseline	tso	r03	triangular-1.yml	true	correct	7.799354946	7.817618309985846	26030080.0	0	16632	43036														
baseline	tso	r03	triangular-2.yml	false(unreach-call)	correct	1.880494074	1.8876104659866542	26066944.0	42	3638	10316														
baseline	tso	r03	02_inc_cas.yml	true	correct	0.07043646	0.09493279899470508	26013696.0	0	0	0														
baseline	tso	r03	28-race_reach_21-deref_read_racing.yml	false(unreach-call)	correct	3.344464228	3.354452379979193	56737792.0	42	0	0														
baseline	tso	r03	48_ticket_lock_low_contention_vs.yml	true	correct	0.064990697	0.06854730693157762	26071040.0	0	0	0														
baseline	tso	r03	28-race_reach_37-indirect_racing.yml	TIMEOUT	error	61.007733748	61.066537768929265	1057153024.0																	
baseline	tso	r03	28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	0.069107732	0.07426154101267457	25960448.0	42	0	2														
baseline	tso	r03	28-race_reach_46-escape_racefree.yml	true	correct	0.058145909	0.06468133395537734	26005504.0	0	2	4														
baseline	tso	r03	28-race_reach_01-simple_racing.yml	TIMEOUT	error	61.039618721	61.05927442992106	1057157120.0																	
baseline	tso	r03	28-race_reach_11-ptr_racing.yml	TIMEOUT	error	61.040694772	61.06338985497132	1057120256.0																	
baseline	tso	r03	circular_buffer_bad.yml	false(unreach-call)	correct	0.067097448	0.071927436045371	26165248.0	42	1	14														
baseline	tso	r03	fib_safe-5.yml	true	correct	6.591131533	6.606564563931897	26042368.0	0	2772	6884														
baseline	tso	r03	fib_safe-6.yml	true	correct	33.603530811	33.66344361600932	26054656.0	0	12012	29036														
baseline	tso	r03	fib_unsafe-5.yml	false(unreach-call)	correct	1.825593771	1.834336988045834	26021888.0	42	632	1880														
baseline	tso	r03	fib_unsafe-6.yml	false(unreach-call)	correct	9.636623672	9.661673280992545	26087424.0	42	2942	8244														
baseline	tso	r03	fib_unsafe-7.yml	false(unreach-call)	correct	48.007646468	48.04301799903624	26087424.0	42	13238	35572														
baseline	tso	r03	28-race_reach_24-sound_lock_racing.yml	TIMEOUT	error	61.032243957	61.04908906901255	1057177600.0																	
baseline	tso	r03	lazy01.yml	false(unreach-call)	correct	0.062315739	0.06551847199443728	26099712.0	42	1	6														
baseline	tso	r03	circular_buffer_ok.yml	true	correct	4.181760396	4.187737534986809	26079232.0	0	3432	6864														
baseline	tso	r03	szymanski.yml	true	correct	0.070575358	0.07535589300096035	26083328.0	0	6	62														
baseline	tso	r03	dekker.yml	true	correct	0.061477854	0.06926858704537153	25993216.0	0	4	14														
baseline	tso	r03	dekker-unfair.yml	true	correct	0.067751001	0.07342046010307968	26050560.0	0	4	14														
baseline	tso	r03	unwind3-1.yml	false(unreach-call)	correct	0.060299664	0.06538576306775212	26038272.0	42	1	2														
baseline	tso	r03	exponential-nondet.yml	true	correct	0.063178994	0.07022355205845088	26058752.0	0	1	0														
baseline	tso	r03	unwind2-1.yml	false(unreach-call)	correct	0.070083171	0.07697188900783658	26087424.0	42	1	0														
baseline	tso	r03	unwind2-100.yml	false(unreach-call)	correct	0.060973038	0.06932966702152044	26099712.0	42	1	0														
baseline	tso	r03	butterfly.yml	true	correct	18.232364654	18.245104904053733	26238976.0	0	64560	304114														
baseline	tso	r03	43_NetBSD_sysmon_power_sliced.yml	true	correct	0.06021494	0.06975689996033907	26025984.0	0	0	0														
baseline	tso	r03	28-race_reach_06-cond_racing1.yml	TIMEOUT	error	61.035512573	61.06540652399417	1057107968.0																	
baseline	tso	r03	queue_ok.yml	true	correct	0.065885338	0.07280261209234595	26226688.0	0	2	4														
baseline	tso	r03	queue_ok_longer.yml	true	correct	1.064324084	1.072480934089981	55533568.0	0	2	4														
baseline	tso	r03	queue_ok_longest.yml	true	correct	4.635667061	4.64119540899992	241668096.0	0	2	4														
baseline	tso	r03	queue_longer.yml	TIMEOUT	error	61.016891738	61.050655750907026	606113792.0																	
baseline	tso	r03	queue.yml	false(unreach-call)	correct	0.094869706	0.09737355704419315	26165248.0	42	2	40														
baseline	tso	r03	singleton.yml	false(unreach-call)	correct	0.066958663	0.07159262301865965	26198016.0	42	1	8														
baseline	tso	r03	singleton_with-uninit-problems.yml	true	correct	0.06413308	0.07184815302025527	26238976.0	0	4	12														
baseline	tso	r03	pthread-demo-datarace-3.yml	false(unreach-call)	correct	0.136662667	0.14212338102515787	26042368.0	42	0	80														
baseline	tso	r03	reorder_2.yml	false(unreach-call)	correct	0.146723837	0.1523922709748149	26222592.0	42	162	432														
baseline	tso	r03	twostage_3.yml	false(unreach-call)	correct	0.073274768	0.07989240693859756	26365952.0	42	4	30														
baseline	tso	r03	race-1_1-join.yml	true	correct	0.061497604	0.06916683597955853	26181632.0	0	1	0														
baseline	tso	r03	race-1_3-join.yml	false(unreach-call)	correct	0.068777991	0.0719223270425573	26202112.0	42	1	2														
baseline	tso	r03	race-1_2-join.yml	false(unreach-call)	correct	0.06814319	0.0726246970007196	26222592.0	42	1	2														
baseline	tso	r03	race-4_1-thread_local_vars.yml	true	correct	0.068859032	0.07448177004698664	26345472.0	0	0	0														
baseline	tso	r03	race-2_1-container_of.yml	true	correct	0.06804368	0.07554629899095744	26349568.0	0	1	0														
baseline	tso	r03	race-3_1-container_of-global.yml	true	correct	0.06433	0.07138325495179743	26353664.0	0	1	0														
baseline	tso	r04	13-privatized_66-mine-W-init_true.yml	true	correct	0.067853454	0.0736179540399462	25853952.0	0	1	0														
baseline	tso	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	0.067184532	0.0797335070092231	25870336.0	42	0	0														
baseline	tso	r04	36-apron_16-traces-unprot2_true.yml	true	correct	0.071410365	0.07852545799687505	25985024.0	0	1	0														
baseline	tso	r04	13-privatized_57-singlethreaded-unlock_true.yml	true	correct	0.06643469	0.07075003697536886	26025984.0	0	1	0														
baseline	tso	r04	13-privatized_47-refine-protected2_true.yml	true	correct	0.07041721	0.07287966005969793	26009600.0	0	2	4														
baseline	tso	r04	13-privatized_46-refine-protected1_true.yml	true	correct	0.064911402	0.06969058501999825	25985024.0	0	1	0														
baseline	tso	r04	36-apron_11-traces-max-simple_true.yml	true	correct	0.067499353	0.07251989096403122	25911296.0	0	2	4														
baseline	tso	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	correct	0.066348387	0.07090741791762412	25915392.0	42	0	2														
baseline	tso	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	0.07147233	0.08072257007006556	25919488.0	42	0	0														
baseline	tso	r04	13-privatized_40-traces-ex-6_true.yml	true	correct	0.088595716	0.09206381510011852	26034176.0	0	1	4														
baseline	tso	r04	13-privatized_58-singlethreaded-lock_true.yml	true	correct	0.06710459	0.0726518000010401	25985024.0	0	1	0														
baseline	tso	r04	13-privatized_44-traces-mine2_true.yml	true	correct	0.064929584	0.07207396801095456	25944064.0	0	1	2														
baseline	tso	r04	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	correct	0.066480385	0.07240080996416509	25956352.0	42	0	2														
baseline	tso	r04	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	0.069434843	0.07247770705725998	26050560.0	42	0	2														
baseline	tso	r04	13-privatized_36-traces-ex-3_true.yml	true	correct	0.066753263	0.07246265502180904	26017792.0	0	3	8														
baseline	tso	r04	13-privatized_18-first-reads_true.yml	true	correct	0.064131637	0.06699246005155146	25993216.0	0	2	4														
baseline	tso	r04	13-privatized_35-traces-ex-2_true.yml	true	correct	0.072389285	0.07947412191424519	25972736.0	0	2	8														
baseline	tso	r04	13-privatized_37-traces-ex-4_true.yml	true	correct	0.067601035	0.07301492290571332	26009600.0	0	2	4														
baseline	tso	r04	13-privatized_38-traces-ex-4-switch_true.yml	true	correct	0.06695073	0.07325100095476955	26009600.0	0	2	8														
baseline	tso	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	false(unreach-call)	correct	0.063488043	0.06788965302985162	26062848.0	42	0	2														
baseline	tso	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	false(unreach-call)	correct	0.067118773	0.06971772597171366	26042368.0	42	0	0														
baseline	tso	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	false(unreach-call)	correct	0.065978991	0.0709190770285204	26046464.0	42	0	0														
baseline	tso	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	false(unreach-call)	correct	0.074388878	0.07781805098056793	26001408.0	42	0	2														
baseline	tso	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	true	correct	0.070192509	0.072154377005063	26062848.0	0	2	6														
baseline	tso	r04	13-privatized_01-priv_nr_true.yml	true	correct	0.070746504	0.07345289993099868	26050560.0	0	2	4														
baseline	tso	r04	13-privatized_19-publish-precision_true.yml	true	correct	0.069648684	0.07733804499730468	26042368.0	0	3	8														
baseline	tso	r04	13-privatized_42-traces-ex-mini_true.yml	true	correct	0.063645728	0.07303774601314217	25997312.0	0	2	4														
baseline	tso	r04	13-privatized_33-traces-v-matters_true.yml	true	correct	0.067722182	0.07117730902973562	25948160.0	0	1	6														
baseline	tso	r04	13-privatized_25-struct_nr_true.yml	true	correct	0.070228458	0.0760086439549923	26075136.0	0	2	4														
baseline	tso	r04	13-privatized_69-refine-protected-loop-interval_true.yml	true	correct	0.072928727	0.07514375692699105	26103808.0	0	0	0														
baseline	tso	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	false(unreach-call)	correct	0.067925543	0.0708810129435733	26030080.0	42	0	0														
baseline	tso	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	0.067187813	0.07449661602731794	26025984.0	0	4	12														
baseline	tso	r04	13-privatized_20-publish-regression_true.yml	true	correct	0.073832879	0.08074257895350456	25952256.0	0	2	4														
baseline	tso	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	0.07162719	0.07787063799332827	25997312.0	0	2	8														
baseline	tso	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	true	correct	0.073846344	0.07781286002136767	26091520.0	0	3	12														
baseline	tso	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	0.071657436	0.0732182520441711	25989120.0	0	1	4														
baseline	tso	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	true	correct	0.070464893	0.07547263498418033	26058752.0	0	0	0														
baseline	tso	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	0.072350304	0.07461957598570734	26021888.0	0	4	12														
baseline	tso	r04	13-privatized_24-multiple-protecting_true.yml	true	correct	0.067507536	0.07230116194114089	26083328.0	0	7	24														
baseline	tso	r04	36-apron_21-traces-cluster-based_true.yml	true	correct	0.073254179	0.07524345605634153	26013696.0	0	6	26														
baseline	tso	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	true	correct	0.072361017	0.07859231601469219	26001408.0	0	1	0														
baseline	tso	r04	13-privatized_27-multiple-protecting2_true.yml	true	correct	0.082560118	0.09087372303474694	26103808.0	0	26	72														
baseline	tso	r04	14_spin2003.yml	true	correct	0.067639256	0.08107904309872538	25935872.0	0	0	0														
baseline	tso	r04	29_conditionals_vs.yml	true	correct	0.062646424	0.06811542401555926	25907200.0	0	0	0														
baseline	tso	r04	48_ticket_lock_low_contention_vs-pthread.yml	true	correct	0.072543234	0.07639944099355489	26038272.0	0	0	0														
baseline	tso	r04	46_monabsex2_vs.yml	true	correct	0.068574185	0.07161111000459641	25944064.0	0	0	0														
baseline	tso	r04	45_monabsex1_vs.yml	true	correct	0.0693664	0.07141299406066537	25976832.0	0	0	0														
baseline	tso	r04	stateful01-1.yml	false(unreach-call)	correct	0.066869281	0.07331135508138686	26025984.0	42	0	4														
baseline	tso	r04	stateful01-2.yml	true	correct	0.07276126	0.07980007107835263	26095616.0	0	6	12														
baseline	tso	r04	time_var_mutex.yml	true	correct	0.072672385	0.07473430305253714	26087424.0	0	2	4														
baseline	tso	r04	01b_inc.yml	true	correct	0.070155742	0.07260384107939899	26005504.0	0	0	0														
baseline	tso	r04	triangular-1.yml	true	correct	7.66987485	7.675902339979075	26071040.0	0	16632	43036														
baseline	tso	r04	triangular-2.yml	false(unreach-call)	correct	1.864321911	1.870421840925701	26001408.0	42	3638	10316														
baseline	tso	r04	02_inc_cas.yml	true	correct	0.070660865	0.07388595200609416	25948160.0	0	0	0														
baseline	tso	r04	28-race_reach_21-deref_read_racing.yml	false(unreach-call)	correct	3.321122083	3.3315890749217942	56733696.0	42	0	0														
baseline	tso	r04	48_ticket_lock_low_contention_vs.yml	true	correct	0.070158652	0.07185745099559426	26030080.0	0	0	0														
baseline	tso	r04	28-race_reach_37-indirect_racing.yml	TIMEOUT	error	60.913899302	61.06717729906086	1057169408.0																	
baseline	tso	r04	28-race_reach_45-escape_racing.yml	false(unreach-call)	correct	0.065909089	0.06821449205745012	26030080.0	42	0	2														
baseline	tso	r04	28-race_reach_46-escape_racefree.yml	true	correct	0.062501597	0.06829332001507282	26009600.0	0	2	4														
baseline	tso	r04	28-race_reach_01-simple_racing.yml	TIMEOUT	error	61.044697778	61.067404762958176	1057071104.0																	
baseline	tso	r04	28-race_reach_11-ptr_racing.yml	TIMEOUT	error	61.046623249	61.067026851000264	1057103872.0																	
baseline	tso	r04	circular_buffer_bad.yml	false(unreach-call)	correct	0.076995075	0.07863934698980302	26087424.0	42	1	14														
baseline	tso	r04	fib_safe-5.yml	true	correct	6.446180711	6.457748863031156	26013696.0	0	2772	6884														
baseline	tso	r04	fib_safe-6.yml	true	correct	33.348256287	33.37657462700736	25952256.0	0	12012	29036														
baseline	tso	r04	fib_unsafe-5.yml	false(unreach-call)	correct	1.775992537	1.7799989730119705	26075136.0	42	632	1880														
baseline	tso	r04	fib_unsafe-6.yml	false(unreach-call)	correct	9.404809063	9.417180552962236	26062848.0	42	2942	8244														
baseline	tso	r04	fib_unsafe-7.yml	false(unreach-call)	correct	48.277313623	48.43187075096648	26001408.0	42	13238	35572														
baseline	tso	r04	28-race_reach_24-sound_lock_racing.yml	TIMEOUT	error	60.790910834	61.06146942800842	1057132544.0																	
baseline	tso	r04	lazy01.yml	false(unreach-call)	correct	0.067458119	0.0719082560390234	26087424.0	42	1	6														
baseline	tso	r04	circular_buffer_ok.yml	true	correct	4.078401892	4.087838758016005	26083328.0	0	3432	6864														
baseline	tso	r04	szymanski.yml	true	correct	0.070072644	0.0750630209222436	26107904.0	0	6	62														
baseline	tso	r04	dekker.yml	true	correct	0.06757023	0.07457103801425546	26066944.0	0	4	14														
baseline	tso	r04	dekker-unfair.yml	true	correct	0.065892617	0.0737266750074923	26001408.0	0	4	14														
baseline	tso	r04	unwind3-1.yml	false(unreach-call)	correct	0.061931849	0.06900876795407385	26091520.0	42	1	2														
baseline	tso	r04	exponential-nondet.yml	true	correct	0.066629417	0.0719325429527089	26095616.0	0	1	0														
baseline	tso	r04	unwind2-1.yml	false(unreach-call)	correct	0.060299971	0.06989576097112149	26091520.0	42	1	0														
baseline	tso	r04	unwind2-100.yml	false(unreach-call)	correct	0.065276143	0.06969330506399274	26128384.0	42	1	0														
baseline	tso	r04	butterfly.yml	true	correct	18.439516904	18.45361517101992	26214400.0	0	64560	304114														
baseline	tso	r04	43_NetBSD_sysmon_power_sliced.yml	true	correct	0.066493151	0.0765169580699876	26013696.0	0	0	0														
baseline	tso	r04	28-race_reach_06-cond_racing1.yml	TIMEOUT	error	60.87358721	61.05764327896759	1057157120.0																	
baseline	tso	r04	queue_ok.yml	true	correct	0.074845364	0.08163077605422586	26161152.0	0	2	4														
baseline	tso	r04	queue_ok_longer.yml	true	correct	1.094058192	1.1019340599887073	55566336.0	0	2	4														
baseline	tso	r04	queue_ok_longest.yml	true	correct	4.764907515	4.768696695100516	241483776.0	0	2	4														
baseline	tso	r04	queue_longer.yml	TIMEOUT	error	61.012502768	61.04574271000456	606359552.0																	
baseline	tso	r04	queue.yml	false(unreach-call)	correct	0.097691731	0.10462300502695143	26157056.0	42	2	40														
baseline	tso	r04	singleton.yml	false(unreach-call)	correct	0.072527941	0.08020080509595573	26222592.0	42	1	8														
baseline	tso	r04	singleton_with-uninit-problems.yml	true	correct	0.077584138	0.08158859901595861	26218496.0	0	4	12														
baseline	tso	r04	pthread-demo-datarace-3.yml	false(unreach-call)	correct	0.146452766	0.15456432790961117	26107904.0	42	0	80														
baseline	tso	r04	reorder_2.yml	false(unreach-call)	correct	0.1571591	0.16359364800155163	26226688.0	42	162	432														
baseline	tso	r04	twostage_3.yml	false(unreach-call)	correct	0.083305361	0.08805606001988053	26345472.0	42	4	30														
baseline	tso	r04	race-1_1-join.yml	true	correct	0.069351034	0.07560737803578377	26247168.0	0	1	0														
baseline	tso	r04	race-1_3-join.yml	false(unreach-call)	correct	0.071614999	0.07945671095512807	26243072.0	42	1	2														
baseline	tso	r04	race-1_2-join.yml	false(unreach-call)	correct	0.07643792	0.07953447697218508	26218496.0	42	1	2														
baseline	tso	r04	race-4_1-thread_local_vars.yml	true	correct	0.072712313	0.08004233008250594	26288128.0	0	0	0														
baseline	tso	r04	race-2_1-container_of.yml	true	correct	0.07064066	0.07850332197267562	26267648.0	0	1	0														
baseline	tso	r04	race-3_1-container_of-global.yml	true	correct	0.070940199	0.07853204605635256	26345472.0	0	1	0														
baseline	pso	r01	13-privatized_66-mine-W-init_true.yml	true	correct	0.070370734	0.0773194630164653	25894912.0	0	1	0														
baseline	pso	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	false(unreach-call)	correct	0.065628811	0.070749307051301	25993216.0	42	0	0														
baseline	pso	r01	36-apron_16-traces-unprot2_true.yml	true	correct	0.063666774	0.06994020799174905	25993216.0	0	1	0														
baseline	pso	r01	13-privatized_57-singlethreaded-unlock_true.yml	true	correct	0.064413546	0.07080391200724989	26013696.0	0	1	2														
baseline	pso	r01	13-privatized_47-refine-protected2_true.yml	true	correct	0.062028891	0.06945021194405854	25952256.0	0	2	20														
baseline	pso	r01	13-privatized_46-refine-protected1_true.yml	true	correct	0.072015723	0.07714401197154075	26025984.0	0	1	8														
baseline	pso	r01	36-apron_11-traces-max-simple_true.yml	true	correct	0.066328524	0.06806285900529474	26042368.0	0	2	20														
baseline	pso	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	false(unreach-call)	correct	0.066188732	0.07123909192159772	25985024.0	42	0	2														
baseline	pso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	false(unreach-call)	correct	0.070910238	0.07675283402204514	26017792.0	42	0	0														
baseline	pso	r01	13-privatized_40-traces-ex-6_true.yml	true	correct	0.064283715	0.07376593491062522	25956352.0	0	1	16														
baseline	pso	r01	13-privatized_58-singlethreaded-lock_true.yml	true	correct	0.066439347	0.07190317800268531	25989120.0	0	1	2														
baseline	pso	r01	13-privatized_44-traces-mine2_true.yml	true	correct	0.069281938	0.07568060094490647	25968640.0	0	1	6														
baseline	pso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	false(unreach-call)	correct	0.066465369	0.07310445909388363	26075136.0	42	0	2														
baseline	pso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	false(unreach-call)	correct	0.066737793	0.07120253297034651	26103808.0	42	0	2														
baseline	pso	r01	13-privatized_36-traces-ex-3_true.yml	true	correct	0.071973561	0.07555796799715608	25927680.0	0	3	54														
