variant	model	repetition	task	copy_ns	offline_ns	peak_snapshot_bytes	max_stable_events	lazy_cycle_checks	lazy_edge_candidates	lazy_depth_fallbacks	product_checks	product_state_visits	product_transitions	product_size_fallbacks	executions	records	process_rss_bytes
after	sc	r02	time_var_mutex.yml	0	59422	5736	28	0	0	0	0	0	0	0	2	1	25915392
after	sc	r02	triangular-1.yml	0	802490082	27336	68	0	0	0	0	0	0	0	16632	1	25952256
after	sc	r02	triangular-2.yml	0	179118368	27336	68	0	0	0	0	0	0	0	3638	1	25886720
after	sc	r02	twostage_3.yml	0	853610	40136	100	0	0	0	0	0	0	0	4	1	26222592
after	sc	r02	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25980928
after	sc	r02	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25919488
after	sc	r02	unwind3-1.yml	0	18618	3736	18	0	0	0	0	0	0	0	1	1	25853952
after	sc	r03	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25788416
after	sc	r03	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25829376
after	sc	r03	13-privatized_01-priv_nr_true.yml	0	30584	3336	16	0	0	0	0	0	0	0	2	1	25817088
after	sc	r03	13-privatized_18-first-reads_true.yml	0	29705	2536	12	0	0	0	0	0	0	0	2	1	25866240
after	sc	r03	13-privatized_18-first-reads_unknown_1_neg.yml	0	21820	1736	8	0	0	0	0	0	0	0	0	1	25804800
after	sc	r03	13-privatized_18-first-reads_unknown_2_pos.yml	0	15385	1736	8	0	0	0	0	0	0	0	0	1	25837568
after	sc	r03	13-privatized_19-publish-precision_true.yml	0	69058	3736	18	0	0	0	0	0	0	0	3	1	25882624
after	sc	r03	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25894912
after	sc	r03	13-privatized_19-publish-precision_unknown_1_pos.yml	0	33520	2736	13	0	0	0	0	0	0	0	0	1	25878528
after	sc	r03	13-privatized_19-publish-precision_unknown_2_neg.yml	0	21264	2736	13	0	0	0	0	0	0	0	0	1	25776128
after	sc	r03	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25903104
after	sc	r03	13-privatized_20-publish-regression_true.yml	0	44329	2536	12	0	0	0	0	0	0	0	2	1	25784320
after	sc	r03	13-privatized_24-multiple-protecting_true.yml	0	362856	10536	52	0	0	0	0	0	0	0	7	1	25956352
after	sc	r03	13-privatized_25-struct_nr_true.yml	0	41174	3336	16	0	0	0	0	0	0	0	2	1	25812992
after	sc	r03	13-privatized_27-multiple-protecting2_true.yml	0	1225773	12336	61	0	0	0	0	0	0	0	26	1	25956352
after	sc	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	0	120843	6336	31	0	0	0	0	0	0	0	4	1	25927680
after	sc	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	0	78243	4336	21	0	0	0	0	0	0	0	2	1	25870336
after	sc	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	0	107708	5136	25	0	0	0	0	0	0	0	4	1	25849856
after	sc	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	139629	6136	30	0	0	0	0	0	0	0	3	1	25817088
after	sc	r03	13-privatized_33-traces-v-matters_true.yml	0	50602	3936	19	0	0	0	0	0	0	0	1	1	25894912
after	sc	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	33170	2936	14	0	0	0	0	0	0	0	1	1	25858048
after	sc	r03	13-privatized_35-traces-ex-2_true.yml	0	78302	4136	20	0	0	0	0	0	0	0	2	1	25800704
after	sc	r03	13-privatized_36-traces-ex-3_true.yml	0	63039	3736	18	0	0	0	0	0	0	0	3	1	25743360
after	sc	r03	13-privatized_37-traces-ex-4_true.yml	0	38682	3136	15	0	0	0	0	0	0	0	2	1	25784320
after	sc	r03	13-privatized_38-traces-ex-4-switch_true.yml	0	69462	4136	20	0	0	0	0	0	0	0	2	1	25812992
after	sc	r03	13-privatized_40-traces-ex-6_true.yml	0	52340	2936	14	0	0	0	0	0	0	0	1	1	25821184
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25747456
after	sc	r03	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	16151	2736	13	0	0	0	0	0	0	0	0	1	25862144
after	sc	r03	13-privatized_42-traces-ex-mini_true.yml	0	54316	3936	19	0	0	0	0	0	0	0	2	1	25784320
after	sc	r03	13-privatized_44-traces-mine2_true.yml	0	16480	2736	13	0	0	0	0	0	0	0	1	1	25759744
after	sc	r03	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	51066	4136	20	0	0	0	0	0	0	0	2	1	25772032
after	sc	r03	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25759744
after	sc	r03	13-privatized_47-refine-protected2_true.yml	0	29548	2536	12	0	0	0	0	0	0	0	2	1	25755648
after	sc	r03	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25821184
after	sc	r03	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25833472
after	sc	r03	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25821184
after	sc	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25944064
after	sc	r03	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25911296
after	sc	r03	14_spin2003.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25800704
after	sc	r03	28-race_reach_01-simple_racing.yml	0	8912991546	1807007952	40017	0	0	0	0	0	0	0	0	1	2061000704
after	sc	r03	28-race_reach_06-cond_racing1.yml	0	8470396982	1807007952	40017	0	0	0	0	0	0	0	0	1	2061029376
after	sc	r03	28-race_reach_11-ptr_racing.yml	0	8904764901	1807007952	40017	0	0	0	0	0	0	0	0	1	2060988416
after	sc	r03	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	56455168
after	sc	r03	28-race_reach_24-sound_lock_racing.yml	0	8751474184	1807007952	40017	0	0	0	0	0	0	0	0	1	2061070336
after	sc	r03	28-race_reach_37-indirect_racing.yml	0	8920288666	1807053072	40018	0	0	0	0	0	0	0	0	1	2061021184
after	sc	r03	28-race_reach_45-escape_racing.yml	0	16119	3936	19	0	0	0	0	0	0	0	0	1	25882624
after	sc	r03	28-race_reach_46-escape_racefree.yml	0	31440	3536	17	0	0	0	0	0	0	0	2	1	25890816
after	sc	r03	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25776128
after	sc	r03	36-apron_11-traces-max-simple_true.yml	0	46296	2536	12	0	0	0	0	0	0	0	2	1	25788416
after	sc	r03	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25804800
after	sc	r03	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25829376
after	sc	r03	36-apron_21-traces-cluster-based_true.yml	0	253692	7136	35	0	0	0	0	0	0	0	6	1	25931776
after	sc	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25931776
after	sc	r03	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25686016
after	sc	r03	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25751552
after	sc	r03	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25767936
after	sc	r03	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25821184
after	sc	r03	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25772032
after	sc	r03	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25858048
after	sc	r03	butterfly.yml	0	3547148616	12136	60	0	0	0	0	0	0	0	64560	1	26030080
after	sc	r03	circular_buffer_bad.yml	0	409836	34136	85	0	0	0	0	0	0	0	1	1	25878528
after	sc	r03	circular_buffer_ok.yml	0	708804875	185736	232	0	0	0	0	0	0	0	3432	1	25923584
after	sc	r03	dekker-unfair.yml	0	102675	6336	31	0	0	0	0	0	0	0	4	1	25882624
after	sc	r03	dekker.yml	0	108618	6336	31	0	0	0	0	0	0	0	4	1	25866240
after	sc	r03	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25911296
after	sc	r03	fib_safe-5.yml	0	930451205	194536	243	0	0	0	0	0	0	0	2772	1	25862144
after	sc	r03	fib_safe-6.yml	0	5216603060	281136	281	0	0	0	0	0	0	0	12012	1	25882624
after	sc	r03	fib_unsafe-5.yml	0	255319707	194536	243	0	0	0	0	0	0	0	632	1	25821184
after	sc	r03	fib_unsafe-6.yml	0	1481858616	281136	281	0	0	0	0	0	0	0	2942	1	25866240
after	sc	r03	fib_unsafe-7.yml	0	7517202453	319136	319	0	0	0	0	0	0	0	13238	1	25915392
after	sc	r03	lazy01.yml	0	48081	5336	26	0	0	0	0	0	0	0	1	1	25878528
after	sc	r03	pthread-demo-datarace-3.yml	0	7601927	262136	262	0	0	0	0	0	0	0	0	1	25833472
after	sc	r03	queue.yml	0	2914213	160936	201	0	0	0	0	0	0	0	2	1	26046464
after	sc	r03	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0	1087193088
after	sc	r03	queue_ok.yml	0	616918	183336	229	0	0	0	0	0	0	0	2	1	26058752
after	sc	r03	queue_ok_longer.yml	24084448	164786493	23936072	4029	0	0	0	0	0	0	0	2	1	79405056
after	sc	r03	queue_ok_longest.yml	101029582	693928254	94781648	8029	0	0	0	0	0	0	0	2	1	276869120
after	sc	r03	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26087424
after	sc	r03	race-1_2-join.yml	0	18144	4736	23	0	0	0	0	0	0	0	1	1	26046464
after	sc	r03	race-1_3-join.yml	0	14433	4736	23	0	0	0	0	0	0	0	1	1	26095616
after	sc	r03	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26099712
after	sc	r03	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26087424
after	sc	r03	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26185728
after	sc	r03	reorder_2.yml	0	9972279	32936	82	0	0	0	0	0	0	0	162	1	26025984
after	sc	r03	singleton.yml	0	80975	8736	43	0	0	0	0	0	0	0	1	1	26066944
after	sc	r03	singleton_with-uninit-problems.yml	0	499308	8936	44	0	0	0	0	0	0	0	4	1	26001408
after	sc	r03	stateful01-1.yml	0	43878	6336	31	0	0	0	0	0	0	0	0	1	25862144
after	sc	r03	stateful01-2.yml	0	145568	6536	32	0	0	0	0	0	0	0	6	1	25911296
after	sc	r03	szymanski.yml	0	392301	5936	29	0	0	0	0	0	0	0	6	1	25927680
after	sc	r03	time_var_mutex.yml	0	48998	5736	28	0	0	0	0	0	0	0	2	1	25923584
after	sc	r03	triangular-1.yml	0	797503066	27336	68	0	0	0	0	0	0	0	16632	1	25841664
after	sc	r03	triangular-2.yml	0	187503660	27336	68	0	0	0	0	0	0	0	3638	1	25829376
after	sc	r03	twostage_3.yml	0	870721	40136	100	0	0	0	0	0	0	0	4	1	26103808
after	sc	r03	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25952256
after	sc	r03	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25915392
after	sc	r03	unwind3-1.yml	0	24743	3736	18	0	0	0	0	0	0	0	1	1	25948160
after	sc	r04	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r04	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25825280
after	sc	r04	13-privatized_01-priv_nr_true.yml	0	35150	3336	16	0	0	0	0	0	0	0	2	1	25817088
after	sc	r04	13-privatized_18-first-reads_true.yml	0	42972	2536	12	0	0	0	0	0	0	0	2	1	25780224
after	sc	r04	13-privatized_18-first-reads_unknown_1_neg.yml	0	45776	1736	8	0	0	0	0	0	0	0	0	1	25882624
after	sc	r04	13-privatized_18-first-reads_unknown_2_pos.yml	0	34408	1736	8	0	0	0	0	0	0	0	0	1	25862144
after	sc	r04	13-privatized_19-publish-precision_true.yml	0	63529	3736	18	0	0	0	0	0	0	0	3	1	25812992
after	sc	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25903104
after	sc	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	0	17197	2736	13	0	0	0	0	0	0	0	0	1	25833472
after	sc	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	0	16813	2736	13	0	0	0	0	0	0	0	0	1	25780224
after	sc	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25849856
after	sc	r04	13-privatized_20-publish-regression_true.yml	0	32442	2536	12	0	0	0	0	0	0	0	2	1	25862144
after	sc	r04	13-privatized_24-multiple-protecting_true.yml	0	370486	10536	52	0	0	0	0	0	0	0	7	1	25919488
after	sc	r04	13-privatized_25-struct_nr_true.yml	0	38242	3336	16	0	0	0	0	0	0	0	2	1	25767936
after	sc	r04	13-privatized_27-multiple-protecting2_true.yml	0	1217807	12336	61	0	0	0	0	0	0	0	26	1	25952256
after	sc	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	0	119201	6336	31	0	0	0	0	0	0	0	4	1	25800704
after	sc	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	0	67614	4336	21	0	0	0	0	0	0	0	2	1	25804800
after	sc	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	0	101689	5136	25	0	0	0	0	0	0	0	4	1	25853952
after	sc	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	126814	6136	30	0	0	0	0	0	0	0	3	1	25853952
after	sc	r04	13-privatized_33-traces-v-matters_true.yml	0	74114	3936	19	0	0	0	0	0	0	0	1	1	25833472
after	sc	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	38406	2936	14	0	0	0	0	0	0	0	1	1	25870336
after	sc	r04	13-privatized_35-traces-ex-2_true.yml	0	70219	4136	20	0	0	0	0	0	0	0	2	1	25808896
after	sc	r04	13-privatized_36-traces-ex-3_true.yml	0	63671	3736	18	0	0	0	0	0	0	0	3	1	25812992
after	sc	r04	13-privatized_37-traces-ex-4_true.yml	0	47935	3136	15	0	0	0	0	0	0	0	2	1	25858048
after	sc	r04	13-privatized_38-traces-ex-4-switch_true.yml	0	105047	4136	20	0	0	0	0	0	0	0	2	1	25800704
after	sc	r04	13-privatized_40-traces-ex-6_true.yml	0	34890	2936	14	0	0	0	0	0	0	0	1	1	25747456
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25726976
after	sc	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	16710	2736	13	0	0	0	0	0	0	0	0	1	25829376
after	sc	r04	13-privatized_42-traces-ex-mini_true.yml	0	49555	3936	19	0	0	0	0	0	0	0	2	1	25886720
after	sc	r04	13-privatized_44-traces-mine2_true.yml	0	21564	2736	13	0	0	0	0	0	0	0	1	1	25817088
after	sc	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	61015	4136	20	0	0	0	0	0	0	0	2	1	25780224
after	sc	r04	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25772032
after	sc	r04	13-privatized_47-refine-protected2_true.yml	0	48349	2536	12	0	0	0	0	0	0	0	2	1	25853952
after	sc	r04	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25747456
after	sc	r04	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25853952
after	sc	r04	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25751552
after	sc	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25944064
after	sc	r04	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25886720
after	sc	r04	14_spin2003.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25788416
after	sc	r04	28-race_reach_01-simple_racing.yml	0	9009966338	1807007952	40017	0	0	0	0	0	0	0	0	1	2061033472
after	sc	r04	28-race_reach_06-cond_racing1.yml	0	8391609454	1807007952	40017	0	0	0	0	0	0	0	0	1	2061025280
after	sc	r04	28-race_reach_11-ptr_racing.yml	0	8912508308	1807007952	40017	0	0	0	0	0	0	0	0	1	2061000704
after	sc	r04	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	56430592
after	sc	r04	28-race_reach_24-sound_lock_racing.yml	0	8792066821	1807007952	40017	0	0	0	0	0	0	0	0	1	2060988416
after	sc	r04	28-race_reach_37-indirect_racing.yml	0	8944354511	1807053072	40018	0	0	0	0	0	0	0	0	1	2061094912
after	sc	r04	28-race_reach_45-escape_racing.yml	0	24905	3936	19	0	0	0	0	0	0	0	0	1	25866240
after	sc	r04	28-race_reach_46-escape_racefree.yml	0	46409	3536	17	0	0	0	0	0	0	0	2	1	25935872
after	sc	r04	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25706496
after	sc	r04	36-apron_11-traces-max-simple_true.yml	0	35025	2536	12	0	0	0	0	0	0	0	2	1	25833472
after	sc	r04	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25718784
after	sc	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25874432
after	sc	r04	36-apron_21-traces-cluster-based_true.yml	0	261871	7136	35	0	0	0	0	0	0	0	6	1	25907200
after	sc	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25858048
after	sc	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25710592
after	sc	r04	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25739264
after	sc	r04	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25739264
after	sc	r04	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25755648
after	sc	r04	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25788416
after	sc	r04	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25899008
after	sc	r04	butterfly.yml	0	3555429436	12136	60	0	0	0	0	0	0	0	64560	1	26001408
after	sc	r04	circular_buffer_bad.yml	0	396378	34136	85	0	0	0	0	0	0	0	1	1	25935872
after	sc	r04	circular_buffer_ok.yml	0	716831598	185736	232	0	0	0	0	0	0	0	3432	1	26013696
after	sc	r04	dekker-unfair.yml	0	103589	6336	31	0	0	0	0	0	0	0	4	1	25825280
after	sc	r04	dekker.yml	0	117356	6336	31	0	0	0	0	0	0	0	4	1	25821184
after	sc	r04	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25894912
after	sc	r04	fib_safe-5.yml	0	931536075	194536	243	0	0	0	0	0	0	0	2772	1	25821184
after	sc	r04	fib_safe-6.yml	0	5085121597	281136	281	0	0	0	0	0	0	0	12012	1	25870336
after	sc	r04	fib_unsafe-5.yml	0	261115177	194536	243	0	0	0	0	0	0	0	632	1	25796608
after	sc	r04	fib_unsafe-6.yml	0	1463902590	281136	281	0	0	0	0	0	0	0	2942	1	25858048
after	sc	r04	fib_unsafe-7.yml	0	7516278945	319136	319	0	0	0	0	0	0	0	13238	1	25899008
after	sc	r04	lazy01.yml	0	66212	5336	26	0	0	0	0	0	0	0	1	1	25972736
after	sc	r04	pthread-demo-datarace-3.yml	0	7262198	262136	262	0	0	0	0	0	0	0	0	1	25882624
after	sc	r04	queue.yml	0	2982479	160936	201	0	0	0	0	0	0	0	2	1	26083328
after	sc	r04	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0	1073348608
after	sc	r04	queue_ok.yml	0	650335	183336	229	0	0	0	0	0	0	0	2	1	25976832
after	sc	r04	queue_ok_longer.yml	24958150	165098803	23936072	4029	0	0	0	0	0	0	0	2	1	79360000
after	sc	r04	queue_ok_longest.yml	98100968	665340968	94781648	8029	0	0	0	0	0	0	0	2	1	276901888
after	sc	r04	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26021888
after	sc	r04	race-1_2-join.yml	0	24009	4736	23	0	0	0	0	0	0	0	1	1	26034176
after	sc	r04	race-1_3-join.yml	0	22428	4736	23	0	0	0	0	0	0	0	1	1	26009600
after	sc	r04	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26185728
after	sc	r04	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	26120192
after	sc	r04	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26165248
after	sc	r04	reorder_2.yml	0	10092398	32936	82	0	0	0	0	0	0	0	162	1	25976832
after	sc	r04	singleton.yml	0	77214	8736	43	0	0	0	0	0	0	0	1	1	26034176
after	sc	r04	singleton_with-uninit-problems.yml	0	136822	8936	44	0	0	0	0	0	0	0	4	1	26140672
after	sc	r04	stateful01-1.yml	0	59488	6336	31	0	0	0	0	0	0	0	0	1	25829376
after	sc	r04	stateful01-2.yml	0	140130	6536	32	0	0	0	0	0	0	0	6	1	25870336
after	sc	r04	szymanski.yml	0	372743	5936	29	0	0	0	0	0	0	0	6	1	25890816
after	sc	r04	time_var_mutex.yml	0	42673	5736	28	0	0	0	0	0	0	0	2	1	25923584
after	sc	r04	triangular-1.yml	0	789625919	27336	68	0	0	0	0	0	0	0	16632	1	25821184
after	sc	r04	triangular-2.yml	0	187323192	27336	68	0	0	0	0	0	0	0	3638	1	25853952
after	sc	r04	twostage_3.yml	0	854106	40136	100	0	0	0	0	0	0	0	4	1	26144768
after	sc	r04	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25907200
after	sc	r04	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25939968
after	sc	r04	unwind3-1.yml	0	13787	3736	18	0	0	0	0	0	0	0	1	1	25968640
after	tso	r01	01b_inc.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26030080
after	tso	r01	02_inc_cas.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25964544
after	tso	r01	13-privatized_01-priv_nr_true.yml	0	103905	3288	16	4	84	0	2	196	651	0	2	1	26083328
after	tso	r01	13-privatized_18-first-reads_true.yml	0	90826	2584	12	4	34	0	2	132	295	0	2	1	26017792
after	tso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	0	49450	1880	8	2	12	0	1	43	75	0	0	1	25989120
after	tso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	0	34097	1880	8	2	12	0	1	43	75	0	0	1	25972736
after	tso	r01	13-privatized_19-publish-precision_true.yml	0	180346	3640	18	8	122	0	4	393	918	0	3	1	26042368
after	tso	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26079232
after	tso	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	0	51985	2760	13	2	17	0	1	72	139	0	0	1	25968640
after	tso	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	0	48759	2760	13	2	17	0	1	72	139	0	0	1	25972736
after	tso	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25960448
after	tso	r01	13-privatized_20-publish-regression_true.yml	0	77048	2584	12	4	34	0	2	132	295	0	2	1	25956352
after	tso	r01	13-privatized_24-multiple-protecting_true.yml	0	1155843	9624	52	24	2684	0	12	3675	21671	0	7	1	26071040
after	tso	r01	13-privatized_25-struct_nr_true.yml	0	101120	3288	16	4	84	0	2	196	651	0	2	1	26001408
after	tso	r01	13-privatized_27-multiple-protecting2_true.yml	0	2700815	11208	61	72	8006	0	36	11973	63940	0	26	1	26083328
after	tso	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	0	270934	5928	31	12	274	0	6	855	2884	0	4	1	26013696
after	tso	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	0	187970	4168	21	8	93	0	4	381	958	0	2	1	25956352
after	tso	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	0	268057	4872	25	12	218	0	6	629	1638	0	4	1	25956352
after	tso	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	0	329903	5752	30	12	220	0	6	747	2304	0	3	1	25968640
after	tso	r01	13-privatized_33-traces-v-matters_true.yml	0	112350	3816	19	6	79	0	3	314	961	0	1	1	25968640
after	tso	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	0	87677	2936	14	4	38	0	2	150	359	0	1	1	26062848
after	tso	r01	13-privatized_35-traces-ex-2_true.yml	0	189742	3992	20	8	86	0	4	344	792	0	2	1	25989120
after	tso	r01	13-privatized_36-traces-ex-3_true.yml	0	174823	3640	18	8	86	0	4	335	747	0	3	1	25997312
after	tso	r01	13-privatized_37-traces-ex-4_true.yml	0	98756	3112	15	4	48	0	2	168	447	0	2	1	26001408
after	tso	r01	13-privatized_38-traces-ex-4-switch_true.yml	0	192963	3992	20	8	86	0	4	344	792	0	2	1	25976832
after	tso	r01	13-privatized_40-traces-ex-6_true.yml	0	106115	2936	14	4	38	0	2	150	359	0	1	1	25927680
after	tso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25927680
after	tso	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	48659	2760	13	2	17	0	1	70	170	0	0	1	26038272
after	tso	r01	13-privatized_42-traces-ex-mini_true.yml	0	111013	3816	19	4	66	0	2	222	751	0	2	1	25972736
after	tso	r01	13-privatized_44-traces-mine2_true.yml	0	62130	2760	13	2	13	0	1	69	168	0	1	1	25911296
after	tso	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	152983	3992	20	6	116	0	3	304	974	0	2	1	26009600
after	tso	r01	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25907200
after	tso	r01	13-privatized_47-refine-protected2_true.yml	0	83869	2584	12	4	34	0	2	130	287	0	2	1	25903104
after	tso	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25911296
after	tso	r01	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25903104
after	tso	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1	25964544
after	tso	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26038272
after	tso	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	26091520
after	tso	r01	14_spin2003.yml	0	0	0	0	0	0	0	0	0	0	0	0	1	25939968
