tool		GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)	GenMC SV-COMP adapter GenMC (https://plv.mpi-sws.org/genmc):   GenMC v0.17.0 (commit #unknown)   Built with LLVM 15.0.7 (Release)
run set		cat-pso.r01.unreach-call	cat-pso.r01.unreach-call	cat-pso.r01.unreach-call	cat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r01.unreach-call	caat-pso.r01.unreach-call
/Users/sujie/Documents/Codes/C++/GenMC/genmc/optimization-analysis/svcomp2026/remote-results/pso/sv-benchmarks/c/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
pthread-ext/46_monabsex2_vs.yml	true	true	0.046614	0.058747654082253575	26.169344	true	0.046618	0.0657479939982295	26.206208
pthread-ext/45_monabsex1_vs.yml	true	true	0.044707	0.05663819098845124	26.177536	true	0.045745	0.06668425491079688	26.210304
pthread/stateful01-1.yml	false	false(unreach-call)	0.047376	0.061237860936671495	26.255360	false(unreach-call)	0.047659	0.059145780047401786	26.300416
pthread/stateful01-2.yml	true	true	0.051418	0.07147861691191792	26.263552	true	0.056443	0.07231549406424165	26.308608
pthread-atomic/time_var_mutex.yml	true	true	0.047863	0.06248076888732612	26.271744	true	0.047817	0.06966405501589179	26.329088
pthread-ext/01b_inc.yml	true	true	0.046631	0.05908394092693925	26.193920	true	0.047407	0.06504812417551875	26.222592
pthread/triangular-1.yml	true	TIMEOUT	60.996939	61.01651911903173	26.259456	TIMEOUT	60.998776	61.02615736797452	26.300416
pthread/triangular-2.yml	false	false(unreach-call)	27.259402	27.27230765996501	26.247168	TIMEOUT	60.998943	61.016106533119455	26.300416
pthread-ext/02_inc_cas.yml	true	true	0.045811	0.06672950205393136	26.173440	true	0.045679	0.05470542493276298	26.210304
goblint-regression/28-race_reach_21-deref_read_racing.yml	false	false(unreach-call)	1.756715	1.7760354010388255	56.344576	false(unreach-call)	1.761299	1.775148622924462	56.037376
pthread-ext/48_ticket_lock_low_contention_vs.yml	true	true	0.039368	0.04922315012663603	26.210304	true	0.03769	0.044401984894648194	26.251264
goblint-regression/28-race_reach_37-indirect_racing.yml	false	OUT OF MEMORY	12.584606	12.599933198885992	3999.997952	OUT OF MEMORY	12.471688	12.485539155779406	3999.997952
goblint-regression/28-race_reach_45-escape_racing.yml	false	false(unreach-call)	0.045819	0.056933894054964185	26.222592	false(unreach-call)	0.045441	0.05916072987020016	26.263552
goblint-regression/28-race_reach_46-escape_racefree.yml	true	true	0.035108	0.049105447018519044	26.222592	true	0.046526	0.06469140388071537	26.243072
goblint-regression/28-race_reach_01-simple_racing.yml	false	OUT OF MEMORY	12.569475	12.577467668103054	3999.997952	OUT OF MEMORY	12.593526	12.6144390439149	3999.997952
goblint-regression/28-race_reach_11-ptr_racing.yml	false	OUT OF MEMORY	12.591189	12.60109443985857	3999.997952	OUT OF MEMORY	12.513749	12.52956974087283	3999.997952
pthread-deagle/circular_buffer_bad.yml	false	false(unreach-call)	0.081737	0.08851167187094688	26.312704	false(unreach-call)	0.129852	0.13861523382365704	26.341376
pthread/fib_safe-5.yml	true	TIMEOUT	60.993933	61.02142062084749	26.247168	TIMEOUT	60.997184	61.01742629194632	26.263552
pthread/fib_safe-6.yml	true	TIMEOUT	60.998729	61.01754796993919	26.230784	TIMEOUT	61.000977	61.01598867494613	26.259456
pthread/fib_unsafe-5.yml	false	TIMEOUT	60.999125	61.01340785296634	26.251264	TIMEOUT	61.001379	61.01133202086203	26.267648
pthread/fib_unsafe-6.yml	false	TIMEOUT	60.999346	61.01279314793646	26.226688	TIMEOUT	61.000855	61.00923200394027	26.267648
pthread/fib_unsafe-7.yml	false	TIMEOUT	60.998045	61.00986473890953	26.230784	TIMEOUT	61.000591	61.01299062091857	26.271744
goblint-regression/28-race_reach_24-sound_lock_racing.yml	false	OUT OF MEMORY	12.961368	12.977771682897583	3999.997952	OUT OF MEMORY	12.559093	12.570038589881733	3999.997952
pthread/lazy01.yml	false	false(unreach-call)	0.045535	0.06282683904282749	26.275840	false(unreach-call)	0.046393	0.06329524097964168	26.324992
pthread-deagle/circular_buffer_ok.yml	true	TIMEOUT	60.983239	61.01982335885987	26.312704	TIMEOUT	60.996572	61.01642070407979	26.353664
pthread-atomic/szymanski.yml	true	true	0.055411	0.06294329697266221	26.238976	true	0.07361	0.08510732091963291	26.259456
pthread-atomic/dekker.yml	true	true	0.04652	0.06069553503766656	26.226688	true	0.053343	0.06565951509401202	26.279936
pthread-atomic/dekker-unfair.yml	true	true	0.048319	0.06395858805626631	26.234880	true	0.05379	0.06591435987502337	26.255360
pthread-theta/unwind3-1.yml	false	false(unreach-call)	0.045534	0.06318838405422866	26.255360	false(unreach-call)	0.046977	0.06102804094552994	26.292224
pthread-theta/exponential-nondet.yml	true	true	0.046473	0.05934507702477276	26.284032	true	0.046551	0.06237064395099878	26.304512
pthread-theta/unwind2-1.yml	false	false(unreach-call)	0.046371	0.06520329299382865	26.296320	false(unreach-call)	0.04564	0.06000461499206722	26.337280
pthread-theta/unwind2-100.yml	false	false(unreach-call)	0.045597	0.06387915881350636	26.324992	false(unreach-call)	0.046382	0.05526509182527661	26.324992
pthread/butterfly.yml	true	true	38.472305	38.49730212893337	26.365952	TIMEOUT	60.999883	61.01289229420945	26.419200
pthread-ext/43_NetBSD_sysmon_power_sliced.yml	true	true	0.046405	0.05503674014471471	26.161152	true	0.046341	0.05782388988882303	26.189824
goblint-regression/28-race_reach_06-cond_racing1.yml	false	OUT OF MEMORY	12.575583	12.596987643046305	3999.997952	OUT OF MEMORY	12.420215	12.436356191057712	3999.997952
pthread/queue_ok.yml	true	true	0.084651	0.09992945799604058	26.378240	true	0.112987	0.12442450202070177	26.423296
pthread/queue_ok_longer.yml	true	true	26.094771	26.112333163851872	505.053184	TIMEOUT	61.033096	61.05247997608967	1098.403840
pthread/queue_ok_longest.yml	true	TIMEOUT	61.040523	61.05868417583406	1356.148736	TIMEOUT	61.033016	61.04703057114966	1290.911744
pthread/queue_longer.yml	false	TIMEOUT	60.999018	61.0194013658911	75.706368	TIMEOUT	61.000555	61.022246721200645	103.579648
pthread/queue.yml	false	false(unreach-call)	2.150432	2.1673257439397275	26.415104	false(unreach-call)	5.358983	5.370690969051793	26.435584
pthread/singleton.yml	false	false(unreach-call)	0.051321	0.06460605887696147	26.423296	false(unreach-call)	0.052527	0.061284240102395415	26.476544
pthread/singleton_with-uninit-problems.yml	true	true	0.053029	0.06657019397243857	26.427392	true	0.05806	0.07728450908325613	26.464256
pthread-C-DAC/pthread-demo-datarace-3.yml	false	false(unreach-call)	0.106755	0.1245731939561665	26.259456	false(unreach-call)	0.139116	0.16001947806216776	26.292224
pthread/reorder_2.yml	false	false(unreach-call)	0.959144	0.9700642281677574	26.382336	false(unreach-call)	2.310487	2.3191025080159307	26.394624
pthread/twostage_3.yml	false	false(unreach-call)	0.068674	0.07900697202421725	26.529792	false(unreach-call)	0.090407	0.10034218989312649	26.558464
ldv-races/race-1_1-join.yml	true	true	0.049688	0.06438484997488558	26.406912	true	0.048613	0.06438326300121844	26.439680
ldv-races/race-1_3-join.yml	false	false(unreach-call)	0.048817	0.07365439599379897	26.435584	false(unreach-call)	0.049469	0.06858514598570764	26.476544
ldv-races/race-1_2-join.yml	false	false(unreach-call)	0.04823	0.0623183399438858	26.439680	false(unreach-call)	0.049802	0.06262527802027762	26.464256
ldv-races/race-4_1-thread_local_vars.yml	true	true	0.049038	0.05936648300848901	26.505216	true	0.04971	0.06712175696156919	26.558464
ldv-races/race-2_1-container_of.yml	true	true	0.04832	0.06321729812771082	26.497024	true	0.049323	0.06571876583620906	26.533888
ldv-races/race-3_1-container_of-global.yml	true	true	0.048869	0.06585414079017937	26.484736	true	0.048538	0.060427402844652534	26.521600
